,AKAP8L (26993)
ACH-000232,-0.04239134697804795
ACH-000233,-0.07506454345232326
ACH-000234,-0.14726742500720705
ACH-000235,-0.11802335171770427
ACH-000237,-0.07602689452985753
ACH-000238,-0.13424224846598964
ACH-000242,0.04541499572907594
ACH-000243,-0.1633353485938462
ACH-000244,-0.017981090650484463
ACH-000246,-0.07071821341524379
ACH-000248,-0.15577449469875498
ACH-000250,-0.2267109839472753
ACH-000251,-0.14856561516016198
ACH-000252,-0.344936874095488
ACH-000253,-0.185585342614375
ACH-000255,-0.07053233723787082
ACH-000256,0.004983283818407063
ACH-000257,-0.13190195898345242
ACH-000258,0.1032824145746872
ACH-000259,-0.12192400774086032
ACH-000260,-0.13905658915060665
ACH-000261,-0.09645494134709633
ACH-000262,-0.22907288279229235
ACH-000263,-0.4274456157257928
ACH-000264,-0.03286722401826853
ACH-000265,-0.1766813664519187
ACH-000266,-0.07407067316520904
ACH-000272,-0.18941896343228454
ACH-000274,0.0528962472777576
ACH-000277,-0.06618442442549316
ACH-000278,-0.08745096697720726
ACH-000279,-0.0696205637541689
ACH-000280,-0.14875272153530758
ACH-000281,-0.19251283681226464
ACH-000288,-0.08952799063614651
ACH-000291,-0.21943883735692246
ACH-000293,0.002137773565465589
ACH-000294,-0.1296975541481031
ACH-000295,0.002403695560078621
ACH-000296,-0.1984160509056479
ACH-000302,-0.25574502433383645
ACH-000304,-0.09411734715042926
ACH-000307,-0.18348423138261266
ACH-000308,-0.12277167675953353
ACH-000310,-0.03744683169237765
ACH-000311,-0.10731221329878472
ACH-000312,-0.18326913455214736
ACH-000315,-0.2375257568036976
ACH-000316,-0.2992577157948872
ACH-000317,-0.1501234741903014
ACH-000318,-0.3649911245706219
ACH-000319,-0.2519066559949276
ACH-000320,-0.17489556203708007
ACH-000322,0.08359540591826803
ACH-000323,-0.006966120247261907
ACH-000324,-0.10504668292190247
ACH-000329,0.0019990378780067523
ACH-000330,-0.05032862061768184
ACH-000331,-0.06165041540815215
ACH-000332,-0.1610015528602902
ACH-000334,-0.31962129082973234
ACH-000335,0.012392085446282891
ACH-000336,-0.21047123415637686
ACH-000337,-0.1284209220046202
ACH-000338,-0.05189194390102885
ACH-000339,-0.07637846864946164
ACH-000341,-0.5210779108747575
ACH-000348,-0.051105087983730035
ACH-000350,-0.08439213147016011
ACH-000352,-0.1417691635963044
ACH-000356,0.0585764608805892
ACH-000361,-0.015667184186396982
ACH-000362,-0.17188898671070085
ACH-000363,-0.17151358498973066
ACH-000364,0.08740276662946657
ACH-000365,-0.006360582401938892
ACH-000366,-0.1296029732328245
ACH-000368,-0.2773602360984334
ACH-000374,0.21311493803971684
ACH-000375,-0.09088020681896287
ACH-000376,-0.09318858633084283
ACH-000381,0.031330188334729885
ACH-000383,-0.08705572103567863
ACH-000387,0.043909782491680274
ACH-000389,-0.2207030630992806
ACH-000390,-0.25280485223078364
ACH-000393,-0.17959381106056246
ACH-000395,-0.19642884726392487
ACH-000396,-0.15543673887939302
ACH-000397,-0.1077604878369644
ACH-000401,-0.10051510571964677
ACH-000402,0.021929885805190712
ACH-000403,-0.07995832490927084
ACH-000404,-0.08950275864791388
ACH-000406,-0.04602346040907763
ACH-000407,-0.06754730346887049
ACH-000408,-0.2501712943326111
ACH-000410,-0.1836227347832714
ACH-000411,-0.01842423335021999
ACH-000414,0.005878001276220071
ACH-000415,-0.22783852280933836
ACH-000416,-0.19477414137127624
ACH-000420,-0.11135956624163454
ACH-000421,-0.14309909248335584
ACH-000424,-0.22454779724305127
ACH-000425,-0.006221725361149796
ACH-000426,0.013031495771553008
ACH-000427,-0.0601538969074527
ACH-000433,-0.1994560875606736
ACH-000435,-0.04160348637439641
ACH-000436,0.006789133557730925
ACH-000444,0.04603065721739896
ACH-000445,-0.05686208625117872
ACH-000448,-0.25271450015251223
ACH-000450,-0.33285474465363063
ACH-000452,-0.2332360269103313
ACH-000454,-0.2289040399038153
ACH-000458,-0.2939284097189268
ACH-000459,-0.0018406393625245586
ACH-000460,-0.10999560815487472
ACH-000461,-0.23988854064284
ACH-000463,-0.10549229304663016
ACH-000464,0.024126276144542123
ACH-000466,0.05193597608961602
ACH-000467,-0.17140236394410036
ACH-000468,0.033204187417927945
ACH-000469,0.01637788657559646
ACH-000470,-0.11970106094842038
ACH-000471,-0.15690397147485854
ACH-000472,-0.0737075861724535
ACH-000473,-0.1257670562770732
ACH-000475,-0.07409979903129323
ACH-000476,-0.17214312621842867
ACH-000477,-0.1245289502325756
ACH-000479,-0.07408434670146137
ACH-000480,-0.17087920756416528
ACH-000481,-0.19681145897933716
ACH-000483,-0.19659065605596754
ACH-000484,-0.2359809596867417
ACH-000485,0.02093514401483655
ACH-000486,-0.09800652961324642
ACH-000487,-0.21533969409547826
ACH-000488,-0.16269235002517787
ACH-000490,-0.09873888045919353
ACH-000491,-0.2392937081258412
ACH-000495,-0.2230934488675612
ACH-000496,-0.09929215787674396
ACH-000499,-0.2140669275683092
ACH-000500,0.03700322565811088
ACH-000502,-0.25637984860275864
ACH-000503,-0.04303062855732908
ACH-000505,-0.2022336122699315
ACH-000507,-0.02436958611126056
ACH-000510,-0.126321340288809
ACH-000511,-0.08249112906848811
ACH-000512,-0.1525380408008083
ACH-000516,-0.06283829830069015
ACH-000517,-0.13452597479961514
ACH-000518,-0.26634750582255323
ACH-000520,-0.19938598518828987
ACH-000521,-0.1948105469072373
ACH-000522,-0.16595740343665208
ACH-000524,-0.07195837201120307
ACH-000527,-0.092029318373779
ACH-000528,-0.005788270254888939
ACH-000537,0.023129278830092668
ACH-000541,-0.08624206784618002
ACH-000542,-0.08232014476600136
ACH-000544,-0.15176127750869076
ACH-000545,-0.2434485796114472
ACH-000547,-0.08918069913328515
ACH-000548,-0.10407006936351994
ACH-000549,-0.2686783009597161
ACH-000550,-0.06738135439148385
ACH-000552,-0.19462015982040115
ACH-000556,-0.14583793870775755
ACH-000557,-0.026574748761019458
ACH-000569,-0.13865954758238447
ACH-000570,-0.2106768734485756
ACH-000571,-0.10079705374955276
ACH-000573,0.0061441720251344655
ACH-000576,-0.1582204794265332
ACH-000579,0.007773421994496434
ACH-000580,-0.0931900781869528
ACH-000584,-0.008312181302858471
ACH-000585,-0.13357561932417372
ACH-000588,0.001525844486628349
ACH-000589,-0.20670201875428326
ACH-000591,-0.20440202799457388
ACH-000593,-0.2096870892941588
ACH-000600,-0.07373568281050064
ACH-000601,-0.16569680101392514
ACH-000605,-0.08334073775141483
ACH-000606,-0.18712881767239328
ACH-000608,-0.08122508399193325
ACH-000614,0.10426046467077832
ACH-000616,-0.07342628377409205
ACH-000618,-0.10694982208824501
ACH-000619,-0.07150674679077729
ACH-000620,-0.1453722158623202
ACH-000621,-0.14398940698990556
ACH-000622,-0.029637516644331008
ACH-000623,-0.10841682601406366
ACH-000624,-0.02540373037524817
ACH-000627,-0.10903921363724003
ACH-000630,-0.04632667392622093
ACH-000631,0.03361644637823608
ACH-000632,-0.0010167099955325652
ACH-000633,-0.05070314765370574
ACH-000637,-0.2382330610050135
ACH-000638,-0.4018623076900773
ACH-000646,-0.2801268282149681
ACH-000647,-0.07093971758868824
ACH-000648,0.07462495528394072
ACH-000649,-0.09136960706592956
ACH-000651,-0.05863558026815247
ACH-000652,-0.10343480578670528
ACH-000653,-0.07780819325199942
ACH-000657,-0.16504510201476258
ACH-000658,-0.0573410474070959
ACH-000661,-0.09655005207511666
ACH-000662,-0.18288355871337156
ACH-000663,-0.2058058178269085
ACH-000665,-0.3089657486300044
ACH-000671,-0.09871772074359317
ACH-000672,0.002477321217900993
ACH-000673,-0.0558022887603426
ACH-000676,-0.08169016606861769
ACH-000677,-0.03343102807422852
ACH-000681,-0.14894383577297096
ACH-000683,-0.19565450844642795
ACH-000684,-0.03661446165330842
ACH-000688,-0.1052915576456538
ACH-000693,-0.15001573880513794
ACH-000694,-0.0632427231442409
ACH-000695,-0.058341310195294885
ACH-000696,-0.07775586812213088
ACH-000697,0.08026320246285684
ACH-000699,-0.0992091629751126
ACH-000701,-0.10283029531405276
ACH-000706,-0.17070372008514104
ACH-000711,-0.07428981152635318
ACH-000713,-0.10838126483181633
ACH-000714,-0.26966457675684
ACH-000718,-0.06675062982019171
ACH-000720,-0.10803050212709572
ACH-000721,-0.19389942856733555
ACH-000724,-0.26331037082960995
ACH-000725,-0.05217363344981768
ACH-000732,-0.1405458336489741
ACH-000734,-0.15752540638571158
ACH-000735,-0.014925883440791715
ACH-000736,-0.16873923086930545
ACH-000738,-0.21640715916142075
ACH-000746,-0.16921660712661288
ACH-000747,-0.16930741720312587
ACH-000748,0.02276610452301177
ACH-000753,-0.12413846557962613
ACH-000756,-0.1794129647895969
ACH-000757,-0.20926993786970532
ACH-000758,-0.11176167128285626
ACH-000760,-0.12196500944756185
ACH-000762,-0.38002148822098186
ACH-000763,0.0831989565908267
ACH-000764,-0.2253281454150701
ACH-000765,0.0052784914430898545
ACH-000766,-0.11393504060917878
ACH-000767,-0.1424890468247501
ACH-000768,-0.22188462863395134
ACH-000769,-0.1793443253620621
ACH-000770,-0.08476933894357533
ACH-000771,-0.09043211284042496
ACH-000773,-0.009411102805018631
ACH-000776,-0.09733284012933494
ACH-000777,-0.20691268870185964
ACH-000778,-0.08767093274823587
ACH-000781,-0.1823348752941393
ACH-000782,-0.14540281207263647
ACH-000783,-0.06549425599150276
ACH-000784,-0.04840908941026058
ACH-000785,-0.11260535536041492
ACH-000787,-0.04074251741234683
ACH-000788,-0.14013825575281744
ACH-000791,-0.05097048051483573
ACH-000792,-0.2596805154245668
ACH-000794,-0.16517720769935626
ACH-000796,-0.015157299323787569
ACH-000798,-0.1043359193746387
ACH-000799,-0.1257518039875045
ACH-000800,-0.03088835296572985
ACH-000802,-0.12641292604558416
ACH-000804,-0.0959459668355314
ACH-000805,-0.15702981733606902
ACH-000809,-0.06268190640453779
ACH-000810,-0.030754421664465282
ACH-000811,-0.1417463036967444
ACH-000817,-0.2078123308852338
ACH-000819,-0.23385652935501214
ACH-000820,0.01174978841333888
ACH-000821,0.032286043544443914
ACH-000822,-0.13004061932028382
ACH-000823,-0.23760432166369624
ACH-000824,-0.08407149859415253
ACH-000827,-0.0637291435835175
ACH-000829,-0.054670785375140696
ACH-000831,-0.32838646869939153
ACH-000832,-0.3062953622176846
ACH-000833,-0.15480552624843827
ACH-000834,-0.0834308984013665
ACH-000835,-0.09661137894274142
ACH-000836,-0.07144739944633617
ACH-000837,-0.1819637080785428
ACH-000838,0.057840526521988116
ACH-000839,-0.16304412860428982
ACH-000840,-0.0534246700367362
ACH-000841,-0.1815449408873459
ACH-000843,-0.2698869086181103
ACH-000846,-0.11258786890498863
ACH-000847,-0.11026857826307576
ACH-000848,-0.1598661874865227
ACH-000849,-0.06894207506418769
ACH-000851,-0.0741636215394403
ACH-000855,-0.18329644987914254
ACH-000856,0.030177404586888126
ACH-000858,-0.10722480636210037
ACH-000859,0.006837502239402799
ACH-000861,-0.15426474752566066
ACH-000862,-0.03235281029143272
ACH-000865,-0.17094844146197022
ACH-000866,-0.061570725382436076
ACH-000867,-0.08455459348854763
ACH-000869,-0.15867244244813414
ACH-000872,-0.1474535438955639
ACH-000873,-0.36208131870358573
ACH-000876,-0.2770193315341143
ACH-000878,-0.1898706629509719
ACH-000880,0.06336900394670787
ACH-000881,-0.14622100781797318
ACH-000882,-0.15610575360689352
ACH-000884,0.1663658399899138
ACH-000885,-0.12336313719502626
ACH-000887,-0.1661779253144999
ACH-000889,-0.0950966855406928
ACH-000896,-0.12620867827027776
ACH-000898,-0.06311134844161133
ACH-000900,-0.11818686825056247
ACH-000901,0.0108786082783421
ACH-000905,-0.11586039154426625
ACH-000906,-0.10806121553526568
ACH-000907,0.0443812690411021
ACH-000910,-0.0003426658069847665
ACH-000911,-0.10801818608928747
ACH-000912,-0.05185825583561055
ACH-000913,0.030980974492267124
ACH-000915,-0.09584525433875757
ACH-000916,-0.5661233638056734
ACH-000917,-0.052121380753686
ACH-000920,-0.13405578656115982
ACH-000921,-0.14989987802404775
ACH-000924,-0.03893538961020674
ACH-000926,-0.01857255052147264
ACH-000928,0.01096178919864871
ACH-000929,-0.14772301585291214
ACH-000932,-0.07915104460964753
ACH-000935,0.09755853904847034
ACH-000936,-0.04634066440405664
ACH-000937,-0.04177394318888738
ACH-000938,0.01471299239987991
ACH-000939,-0.2831290019175736
ACH-000941,-0.2009520435680181
ACH-000943,-0.10383775320031767
ACH-000946,-0.14507193824338105
ACH-000947,-0.12149688550889336
ACH-000948,-0.15299710848903988
ACH-000950,-0.13610033657518975
ACH-000953,-0.12010245039552865
ACH-000954,-0.01897177396730324
ACH-000957,0.048549430918304416
ACH-000958,-0.09733290861909626
ACH-000960,-0.010707286826538185
ACH-000963,-0.027120780437143017
ACH-000968,-0.06385069801279496
ACH-000969,-0.1213558453243953
ACH-000972,-0.20620268098630914
ACH-000973,-0.008937109257206446
ACH-000974,-0.122531842144087
ACH-000978,-0.05387476834402947
ACH-000984,-0.037634323372295664
ACH-000986,-0.011256343258277592
ACH-000988,-0.1078599680310456
ACH-000993,-0.03525588723663545
ACH-000994,-0.2078803469678789
ACH-000996,0.12099376824983216
ACH-001001,-0.02540182241135009
ACH-001020,-0.196508407615051
ACH-001028,-0.2571050056252159
ACH-001031,-0.1957672016055071
ACH-001038,-0.11938772944522515
ACH-001048,-0.18789367826220305
ACH-001050,-0.0746916691374215
ACH-001053,-0.10260543934978836
ACH-001054,0.027362513461401637
ACH-001061,-0.1125891006554961
ACH-001067,-0.09344770413875753
ACH-001075,-0.081213719255865
ACH-001096,-0.29477208477531397
ACH-001111,0.03315507131544428
ACH-001119,-0.1788117507166043
ACH-001128,0.2866741766799824
ACH-001134,-0.06406963643116784
ACH-001151,-0.09291718356430596
ACH-001163,0.061565894990428235
ACH-001164,-0.20912427430103905
ACH-001183,0.07730280975988697
ACH-001192,-0.14585621293014375
ACH-001193,-0.08264793460992736
ACH-001196,-0.2422244725310112
ACH-001197,-0.13798294040104445
ACH-001205,-0.07469455078981556
ACH-001211,-0.36303245660269856
ACH-001212,-0.151240991331922
ACH-001228,-0.10433712247915568
ACH-001232,0.00273745739970165
ACH-001239,-0.10834625357769366
ACH-001270,0.03403168448041464
ACH-001274,0.04394844723334198
ACH-001275,-0.19472020276867916
ACH-001277,-0.20093939520471926
ACH-001278,-0.16478855280605492
ACH-001280,-0.057515296575611725
ACH-001283,-0.019454599445830643
ACH-001289,-0.22268312904942625
ACH-001300,-0.0539346448663171
ACH-001301,-0.05221502868967856
ACH-001302,0.19976803774223006
ACH-001306,-0.14635179680831278
ACH-001318,-0.21894652867917974
ACH-001322,-0.17271572786773928
ACH-001328,-0.09405887405999648
ACH-001332,-0.22652761975837155
ACH-001336,-0.10383104172165494
ACH-001346,-0.18439153059832808
ACH-001353,-0.22461699792243686
ACH-001354,-0.4447418828352265
ACH-001367,0.058724553071220174
ACH-001368,-0.1708298741921251
ACH-001374,-0.22936158043522764
ACH-001377,-0.19375366446129666
ACH-001380,-0.16855451137471314
ACH-001391,-0.051732863338638746
ACH-001408,-0.15369113609233198
ACH-001430,-0.07068104764960234
ACH-001431,-0.0623873743844372
ACH-001450,0.11248177525693227
ACH-001496,-0.16962025503535033
ACH-001500,0.0013202842157521153
ACH-001523,-0.2512713105388778
ACH-001532,-0.05321167532487277
ACH-001550,-0.1944951892209604
ACH-001552,-0.1267148625874185
ACH-001554,-0.2867698474106804
ACH-001654,-0.1270468127972607
ACH-001735,-0.07025335507244589
ACH-001736,-0.13874282308325536
ACH-001737,-0.30870753473919826
ACH-001740,-0.09614243831278603
ACH-001745,-0.12122755877046786
ACH-001765,-0.10719216709794127
