,DST (667)
ACH-000004,0.044998156466740415
ACH-000005,-0.13758651632497873
ACH-000007,-0.08012749376927758
ACH-000009,0.07815904951298633
ACH-000011,-0.1876656707976728
ACH-000012,-0.09140678531629323
ACH-000013,-0.17252407335035316
ACH-000014,-0.14449962366405966
ACH-000015,-0.1091462204691776
ACH-000017,-0.006517934288742821
ACH-000018,-0.005605648805214802
ACH-000019,-0.04293312560123908
ACH-000021,0.03514168824761086
ACH-000022,-0.11070274798473324
ACH-000025,-0.17367580535220425
ACH-000028,-0.032535593794965775
ACH-000030,0.1295583647456316
ACH-000035,-0.11362576930105765
ACH-000036,-0.11693929098573624
ACH-000037,0.13594072018245454
ACH-000039,-0.1391614585149436
ACH-000040,-0.32362102731721226
ACH-000041,0.034100386237076896
ACH-000042,-0.009325814687195736
ACH-000045,0.13691236188691994
ACH-000047,0.11967123371765045
ACH-000052,-0.08820681680656857
ACH-000053,-0.06914728469564267
ACH-000054,-0.0528335709939879
ACH-000055,0.04397956658895882
ACH-000060,-0.09911944808462003
ACH-000067,0.04116987854605418
ACH-000070,0.14011088058726254
ACH-000075,-0.02322985878153416
ACH-000078,-0.01970426661335104
ACH-000082,-0.03406376984417373
ACH-000085,0.06466247562022498
ACH-000086,-0.040989171230433885
ACH-000087,0.06460676313710634
ACH-000092,0.055271457801958704
ACH-000095,-0.030878059053531345
ACH-000097,-0.16745456260507552
ACH-000098,-0.031347738229800685
ACH-000099,-0.0936960967615324
ACH-000108,-0.12351688358391395
ACH-000113,0.0039545130353896025
ACH-000116,-0.02261352744560092
ACH-000118,0.048756679773741735
ACH-000120,-0.2007547477749713
ACH-000123,0.13393719751449373
ACH-000127,-0.06069040830559149
ACH-000128,-0.11232154829404732
ACH-000132,0.05373422374889722
ACH-000133,-0.14010482075127065
ACH-000137,0.002034267992549708
ACH-000138,0.15838467715024462
ACH-000142,-0.09817299733799027
ACH-000143,-0.01574390278569411
ACH-000146,0.10057263244267342
ACH-000148,-0.008079627390229448
ACH-000150,-0.09226459756013078
ACH-000152,-0.1216019622306064
ACH-000153,0.04300296062831881
ACH-000159,-0.026152712972412315
ACH-000160,0.027167389594548525
ACH-000163,-0.0439197101671989
ACH-000167,-0.2506109387650896
ACH-000168,0.17638181162227504
ACH-000169,-0.07540991570164708
ACH-000178,-0.012930169321507812
ACH-000183,0.0096420100638408
ACH-000188,0.10787659144319144
ACH-000189,-0.09653147963393692
ACH-000190,0.06725741141093425
ACH-000198,-0.0115640652578067
ACH-000203,0.2651825802931841
ACH-000204,-0.0502368734938838
ACH-000206,-0.04081894766542273
ACH-000207,0.11535938140054412
ACH-000208,-0.07245302089745906
ACH-000210,-0.07280523041682169
ACH-000211,0.12311515751239654
ACH-000215,0.04620748212976107
ACH-000221,0.003041178241398568
ACH-000222,0.05938108215205287
ACH-000223,-0.08780752288568114
ACH-000226,0.16037072077763034
ACH-000227,0.11874650912577416
ACH-000228,-0.10166029547825438
ACH-000231,0.0017563345671445935
ACH-000232,-0.015115505928993888
ACH-000233,0.06013636215310881
ACH-000234,-0.031896628421607134
ACH-000235,-0.08837353122169353
ACH-000237,-0.06285768739986493
ACH-000238,-0.01892822085902748
ACH-000242,0.18931413997954272
ACH-000243,-0.04011553955319948
ACH-000244,0.02422403837539741
ACH-000246,0.04030627337094079
ACH-000248,-0.07457488318291418
ACH-000250,-0.06563428829521667
ACH-000251,0.08803400200836184
ACH-000252,-0.018554371855479614
ACH-000253,-0.025190693142789187
ACH-000255,-0.1166448743326493
ACH-000256,-0.02186022717511645
ACH-000257,-0.2387171496911991
ACH-000258,0.07208606294898581
ACH-000259,-0.08533933645375229
ACH-000260,-0.048756336503012684
ACH-000261,-0.047809980787542686
ACH-000262,-0.003906416630425911
ACH-000263,0.2945218366766517
ACH-000264,-0.037150772671855965
ACH-000265,-0.1214709606337774
ACH-000266,-0.02703897879311789
ACH-000272,-0.053217470173290135
ACH-000274,0.033682894336731335
ACH-000277,0.09682626219548784
ACH-000278,-0.10699081258114003
ACH-000279,-0.01437374150621301
ACH-000280,-0.014989479923879747
ACH-000281,0.014156332587427694
ACH-000288,-0.07344391252592161
ACH-000291,-0.09156673740413797
ACH-000293,-0.09385240478291236
ACH-000294,0.18758390941973127
ACH-000295,-0.12397181953883113
ACH-000296,0.0712967255237368
ACH-000302,-0.10800597017398897
ACH-000304,0.04871138767897521
ACH-000307,-0.13836031334349622
ACH-000308,0.028058705959242813
ACH-000310,-0.04981739970110167
ACH-000311,0.09880138755494157
ACH-000312,-0.20005296943167972
ACH-000315,-0.19541309075258226
ACH-000316,-0.08663318095332925
ACH-000317,-0.07058109038424623
ACH-000318,0.004133314630103864
ACH-000319,-0.08996154410760432
ACH-000320,-0.09815319345412904
ACH-000322,-0.1395509704707208
ACH-000323,-0.05652638189464499
ACH-000324,0.05791632586978707
ACH-000329,-0.02307160662594682
ACH-000330,-0.14016773794439988
ACH-000331,-0.11942006027236104
ACH-000332,0.01309883361486612
