,CLU (1191)
ACH-000004,-0.11903466512528398
ACH-000005,0.3968602239815949
ACH-000007,0.1401718494870573
ACH-000009,0.13098780722474404
ACH-000011,0.08967797120321107
ACH-000012,-0.006897674327900335
ACH-000013,0.09845647062344846
ACH-000014,0.056865015979633386
ACH-000015,0.09617452708689793
ACH-000017,0.05466499214943435
ACH-000018,0.13530714076372596
ACH-000019,0.0018672167957316274
ACH-000021,0.10432429043817583
ACH-000022,0.07202081347890843
ACH-000025,0.1121658620019524
ACH-000028,0.009032676542536871
ACH-000030,0.15543194035407282
ACH-000035,-0.04333191329838504
ACH-000036,-0.014196179565947953
ACH-000037,-0.04767584538864258
ACH-000039,-0.09217711667823582
ACH-000040,0.05615731107842088
ACH-000041,-0.16327293815710212
ACH-000042,-0.023819243629149105
ACH-000045,-0.13773912123635726
ACH-000047,0.0864746266040457
ACH-000052,0.3880460601387596
ACH-000053,0.05506462373494815
ACH-000054,0.040691310851247456
ACH-000055,-0.014696649432085181
ACH-000060,-0.040085734634190386
ACH-000067,0.01643796133467206
ACH-000070,0.05849882598736687
ACH-000075,0.04754148724710176
ACH-000078,0.02808173120321516
ACH-000082,0.057349942064832876
ACH-000085,-0.0031692565438813376
ACH-000086,0.11576222974078285
ACH-000087,-0.11955573912426508
ACH-000092,0.07269387812880974
ACH-000095,0.11002245421941308
ACH-000097,0.04237062745275302
ACH-000098,0.21520672159515752
ACH-000099,0.16568745775220042
ACH-000108,0.06188045227671135
ACH-000113,0.011638366593681991
ACH-000116,0.0012414921347945627
ACH-000118,0.06249185978909301
ACH-000120,-0.028531598358180407
ACH-000123,0.06400825668088612
ACH-000127,-0.0062239880310421365
ACH-000128,0.0643494962397998
ACH-000132,0.0638768411274687
ACH-000133,0.12073131681662995
ACH-000137,-0.1437995772905162
ACH-000138,0.10052621363155158
ACH-000142,0.023525775795758413
ACH-000143,-0.17508332175106775
ACH-000146,0.1548886337120358
ACH-000148,0.10423326900079306
ACH-000150,-0.012763636698273234
ACH-000152,0.1975827502307639
ACH-000153,-0.03734797435809841
ACH-000159,0.02522631217182213
ACH-000160,0.17125232080896266
ACH-000163,0.11809675894064955
ACH-000167,0.0139491820065372
ACH-000168,0.034246306077015204
ACH-000169,0.046289416352502055
ACH-000178,0.11461677106615414
ACH-000183,0.10594765450512468
ACH-000188,0.012545511633317193
ACH-000189,0.2470953743463312
ACH-000190,0.21566723066434865
ACH-000198,0.08689028333732958
ACH-000203,0.38128343012654586
ACH-000204,0.01404962646918172
ACH-000206,0.1868389825047473
ACH-000207,0.013087119516133866
ACH-000208,0.06353824023558625
ACH-000210,0.0973822171785196
ACH-000211,-0.062132139348270915
ACH-000215,0.08575853393797743
ACH-000221,0.020435398583107226
ACH-000222,0.25237773757063553
ACH-000223,0.06760902314905154
ACH-000226,0.11643313447682667
ACH-000227,0.18431409181715885
ACH-000228,-0.027695263505811425
ACH-000231,0.08943322259557686
ACH-000232,0.017654611116638245
ACH-000233,-0.06708034358014914
ACH-000234,0.034341319927295555
ACH-000235,0.0042184416429269615
ACH-000237,-0.025166563017579104
ACH-000238,0.09133004192239448
ACH-000242,-0.015130410981094031
ACH-000243,-0.03664639517174382
ACH-000244,-0.05576501754509594
ACH-000246,-0.0025857178565824646
