,AEN (64782)
ACH-000004,-0.02759644975943213
ACH-000005,0.027753181501250977
ACH-000007,0.14624978444553244
ACH-000009,0.07312681853781959
ACH-000011,-0.13961345716633944
ACH-000012,0.0194684195809368
ACH-000013,0.025028300180630684
ACH-000014,-0.09119820293590493
ACH-000015,0.22215077775022155
ACH-000017,0.056919906887162176
ACH-000018,0.19070925120688945
ACH-000019,0.17510529583169918
ACH-000021,0.0979403043218066
ACH-000022,0.084956749424724
ACH-000025,0.04965206136151977
ACH-000028,0.2435553568680582
ACH-000030,0.045688264744885625
ACH-000035,0.13962755998911927
ACH-000036,0.1371629377924065
ACH-000037,-0.08601684732356306
ACH-000039,0.06830233444245372
ACH-000040,-0.041248282003548416
ACH-000041,0.15000155608304228
ACH-000042,0.13202451809246887
ACH-000045,0.22612066218051066
ACH-000047,-0.012438502601220256
ACH-000052,-0.052695231199217166
ACH-000053,0.05287507597028795
ACH-000054,0.04394819890079953
ACH-000055,0.06289656307747654
ACH-000060,0.0067272110087016595
ACH-000067,0.14266262584107656
ACH-000070,0.20233451997693971
ACH-000075,0.08816079677447827
ACH-000078,0.11108647584843416
ACH-000082,0.11248384448465656
ACH-000085,0.04606273856409987
ACH-000086,0.1532571556638603
ACH-000087,-0.08339763446566527
ACH-000092,0.07362392461877687
ACH-000095,-0.028084356305359555
ACH-000097,-0.05054194743223662
ACH-000098,0.04039012497780571
ACH-000099,-0.11395923789531112
ACH-000108,0.02963305551763905
ACH-000113,0.0720440617662821
ACH-000116,0.05021548245378015
ACH-000118,0.11517069784964372
ACH-000120,-0.016330295215245337
ACH-000123,0.12740525214767195
ACH-000127,0.07520089176422051
ACH-000128,0.1145878570213858
ACH-000132,0.04867950630789091
ACH-000133,-0.00010278264393277008
ACH-000137,0.09953860210117453
ACH-000138,0.13704981393531085
ACH-000142,0.07223648945740863
ACH-000143,0.2908258967940711
ACH-000146,0.06815476831307421
ACH-000148,0.1184617198112792
ACH-000150,0.06331644693543513
ACH-000152,-0.014146725897400809
ACH-000153,0.07222285239878642
ACH-000159,-0.02545397923695386
ACH-000160,0.08411847119472753
ACH-000163,-0.027822050334910826
ACH-000167,-0.18544693283445046
ACH-000168,0.15284791198831532
ACH-000169,-0.022065400418375788
ACH-000178,0.127936426089545
ACH-000183,0.08668453126205153
ACH-000188,0.14305506220050676
ACH-000189,0.1576731229471925
ACH-000190,0.00910839528316845
ACH-000198,0.13775663210672334
ACH-000203,0.2717377046038541
ACH-000204,-0.04521941783571989
ACH-000206,0.03713583962208327
ACH-000207,0.036698020456642916
ACH-000208,-0.04992428515211128
ACH-000210,-0.041679644988335485
ACH-000211,0.05070856748719834
ACH-000215,0.02606519126968384
ACH-000221,0.020608076671915755
ACH-000222,-0.05292075792530559
ACH-000223,0.0529900110835416
ACH-000226,-0.006142203676282977
ACH-000227,-0.01797035598124985
ACH-000228,0.09236112468101032
ACH-000231,0.049500985004909216
ACH-000232,0.044470012143159016
ACH-000233,0.11934750658672658
ACH-000234,0.052884645788827685
ACH-000235,0.027231212406541205
ACH-000237,0.161126594056788
ACH-000238,-0.022223960196607096
ACH-000242,0.1579266419454134
ACH-000243,0.07772236437416286
ACH-000244,-0.14667598832577144
ACH-000246,0.07860134410027403
ACH-000248,0.21466673372951825
ACH-000250,0.05946677222771815
ACH-000251,-0.07886366300947255
ACH-000252,0.10698940515307873
ACH-000253,0.1934294046938654
ACH-000255,0.040877040276057784
ACH-000256,0.1131756875264519
ACH-000257,0.19937408842033116
ACH-000258,0.1031518526778706
ACH-000259,0.11558280389897185
ACH-000260,-0.048742284445653435
ACH-000261,-0.006190402778989671
ACH-000262,-0.0013110145110727786
ACH-000263,-0.0038426280661895094
ACH-000264,0.08585580880050088
ACH-000265,-0.03833304969614456
ACH-000266,-0.01482342475545612
ACH-000272,0.11507850880369976
ACH-000274,-0.05862398743613342
ACH-000277,-0.0426858452317211
ACH-000278,-0.03411562285122302
ACH-000279,0.08870766260570061
ACH-000280,0.044550854076532316
ACH-000281,-0.0005932610937278798
ACH-000288,0.08197733961327218
ACH-000291,0.16038779717864635
ACH-000293,0.16690212157964754
ACH-000294,0.10677161282645088
