,SLCO1A2 (6579)
ACH-000004,0.048912510047664254
ACH-000005,0.07137213815057364
ACH-000007,0.184131484130671
ACH-000009,0.050001129324992684
ACH-000011,0.12938515663927486
ACH-000012,0.19112771676904414
ACH-000013,0.05388565983310767
ACH-000014,0.1948227919422024
ACH-000015,0.021220311002458327
ACH-000017,0.14986017552825984
ACH-000018,0.07268566081806697
ACH-000019,0.30646968727753343
ACH-000021,0.15044566906430235
ACH-000022,0.13588177743196134
ACH-000025,0.024440675384830083
ACH-000028,0.11682488116740898
ACH-000030,0.1265805529498375
ACH-000035,0.1257503317753221
ACH-000036,0.053967277976898785
ACH-000037,0.07801867516587653
ACH-000039,0.10036141897740174
ACH-000040,0.07250406475376338
ACH-000041,0.15364328309720032
ACH-000042,0.07004047936875969
ACH-000045,0.2436165526181541
ACH-000047,0.07687114858258992
ACH-000052,0.10039138219499393
ACH-000053,0.092132631903383
ACH-000054,0.07557269448819569
ACH-000055,0.20263398899946453
ACH-000060,-0.033394466934871386
ACH-000067,0.14357377781376998
ACH-000070,-0.0618869623619917
ACH-000075,0.34373770648601776
ACH-000078,0.08263554841103013
ACH-000082,0.06999821126074057
ACH-000085,-0.00045154425468228515
ACH-000086,0.04886260626019003
ACH-000087,-0.042531662430821036
ACH-000092,0.16966994480720524
ACH-000095,0.12169603016241433
ACH-000097,0.09425788723004384
ACH-000098,0.12651117059619196
ACH-000099,0.10919086122247314
ACH-000108,0.15123412771396533
ACH-000113,0.008487068377549225
ACH-000116,-0.14258536924582008
ACH-000118,0.06773315811033417
ACH-000120,0.16438975957066698
ACH-000123,0.20312738381650164
ACH-000127,0.06122725631778365
ACH-000128,0.09947583480768846
ACH-000132,0.09420690562821507
ACH-000133,0.026325437938171332
ACH-000137,0.11054821583424276
ACH-000138,0.09132614892927583
ACH-000142,0.01922435307848828
ACH-000143,0.11540186430243098
ACH-000146,0.11770370706268675
ACH-000148,0.06844772487634336
ACH-000150,0.042760524716581316
ACH-000152,0.1068889556824372
ACH-000153,0.05878192080889232
ACH-000159,0.05266006371727712
ACH-000160,0.04013389286739828
ACH-000163,0.13657874784924864
ACH-000167,0.057932766799325484
ACH-000168,0.059312055748705274
ACH-000169,0.0883848496045043
ACH-000178,0.08355234312300949
ACH-000183,0.07850765644672507
ACH-000188,0.07020393480599438
ACH-000189,0.02480936169662479
ACH-000190,0.18940776417476649
ACH-000198,0.13442165627680133
ACH-000203,0.013827263222675414
ACH-000204,0.12270916153234054
ACH-000206,0.018792271973936844
ACH-000207,0.08848261443432914
ACH-000208,0.1780240604611516
ACH-000210,0.18918576187912525
ACH-000211,0.07532684274431029
ACH-000215,0.100586164767981
ACH-000221,0.10793599922423
ACH-000222,0.011741000186069371
ACH-000223,0.13607060130065185
ACH-000226,0.061282100785669084
ACH-000227,0.16043561290489552
ACH-000228,0.038412940633477895
ACH-000231,0.11112789698199783
ACH-000232,0.02322265695095489
ACH-000233,0.07575596673416073
ACH-000234,0.02001907505160401
ACH-000235,0.06610610311172589
ACH-000237,0.1316734757497968
ACH-000238,0.10230942984039854
ACH-000242,0.08818523371756039
ACH-000243,0.008474036980062612
ACH-000244,0.08819745873234182
ACH-000246,0.06954620160789304
ACH-000248,0.12281006809274984
ACH-000250,0.04604635611831934
ACH-000251,-0.11609076294400435
ACH-000252,0.09682021500683974
ACH-000253,0.14619705653016973
ACH-000255,-0.14297736942541225
ACH-000256,0.1596131519098297
ACH-000257,0.19880342189414654
ACH-000258,0.12497377028252568
ACH-000259,0.0258427078772038
ACH-000260,0.09695710347350274
ACH-000261,0.06098311857462769
ACH-000262,-0.025019663812171862
ACH-000263,0.05339833896697758
ACH-000264,0.0752860045681855
ACH-000265,0.05296883141822143
ACH-000266,0.0244354944917538
ACH-000272,0.025854256060322958
ACH-000274,0.06269837842627157
ACH-000277,0.09467216086060347
ACH-000278,0.13429449536607732
ACH-000279,0.044837170229569547
ACH-000280,0.12460416905667662
ACH-000281,0.02560821073977876
ACH-000288,-0.006906984993094029
ACH-000291,0.08445341927763668
ACH-000293,0.07026743870545925
ACH-000294,0.18443706617780845
ACH-000295,0.11690009219841113
ACH-000296,0.09160182763515068
ACH-000302,0.08039192794096185
ACH-000304,-0.046408939807127514
ACH-000307,0.08235894402910503
ACH-000308,0.04439823698485077
ACH-000310,0.1587992273688148
ACH-000311,0.05665606384684994
ACH-000312,0.1287299504098611
ACH-000315,0.1953999853047966
ACH-000316,0.13846046711045298
ACH-000317,0.17077261348614792
ACH-000318,0.1501889550574377
ACH-000319,0.21536916728399494
ACH-000320,0.055563525473060836
ACH-000322,-0.008711364774966913
ACH-000323,0.1496886776688799
ACH-000324,0.16212795707175576
ACH-000329,0.01554231892434283
ACH-000330,0.08592120283942584
ACH-000331,0.08112418879143737
ACH-000332,0.025330971005141728
ACH-000334,0.07768732202421909
ACH-000335,0.03863562473463529
ACH-000336,0.14889835508397836
ACH-000337,0.055249979628869884
ACH-000338,0.5891158929517213
ACH-000339,0.10536148518228368
ACH-000341,-0.0052464222325923
ACH-000348,0.0998249943249174
ACH-000350,0.06280189664035908
ACH-000352,0.11147576080437983
ACH-000356,0.02406905866504858
ACH-000361,0.08169362780888335
