,EARS2 (124454)
ACH-000004,-0.5291370995181246
ACH-000005,-0.4756212000437338
ACH-000007,-0.998495191794328
ACH-000009,-0.505545258421753
ACH-000011,-0.21876550773119768
ACH-000012,-0.930247776998512
ACH-000013,-0.8079656149347312
ACH-000014,-0.6204802822164752
ACH-000015,-0.9678244530338814
ACH-000017,-0.6100914194244501
ACH-000018,-0.9482139104569004
ACH-000019,-0.6712122370226662
ACH-000021,-0.5708108789302546
ACH-000022,-0.6529431973204844
ACH-000025,-0.8795250940327791
ACH-000028,-0.6146854743202416
ACH-000030,-0.664143035159484
ACH-000035,-0.7694945210450217
ACH-000036,-0.2769067309090281
ACH-000037,-0.5812863831484828
ACH-000039,-0.7083983152647586
ACH-000040,-0.3838564704020393
ACH-000041,-0.44814710034834426
ACH-000042,-0.4888907228719661
ACH-000045,-0.5391517528629014
ACH-000047,-0.8695822037629912
ACH-000052,-0.6238068612886737
ACH-000053,-0.3669052613807369
ACH-000054,-0.6212696096639614
ACH-000055,-0.5757299125909592
ACH-000060,-0.4517807883749812
ACH-000067,-0.42722163759389536
ACH-000070,-0.6221275723595044
ACH-000075,-0.6310044541701736
ACH-000078,-0.4692036735308669
ACH-000082,-0.4719594959202516
ACH-000085,-0.5757570156452818
ACH-000086,-0.8600648018261668
ACH-000087,-0.9232521588195198
ACH-000092,-0.3367005624329685
ACH-000095,-0.2168612207601248
ACH-000097,-0.5497470936709231
ACH-000098,-0.6602193671557327
ACH-000099,-0.5395203567141612
ACH-000108,-0.34346557752342444
ACH-000113,-0.5518149190863791
ACH-000116,-0.6241164088709911
ACH-000118,-0.9774960253535953
ACH-000120,-0.5635940362541302
ACH-000123,-0.6181949496702901
ACH-000127,-0.9029566781580648
ACH-000128,-0.5190032763855866
ACH-000132,-0.613041700482468
ACH-000133,-0.5375459420543082
ACH-000137,-0.5005577251630499
ACH-000138,-0.5907118979431681
ACH-000142,-0.6276253544642344
ACH-000143,-0.7346348130437271
ACH-000146,-0.5563805249553493
ACH-000148,-0.8288620066520406
ACH-000150,-0.9126061263919988
ACH-000152,-0.5424191356649279
ACH-000153,-0.6250688815734504
ACH-000159,-0.5180135589104986
ACH-000160,-0.7199824931030099
ACH-000163,-0.4746136319399524
ACH-000167,0.0039616102402508175
ACH-000168,-0.32078949030395193
