,NAA25 (80018)
ACH-000004,-0.8078982107018317
ACH-000005,-0.6498879328247711
ACH-000007,-0.8975036848390255
ACH-000009,-0.6307839791911586
ACH-000011,-0.5157517530391972
ACH-000012,-0.6614752838172633
ACH-000013,-0.4633498866783236
ACH-000014,-0.7507502344172199
ACH-000015,-0.5791342525699565
ACH-000017,-0.5945300744706462
ACH-000018,-0.7490689044239017
ACH-000019,-0.5692865146046943
ACH-000021,-0.8052946422549815
ACH-000022,-0.6085926551493125
ACH-000025,-0.5563140211437343
ACH-000028,-0.6861126383223574
ACH-000030,-0.6868478600509366
ACH-000035,-0.7793190414386179
ACH-000036,-0.6267282040410692
ACH-000037,-0.5398246308858143
ACH-000039,-0.5251936529908519
ACH-000040,-0.8210895319627094
ACH-000041,-0.5578072527523921
ACH-000042,-0.7510722142511963
ACH-000045,-0.7652865661581205
ACH-000047,-0.6053145969234831
ACH-000052,-0.8968681416372241
ACH-000053,-0.8206492631769071
ACH-000054,-0.6501058119171208
ACH-000055,-0.7261198780494091
ACH-000060,-0.4798299593241485
ACH-000067,-0.8172922463152295
ACH-000070,-0.5604509983506705
ACH-000075,-0.5164833934174887
ACH-000078,-0.4108481797750244
ACH-000082,-0.5404298301947774
ACH-000085,-0.4753273784789769
ACH-000086,-0.7380363047597058
ACH-000087,-0.529402062661787
ACH-000092,-0.5780386600532949
ACH-000095,-0.6273283765707236
ACH-000097,-0.6237093153600192
ACH-000098,-0.6905675398478314
ACH-000099,-0.4888875586835777
ACH-000108,-0.7091619842383555
ACH-000113,-0.6349009943143259
ACH-000116,-0.4826090323494839
ACH-000118,-0.7509482354747044
ACH-000120,-0.7969250253902119
ACH-000123,-0.7086173879572815
ACH-000127,-0.6788773977983604
ACH-000128,-0.7657615577998663
ACH-000132,-0.7209328306394001
ACH-000133,-0.6352712223248241
ACH-000137,-0.7591050729809019
ACH-000138,-0.6417563031373629
ACH-000142,-0.6742558215412765
ACH-000143,-0.7417759098173776
ACH-000146,-0.7717031943374271
ACH-000148,-0.6278747424049387
ACH-000150,-0.6382325530968199
ACH-000152,-0.4732355533624975
ACH-000153,-0.8438155983817986
ACH-000159,-0.5319501250463275
ACH-000160,-0.6980014941135404
ACH-000163,-0.6944864091303725
ACH-000167,-0.7089099448831575
ACH-000168,-0.8908493235132525
ACH-000169,-0.647521626311619
ACH-000178,-0.6005962492458546
ACH-000183,-0.7182808653672815
ACH-000188,-0.5684794442043848
ACH-000189,-0.5432629922523885
ACH-000190,-0.9641811641891088
ACH-000198,-0.6598373206513153
ACH-000203,-0.43490291030323386
ACH-000204,-0.7693987910113453
ACH-000206,-0.6382120066765115
ACH-000207,-0.4384042086862374
ACH-000208,-0.6124435872591945
ACH-000210,-1.0277409545432028
ACH-000211,-0.654154714246593
ACH-000215,-0.5824799870119407
ACH-000221,-0.6754014043079686
ACH-000222,-0.5602051533340615
ACH-000223,-0.7288858930298532
ACH-000226,-0.8043396718344239
ACH-000227,-0.5482792212716452
ACH-000228,-0.7750622506849941
ACH-000231,-0.6559947180344299
ACH-000232,-0.7528365780007883
ACH-000233,-0.6766745897397634
ACH-000234,-1.1210947884057072
ACH-000235,-0.5154768939598319
ACH-000237,-0.5657611857834279
ACH-000238,-0.7769902693332654
ACH-000242,-0.7632516936643011
ACH-000243,-0.5955887319666229
ACH-000244,-0.8353238437019526
