,SCN4B (6330)
ACH-000004,0.03885083777620645
ACH-000005,-0.03577378244811616
ACH-000007,-0.1490743473428567
ACH-000009,-0.0230130157356632
ACH-000011,0.006570213254253717
ACH-000012,0.07105016230535678
ACH-000013,-0.04439467362623704
ACH-000014,0.05536561651538397
ACH-000015,-0.062432223542706486
ACH-000017,-0.048320999642591136
ACH-000018,0.06336945866865124
ACH-000019,-0.12296381308099848
ACH-000021,0.0955542381714109
ACH-000022,-0.08612221286091272
ACH-000025,0.06920480296489373
ACH-000028,-0.12685704039394774
ACH-000030,0.11300747829656554
ACH-000035,-0.0021008025259783114
ACH-000036,-0.024385245848314648
ACH-000037,-0.06253901015982934
ACH-000039,-0.07252827499705196
ACH-000040,0.053195122720915165
ACH-000041,-0.05633111118478714
ACH-000042,-0.039983487191971465
ACH-000045,0.010882450973380748
ACH-000047,-0.1219509643655817
ACH-000052,-0.032066260790376305
ACH-000053,-0.0005847195168136023
ACH-000054,-0.00747821971415579
ACH-000055,-0.08270803955485223
ACH-000060,0.009948434148817931
ACH-000067,0.17497769019244885
ACH-000070,-0.05609433819577408
ACH-000075,-0.0979729479086971
ACH-000078,-0.11992501684597352
ACH-000082,-0.020630663103293097
ACH-000085,-0.07882522491215545
ACH-000086,0.02064765279693358
ACH-000087,-0.11624494390567905
ACH-000092,0.04011619220592482
ACH-000095,-0.05964902572060678
ACH-000097,0.07021349262372455
ACH-000098,0.05180687217894751
ACH-000099,-0.06504137466202882
ACH-000108,-0.07013591471356427
ACH-000113,0.154507217779974
ACH-000116,-0.04136112603228001
ACH-000118,-0.018522575272576263
ACH-000120,0.03177520408826475
ACH-000123,-0.0555136286321789
ACH-000127,0.018257557226458138
ACH-000128,0.06418642612972197
ACH-000132,-0.07137243017568827
ACH-000133,0.12904265262695747
ACH-000137,-0.21844923554018766
ACH-000138,-0.03919872534784851
ACH-000142,0.020178511464178497
ACH-000143,-0.1428312821978785
ACH-000146,0.001161964977154792
ACH-000148,0.10037746511872428
ACH-000150,-0.13021552274456458
ACH-000152,0.014088603250040329
ACH-000153,-0.03359626540776278
ACH-000159,0.1089227362961524
ACH-000160,0.07013786626695549
ACH-000163,0.08895655994211311
ACH-000167,0.2472150224033404
ACH-000168,0.13300024873629182
ACH-000169,-0.14286404466733868
ACH-000178,-0.046630309596180884
ACH-000183,0.028530474424706333
ACH-000188,-0.15978454595261368
ACH-000189,0.15299309785880838
ACH-000190,0.05511478947933765
ACH-000198,0.06832993990034911
ACH-000203,-0.4135443821108553
ACH-000204,-0.03803288705238042
ACH-000206,0.0479783603928007
ACH-000207,0.10072057918959726
ACH-000208,0.02886564660474885
ACH-000210,0.000988610981098749
ACH-000211,0.07390816657939779
ACH-000215,-0.02478833884481782
ACH-000221,0.07146027969746277
ACH-000222,-0.05768356538284782
ACH-000223,-0.12707191357868935
ACH-000226,0.024174768864925138
ACH-000227,-0.1407480872309052
ACH-000228,0.03371940181662453
ACH-000231,-0.02705398684325511
ACH-000232,0.041695621141499765
ACH-000233,0.08862901560921639
ACH-000234,0.09629322857359694
ACH-000235,0.027674016417145862
ACH-000237,0.05125921221650892
ACH-000238,-0.03466661664140345
ACH-000242,0.0957311614488169
ACH-000243,0.10708101699161887
ACH-000244,0.10058645889654408
ACH-000246,-0.06533469292556104
ACH-000248,0.050522204903132216
ACH-000250,-0.014619191884939396
ACH-000251,-0.16937601324058865
ACH-000252,0.2193047753530249
ACH-000253,-0.06846759540802601
ACH-000255,0.1186459603891985
ACH-000256,0.057872093441838086
ACH-000257,0.14579622522265995
ACH-000258,-0.019517425014580488
ACH-000259,0.0072871562354909596
ACH-000260,0.04229447758231709
ACH-000261,0.06747443815178437
ACH-000262,0.21208797169380225
ACH-000263,-0.07844267046263109
ACH-000264,0.10609628830009744
ACH-000265,-0.0040796150833496735
ACH-000266,0.015769285088867286
ACH-000272,0.011540755883381031
ACH-000274,-0.06827994229611876
ACH-000277,-0.1456290544453582
ACH-000278,-0.015599347262970143
ACH-000279,0.01733596312933161
ACH-000280,-0.02967917334241641
ACH-000281,-0.24213639021888916
ACH-000288,-0.07487249700330546
ACH-000291,0.10978294385030006
ACH-000293,0.033153443393359794
ACH-000294,0.06419591876721308
ACH-000295,-0.07337969895212758
ACH-000296,0.047902259450877394
ACH-000302,0.058474618517417885
ACH-000304,0.05435457164277327
ACH-000307,0.0468587642041926
ACH-000308,0.014307893943605519
ACH-000310,-0.19601074772260169
ACH-000311,0.043086671890105926
ACH-000312,-0.1362459286433234
ACH-000315,0.05007255108337951
ACH-000316,0.07248973462440278
ACH-000317,-0.01539347779387944
ACH-000318,0.08831742729978302
ACH-000319,-0.0478931952191079
ACH-000320,-0.010279534887651352
