,ABRACL (58527)
ACH-000004,0.0644733899130304
ACH-000005,-0.07392418748951958
ACH-000007,0.08485502273051211
ACH-000009,0.0987261448069896
ACH-000011,0.20312429072770602
ACH-000012,0.018952264484660118
ACH-000013,0.026787059942682077
ACH-000014,-0.010940996591353057
ACH-000015,0.1300491953780118
ACH-000017,0.1525199007672686
ACH-000018,-0.05327454894923517
ACH-000019,0.046003794464318806
ACH-000021,-0.09258017412952416
ACH-000022,0.12809007041697065
ACH-000025,0.08658932001292959
ACH-000028,0.12597677091364312
ACH-000030,0.07860620050367365
ACH-000035,0.13866526995880085
ACH-000036,0.14436261998185687
ACH-000037,0.052047799431594786
ACH-000039,-0.13930216716473218
ACH-000040,-0.0659646102178434
ACH-000041,0.02353643573021704
ACH-000042,0.01549687286108323
ACH-000045,0.07428697966661338
ACH-000047,0.10093772422939268
ACH-000052,0.1793239081018001
ACH-000053,0.04707344969436121
ACH-000054,0.026844941744805544
ACH-000055,0.009117524244581749
ACH-000060,-0.020301678340923352
ACH-000067,-0.01507407639133684
ACH-000070,-0.07357012222773197
ACH-000075,0.07916128971206864
ACH-000078,0.13031425692930976
ACH-000082,0.1259103203337413
ACH-000085,0.04698609146809854
ACH-000086,0.09167600915032184
ACH-000087,0.22835562071152815
ACH-000092,0.08059235877245771
ACH-000095,0.09657049878475668
ACH-000097,0.067587524071502
ACH-000098,0.03465785140437678
ACH-000099,-0.0236534606359664
ACH-000108,0.08936052290339211
ACH-000113,0.09281610575688093
ACH-000116,0.057328674078742266
ACH-000118,0.07417516402418076
ACH-000120,0.1449966500641659
ACH-000123,0.20034910772016234
ACH-000127,0.08192601139091697
ACH-000128,0.07498720818676508
ACH-000132,0.029396607173155426
ACH-000133,0.06957510690860133
ACH-000137,0.040946938029481295
ACH-000138,0.12326124324317014
ACH-000142,0.16132336226516295
ACH-000143,-0.04102729107500016
ACH-000146,0.007342331417343663
ACH-000148,0.04405261410840365
ACH-000150,0.04022119299823223
ACH-000152,0.05163332889114968
ACH-000153,0.32132187082341435
ACH-000159,0.05681353066813408
ACH-000160,0.028535733768154083
ACH-000163,0.25779485886095804
ACH-000167,0.20426474215600868
ACH-000168,0.09974962607773544
ACH-000169,0.051110793587460415
ACH-000178,0.03928762890171578
ACH-000183,-0.009553642015878458
ACH-000188,0.1833502689294383
ACH-000189,0.255446911219013
ACH-000190,0.03903337953732896
ACH-000198,0.029994310351889562
ACH-000203,-0.000560810188715352
ACH-000204,0.07827999699033489
ACH-000206,0.13499711090884378
ACH-000207,-0.01174477580769674
ACH-000208,0.19763319300336094
ACH-000210,0.06966471348900218
ACH-000211,0.0969169441982898
ACH-000215,0.04011184821026107
ACH-000221,-0.04656199816894533
ACH-000222,0.1816227241527892
ACH-000223,0.019480661391634416
ACH-000226,0.12277877119589455
ACH-000227,0.06205769222789384
ACH-000228,0.02986942242476876
ACH-000231,0.12267407146492225
ACH-000232,0.05748170082885934
ACH-000233,0.04787150191444929
ACH-000234,-0.016778580515827184
ACH-000235,0.024937247740154468
ACH-000237,0.09884143151596853
ACH-000238,0.1384450429586083
ACH-000242,0.0733780760348636
ACH-000243,0.20039671640453235
ACH-000244,0.2153533509037536
ACH-000246,0.010200266424727976
ACH-000248,0.006455815579829773
ACH-000250,0.04063908027993339
ACH-000251,0.14535466554964152
ACH-000252,0.2985143597660394
ACH-000253,0.10880165558667332
ACH-000255,0.07836259733550417
ACH-000256,0.1617415670517934
ACH-000257,0.16899780347658028
ACH-000258,0.14251708138784305
ACH-000259,0.13537644654725295
ACH-000260,0.01159686160597106
ACH-000261,0.13788376064707097
ACH-000262,0.12899147116356138
ACH-000263,-0.07546100197990778
ACH-000264,0.10878050920168987
ACH-000265,0.03833580938860593
ACH-000266,0.02038666661657916
ACH-000272,0.07590932470580243
ACH-000274,0.06697221344684832
ACH-000277,0.16302861660830287
ACH-000278,0.03178942913604272
ACH-000279,0.011967353063597776
ACH-000280,0.044452314852025485
ACH-000281,0.014611882315124588
ACH-000288,0.024865664468819226
ACH-000291,0.14235670209671275
ACH-000293,0.13345713269582116
ACH-000294,0.07492350907226246
ACH-000295,-0.04899056737096457
ACH-000296,0.1997244747968635
ACH-000302,0.07744058507929885
ACH-000304,0.1643217607927997
ACH-000307,0.1451842684256624
ACH-000308,0.10133730280803946
ACH-000310,-0.004125402311485663
ACH-000311,0.014120243412570009
ACH-000312,0.21966420520901056
ACH-000315,-0.02436265700118205
ACH-000316,0.07683475029417297
ACH-000317,0.1538845841131113
