,SHC1 (6464)
ACH-000004,-0.315340608387154
ACH-000005,-0.3939024888991389
ACH-000007,-0.10913669626380472
ACH-000009,-0.409669934338052
ACH-000011,-0.3550734590103474
ACH-000012,-0.20576815924504732
ACH-000013,-0.12001461318787568
ACH-000014,-0.04847212228174426
ACH-000015,-0.13149539682045322
ACH-000017,-0.13178696012942584
ACH-000018,0.03710990352384831
ACH-000019,-0.08930508925769197
ACH-000021,-0.10564472942854568
ACH-000022,-0.2642357577663149
ACH-000025,-0.2609941380358867
ACH-000028,-0.20067992174266105
ACH-000030,-0.26948424333529075
ACH-000035,-0.3528711105181939
ACH-000036,-0.10609045982018986
ACH-000037,-0.14640667002556054
ACH-000039,-0.15610385693168755
ACH-000040,-0.10356052609697328
ACH-000041,0.025356542928294958
ACH-000042,-0.2777780644446102
ACH-000045,-0.2664133250811104
ACH-000047,-0.2192045443835004
ACH-000052,-0.1895355598286551
ACH-000053,-0.29636125768788485
ACH-000054,-0.18646956918976573
ACH-000055,-0.2580537724597498
ACH-000060,-0.2336982444888865
ACH-000067,-0.12461511337110535
ACH-000070,-0.1789711854308116
ACH-000075,-0.18728775165208186
ACH-000078,-0.2857711585076744
ACH-000082,-0.16349011558808932
ACH-000085,-0.2929581694391161
ACH-000086,-0.265808446509236
ACH-000087,-0.019862491966881755
ACH-000092,-0.15180770019364234
ACH-000095,-0.08844325270124569
ACH-000097,-0.17231332995030568
ACH-000098,-0.2133494408053211
ACH-000099,-0.19990210611999334
ACH-000108,-0.21873371121675425
ACH-000113,0.03865386697259837
ACH-000116,-0.08938148104771874
ACH-000118,-0.03744611131862508
ACH-000120,-0.1925238984892642
ACH-000123,-0.1430515405870285
ACH-000127,-0.1487083952835163
ACH-000128,-0.15361183372185513
ACH-000132,-0.1989224623272076
ACH-000133,-0.027006972520992614
ACH-000137,-0.1134486260921338
ACH-000138,-0.12204717428196805
ACH-000142,-0.21295296679825731
ACH-000143,-0.1957306950650696
ACH-000146,-0.2091628473908045
ACH-000148,-0.29184149683662725
ACH-000150,0.025811705371732226
ACH-000152,-0.09582278501225634
ACH-000153,-0.35851677913445545
ACH-000159,-0.2847960976443449
ACH-000160,-0.23108007791739785
ACH-000163,-0.2761228283741445
ACH-000167,0.10323322656850502
ACH-000168,-0.20181132264107066
ACH-000169,-0.1751119225982395
ACH-000178,-0.2086309522061596
ACH-000183,-0.05595510224798783
ACH-000188,-0.29320925468930514
ACH-000189,0.03118550310696776
ACH-000190,-0.07024889415405268
ACH-000198,-0.31255520284754906
ACH-000203,-0.6242666841881649
ACH-000204,-0.556945583305935
ACH-000206,-0.26100635069165345
ACH-000207,0.13646575549314716
ACH-000208,-0.10369686262551622
ACH-000210,0.17236286090626712
ACH-000211,-0.15337024467718816
ACH-000215,-0.23279670341141606
ACH-000221,-0.2539139509167805
ACH-000222,-0.1794919750934902
ACH-000223,-0.08831512786802988
ACH-000226,-0.3473015546565429
ACH-000227,-0.2363758406220627
ACH-000228,-0.361838401858823
ACH-000231,-0.11829028342068686
ACH-000232,-0.16378379485413586
ACH-000233,-0.11762264235233465
ACH-000234,-0.12773310568021076
ACH-000235,-0.2453329295415596
ACH-000237,-0.22947433141602602
ACH-000238,-0.3843138957264593
ACH-000242,-0.1152749921731426
ACH-000243,-0.16429195798411245
ACH-000244,-0.14370024792577318
ACH-000246,-0.3101992143383466
ACH-000248,-0.22593764606920386
ACH-000250,-0.18820746656512616
ACH-000251,-0.2834018353242166
ACH-000252,-0.08983127629765793
ACH-000253,-0.018098452702894237
ACH-000255,-0.1676604747385289
ACH-000256,-0.09910155686798773
ACH-000257,-0.14371727311635574
ACH-000258,-0.23655236951356665
ACH-000259,-0.08049088729265674
ACH-000260,-0.2862553418610842
ACH-000261,0.03251280326899676
ACH-000262,-0.31514198466004584
ACH-000263,0.010904598207896856
ACH-000264,-0.24559821718074315
ACH-000265,-0.1549966182135479
ACH-000266,-0.2913065846018917
ACH-000272,-0.3793504699140895
ACH-000274,-0.09773641318191643
ACH-000277,-0.03807333568296062
ACH-000278,-0.17852936099805405
ACH-000279,-0.015000775104935847
ACH-000280,-0.19267613062472128
ACH-000281,-0.24824256358290184
ACH-000288,-0.18956299077994807
ACH-000291,-0.1394684337118721
ACH-000293,-0.03308512171909403
ACH-000294,-0.20400679539663652
ACH-000295,-0.629336960445574
ACH-000296,-0.04633149359308353
ACH-000302,-0.32980160466609104
ACH-000304,-0.14676650503482155
ACH-000307,-0.1927993846635454
ACH-000308,-0.1409621457159621
ACH-000310,-0.11490524178447813
ACH-000311,-0.2388491850713404
ACH-000312,-0.11414882065136325
ACH-000315,-0.2333099950326803
ACH-000316,-0.256460258297158
ACH-000317,0.0939354207039208
ACH-000318,-0.5054655551809093
ACH-000319,-0.19319689298976725
ACH-000320,-0.06923819599887314
ACH-000322,-0.21425196884527195
ACH-000323,0.049770010806160635
ACH-000324,-0.27462556813413824
ACH-000329,-0.29193330424418257
ACH-000330,-0.05302999993109442
ACH-000331,-0.014328790590328322
ACH-000332,-0.21482328507446224
ACH-000334,-0.11305482396946075
ACH-000335,-0.007133842987715401
ACH-000336,-0.2898981836852182
ACH-000337,-0.027813592561225932
ACH-000338,-0.398677158630931
ACH-000339,-0.13149384315460838
ACH-000341,-0.09344878429813508
ACH-000348,-0.23172892884599944
ACH-000350,-0.16156795760534476
ACH-000352,-0.06475840778374847
ACH-000356,-0.2787542291691553
ACH-000361,-0.2528084696105259
ACH-000362,-0.21280293314380733
ACH-000363,-0.15779474390951662
ACH-000364,-0.12579795025274965
ACH-000365,-0.2092785554670091
ACH-000366,-0.16971727684491972
ACH-000368,-0.006780059459459153
ACH-000374,-0.23668620826834125
ACH-000375,-0.053046385618402594
ACH-000376,-0.1265447686433641
ACH-000381,-0.3392505677490891
ACH-000383,-0.16358004858359612
ACH-000387,-0.4730455928683695
ACH-000389,-0.0980624541934573
ACH-000390,-0.16049307748273636
ACH-000393,-0.2930454993590505
ACH-000395,-0.1836009720242995
ACH-000396,-0.03692857992854659
ACH-000397,-0.3303326874789622
ACH-000401,-0.18787944073786894
ACH-000402,-0.4883783806038618
ACH-000403,-0.22143445982436868
ACH-000404,0.2804578282760819
ACH-000406,-0.037128424513636106
ACH-000407,-0.08633786654548489
ACH-000408,0.013634386952235256
ACH-000410,-0.27527842311424705
ACH-000411,-0.3024319163251346
ACH-000414,-0.2473354393741329
ACH-000415,-0.2216555209110405
ACH-000416,-0.19249859673712733
ACH-000420,-0.32277037989247914
ACH-000421,-0.285405667864766
ACH-000424,0.014541685223359713
ACH-000425,-0.05949621848986099
ACH-000426,-0.01812488880234804
ACH-000427,-0.1624103745147555
ACH-000433,-0.3016099047754777
ACH-000435,-0.4187214646938455
ACH-000436,-0.2592239222229851
ACH-000444,-0.11682584667426545
ACH-000445,-0.02123323543995528
ACH-000448,-0.09101060177904403
ACH-000450,-0.09568124076923323
ACH-000452,-0.2640895596822363
ACH-000454,-0.14276870251997598
ACH-000458,-0.16498343169437754
ACH-000459,0.1256407736797103
ACH-000460,-0.22929357636126466
ACH-000461,-0.07652842503150832
ACH-000463,-0.10491323411636884
ACH-000464,-0.11625869494665485
ACH-000466,-0.19587695840307
ACH-000467,-0.21547236196051506
ACH-000468,-0.2189633264425652
ACH-000469,-0.1070140452462739
ACH-000470,-0.23147095155817046
ACH-000471,-0.19609537728290144
ACH-000472,-0.21173218418570214
ACH-000473,-0.11845166004166988
ACH-000475,-0.2324319811424624
ACH-000476,-0.1343494291722588
ACH-000477,-0.23929432790009394
ACH-000479,-0.4626117702150637
ACH-000480,-0.20325570257077272
ACH-000481,-0.28291707004913885
ACH-000483,-0.18423161762647847
ACH-000484,-0.22473677301236453
ACH-000485,-0.20741531995524692
ACH-000486,-0.16818514418330638
ACH-000487,-0.05207038506667805
ACH-000488,-0.16891516757272068
ACH-000490,-0.3526442916328837
ACH-000491,-0.11920660460886695
ACH-000495,-0.28828314164586183
ACH-000496,-0.19381555626052835
ACH-000499,-0.07326608960661407
ACH-000500,-0.4306199546214996
ACH-000502,-0.10840442334484936
ACH-000503,-0.4452257219807868
ACH-000505,-0.1755079189878664
ACH-000507,-0.3467436960722709
ACH-000510,-0.3273972049885442
ACH-000511,-0.09310240015502423
ACH-000512,-0.2229877076467904
ACH-000516,-0.1583906459842469
ACH-000517,-0.17321234920191414
ACH-000518,-0.17168948514878382
ACH-000520,-0.3085804449340653
ACH-000521,-0.08838705384498746
ACH-000522,-0.17298764866053296
ACH-000524,-0.09614509795720078
ACH-000527,-0.14532244366052224
ACH-000528,-0.07406344177434022
ACH-000537,-0.5302422629374504
ACH-000541,-0.2232118365026224
ACH-000542,-0.18043095731694989
ACH-000544,-0.3592264370858302
ACH-000545,-0.14816389596303536
ACH-000547,-0.14109054663389636
ACH-000548,-0.38682834836410585
ACH-000549,-0.3955853444935344
ACH-000550,-0.10749325497455857
ACH-000552,-0.4643964430064954
ACH-000556,-0.16438133431160554
ACH-000557,-0.14204689615061922
ACH-000569,0.028098212161705296
ACH-000570,-0.12783275185516205
ACH-000571,-0.13157357468636507
ACH-000573,-0.2314206384361539
ACH-000576,0.02669349235528744
ACH-000579,-0.2260040089901877
ACH-000580,-0.06597956165993445
ACH-000584,-0.2583957733127628
ACH-000585,-0.1729086215364656
ACH-000588,-0.2313754419372386
ACH-000589,-0.1789372898325451
ACH-000591,-0.09688121305797703
ACH-000593,-0.2661182042716024
ACH-000600,-0.13240904552305968
