,SCPEP1 (59342)
ACH-000248,-0.3079852005151874
ACH-000250,-0.25328431064981394
ACH-000251,-0.0380299807642731
ACH-000252,-0.09290975918465637
ACH-000253,-0.2387635041068724
ACH-000255,-0.3117880171739667
ACH-000256,-0.3845400485556078
ACH-000257,-0.3597490412970781
ACH-000258,-0.09177855813037088
ACH-000259,-0.21527745853139285
ACH-000260,-0.268734662340517
ACH-000261,-0.1354802688984993
ACH-000262,-0.27743642549589914
ACH-000263,-0.2638240758609482
ACH-000264,-0.3389392133101464
ACH-000265,-0.3129486336786172
ACH-000266,-0.1560743360613962
ACH-000272,-0.262287936446092
ACH-000274,-0.3444458589963258
ACH-000277,-0.4466826431892961
ACH-000278,-0.19173448354485936
ACH-000279,-0.25830730336964514
ACH-000280,-0.2306846332336191
ACH-000281,-0.06904379555792947
ACH-000288,-0.3438418599565737
ACH-000291,-0.17586651067630976
ACH-000293,-0.25183986552027177
ACH-000294,-0.32147697781037715
ACH-000295,-0.4303858728787315
ACH-000296,-0.34471887381902594
ACH-000302,-0.17786375271087676
ACH-000304,-0.2894061295849448
ACH-000307,-0.2573335528899013
ACH-000308,-0.18081334016625036
ACH-000310,-0.3268902055969662
ACH-000311,-0.216950280393717
ACH-000312,-0.28739330283820896
ACH-000315,-0.07904392708088047
ACH-000316,-0.2095248338465924
ACH-000317,-0.09635028424439457
ACH-000318,-0.19708993541437533
ACH-000319,-0.34481431149022085
ACH-000320,-0.19208471379232567
ACH-000322,-0.25676815271381576
ACH-000323,-0.37550578773912896
ACH-000324,-0.3662196789112527
ACH-000329,-0.23879480278067536
ACH-000330,-0.4293581351119937
ACH-000331,-0.21804400830572265
ACH-000332,-0.1635707755128911
ACH-000334,-0.3831651355594149
ACH-000335,-0.19029164929643771
ACH-000336,-0.211184791735254
ACH-000337,-0.5515784470749582
ACH-000338,-0.027924248005772662
ACH-000339,-0.27987298591936266
ACH-000341,-0.2591043203385913
ACH-000348,-0.23943300112483185
ACH-000350,-0.31863305598984704
ACH-000352,-0.19609578553847487
ACH-000356,-0.3022771574471577
ACH-000361,-0.2294062654489437
ACH-000362,-0.15301223594140795
ACH-000363,-0.2284680489071064
ACH-000364,-0.13452937293543266
ACH-000365,-0.2843869613986374
ACH-000366,-0.2532895792028642
ACH-000368,-0.303499494148606
ACH-000374,-0.1610794877271772
ACH-000375,-0.2874639636728546
ACH-000376,-0.10132346380306316
ACH-000381,-0.2355832087706027
ACH-000383,-0.225249905855982
ACH-000387,-0.2155040986944804
ACH-000389,-0.2974814726109405
ACH-000390,-0.32742031500621444
ACH-000393,-0.17433746644836026
ACH-000395,-0.1870745182287391
ACH-000396,-0.3073740049637935
ACH-000397,-0.1854933891303347
ACH-000401,-0.15811139073013042
ACH-000402,-0.03649102376538287
ACH-000403,-0.2346377889724077
ACH-000404,-0.1627796883024665
ACH-000406,-0.21766209068191594
ACH-000407,-0.4825373454926494
ACH-000408,-0.1866143944854825
ACH-000410,-0.14465480347766185
ACH-000411,-0.2962968764102505
ACH-000414,-0.28102504966782993
ACH-000415,-0.3794952265090569
ACH-000416,-0.3617528830406045
ACH-000420,-0.3233141595055813
ACH-000421,-0.2713003075865654
ACH-000424,-0.191490599319094
ACH-000425,-0.29189094093942464
ACH-000426,-0.054105643575941234
ACH-000427,-0.2850089131859972
ACH-000433,-0.3692495098590837
ACH-000435,-0.3466397272901495
ACH-000436,-0.15544360743710547
ACH-000444,-0.37698338761589617
ACH-000445,-0.5262296634740363
ACH-000448,-0.16127288515679755
ACH-000450,-0.20175409376223533
ACH-000452,-0.21088301068108525
ACH-000454,-0.08481451904084955
ACH-000458,-0.19909355374226376
ACH-000459,-0.28330185139067754
ACH-000460,-0.2007589094652487
ACH-000461,-0.028489220645833
ACH-000463,-0.24267729572319136
ACH-000464,-0.13352819995926868
ACH-000466,-0.2898885717693293
ACH-000467,-0.30285045989693343
ACH-000468,-0.2772845750340091
ACH-000469,-0.23230665058128905
ACH-000470,-0.19765319991145644
ACH-000471,-0.32127864123271266
ACH-000472,-0.3336321224608583
ACH-000473,-0.26566587215925475
ACH-000475,-0.3192107168365889
ACH-000476,-0.3043370548032676
ACH-000477,-0.18240774017630013
ACH-000479,-0.4743296865139046
ACH-000480,-0.19449404138992535
ACH-000481,-0.18253116830473728
ACH-000483,-0.11366355352830737
ACH-000484,-0.08691385541865396
ACH-000485,-0.3590756105064322
ACH-000486,-0.3254943777265193
ACH-000487,-0.12049566615644687
ACH-000488,-0.2640418594150052
ACH-000490,-0.3025321556465754
ACH-000491,-0.2378726501002933
ACH-000495,-0.23061749377107266
ACH-000496,-0.192576524359564
ACH-000499,-0.12071172714117187
ACH-000500,-0.3119864014890321
ACH-000502,-0.38578935577142215
ACH-000503,0.1262843472940473
ACH-000505,-0.3148061166799445
ACH-000507,-0.1995065269885164
ACH-000510,-0.2792171615628323
ACH-000511,-0.23289401668630785
ACH-000512,-0.2988404395133303
ACH-000516,-0.25661593130755617
ACH-000517,-0.19046793074023266
ACH-000518,-0.2386894540042908
ACH-000520,-0.22626313489118174
ACH-000521,-0.3129283740247612
ACH-000522,-0.2788974373220737
ACH-000524,-0.2776070359900539
ACH-000527,-0.2533515229795284
ACH-000528,-0.1922631081308348
ACH-000537,-0.2053978992372205
ACH-000541,-0.16474541907897328
ACH-000542,-0.22962246485690335
ACH-000544,-0.3530859626128358
ACH-000545,-0.21307236118218345
ACH-000547,-0.3846989099061012
ACH-000548,-0.2825551331167559
ACH-000549,-0.21996105171698194
ACH-000550,-0.3120463279078213
ACH-000552,-0.31959385507661664
ACH-000556,-0.3902624713654705
ACH-000557,-0.07801250248661101
ACH-000569,-0.1906171502782546
ACH-000570,-0.3662429618454327
ACH-000571,-0.2149820595403676
ACH-000573,-0.2693186881974037
ACH-000576,-0.10529652836356143
ACH-000579,-0.05389205906758456
ACH-000580,-0.2575677791881701
ACH-000584,-0.2335133304315527
ACH-000585,-0.14996732374201166
ACH-000588,-0.19445313658749724
ACH-000589,-0.25635581844425515
ACH-000591,-0.15482059463738532
ACH-000593,-0.3773020263759813
ACH-000600,-0.24441897937695325
ACH-000601,-0.2940787959468037
ACH-000605,-0.27434303224150225
ACH-000606,-0.2433159416147065
ACH-000608,-0.2605294509314581
ACH-000614,-0.2354951518575092
ACH-000616,-0.2163200435217942
ACH-000618,-0.29279353690000903
ACH-000619,-0.2666938428443826
ACH-000620,-0.1442500218854378
ACH-000621,-0.1989700221318017
ACH-000622,-0.4833260717305327
ACH-000623,-0.3744551174908
ACH-000624,-0.2058227390389315
ACH-000627,-0.2458494657674627
ACH-000630,-0.2926780327813853
ACH-000631,-0.2328680037524725
ACH-000632,-0.3640330148644897
ACH-000633,-0.31951658084126217
ACH-000637,-0.17215093626965836
ACH-000638,-0.17682142612342544
ACH-000646,-0.1514177927394498
ACH-000647,-0.3392438721873299
ACH-000648,-0.1919639752032041
ACH-000649,-0.2401129207077392
ACH-000651,-0.2045838381646953
ACH-000652,-0.4910884700406206
ACH-000653,-0.35753287623415203
ACH-000657,-0.2326542625529911
ACH-000658,-0.27146070321655197
ACH-000661,-0.28289361855421996
ACH-000662,-0.3313204076614788
ACH-000663,-0.4119084045254315
ACH-000665,-0.2476850120699463
ACH-000671,-0.1767459850745659
ACH-000672,0.017569738714899374
ACH-000673,-0.3503661281204687
ACH-000676,-0.4327510499192355
ACH-000677,-0.21336843844859288
ACH-000681,-0.31146451191940405
ACH-000683,-0.1742930252456737
ACH-000684,-0.3216760504226729
ACH-000688,-0.3180761191467664
ACH-000693,-0.2586162221193675
ACH-000694,-0.25708986354942426
ACH-000695,-0.14069069893013875
ACH-000696,-0.29380316719976285
ACH-000697,-0.2643143877253705
ACH-000699,-0.20539122358214498
ACH-000701,-0.29559734638276275
ACH-000706,-0.2262087611596205
ACH-000711,-0.2949715888647586
ACH-000713,-0.29918850798793584
ACH-000714,-0.2895975756411729
ACH-000718,-0.1516984829426971
ACH-000720,-0.2429790168481737
ACH-000721,-0.4077853700865779
ACH-000724,-0.13858031542380633
ACH-000725,-0.0927068987099201
ACH-000732,-0.5027698550046974
ACH-000734,-0.1399245076363028
ACH-000735,-0.2325966198019657
ACH-000736,-0.2376958873806409
ACH-000738,-0.20107237103898373
ACH-000746,-0.2911437702778965
ACH-000747,-0.19073752796844165
ACH-000748,-0.2281772105761959
ACH-000753,-0.25969971395655544
ACH-000756,-0.3441395723633574
ACH-000757,-0.20813747395319815
ACH-000758,-0.2603774178438575
ACH-000760,-0.2480369251004157
ACH-000762,-0.16999252615298338
ACH-000763,-0.14188998065988606
ACH-000764,-0.20067384993834453
ACH-000765,-0.25113384028448826
ACH-000766,-0.3329129732411025
ACH-000767,-0.22312809376315207
ACH-000768,-0.31407380013090697
ACH-000769,-0.29218260041458954
ACH-000770,-0.2493771186747283
ACH-000771,-0.1793587448645556
ACH-000773,-0.2705235371793901
ACH-000776,-0.4002011528683167
ACH-000777,-0.1829344856019701
ACH-000778,-0.2709208113231659
ACH-000781,-0.30184418509136585
ACH-000782,-0.2216877454728564
ACH-000783,-0.34154724433499034
ACH-000784,-0.2246687402092976
ACH-000785,-0.15680138674136887
ACH-000787,-0.2981557293599166
ACH-000788,-0.4274834069507585
ACH-000791,-0.23460759089698954
ACH-000792,-0.236065377423478
ACH-000794,-0.2929431336941606
ACH-000796,-0.26610568643745275
ACH-000798,-0.187613185091146
ACH-000799,-0.3229793852404669
ACH-000800,-0.19913704544628602
ACH-000802,-0.2898228177305913
ACH-000804,-0.3446252253658246
ACH-000805,-0.2869410653271402
ACH-000809,-0.23397444266635625
ACH-000810,-0.3391994861887541
ACH-000811,-0.3704167001089477
ACH-000817,-0.2658110797134098
ACH-000819,-0.1949097351918559
ACH-000820,-0.34120229072988983
ACH-000821,-0.01879446874966696
ACH-000822,-0.33151591821934817
ACH-000823,-0.2353848449808697
ACH-000824,-0.2378100708125563
ACH-000827,-0.2673989772425101
ACH-000829,-0.1151478659013924
ACH-000831,-0.15932904793886873
ACH-000832,-0.18385789318509435
ACH-000833,-0.12345113677485342
ACH-000834,-0.18880633471232144
ACH-000835,-0.2795259436691773
ACH-000836,-0.3141239439103134
ACH-000837,-0.3315740820853361
ACH-000838,-0.37692630967137786
ACH-000839,-0.19506882597591554
ACH-000840,-0.1525140250468826
ACH-000841,-0.2486647439871627
ACH-000843,-0.3715551762869175
ACH-000846,-0.12528229083489614
ACH-000847,-0.28121422191837425
ACH-000848,-0.2257682751992756
ACH-000849,-0.2453321292777939
ACH-000851,-0.13372043753368731
ACH-000855,-0.15934706878911853
ACH-000856,-0.2348581015959529
ACH-000858,-0.2194856541588721
ACH-000859,-0.2875148562728954
ACH-000861,-0.13112990739051178
ACH-000862,-0.22014991542747356
ACH-000865,-0.3256131165886269
ACH-000866,-0.23427400538087745
ACH-000867,-0.2368923129061321
ACH-000869,-0.2967116263850696
ACH-000872,-0.35292761269723016
ACH-000873,-0.2046575783326443
ACH-000876,-0.2173366716346121
ACH-000878,-0.22722703440495054
ACH-000880,-0.2524647182335763
ACH-000881,-0.2978702711012608
ACH-000882,-0.21217726012357369
ACH-000884,-0.3780179190525997
ACH-000885,-0.33816217453660946
ACH-000887,-0.3056304085598322
ACH-000889,-0.23972551827918925
ACH-000896,-0.38943690995810026
ACH-000898,-0.1920699227055352
ACH-000900,-0.15133243665623206
ACH-000901,-0.15753180128185856
ACH-000905,-0.20161741326433252
ACH-000906,-0.20946160140709805
ACH-000907,-0.29702791124086225
ACH-000910,-0.18883339749761052
ACH-000911,-0.2886029566972754
ACH-000912,-0.31864204281126063
ACH-000913,-0.3029506428822773
ACH-000915,-0.2141818105949987
ACH-000916,-0.4024942421161239
ACH-000917,-0.4769254258709367
ACH-000920,-0.23306215189671875
ACH-000921,-0.2851105577482445
ACH-000924,-0.2078734100033517
ACH-000926,-0.3795857503204641
ACH-000928,-0.07324823949895083
ACH-000929,-0.34020972167652913
ACH-000932,-0.1825442666758374
ACH-000935,-0.2958425223495753
ACH-000936,-0.21784628939310066
ACH-000937,-0.37104168759629497
ACH-000938,-0.25103770617483034
ACH-000939,-0.2055027745142875
ACH-000941,-0.2924760780685302
ACH-000943,-0.16929482041218766
ACH-000946,-0.21345067177556198
ACH-000947,-0.18555018678492016
ACH-000948,-0.2629671639605294
ACH-000950,-0.308657630347043
ACH-000953,-0.4837652755072086
ACH-000954,-0.2854176200382815
ACH-000957,-0.3133676155785546
ACH-000958,-0.30735440341719056
ACH-000960,-0.25057512190221976
ACH-000963,-0.2527929961520054
ACH-000968,-0.25278826487877243
ACH-000969,-0.17257437336750467
ACH-000972,-0.10611328168474564
ACH-000973,-0.22137318833188369
ACH-000974,-0.2767616144007449
ACH-000978,0.017154174293214308
ACH-000984,-0.35492455938041045
ACH-000986,-0.3642492688159378
ACH-000988,-0.24618627268887644
ACH-000993,-0.27580064603125976
ACH-000994,-0.2989412234199857
ACH-000996,-0.2289651252162433
ACH-001001,-0.2514576683099583
ACH-001020,-0.4715865932417108
ACH-001028,-0.29207055900400913
ACH-001031,-0.2650646827127991
ACH-001038,-0.3725119777023761
ACH-001048,-0.4350536475496832
ACH-001050,-0.3777790303949717
ACH-001053,-0.4050557761713903
ACH-001054,-0.5041639650209901
ACH-001061,-0.2815330978631521
ACH-001067,-0.24889816966157974
ACH-001075,-0.28131204063607684
ACH-001096,-0.20006740519862629
ACH-001111,-0.15822006445948492
ACH-001119,-0.2480872654259788
ACH-001128,-0.3580899219099409
ACH-001134,-0.21263948722808906
ACH-001151,-0.3153185467529593
ACH-001163,-0.32531795503422617
ACH-001164,-0.2861828986270376
ACH-001183,-0.2705917774338212
ACH-001192,-0.2825373829167837
ACH-001193,-0.2150368632404151
ACH-001196,-0.3679085118573914
ACH-001197,-0.2891161455955031
ACH-001205,-0.2632705885853439
ACH-001211,-0.2386499322679094
ACH-001212,-0.1980222745158998
ACH-001228,-0.2344104639994522
ACH-001232,-0.35371528658834706
ACH-001239,-0.2669786688390997
ACH-001270,-0.2236054788245872
ACH-001274,-0.17999976716976107
ACH-001275,-0.3245540591727273
ACH-001277,-0.17027777285338813
ACH-001278,-0.1806498696619189
ACH-001280,-0.4946908280702568
ACH-001283,-0.49029229145765796
ACH-001289,-0.027627432925579853
ACH-001300,-0.3237649747125701
ACH-001301,-0.42760869051912825
ACH-001302,-0.24385201261059586
ACH-001306,-0.14432262122391015
ACH-001318,-0.17428058078376502
ACH-001322,-0.3304776139686072
ACH-001328,-0.2468653570296799
ACH-001332,-0.2662896614408621
ACH-001336,-0.17333029753490495
ACH-001346,-0.2576481211797279
ACH-001353,-0.2525996151610141
ACH-001354,-0.1928032047961256
ACH-001367,-0.2342698126776064
ACH-001368,-0.3231269201253042
ACH-001374,-0.4513641201226874
ACH-001377,-0.20486175483859692
ACH-001380,-0.2463226717839147
ACH-001391,-0.11383078048132332
ACH-001408,-0.2302735816489257
ACH-001430,-0.37647110741206496
ACH-001431,-0.2495655742852305
ACH-001450,-0.2352951708390568
ACH-001496,-0.3116016381820745
ACH-001500,-0.3001504114904362
ACH-001523,-0.16016471891502054
ACH-001532,-0.3794837971715392
ACH-001550,-0.2744704331806565
ACH-001552,-0.4182703605639952
ACH-001554,-0.3077932859227312
ACH-001654,-0.3019483549873088
ACH-001735,-0.21744215702683745
ACH-001736,-0.21671467637762554
ACH-001737,-0.24440591612797866
ACH-001740,-0.2607392197038764
ACH-001745,-0.25938580304949704
ACH-001765,-0.2072251386998596
