,C9 (735)
ACH-000004,-0.036577709787525836
ACH-000005,-0.2822135185187833
ACH-000007,-0.11202372551869684
ACH-000009,-0.005693404254274253
ACH-000011,-0.09241878860164003
ACH-000012,-0.03963792273693186
ACH-000013,0.05819761871113725
ACH-000014,-0.031944642114977516
ACH-000015,0.009655063633076172
ACH-000017,0.015983469571186584
ACH-000018,-0.33193974806145005
ACH-000019,-0.07894737133403479
ACH-000021,-0.09493252899270138
ACH-000022,0.058241082263866935
ACH-000025,-0.04779793816934442
ACH-000028,-0.013116298178179405
ACH-000030,-0.0006341874618471822
ACH-000035,-0.2566056520915029
ACH-000036,-0.1270996635964452
ACH-000037,-0.0985387630570308
ACH-000039,-0.04019128164531143
ACH-000040,-0.13825106182345467
ACH-000041,0.019543500602097988
ACH-000042,-0.0902294119389816
ACH-000045,-0.011923594723349631
ACH-000047,-0.08806861887678302
ACH-000052,-0.20019590037791807
ACH-000053,-0.11260048656483275
ACH-000054,-0.17732292192376592
ACH-000055,0.08391497686640131
ACH-000060,-0.12758610067984186
ACH-000067,-0.25233649778663825
ACH-000070,0.00986198419735422
ACH-000075,0.25627027693579074
ACH-000078,-0.05986495150435627
ACH-000082,-0.05302909984455522
ACH-000085,-0.09572080455428376
ACH-000086,0.08531393119803685
ACH-000087,0.1239312327811234
ACH-000092,-0.16186719735796826
ACH-000095,-0.011710316755425148
ACH-000097,-0.1432606958934791
ACH-000098,-0.13854068497767644
ACH-000099,-0.0713226110227528
ACH-000108,-0.08542532528171377
ACH-000113,-0.019474349019484773
ACH-000116,-0.04099878296959723
ACH-000118,-0.08599342414286447
ACH-000120,-0.0551697714768434
ACH-000123,-0.06367111289751269
ACH-000127,-0.0865952932714265
ACH-000128,0.018055361445496517
ACH-000132,-0.1274106984508344
ACH-000133,-0.08345950804764743
ACH-000137,-0.1550525552476633
ACH-000138,-0.07771283184424688
ACH-000142,-0.06871042388224458
ACH-000143,-0.17526816420800864
ACH-000146,-0.10098989586826916
ACH-000148,-0.0452781985424373
ACH-000150,-0.011850959267082841
ACH-000152,-0.1137980224229662
ACH-000153,-0.07772534440275339
ACH-000159,-0.0293353052407477
ACH-000160,0.018570804283503668
ACH-000163,0.02409694401405552
ACH-000167,-0.059301942698431885
ACH-000168,-0.06641608555798234
ACH-000169,0.006109552163114476
ACH-000178,-0.12955245178793884
ACH-000183,-0.195841632860148
ACH-000188,-0.08263112738569574
ACH-000189,0.14383560216746372
ACH-000190,-0.03410183962304702
ACH-000198,-0.029837010692395687
ACH-000203,-0.1170647015580264
ACH-000204,-0.2208944741272566
ACH-000206,-0.21811934575874944
ACH-000207,-0.07097062095630413
ACH-000208,-0.11776496698587345
ACH-000210,-0.3511339995809367
ACH-000211,0.013775938822430216
ACH-000215,-0.11848065637977455
ACH-000221,0.06756477504388153
ACH-000222,-0.06391069933237432
ACH-000223,-0.13285392206845656
ACH-000226,-0.0588411979895424
ACH-000227,0.11097588561935036
ACH-000228,-0.12859217382346722
ACH-000231,-0.08151172066066341
ACH-000232,-0.045244734080693134
ACH-000233,-0.11738028410650392
ACH-000234,0.03918065311837972
ACH-000235,-0.02759790787614751
ACH-000237,0.06085569850080912
ACH-000238,0.05399598463507836
ACH-000242,-0.2340543133093231
ACH-000243,-0.0595897174025171
ACH-000244,-0.15845583233235366
ACH-000246,0.04394556178711982
ACH-000248,0.11198902793261868
ACH-000250,-0.03802295235584033
ACH-000251,-0.2175199021715808
ACH-000252,-0.00425344460635224
ACH-000253,-0.010884772897237991
ACH-000255,-0.059999950264274814
ACH-000256,0.07656726430831318
ACH-000257,-0.2773880624885041
ACH-000258,-0.060321246258230286
ACH-000259,-0.134448017086178
ACH-000260,-0.05082212382193357
ACH-000261,-0.12583158022115534
ACH-000262,-0.014821590825514671
ACH-000263,0.05873397875711703
ACH-000264,-0.028552169435360757
ACH-000265,-0.03273690586706001
ACH-000266,-0.11587691241726986
ACH-000272,-0.13090524283039726
ACH-000274,-0.0971745271683129
ACH-000277,-0.018769330334190704
ACH-000278,-0.03987569844643587
ACH-000279,-0.13549980435728254
ACH-000280,0.021534355116828618
ACH-000281,-0.04239438425457052
ACH-000288,-0.1711587675343817
ACH-000291,-0.1367224706877879
ACH-000293,0.10388592763182328
ACH-000294,-0.0842813663336175
ACH-000295,-0.32000782264723665
ACH-000296,-0.16462185911366586
ACH-000302,0.004623787580973942
ACH-000304,-0.1094269982103504
ACH-000307,0.06040235162370852
ACH-000308,-0.04026612753156062
ACH-000310,-0.027988757815366645
ACH-000311,-0.09748330817432654
ACH-000312,-0.025412296552960786
ACH-000315,0.0037414901755559904
ACH-000316,-0.2152949917641097
ACH-000317,0.1203606673531891
ACH-000318,-0.06235203708619615
ACH-000319,-0.04520660623429915
ACH-000320,-0.10124090806158399
ACH-000322,-0.08635502834161418
ACH-000323,-0.17884540307762034
ACH-000324,-0.018423391822289102
ACH-000329,-0.0065362716962512404
ACH-000330,-0.0027648920926281978
ACH-000331,-0.1600905427929909
ACH-000332,-0.14291229442973746
ACH-000334,-0.024396652915511644
ACH-000335,-0.19005903038357666
ACH-000336,0.1499629028922998
ACH-000337,0.17685465068327366
ACH-000338,0.1705592348101616
ACH-000339,-0.08302097243537117
