,TGS1 (96764)
ACH-000004,-0.5012456993865086
ACH-000005,-0.5250592672852952
ACH-000007,-0.8601192576923191
ACH-000009,-0.8209175138980475
ACH-000011,-0.6854323407370649
ACH-000012,-0.6127189609495002
ACH-000013,-0.5592562345690756
ACH-000014,-0.6280122563744145
ACH-000015,-0.5722844135568347
ACH-000017,-0.6050403204145657
ACH-000018,-0.6598419827913149
ACH-000019,-0.6408225241692952
ACH-000021,-0.6802388517297749
ACH-000022,-0.5079345410931401
ACH-000025,-0.4975563490543364
ACH-000028,-0.8110188369921975
ACH-000030,-0.687034702667671
ACH-000035,-0.6331371090599291
ACH-000036,-0.6147051382871728
ACH-000037,-0.920283522357482
ACH-000039,-0.4729746420096749
ACH-000040,-0.5717710349000514
ACH-000041,-0.2938361045566281
ACH-000042,-0.5352656986451542
ACH-000045,-0.3724204328313224
ACH-000047,-0.5697650475934297
ACH-000052,-0.5750446859610141
ACH-000053,-0.5241719098979405
ACH-000054,-0.6600336521775048
ACH-000055,-0.3884816766383047
ACH-000060,-0.5342793374995171
ACH-000067,-0.6484685370641379
ACH-000070,-0.744873391506357
ACH-000075,-0.6965616211236239
ACH-000078,-0.3241333992682431
ACH-000082,-0.4618168190393844
ACH-000085,-0.5333545851182317
ACH-000086,-0.7556107165889074
ACH-000087,-0.536600550005767
ACH-000092,-0.8298515600920788
ACH-000095,-0.3446039578160993
ACH-000097,-0.9066027947742284
ACH-000098,-0.5590655900194293
ACH-000099,-0.4968924534442571
ACH-000108,-0.5338682570287098
ACH-000113,-0.356409004070231
ACH-000116,-0.7599963243126668
ACH-000118,-0.7465624150395531
ACH-000120,-0.7086555386843743
ACH-000123,-0.6164624365459023
ACH-000127,-0.7073197300287317
ACH-000128,-0.6936699884114129
ACH-000132,-0.4195412126493294
ACH-000133,-0.5795696025146341
ACH-000137,-0.5824644527253653
ACH-000138,-0.6639099728023286
ACH-000142,-0.4593138106938188
ACH-000143,-0.8035929388787953
ACH-000146,-0.44278785519372266
ACH-000148,-0.6510129664817847
ACH-000150,-0.6314012286398122
ACH-000152,-0.8477875283830572
ACH-000153,-0.7569720003489169
ACH-000159,-0.7498713194678307
ACH-000160,-0.7348114154676236
ACH-000163,-0.5519459117878349
ACH-000167,-1.0014522216778885
ACH-000168,-0.5043012794781969
ACH-000169,-0.6169151532691334
ACH-000178,-0.5925550508024443
ACH-000183,-0.7208525542003393
ACH-000188,-0.580225885653011
ACH-000189,-0.5861391679246623
ACH-000190,-0.8253653427905233
ACH-000198,-0.5965345440948718
ACH-000203,-0.3358464567733454
ACH-000204,-0.5663386631256292
ACH-000206,-0.5675754975930902
ACH-000207,-0.9476355064407188
ACH-000208,-0.8242729485660967
ACH-000210,-1.3179587075903525
ACH-000211,-0.6811194092860517
ACH-000215,-0.6245416520669442
ACH-000221,-0.7435273441327603
ACH-000222,-0.6349755954203823
ACH-000223,-0.5909982460890797
ACH-000226,-0.7581875605929091
ACH-000227,-0.4317391187946262
ACH-000228,-0.7002586801771731
ACH-000231,-0.4898467031231834
ACH-000232,-0.8561969197682732
ACH-000233,-0.5387180740493271
ACH-000234,-0.7357278071253712
ACH-000235,-0.6571341108456275
ACH-000237,-0.5592748727324858
ACH-000238,-0.5684608943728618
ACH-000242,-0.5713479430114929
ACH-000243,-0.9806796238684118
ACH-000244,-0.6028554439004499
ACH-000246,-0.7108063780555027
ACH-000248,-0.7897129337742462
ACH-000250,-0.7278305424988635
ACH-000251,-0.6209101961616992
ACH-000252,-0.29268392641293056
ACH-000253,-0.6212880428834399
ACH-000255,-0.5424211413104223
ACH-000256,-0.6706201571629129
ACH-000257,-0.5718194734551165
ACH-000258,-0.3950873757540488
ACH-000259,-0.6227197593520004
ACH-000260,-0.7114532875570461
ACH-000261,-0.5315861480705122
ACH-000262,-0.7990652038763412
ACH-000263,-0.13357686193879886
ACH-000264,-0.5431885718957842
ACH-000265,-0.6829744834632884
ACH-000266,-0.8835672764940543
ACH-000272,-0.4782021719640751
ACH-000274,-0.4284383382776599
ACH-000277,-0.5769151244421217
ACH-000278,-0.5046481032039281
ACH-000279,-0.4162316975491217
ACH-000280,-0.5987998909961122
ACH-000281,-0.6562651014878312
ACH-000288,-0.2648981860087934
ACH-000291,-0.6217799632354329
ACH-000293,-0.8967333336916056
ACH-000294,-0.6523800859177622
ACH-000295,-0.4654959055967316
ACH-000296,-0.5641048362169014
ACH-000302,-0.5786329771737289
ACH-000304,-0.5296328425646872
ACH-000307,-0.5385121484957027
ACH-000308,-0.6473793518172362
ACH-000310,-0.3595041359331435
ACH-000311,-0.5446588197953339
ACH-000312,-0.6292972855126268
ACH-000315,-0.6874312535753178
ACH-000316,-0.6610807995556077
ACH-000317,-0.5242360005156969
ACH-000318,-0.6043651592337835
ACH-000319,-0.554401553652712
ACH-000320,-0.6287818930786898
ACH-000322,-0.4681181706952894
ACH-000323,-0.5563720970126746
ACH-000324,-0.4886096450712377
ACH-000329,-0.3784675221962246
ACH-000330,-1.018819132402962
ACH-000331,-0.7329752652826058
ACH-000332,-0.6197136934891732
ACH-000334,-0.7859203976176319
ACH-000335,-0.8061252289456469
ACH-000336,-0.3752088438008086
ACH-000337,-0.7104944052201819
ACH-000338,-0.4905615166099635
ACH-000339,-0.7355979142206078
ACH-000341,-0.8269802775471315
ACH-000348,-0.5543780430508953
ACH-000350,-0.5245446789786234
ACH-000352,-0.5114284229250756
ACH-000356,-0.786432186339952
ACH-000361,-0.43777999800853995
ACH-000362,-0.5257746253121776
ACH-000363,-0.3130683605684609
ACH-000364,-0.5728921985389561
ACH-000365,-0.6794205455609462
ACH-000366,-0.3575932729137671
ACH-000368,-0.576895488457842
