,THOC3 (84321)
ACH-000004,-1.1199339084643245
ACH-000005,-1.5076621633355394
ACH-000007,-0.8890783468979635
ACH-000009,-0.8307588314506618
ACH-000011,-0.8938186233520476
ACH-000012,-0.7771255132003629
ACH-000013,-0.8558233873463194
ACH-000014,-0.6099641730719223
ACH-000015,-0.9944144223540424
ACH-000017,-0.9383264735983758
ACH-000018,-0.8106486464985374
ACH-000019,-0.6352066530893695
ACH-000021,-0.8185292224318507
ACH-000022,-0.7752448326049263
ACH-000025,-0.7099471692893109
ACH-000028,-0.5858335033194084
ACH-000030,-0.8079253407382703
ACH-000035,-0.7653217560824588
ACH-000036,-0.7795554065334787
ACH-000037,-1.085788573175668
ACH-000039,-1.10284142994476
ACH-000040,-0.8718517979815382
ACH-000041,-0.9305890428013044
ACH-000042,-0.9786831828887422
ACH-000045,-0.9629107980769268
ACH-000047,-0.7351755454028981
ACH-000052,-1.0228563689598666
ACH-000053,-0.7519663300964062
ACH-000054,-0.9128459847249084
ACH-000055,-1.0114995199943886
ACH-000060,-0.8676410703990418
ACH-000067,-0.8431587252635578
ACH-000070,-0.6810289324058347
ACH-000075,-0.6322781313141541
ACH-000078,-0.7436045368078277
ACH-000082,-0.8906276655166421
ACH-000085,-0.5650336480442604
ACH-000086,-0.5344064152488587
ACH-000087,-0.9119205690533272
ACH-000092,-0.7438084706734429
ACH-000095,-0.6296712223606656
ACH-000097,-0.8934560067246677
ACH-000098,-0.6724589743067899
ACH-000099,-0.6915998904181053
ACH-000108,-1.0170336818313126
ACH-000113,-0.6751512315431646
ACH-000116,-0.7713820284733692
ACH-000118,-0.9653764657188942
ACH-000120,-0.7932033641030551
ACH-000123,-0.6968160382106969
ACH-000127,-0.6599328463378377
ACH-000128,-0.8511672448095013
ACH-000132,-0.6388243617125821
ACH-000133,-0.9421677431542024
ACH-000137,-0.9589720298551164
ACH-000138,-0.8429296753583954
ACH-000142,-1.0487394893439772
ACH-000143,-0.8154941111592415
ACH-000146,-1.0177472454395131
ACH-000148,-1.0431484858110134
ACH-000150,-0.8896802653863602
ACH-000152,-0.6596737137050956
ACH-000153,-0.6589517202959
ACH-000159,-0.7909453177671834
ACH-000160,-0.8039987269104572
ACH-000163,-1.1974638315689616
ACH-000167,-0.6265758768188351
ACH-000168,-1.2336981674225622
ACH-000169,-0.9852569608636574
ACH-000178,-0.8537790397783822
ACH-000183,-0.9440346618290434
ACH-000188,-1.0132412407802405
ACH-000189,-0.6292199699124866
ACH-000190,-1.0277913463810875
ACH-000198,-0.933181473079304
ACH-000203,-1.1796876723194272
ACH-000204,-0.8685838595631916
ACH-000206,-0.8064396163226113
ACH-000207,-0.9191855214762272
ACH-000208,-0.8098161438257468
ACH-000210,-0.7731969554718111
ACH-000211,-0.9356220635679302
ACH-000215,-0.9247324094398508
ACH-000221,-0.5959456750650054
ACH-000222,-1.0790666184763853
ACH-000223,-0.7398602915410846
ACH-000226,-0.8151410005227946
ACH-000227,-0.4474423245837051
ACH-000228,-0.9357686633933936
ACH-000231,-0.7236428716498972
ACH-000232,-0.7582710167749991
ACH-000233,-0.8471437090232559
ACH-000234,-1.0759998968530102
ACH-000235,-0.9449990899385612
ACH-000237,-0.7656356619261111
ACH-000238,-0.7912269103962184
ACH-000242,-0.76922270708617
ACH-000243,-0.9104516984406388
ACH-000244,-0.7091469144230583
ACH-000246,-0.6678455653881231
ACH-000248,-0.5464922639366591
ACH-000250,-0.8337711027557437
ACH-000251,-0.8101729057667171
ACH-000252,-0.8987888503547258
ACH-000253,-0.9032201188126776
ACH-000255,-1.0830743439782362
ACH-000256,-1.1175257397250131
ACH-000257,-0.7938744360811709
ACH-000258,-0.8330367062934023
ACH-000259,-0.9274685811035684
ACH-000260,-0.9431490589591124
ACH-000261,-0.8819419153443709
ACH-000262,-0.9388164610037092
ACH-000263,-0.6854259275083778
ACH-000264,-0.8532867457950896
ACH-000265,-0.8309734341956649
ACH-000266,-1.024595070591377
ACH-000272,-0.564369941631603
ACH-000274,-0.7697069433450165
ACH-000277,-0.8557708326466907
ACH-000278,-0.8301047434339569
ACH-000279,-0.9848116581706148
ACH-000280,-1.060940743139405
ACH-000281,-0.773859188482904
ACH-000288,-0.6310663353263909
ACH-000291,-0.8804154632401558
ACH-000293,-0.6992324973962274
ACH-000294,-0.967061565403771
ACH-000295,-0.889204248247053
ACH-000296,-0.9523493192403903
ACH-000302,-0.8524576242535267
ACH-000304,-0.5620954136520695
ACH-000307,-0.9355871730858258
ACH-000308,-0.838436098051078
ACH-000310,-0.6715605021251058
ACH-000311,-0.7991929321972141
ACH-000312,-0.9638252729245312
ACH-000315,-0.5427947614324368
ACH-000316,-0.8625409152132724
ACH-000317,-0.6804182539722107
ACH-000318,-0.9181405416043108
ACH-000319,-0.9481585926557008
ACH-000320,-0.8843721681866608
ACH-000322,-0.6256230639710849
ACH-000323,-0.6879195331709818
ACH-000324,-0.9365251191507667
ACH-000329,-0.9376289495296848
ACH-000330,-1.0903937457945
ACH-000331,-0.8791544082144246
ACH-000332,-0.8415701408763271
ACH-000334,-0.8998636753004138
ACH-000335,-0.8219128683375776
ACH-000336,-1.1669882218014336
ACH-000337,-0.8378214595822221
ACH-000338,-1.2449603026842984
ACH-000339,-0.7412867129834825
ACH-000341,-1.1481349818326043
ACH-000348,-0.9637410962999567
ACH-000350,-0.9517005536124538
ACH-000352,-0.8934539587249947
ACH-000356,-0.8324640385106428
ACH-000361,-0.9752919330182273
ACH-000362,-0.8446497674745973
ACH-000363,-0.7515499294636793
ACH-000364,-0.9347716073051648
ACH-000365,-0.813296998740133
ACH-000366,-0.7961904888403898
ACH-000368,-1.0850275470354571
ACH-000374,-0.7721301564633197
ACH-000375,-0.6930292886520629
ACH-000376,-0.762723993034088
ACH-000381,-0.9135342465196312
ACH-000383,-0.7494490254363576
ACH-000387,-1.0786818420561093
ACH-000389,-0.7578259433741297
ACH-000390,-1.1685344796757775
ACH-000393,-0.9286668731198752
ACH-000395,-1.0476203874529737
ACH-000396,-0.5486397690924819
ACH-000397,-0.8701624118806548
ACH-000401,-0.9328605051225028
ACH-000402,-0.95357153826629
ACH-000403,-0.7796842203275468
ACH-000404,-1.0158056140793983
ACH-000406,-0.9548476777983168
ACH-000407,-0.8797969785589107
ACH-000408,-0.9207263542478444
ACH-000410,-0.8052971074814956
ACH-000411,-0.7426262444804959
ACH-000414,-0.8664666455188629
ACH-000415,-0.7798825579550721
ACH-000416,-0.903492745994984
ACH-000420,-0.9890620803291704
ACH-000421,-0.7590923857737345
ACH-000424,-0.5918785321874683
ACH-000425,-0.6645931207126039
ACH-000426,-1.4513699149499328
ACH-000427,-0.5128512568606672
ACH-000433,-0.7445800116260266
ACH-000435,-1.0886117952434258
ACH-000436,-1.1347805809761522
ACH-000444,-0.7872523390430656
ACH-000445,-0.5945201321939545
ACH-000448,-0.6159322523556305
ACH-000450,-0.6262654342298917
ACH-000452,-0.8079224882592464
ACH-000454,-0.7774080163273427
ACH-000458,-0.9003163550909542
ACH-000459,-0.8587066618901554
ACH-000460,-0.8426520791627659
ACH-000461,-1.1312178541436035
ACH-000463,-0.7390075366921336
ACH-000464,-0.948136955292443
ACH-000466,-1.0418484149613076
ACH-000467,-0.9362659658402128
ACH-000468,-0.8014197812346914
ACH-000469,-0.9856687279265492
ACH-000470,-0.8440302543285587
ACH-000471,-0.5460978721847517
ACH-000472,-0.7669543380831485
ACH-000473,-1.074910289691764
ACH-000475,-0.8344575295125529
ACH-000476,-0.7044758786441699
ACH-000477,-1.0178212819963732
ACH-000479,-0.8274091939415856
ACH-000480,-1.0348838383744488
ACH-000481,-0.9624031544617774
ACH-000483,-0.7508540436210059
ACH-000484,-0.9127497462744059
ACH-000485,-0.8652577857937916
ACH-000486,-0.6964190604059416
ACH-000487,-0.9413419604425954
ACH-000488,-0.6365712277846848
ACH-000490,-0.8233578975692449
ACH-000491,-0.7787262062121582
ACH-000495,-0.6902573490049889
ACH-000496,-0.8907200849305182
ACH-000499,-1.0611495625929304
ACH-000500,-0.3903589326159453
ACH-000502,-0.8438323585644957
ACH-000503,-0.9763568661911765
ACH-000505,-0.9142057273537328
ACH-000507,-0.9381560922397872
ACH-000510,-0.7162160961541068
ACH-000511,-0.8456866858911559
ACH-000512,-1.082631933439765
ACH-000516,-0.9182143664279222
ACH-000517,-0.7209926520800181
ACH-000518,-0.7950533924464833
ACH-000520,-0.7216195387242851
ACH-000521,-0.7368844244177857
ACH-000522,-0.9019280177406568
ACH-000524,-0.617079053968636
ACH-000527,-0.7392568191884175
ACH-000528,-1.0991328959557496
ACH-000537,-1.0211394579002588
ACH-000541,-0.84338851552348
ACH-000542,-0.6777165699949844
ACH-000544,-0.7396208071641486
ACH-000545,-0.8459410136334876
ACH-000547,-0.9775730358516246
ACH-000548,-0.8397587340521576
ACH-000549,-0.7209238786600495
ACH-000550,-0.8407294319547116
ACH-000552,-0.8118545111751841
ACH-000556,-0.7005813825927814
ACH-000557,-0.7544001121986373
ACH-000569,-0.7756539115859299
ACH-000570,-0.8119760361787954
ACH-000571,-0.6778551163276577
ACH-000573,-0.677142398782856
ACH-000576,-1.013851310746326
ACH-000579,-0.7020738981240079
ACH-000580,-0.8451037140288375
ACH-000584,-0.7063270242957338
ACH-000585,-0.9332770775561968
ACH-000588,-0.8177646732527749
ACH-000589,-1.0567359042482158
ACH-000591,-0.9816783680348103
ACH-000593,-0.7469185286451331
ACH-000600,-0.575410612304236
ACH-000601,-0.7000277388706184
ACH-000605,-0.8373564064065363
ACH-000606,-0.9035678652611234
ACH-000608,-1.0468676923365283
ACH-000614,-0.7087237739056887
ACH-000616,-0.8000409041494839
ACH-000618,-0.8746407056198757
ACH-000619,-0.9968368881318233
ACH-000620,-0.8701150835121338
ACH-000621,-0.7572527674696393
ACH-000622,-0.8599624005545916
ACH-000623,-1.0301541861593806
ACH-000624,-0.8660255168108199
ACH-000627,-0.7838659325991159
ACH-000630,-0.7940473378248856
ACH-000631,-0.8840283850306481
ACH-000632,-0.8884887788900119
ACH-000633,-0.8956473138232498
ACH-000637,-1.0123179869201526
ACH-000638,-1.0279817772230906
ACH-000646,-0.6810199786750519
ACH-000647,-0.904242741380048
ACH-000648,-0.7251124980666623
ACH-000649,-0.9166914411489716
ACH-000651,-0.8559595088608581
ACH-000652,-0.8025441022967669
ACH-000653,-0.7414425997461376
ACH-000657,-0.8360390273411197
ACH-000658,-0.8897011414399648
ACH-000661,-1.0422558735083456
ACH-000662,-0.7683517718380134
ACH-000663,-0.9349133629492751
ACH-000665,-0.9652971407541248
ACH-000671,-0.8842225975767317
ACH-000672,-0.8947152328299804
ACH-000673,-0.9359532557838476
ACH-000676,-0.6499528530148302
ACH-000677,-0.4891917744322766
ACH-000681,-0.82250249341309
ACH-000683,-0.8336819625424664
ACH-000684,-0.7991918713750292
ACH-000688,-0.5818886843739494
ACH-000693,-0.8780907782314544
ACH-000694,-0.8058710719013296
ACH-000695,-0.5750445774484464
ACH-000696,-0.8838582830666545
ACH-000697,-0.8428908253058194
