,RANBP3L (202151)
ACH-000004,0.2447697257518322
ACH-000005,0.02896927892743035
ACH-000007,0.13417115650695174
ACH-000009,0.14210936544300445
ACH-000011,0.11090673368961937
ACH-000012,0.2594270551982254
ACH-000013,0.2473374047645334
ACH-000014,0.15922621887144514
ACH-000015,0.19703140013933126
ACH-000017,0.057179083767850324
ACH-000018,0.12882549560637135
ACH-000019,0.3209215583103171
ACH-000021,0.1886786449116478
ACH-000022,0.20260865121783145
ACH-000025,0.206527134643707
ACH-000028,0.23737665076300601
ACH-000030,0.2682267955870703
ACH-000035,0.20797601886836356
ACH-000036,0.14491918277891458
ACH-000037,0.2253610053515547
ACH-000039,0.16943542595010114
ACH-000040,0.06794622983664349
ACH-000041,0.21489717241747305
ACH-000042,0.1154890109060997
ACH-000045,0.1733970402541686
ACH-000047,0.3192887085768554
ACH-000052,0.11576371292786912
ACH-000053,0.2503931614799978
ACH-000054,0.25237935407918843
ACH-000055,0.190955862722691
ACH-000060,0.20639653895572188
ACH-000067,0.26228898677633433
ACH-000070,0.2893645820491301
ACH-000075,0.18547620847662327
ACH-000078,0.124522917557395
ACH-000082,0.1787042690995935
ACH-000085,0.07554119965091663
ACH-000086,0.09213058422749626
ACH-000087,0.2601940266587026
ACH-000092,0.11946129423413708
ACH-000095,0.17568579533810225
ACH-000097,0.12030453857503624
ACH-000098,0.20895902912467368
ACH-000099,0.2260625666554789
ACH-000108,0.13588599939116414
ACH-000113,0.08844050767137207
ACH-000116,0.22221620602423134
ACH-000118,0.17936447869725902
ACH-000120,0.13854817939872552
ACH-000123,0.1792918934891024
ACH-000127,0.19921710266054754
ACH-000128,0.14925939643507966
ACH-000132,0.15717529976437944
ACH-000133,0.14287642352641525
ACH-000137,0.2883883170083869
ACH-000138,0.1878941011812108
ACH-000142,0.03794080290590971
ACH-000143,0.127131767116616
ACH-000146,0.2042524103705048
ACH-000148,0.17473995586785254
ACH-000150,0.2099541407659592
ACH-000152,0.1476257036848309
ACH-000153,0.16794886923058264
ACH-000159,0.12570727989856573
ACH-000160,0.1878153979414044
ACH-000163,0.16456092524939353
ACH-000167,-0.044219117421896346
ACH-000168,-0.10791460700996412
ACH-000169,0.13967690785624892
ACH-000178,0.16885843808540404
ACH-000183,0.16348056391181007
ACH-000188,0.15760069257265932
ACH-000189,0.15589918648569695
ACH-000190,0.25521344494685305
ACH-000198,0.22911952268259406
ACH-000203,0.4209917308116466
ACH-000204,0.28040563381785416
ACH-000206,0.1900497845813039
ACH-000207,0.2840677992879426
ACH-000208,0.3598827961258079
ACH-000210,0.10590390034738624
ACH-000211,0.1943871588231852
ACH-000215,0.13905884744398828
ACH-000221,0.2545865401599823
ACH-000222,0.10043169357696448
ACH-000223,0.2257274902142443
ACH-000226,0.2924204431290449
ACH-000227,0.0928686789851185
ACH-000228,0.17388847212609107
ACH-000231,0.21138632944861546
ACH-000232,0.18522946658420766
ACH-000233,0.17131990164116254
ACH-000234,0.1577501504008384
ACH-000235,0.1395238035703319
ACH-000237,0.16170558926033854
ACH-000238,0.2446228502098879
ACH-000242,0.2258960221160873
ACH-000243,0.2340329506780549
ACH-000244,0.2704280841520552
ACH-000246,0.20194717801928008
ACH-000248,0.3262248040550011
ACH-000250,0.2332124587694437
ACH-000251,0.2087551785102497
ACH-000252,0.15728239176969727
ACH-000253,0.15094659164683374
ACH-000255,0.2403564167115336
ACH-000256,0.253367927931802
ACH-000257,0.08640986308028004
ACH-000258,0.2184060055872415
ACH-000259,0.11128188813257447
ACH-000260,0.20337209269694756
ACH-000261,0.19696112562431428
ACH-000262,0.0959599047690296
ACH-000263,0.22387411563394646
ACH-000264,0.04683061532230828
ACH-000265,0.20121456113116806
ACH-000266,0.13874250744419878
ACH-000272,0.1656691852258898
ACH-000274,0.16788750042588876
ACH-000277,0.1735124678393145
ACH-000278,0.2552630215211316
ACH-000279,0.18752175063417992
ACH-000280,0.2206593678318988
ACH-000281,0.15236723506022326
ACH-000288,0.17901845090703986
ACH-000291,0.25297153214577595
ACH-000293,0.1785482854172004
ACH-000294,0.19697847126743914
ACH-000295,0.08628187533505262
ACH-000296,0.09259976891895863
ACH-000302,0.1307201499306494
ACH-000304,0.270498138975916
ACH-000307,0.2213182696073881
ACH-000308,0.21653901631744416
ACH-000310,0.26349613014416423
ACH-000311,0.15656611506181672
ACH-000312,0.1299776781474878
ACH-000315,0.15618518389812022
ACH-000316,0.13614032734847867
ACH-000317,0.18954333356316486
ACH-000318,0.07072113935870618
ACH-000319,0.11275245237451766
ACH-000320,0.13430039569832974
ACH-000322,0.08903400509352369
ACH-000323,0.07472506057009051
ACH-000324,0.22162348533044995
ACH-000329,0.13060614944907153
ACH-000330,0.15195522123240116
ACH-000331,0.19804106882988745
ACH-000332,0.18653281164338334
ACH-000334,0.09215969569762957
ACH-000335,0.13292670464901718
ACH-000336,0.008563341706717902
ACH-000337,0.25997382536880426
ACH-000338,0.13418857479340365
ACH-000339,0.19179771855323385
ACH-000341,0.29747870683261823
ACH-000348,0.17546881255054694
ACH-000350,0.053266407561939816
ACH-000352,0.2551383377579846
ACH-000356,0.13941905516699202
ACH-000361,0.1518756404012245
ACH-000362,0.17412903087188358
ACH-000363,0.28243158004502195
ACH-000364,0.18233402586855701
ACH-000365,0.06937314000623969
ACH-000366,0.2508258178174819
ACH-000368,0.1984292540809632
ACH-000374,0.299296079151037
ACH-000375,0.2905013142732916
ACH-000376,0.2507492580636549
ACH-000381,0.12110924236395845
ACH-000383,0.12742328291698568
ACH-000387,0.17640042556777188
ACH-000389,0.29498747229385197
ACH-000390,0.16924610985840127
ACH-000393,0.2626896514428868
ACH-000395,0.12293449807106528
ACH-000396,0.1745571972193547
ACH-000397,0.15198759476325746
ACH-000401,0.21648741990627213
ACH-000402,0.023875189120593818
ACH-000403,0.2839688818156016
ACH-000404,0.039209131433313074
ACH-000406,0.15058583231110947
ACH-000407,0.2376163496831662
ACH-000408,0.21056020365301764
ACH-000410,0.1940244507049929
ACH-000411,0.2069496675882625
ACH-000414,0.011111378267936164
ACH-000415,0.2566373305075643
ACH-000416,0.12083286523755266
ACH-000420,0.24900866251493906
ACH-000421,0.2261142960322177
ACH-000424,0.13928331511634542
ACH-000425,0.13323092682132684
ACH-000426,0.3282440940402012
ACH-000427,0.13747542421407696
ACH-000433,0.0538329931819578
ACH-000435,0.28796535825941016
ACH-000436,0.05199718756490215
ACH-000444,0.2632485902124113
ACH-000445,0.13040010122079582
ACH-000448,0.13764527232933998
ACH-000450,0.3222104978387195
ACH-000452,0.21182460869024802
ACH-000454,0.3036640382320465
ACH-000458,0.18424526691491774
ACH-000459,0.11667515283657183
ACH-000460,0.19826319077400567
ACH-000461,0.3181458806545168
ACH-000463,0.30827474636619895
ACH-000464,0.09486829491669067
ACH-000466,0.17616084224031392
ACH-000467,0.199501214069257
ACH-000468,0.2857691002380547
ACH-000469,0.24343460671812386
ACH-000470,0.15597716894233202
ACH-000471,0.21660917140407493
ACH-000472,0.1558884673299281
ACH-000473,0.1783525301637157
ACH-000475,0.21794969182716573
