,LIG1 (3978)
ACH-000004,-0.32889525988916474
ACH-000005,-0.5253234046937054
ACH-000007,-0.34599994636909226
ACH-000009,-0.21910180814289235
ACH-000011,-0.15279048870341988
ACH-000012,-0.09122417358866806
ACH-000013,-0.22160498910637916
ACH-000014,-0.2787903673013365
ACH-000015,-0.2573796464692622
ACH-000017,-0.21931024819180692
ACH-000018,-0.3187754916154672
ACH-000019,-0.2317034435417364
ACH-000021,-0.3617194858167613
ACH-000022,-0.36671356784846
ACH-000025,-0.18180292662885306
ACH-000028,-0.4183059011633761
ACH-000030,-0.19872021567891987
ACH-000035,-0.25319429968176904
ACH-000036,-0.3932022526766378
ACH-000037,-0.30566140441263945
ACH-000039,-0.2396846992339522
ACH-000040,-0.24714470287770465
ACH-000041,-0.6197739124501481
ACH-000042,-0.16370206828716866
ACH-000045,-0.3012538452975943
ACH-000047,-0.20942600186362328
ACH-000052,-0.4960219084587736
ACH-000053,-0.33344402066107537
ACH-000054,-0.26673996781424475
ACH-000055,-0.24453286169587865
ACH-000060,-0.2148092252843374
ACH-000067,-0.3785349045188984
ACH-000070,-0.399654284630949
ACH-000075,-0.18079106842602133
ACH-000078,-0.3758720735203232
ACH-000082,-0.4791797119157158
ACH-000085,-0.007106263423365162
ACH-000086,-0.26805370636353004
ACH-000087,-0.6236109810577767
ACH-000092,-0.4130885329167
ACH-000095,-0.2985461493665043
ACH-000097,-0.2666101366228239
ACH-000098,-0.3838928938236764
ACH-000099,-0.2571409576080184
ACH-000108,-0.5126091730262221
ACH-000113,-0.4036009763391368
ACH-000116,-0.23022810449899064
ACH-000118,-0.5139990580663167
ACH-000120,-0.26192214702933736
ACH-000123,-0.278245837103052
ACH-000127,-0.5025721226683778
ACH-000128,-0.34777303631716705
ACH-000132,-0.6991009216857935
ACH-000133,-0.21268371619094006
ACH-000137,-0.3598874615346784
ACH-000138,-0.4080607294765097
ACH-000142,-0.2329098363251408
ACH-000143,-0.3926582039411566
ACH-000146,-0.7496911024786451
ACH-000148,-0.313507649831442
ACH-000150,-0.1825482877235271
ACH-000152,-0.6535329954807465
ACH-000153,-0.7062945489036894
