,PLK4 (10733)
ACH-000004,-1.079789383155808
ACH-000005,-1.0401372294246565
ACH-000007,-0.7548386781879224
ACH-000009,-0.8842445529066326
ACH-000011,-0.6256175011165613
ACH-000012,-0.8505444190340117
ACH-000013,-0.8414065852713537
ACH-000014,-0.9504856326056578
ACH-000015,-0.9503265192920144
ACH-000017,-0.7469554364888736
ACH-000018,-0.82010817722605
ACH-000019,-0.6712481110606875
ACH-000021,-0.6803163602375941
ACH-000022,-0.8985263718610985
ACH-000025,-0.709561369240433
ACH-000028,-0.571948161778183
ACH-000030,-0.927487821412124
ACH-000035,-0.7041389182230157
ACH-000036,-0.8104956641672129
ACH-000037,-0.7692094668234277
ACH-000039,-0.6772893149789619
ACH-000040,-0.6388054548285079
ACH-000041,-0.8984330882025389
ACH-000042,-0.908248188793327
ACH-000045,-0.67873841814429
ACH-000047,-0.7524541732804787
ACH-000052,-0.8999889495472535
ACH-000053,-1.0344550597298234
ACH-000054,-0.7363966854115894
ACH-000055,-0.979531959552822
ACH-000060,-0.8956283864312496
ACH-000067,-0.6070258172799675
ACH-000070,-0.8818786103578262
ACH-000075,-0.3192011729685749
ACH-000078,-0.9210641457627984
ACH-000082,-0.7271873419235408
ACH-000085,-0.8160890840353823
ACH-000086,-0.8992769944137622
ACH-000087,-0.8897675089956169
ACH-000092,-0.6253930535734729
ACH-000095,-0.8866514181581456
ACH-000097,-0.8206190418998439
ACH-000098,-0.8145886310749824
ACH-000099,-0.7991978704280456
ACH-000108,-0.8503545926690756
ACH-000113,-0.7665455063284519
ACH-000116,-0.7251606063686934
ACH-000118,-0.7545224932613179
ACH-000120,-0.9028217817427556
ACH-000123,-0.8162522199301043
ACH-000127,-0.9629557916351658
ACH-000128,-0.8730173767418465
ACH-000132,-0.7918008832667862
ACH-000133,-0.9535225962694558
ACH-000137,-0.8350936381546208
ACH-000138,-0.7242644448038934
ACH-000142,-0.7685347324818629
ACH-000143,-0.8759838226503955
ACH-000146,-0.4552984615182543
ACH-000148,-0.6865922632752963
ACH-000150,-0.7589814036508186
ACH-000152,-0.5586400860184993
ACH-000153,-1.0156760469294308
ACH-000159,-0.8182706840820582
ACH-000160,-1.0401182532422024
ACH-000163,-0.6890568124338602
ACH-000167,-0.8567986573575668
ACH-000168,-0.3815230321192412
ACH-000169,-1.0844604551179446
ACH-000178,-0.7746515373158233
ACH-000183,-0.7865424279014034
ACH-000188,-0.8766076742368674
ACH-000189,-0.9850247164526014
ACH-000190,-0.7947706590439219
ACH-000198,-0.5798729206604198
ACH-000203,-0.711767404473612
ACH-000204,-0.7377576177523218
ACH-000206,-0.9352810495869894
ACH-000207,-0.5953096180974004
ACH-000208,-1.1174442992394251
ACH-000210,-0.8225585995264969
ACH-000211,-1.1503526398856243
ACH-000215,-0.8050136125521159
ACH-000221,-1.075415886213572
ACH-000222,-0.8144997738050449
ACH-000223,-0.5610751968449783
ACH-000226,-0.7846369894587348
ACH-000227,-0.7361927992836608
ACH-000228,-0.7549193543555454
ACH-000231,-0.8227143248826471
ACH-000232,-0.9485069211241826
ACH-000233,-0.6935536587929962
ACH-000234,-0.7212323522051837
ACH-000235,-0.9196410092538444
