,PMAIP1 (5366)
ACH-000004,0.35276948353213816
ACH-000005,0.2853045278007238
ACH-000007,0.2505985091831729
ACH-000009,0.16453658915499225
ACH-000011,0.0813964401980572
ACH-000012,0.033100907698751875
ACH-000013,0.058235259885952524
ACH-000014,0.0568377327560147
ACH-000015,0.30457659944609555
ACH-000017,0.07301724567215384
ACH-000018,-0.0677446408421288
ACH-000019,-0.14437538712935655
ACH-000021,0.11161346810513507
ACH-000022,0.1673721399763523
ACH-000025,0.1135849568595506
ACH-000028,-0.016701900780354342
ACH-000030,0.11093845162914716
ACH-000035,0.1872641791241316
ACH-000036,0.05908563641430153
ACH-000037,0.07104979503002243
ACH-000039,0.699781837930419
ACH-000040,0.18929394595042773
ACH-000041,0.3415627487480896
ACH-000042,0.06380102645271271
ACH-000045,0.2007672267718418
ACH-000047,0.18154177548797826
ACH-000052,-0.08847520046255103
ACH-000053,0.0875673123391949
ACH-000054,0.2534102933976879
ACH-000055,0.06887766271134821
ACH-000060,0.008154314271819094
ACH-000067,0.15387253285016295
ACH-000070,0.2188377921892604
ACH-000075,-0.06883967220987397
ACH-000078,0.27566212111312816
ACH-000082,-0.021250599981039744
ACH-000085,0.023341052937033733
ACH-000086,0.09122957502325033
ACH-000087,0.3752225303624739
ACH-000092,0.17762141616009267
ACH-000095,0.20752098944503894
ACH-000097,0.1143744532451681
ACH-000098,0.12808082881572605
ACH-000099,0.03992293365886793
ACH-000108,0.012583257577852005
ACH-000113,0.09119507036303093
ACH-000116,-0.013930799661203249
ACH-000118,0.03740662035160292
ACH-000120,0.4128096531384325
ACH-000123,0.13680414952778705
ACH-000127,0.2036699081020488
ACH-000128,-0.02247620779846203
ACH-000132,0.08930825476328183
ACH-000133,0.20380743723086506
ACH-000137,0.010964252699592095
ACH-000138,0.06922959968539255
ACH-000142,0.0053753025587409175
ACH-000143,-0.21535799071203945
ACH-000146,0.17754429625773466
ACH-000148,0.10862979930471374
ACH-000150,0.2753459494848549
ACH-000152,0.2260307275361917
ACH-000153,0.2883211573615131
ACH-000159,0.047039938070694384
ACH-000160,0.0026914594575615392
ACH-000163,0.161649519500507
ACH-000167,0.02935510150806105
ACH-000168,-0.1748699454576769
ACH-000169,0.23571098299414545
ACH-000178,0.07251502541442932
ACH-000183,0.0330581051047619
ACH-000188,0.20100900550108705
ACH-000189,0.008700615925973014
ACH-000190,0.1595792233129556
ACH-000198,0.19020220903925064
ACH-000203,0.12705604985060553
ACH-000204,0.2116048519210777
ACH-000206,0.044563981159526686
ACH-000207,0.04704019600816474
ACH-000208,-0.21806828309608256
ACH-000210,-0.04643191252167322
ACH-000211,0.2145037853490105
ACH-000215,0.042803629351311115
ACH-000221,0.07747973518435146
ACH-000222,0.0264992135414214
ACH-000223,-0.05433535926068299
ACH-000226,0.08478556141424473
ACH-000227,0.0932595961937216
ACH-000228,-0.12874313006050886
ACH-000231,0.17174138065763075
ACH-000232,0.029065021557701482
ACH-000233,0.19485870071546546
ACH-000234,-0.037728069469874434
ACH-000235,0.09781242359218896
ACH-000237,0.13507792336216098
ACH-000238,0.27017599799056324
ACH-000242,0.33694969042198386
ACH-000243,0.07057074888327455
ACH-000244,-0.034479987459072686
ACH-000246,0.00016791005874848685
ACH-000248,0.02432856558869067
ACH-000250,0.11120122780159347
ACH-000251,0.09516871623826008
ACH-000252,0.20168299664235997
ACH-000253,0.1254003408206925
ACH-000255,0.13114198670113586
ACH-000256,0.12032184890788615
ACH-000257,0.4257656431597161
ACH-000258,0.9152729923315382
ACH-000259,-0.04865256211524895
ACH-000260,0.06835021241714041
