,TTR (7276)
ACH-000004,-0.12079161023384342
ACH-000005,0.2745914310906801
ACH-000007,0.1665788588307169
ACH-000009,0.17722001535188867
ACH-000011,0.1634743946252714
ACH-000012,0.19766937652408095
ACH-000013,0.186021864624166
ACH-000014,0.15157590180292493
ACH-000015,0.0911174102153954
ACH-000017,0.18853843692842
ACH-000018,-0.05247143896204271
ACH-000019,0.3464843373155036
ACH-000021,0.15665200111015248
ACH-000022,0.2374343258857119
ACH-000025,0.20467189946428568
ACH-000028,0.17640242243589807
ACH-000030,0.10363996944678436
ACH-000035,0.071851739065107
ACH-000036,0.3192059748960734
ACH-000037,0.10369982315339564
ACH-000039,0.06971279916432076
ACH-000040,0.04789694420161575
ACH-000041,0.14900453229835195
ACH-000042,0.044035068279504035
ACH-000045,0.14143528187566656
ACH-000047,0.14504294310105498
ACH-000052,0.2703874146813495
ACH-000053,0.11601900767653972
ACH-000054,0.1958814701934561
ACH-000055,0.042299429538280815
ACH-000060,0.15717550140487033
ACH-000067,0.2681240705716275
ACH-000070,0.03891103150866357
ACH-000075,-0.07711280321846345
ACH-000078,0.2554170639419536
ACH-000082,0.2160587288058708
ACH-000085,0.16957184353652344
ACH-000086,0.2969655271050905
ACH-000087,0.20060446251601893
ACH-000092,0.17553734740605986
ACH-000095,0.179344966617245
ACH-000097,0.07915276608038896
ACH-000098,0.0549911217600696
ACH-000099,0.17286606852968214
ACH-000108,0.18862014110858755
ACH-000113,0.15377684245220766
ACH-000116,0.17611139692689928
ACH-000118,0.2477344953806363
ACH-000120,0.09581058257368807
ACH-000123,0.11947418089573653
ACH-000127,0.18015833931737785
ACH-000128,0.14172218383760996
ACH-000132,0.0662455754075768
ACH-000133,0.2859677381232837
ACH-000137,0.2099527974130468
ACH-000138,0.11450592412688344
ACH-000142,0.12404481667053438
ACH-000143,0.11683876555888695
ACH-000146,0.09427321947985866
ACH-000148,0.18984073297035645
ACH-000150,0.15998432683918495
ACH-000152,0.2709346691938728
ACH-000153,0.12419781376864272
ACH-000159,0.090838261431007
ACH-000160,0.13766569834114192
ACH-000163,0.13353984799814075
ACH-000167,0.04723284690807748
ACH-000168,0.2280646016032782
ACH-000169,0.17634625298124096
ACH-000178,0.11031689910282484
ACH-000183,0.16885463366365466
ACH-000188,-0.026225783426024524
ACH-000189,0.09543598156048376
ACH-000190,0.27322139145295915
ACH-000198,0.12933400188763236
ACH-000203,0.3109598172658314
ACH-000204,0.04517120185460425
ACH-000206,0.050944833719225605
ACH-000207,0.0013478947975842208
ACH-000208,-0.04560029409890067
ACH-000210,0.08123981488888864
ACH-000211,0.0985700499661594
ACH-000215,0.20864819200964227
ACH-000221,0.2333708976206777
ACH-000222,0.08078731635398223
ACH-000223,0.07857126437198778
ACH-000226,0.1280201616985546
ACH-000227,0.16999192165332908
ACH-000228,0.15600464902010672
ACH-000231,0.09998733333237797
ACH-000232,0.20081663220916468
ACH-000233,0.2759971077061082
ACH-000234,0.2317023129885198
ACH-000235,0.043472661863862117
ACH-000237,0.1837599203703972
ACH-000238,0.1042590953237295
ACH-000242,0.2338942722131373
ACH-000243,0.15843827590144974
ACH-000244,0.21346044554941865
ACH-000246,0.0630810841822985
ACH-000248,0.044142073938658224
ACH-000250,0.10480830401122426
ACH-000251,0.2536782471807839
ACH-000252,0.24158639210247554
ACH-000253,0.004693253457029943
ACH-000255,0.13652749930459093
ACH-000256,-0.04087718728001946
ACH-000257,0.2565369828351303
ACH-000258,0.16431211418299926
ACH-000259,0.15516137723679305
ACH-000260,0.11873896732725925
ACH-000261,0.0908444999136843
ACH-000262,0.17785674696701453
ACH-000263,0.16356839788018684
ACH-000264,0.09014263495668992
ACH-000265,0.1344970378104108
ACH-000266,0.10665110862010342
ACH-000272,0.1564206410302271
ACH-000274,0.17800733348656358
ACH-000277,0.15065765173073034
ACH-000278,0.10471530773663157
ACH-000279,0.1608650513277514
ACH-000280,0.0956251724427405
ACH-000281,-0.12321852767854145
ACH-000288,0.1411229728950894
ACH-000291,0.016187754310139957
ACH-000293,0.2519720169825301
ACH-000294,0.13505573172467006
ACH-000295,-0.009943723052257313
ACH-000296,0.0015768522432780675
ACH-000302,0.17134044041365346
ACH-000304,0.06185281060319426
ACH-000307,0.07652232812107386
ACH-000308,0.1548288311054368
ACH-000310,0.06800495643525871
ACH-000311,0.1282383933266345
ACH-000312,0.1664402855385025
ACH-000315,0.21768310352116432
ACH-000316,0.1428317802450771
ACH-000317,0.4512848737945897
ACH-000318,0.21600367261263465
ACH-000319,0.12715072758282892
ACH-000320,0.1273847723020777
ACH-000322,0.13905872676098802
ACH-000323,0.0787877960788629
ACH-000324,0.0947485807083746
ACH-000329,0.12406862137871492
ACH-000330,0.2004138288027219
ACH-000331,0.2604179818046321
ACH-000332,0.186274655400332
ACH-000334,0.08017836116112566
ACH-000335,0.07563981817833995
ACH-000336,0.2429301348384873
ACH-000337,0.2953122445500264
ACH-000338,0.3168000902761242
ACH-000339,0.1298840637744201
ACH-000341,0.1296970213079723
ACH-000348,0.15848353321606246
ACH-000350,0.22171723700273996
ACH-000352,0.2094479772445086
ACH-000356,0.29480543173572515
ACH-000361,0.18407863368939972
ACH-000362,0.14697247980628528
ACH-000363,0.13433259520524485
ACH-000364,0.2477129149768624
ACH-000365,0.11769930968218074
ACH-000366,0.18409418093801289
ACH-000368,0.07778803826246583
ACH-000374,0.2520886473783815
ACH-000375,0.09350027714222724
ACH-000376,0.11205304408306856
ACH-000381,0.10984568211183536
ACH-000383,0.18107140193894505
ACH-000387,0.1483420654381063
ACH-000389,0.045311445915067285
ACH-000390,0.008570202376486551
ACH-000393,0.11102818264260084
ACH-000395,0.2435680842324774
ACH-000396,0.05311451164444455
ACH-000397,0.1107762197736452
ACH-000401,0.08678538775934598
ACH-000402,-0.0257367790523061
ACH-000403,0.18859462077489925
ACH-000404,-0.16895581635447146
ACH-000406,0.10640935231067604
ACH-000407,0.0644196451034831
ACH-000408,0.10263715624398798
ACH-000410,0.12001578835701154
ACH-000411,0.10249391965609993
ACH-000414,0.16539638580251664
ACH-000415,0.0991080590366956
ACH-000416,0.03477982978387811
ACH-000420,0.2404506126241324
ACH-000421,0.1677553718824785
ACH-000424,0.1798620050810468
ACH-000425,-0.0005319359041668543
ACH-000426,0.14834884019634248
ACH-000427,0.11833793406858345
ACH-000433,0.07288231708077053
ACH-000435,0.03610619673394385
ACH-000436,0.21260802273646814
ACH-000444,0.25527175999302754
ACH-000445,0.27750586170321423
ACH-000448,0.11814104488833435
ACH-000450,0.12759591350175206
ACH-000452,0.10229528806005783
ACH-000454,0.03717443638322627
ACH-000458,0.2259148591309385
ACH-000459,0.12554096899417808
ACH-000460,0.16044706495418665
ACH-000461,0.16472048094397507
ACH-000463,0.1803547671950152
ACH-000464,0.1620656862081868
ACH-000466,0.2630756126066704
ACH-000467,0.10481334796361284
ACH-000468,0.12702404801479578
ACH-000469,0.1855260730159884
ACH-000470,0.15008782916744068
ACH-000471,0.12596075541662854
ACH-000472,0.06525150440971816
ACH-000473,0.14010601245171178
ACH-000475,0.10906786113398456
ACH-000476,0.15410085286208475
ACH-000477,0.08933998955797667
ACH-000479,0.28173925052780124
ACH-000480,0.0633820280756317
ACH-000481,0.17654636392515766
ACH-000483,0.1425238652835918
ACH-000484,0.18761675715911852
ACH-000485,0.17292504385795654
ACH-000486,0.16993452007399554
ACH-000487,0.056513809539144186
ACH-000488,0.06990871041517603
ACH-000490,0.009276226438399291
ACH-000491,0.07718082857394583
ACH-000495,0.22502120665334305
ACH-000496,0.2726233853950142
ACH-000499,0.1461232502947266
ACH-000500,0.33825521038660433
ACH-000502,0.06580941646125768
ACH-000503,0.14126687715609096
ACH-000505,0.007342508971554762
ACH-000507,0.13928619109661874
ACH-000510,0.17440752427005127
