,WBSCR28 (135886)
ACH-000004,-0.06403295534477021
ACH-000005,-0.3987256637496693
ACH-000007,-0.1220601091909182
ACH-000009,-0.18026311779080526
ACH-000011,-0.3360390029550047
ACH-000012,-0.17260021163581268
ACH-000013,-0.07339304418825494
ACH-000014,-0.12694537969621444
ACH-000015,-0.045879803692629235
ACH-000017,-0.2526274941137986
ACH-000018,-0.047314931733363486
ACH-000019,-0.12302782049430727
ACH-000021,-0.3416087580625266
ACH-000022,-0.10472542318313537
ACH-000025,-0.20928888380639266
ACH-000028,-0.016536020146419018
ACH-000030,-0.1029036383161214
ACH-000035,-0.33823875409499193
ACH-000036,-0.19607939989359288
ACH-000037,-0.0926566581734948
ACH-000039,-0.13067218233455008
ACH-000040,-0.20886173360334656
ACH-000041,-0.013635438929159166
ACH-000042,-0.1325582502908772
ACH-000045,-0.06542231307300216
ACH-000047,-0.3642247201054747
ACH-000052,-0.2567451270852768
ACH-000053,-0.08372477872794659
ACH-000054,-0.3171787435810278
ACH-000055,-0.13957936867298096
ACH-000060,-0.32704119151186856
ACH-000067,-0.18156729817198125
ACH-000070,-0.30037949225157695
ACH-000075,-0.06531918757474864
ACH-000078,0.01637083834696057
ACH-000082,-0.1269296222550603
ACH-000085,-0.3915523947652824
ACH-000086,-0.11498905386528915
ACH-000087,-0.1265100220810296
ACH-000092,-0.0955316370350717
ACH-000095,-0.20909030943392515
ACH-000097,-0.1867988158692372
ACH-000098,-0.2847510776333784
ACH-000099,-0.058777994050990885
ACH-000108,-0.12711910091535894
ACH-000113,-0.1950561048978513
ACH-000116,-0.18369039421106897
ACH-000118,-0.253098123143813
ACH-000120,-0.2262450971478639
ACH-000123,-0.07955883613774045
ACH-000127,-0.13709147968852908
ACH-000128,-0.09077632547278362
ACH-000132,-0.2551776504621412
ACH-000133,-0.3068731103588714
ACH-000137,-0.07671419183560177
ACH-000138,-0.17955268707018268
ACH-000142,-0.12209884104817653
ACH-000143,-0.19956144452094132
ACH-000146,-0.19036320574846585
ACH-000148,-0.22834975637147303
ACH-000150,-0.12780250349869926
ACH-000152,-0.16016057883613538
ACH-000153,-0.015930435708301834
ACH-000159,-0.30258370834074416
ACH-000160,-0.022167929687895136
ACH-000163,-0.2578840351966897
ACH-000167,-0.017056445668536577
ACH-000168,-0.14257257426958414
ACH-000169,-0.19123148593458647
ACH-000178,-0.06888963012652022
ACH-000183,-0.1284823397821691
ACH-000188,-0.15965077864030805
ACH-000189,-0.11550728110762162
ACH-000190,-0.08108117477970916
ACH-000198,-0.11975328576977308
ACH-000203,-0.35813023081677403
ACH-000204,-0.22856140275783554
ACH-000206,-0.020088498376130453
ACH-000207,-0.17791851631032232
ACH-000208,-0.013355435085521566
ACH-000210,0.04453021572354171
ACH-000211,-0.2512786198656481
ACH-000215,-0.15716973974986986
ACH-000221,-0.3639647790651445
