,ADK (132)
ACH-000004,-0.11946433039312362
ACH-000005,-0.2454163805564723
ACH-000007,-0.18016296638601714
ACH-000009,-0.03853723635144924
ACH-000011,0.0609386856359323
ACH-000012,-0.17798253241744233
ACH-000013,0.012703287326357502
ACH-000014,-0.0472332323415918
ACH-000015,-0.005612067909253662
ACH-000017,-0.047713009453747415
ACH-000018,0.0343237316190562
ACH-000019,-0.09770583785683902
ACH-000021,0.0006348105609828988
ACH-000022,-0.06059043100816554
ACH-000025,-0.07029166703857427
ACH-000028,-0.10650287698101664
ACH-000030,-0.24362285475911974
ACH-000035,-0.08985126208529014
ACH-000036,0.03635575581736115
ACH-000037,-0.03265778636448896
ACH-000039,-0.2467271488552668
ACH-000040,-0.09238946802800696
ACH-000041,-0.020590936788490014
ACH-000042,-0.09031208331198112
ACH-000045,0.22066523607810212
ACH-000047,0.0042215075415072256
ACH-000052,-0.153620670508525
ACH-000053,-0.1080821526489179
ACH-000054,-0.0932462447281426
ACH-000055,-0.2670785226547136
ACH-000060,0.01173002181278161
ACH-000067,-0.12861709203072286
ACH-000070,-0.2185827790936071
ACH-000075,-0.06578727537526502
ACH-000078,-0.10714748683735736
ACH-000082,-0.08879676886907682
ACH-000085,0.14010908497959612
ACH-000086,-0.12221025976902257
ACH-000087,-0.2922061469538264
ACH-000092,-0.04243875999811005
ACH-000095,-0.027845093587878268
ACH-000097,-0.01371277630064268
ACH-000098,-0.05012265674109835
ACH-000099,-0.10833651770209507
ACH-000108,-0.07933137800251143
ACH-000113,-0.3030669633973263
ACH-000116,0.03884226415344296
ACH-000118,-0.1998929182937776
ACH-000120,-0.054969444902893516
ACH-000123,-0.06907652335523705
ACH-000127,-0.05843880585617384
ACH-000128,-0.1194645798124793
ACH-000132,-0.09151589437445616
ACH-000133,-0.06178290079155381
ACH-000137,-0.12306648362915082
ACH-000138,0.013114997316563352
ACH-000142,0.0735054713461787
ACH-000143,0.0018039375537087774
ACH-000146,-0.006287039477978814
ACH-000148,-0.1718796360355591
ACH-000150,0.08001610860024695
ACH-000152,-0.17102257565452844
ACH-000153,-0.03352202072010036
ACH-000159,-0.15361907669435182
ACH-000160,-0.19004068357294954
ACH-000163,-0.17635294454488687
ACH-000167,-0.12662410283383527
ACH-000168,-0.09809184864004017
ACH-000169,-0.15575148249497225
ACH-000178,0.016149235889504225
ACH-000183,-0.06454961140739708
ACH-000188,-0.05779836559573773
ACH-000189,-0.34133430376281004
ACH-000190,-0.009036256153975462
ACH-000198,-0.042525837808675464
ACH-000203,-0.06648542235308455
ACH-000204,-0.20631252498770636
ACH-000206,-0.10414345115802996
ACH-000207,-0.20115695723750274
ACH-000208,0.11632875111367615
ACH-000210,-0.4796798524451586
ACH-000211,-0.0643527364563241
