,GPX2 (2877)
ACH-000004,-0.4158257991577287
ACH-000005,-0.1813906306314089
ACH-000007,-0.17570569630168306
ACH-000009,-0.2306191988476959
ACH-000011,-0.2655168379774709
ACH-000012,-0.2853567268148694
ACH-000013,-0.3296894330961832
ACH-000014,-0.3443167656026282
ACH-000015,-0.26849652545979336
ACH-000017,-0.14258797441002286
ACH-000018,-0.4172061066884265
ACH-000019,-0.43559126824231104
ACH-000021,-0.19189088456412134
ACH-000022,-0.34736165533164465
ACH-000025,-0.3994906337045461
ACH-000028,-0.39884585810134204
ACH-000030,-0.24187887363921856
ACH-000035,-0.2506182466841921
ACH-000036,-0.35508844582346993
ACH-000037,-0.3123405228967515
ACH-000039,-0.21439590912324466
ACH-000040,-0.3311258002822068
ACH-000041,-0.4611257474616629
ACH-000042,-0.21620165912020667
ACH-000045,-0.30843689014173337
ACH-000047,-0.4288783209146792
ACH-000052,-0.07723278691894382
ACH-000053,-0.17924679035036398
ACH-000054,-0.2861164292234453
ACH-000055,-0.3202096244922486
ACH-000060,-0.3166647548611295
ACH-000067,-0.33048923354703197
ACH-000070,-0.23175519032903305
ACH-000075,-0.2991577860088049
ACH-000078,-0.16672275686999335
ACH-000082,-0.4151470727951462
ACH-000085,-0.09183930327140337
ACH-000086,-0.24603397317966336
ACH-000087,-0.2447424562286158
ACH-000092,-0.3526511055252709
ACH-000095,-0.2785066601183184
ACH-000097,-0.1342134646413221
ACH-000098,-0.2631119540985993
ACH-000099,-0.2201348556036896
ACH-000108,-0.21167858958706093
ACH-000113,-0.26353703818088314
ACH-000116,-0.19731576830077985
ACH-000118,-0.27953289086051386
ACH-000120,-0.22603200682928426
ACH-000123,-0.2504374571446006
ACH-000127,-0.3786446692659178
ACH-000128,-0.2797007665526928
ACH-000132,-0.3603549486935192
ACH-000133,-0.2329266168115948
ACH-000137,-0.2979333211833597
ACH-000138,-0.29351426913669204
ACH-000142,-0.27153600713350284
ACH-000143,-0.358317411509172
ACH-000146,-0.0831963865996874
ACH-000148,-0.37857862765639866
ACH-000150,-0.10680773374946907
ACH-000152,-0.410618156619269
ACH-000153,-0.4072127096795711
ACH-000159,-0.1535499426866714
ACH-000160,-0.31321847017684884
ACH-000163,-0.34880253060480754
ACH-000167,-0.010389969569437408
ACH-000168,-0.2628819878388689
ACH-000169,-0.295496673171282
ACH-000178,-0.32628539614686514
ACH-000183,-0.5131575617550432
ACH-000188,-0.3435454833020105
ACH-000189,-0.4891674613231093
ACH-000190,-0.6796282843740442
ACH-000198,-0.2789264905297741
ACH-000203,-0.358220406950029
ACH-000204,-0.3533470859528653
ACH-000206,-0.259684604054546
ACH-000207,-0.15308647930539954
ACH-000208,-0.5008512018721697
ACH-000210,-0.20858699609600834
ACH-000211,-0.3968254114781444
ACH-000215,-0.31077449116752626
ACH-000221,-0.2416014536358331
ACH-000222,-0.224644057557327
ACH-000223,-0.2683998935335197
ACH-000226,-0.29410806048925336
ACH-000227,-0.36304125454988856
ACH-000228,-0.35032310665290983
ACH-000231,-0.3831862933635492
ACH-000232,-0.33867337174932977
ACH-000233,-0.14564362644040835
ACH-000234,-0.34251542752852737
ACH-000235,-0.3633358938549408
ACH-000237,-0.1682200826303392
ACH-000238,-0.13419668310670446
ACH-000242,-0.6564627346282946
ACH-000243,-0.3539915834000886
ACH-000244,-0.6213324287656496
ACH-000246,-0.24859502826544705
ACH-000248,-0.4700075264204327
ACH-000250,-0.2335455880140682
ACH-000251,-0.3095791419767641
ACH-000252,-0.2813186409189711
ACH-000253,-0.23881842544486465
ACH-000255,-0.0596092035990136
ACH-000256,-0.3461825094961601
ACH-000257,-0.3143446622308643
ACH-000258,-0.4267428161417415
ACH-000259,-0.30876706973181384
ACH-000260,-0.2961022093801474
ACH-000261,-0.3638095497633641
ACH-000262,-0.6397973448666646
ACH-000263,-0.3859365328430489
ACH-000264,-0.3327006349534385
ACH-000265,-0.2015242708181526
ACH-000266,-0.3900323578999256
ACH-000272,-0.3011437239242308
ACH-000274,-0.3231666300158311
ACH-000277,-0.2093839072809677
ACH-000278,-0.341095274698428
ACH-000279,-0.4129505092682664
ACH-000280,-0.19079603371152126
ACH-000281,-0.15516514357425207
ACH-000288,-0.22668959751183004
ACH-000291,-0.09245189690127488
ACH-000293,-0.3677559529744329
ACH-000294,-0.2298337459490559
ACH-000295,-0.10587167798793527
ACH-000296,-0.22673627847832625
ACH-000302,-0.2265021198276816
ACH-000304,-0.0360724825048689
ACH-000307,-0.22327998180109612
ACH-000308,-0.2711343446451557
ACH-000310,-0.1932986264280077
ACH-000311,-0.45049502500181304
ACH-000312,-0.3089619044858961
ACH-000315,-0.22232963055731672
ACH-000316,-0.1521945790444461
