,FANCM (57697)
ACH-000265,-0.31433192004800914
ACH-000266,-0.1920572290485193
ACH-000272,-0.2262373168808812
ACH-000274,-0.3876643286988435
ACH-000277,-0.056842310379369015
ACH-000278,-0.8847206862235655
ACH-000279,-0.14272713792950173
ACH-000280,-0.265493262075749
ACH-000281,-0.1233291602961842
ACH-000288,-0.27897602082898604
ACH-000291,-0.24685776714338134
ACH-000293,-0.15661643401632352
ACH-000294,-0.3982842691523419
ACH-000295,-0.2033438763390077
ACH-000296,-0.5219755225633145
ACH-000302,-0.11702629563996468
ACH-000304,-0.3665724098371598
ACH-000307,-0.21692098881481595
ACH-000308,-0.2308363203234827
ACH-000310,-0.18342996617541574
ACH-000311,-0.4587809863497271
ACH-000312,-0.12220192084252275
ACH-000315,-0.2761670392084961
ACH-000316,-0.08113396606900694
ACH-000317,-0.3182735536514482
ACH-000318,-0.1272262061285978
ACH-000319,-0.2631354472428602
ACH-000320,-0.20424316835457265
ACH-000322,-0.3977465678979599
ACH-000323,-0.2875054626421361
ACH-000324,-0.16502433639454753
ACH-000329,-0.3233255624647467
ACH-000330,-0.3124890655279135
ACH-000331,-0.33608681755199954
ACH-000332,-0.11101431576447073
ACH-000334,-0.33019829146493057
ACH-000335,-0.5304747879734951
ACH-000336,-0.5693362926631644
ACH-000337,-0.15081215835260842
ACH-000338,-0.5739985514126872
ACH-000339,-0.3983636206446362
ACH-000341,-1.153342548907592
ACH-000348,-0.33203857950359794
ACH-000350,-0.2485773144363585
ACH-000352,-0.10474348389776816
ACH-000356,-0.4354155052893856
ACH-000361,-0.4654671153594884
ACH-000362,-0.12315785408749433
ACH-000363,-0.11985138766756452
ACH-000364,-0.7223219179032304
ACH-000365,-0.34912598008086176
ACH-000366,-0.2567236088866873
ACH-000368,-0.400369633284266
ACH-000374,-0.2372473037435205
ACH-000375,-0.5960741301097389
ACH-000376,-0.20926226036689075
ACH-000381,-0.0087049755792894
ACH-000383,-0.2304321091707888
ACH-000387,-0.3648168192529993
ACH-000389,-0.3761449977338195
ACH-000390,-0.11650225853995655
ACH-000393,-0.1542010594255716
ACH-000395,0.15817660044215154
ACH-000396,-0.05247069180234642
ACH-000397,-0.2565168267214613
ACH-000401,-0.528890386137378
ACH-000402,0.046995549181036655
ACH-000403,-0.16432356324249905
ACH-000404,-0.4217491913855049
ACH-000406,-0.273321480830733
ACH-000407,-0.4497491001600544
ACH-000408,-0.168135778645785
ACH-000410,-0.995105904640128
ACH-000411,-0.14245290886016412
ACH-000414,-0.1802198170999645
ACH-000415,-0.4510109509064119
ACH-000416,-0.19573480720111885
ACH-000420,0.05278281608666068
ACH-000421,-0.5605827466620771
ACH-000424,-0.34979554872519114
ACH-000425,-0.43004895479368893
ACH-000426,-0.03379473286757435
ACH-000427,-0.2024764499367928
ACH-000433,-0.3265881833352125
ACH-000435,-0.0054495346403364885
ACH-000436,0.029367763916460395
ACH-000444,-0.29248136455016943
ACH-000445,-0.293968088937382
ACH-000448,-0.2157226930008707
ACH-000450,-0.4872749695388345
ACH-000452,-0.229368261333942
ACH-000454,-0.2145842575828414
ACH-000458,-0.23210155048623254
ACH-000459,-0.4233275063542306
ACH-000460,-0.2325536364315484
ACH-000461,-0.08692517650727641
ACH-000463,-0.3353975147438749
ACH-000464,-0.16675175928374206
ACH-000466,0.2314438445539819
ACH-000467,-0.2954364695983134
ACH-000468,-0.25871608187067874
ACH-000469,-0.09067108537331027
ACH-000470,-0.20596149218058304
ACH-000471,-0.2059330537431112
ACH-000472,-0.12924300733526273
ACH-000473,-0.3049808788131414
ACH-000475,-0.20964855332527288
ACH-000476,-0.10213195112656552
ACH-000477,-0.22173273064256008
ACH-000479,-0.5268306254130336
ACH-000480,-0.2774338066877282
ACH-000481,-0.3466938581224662
ACH-000483,-0.34155916584538315
ACH-000484,-0.3201388890615948
ACH-000485,-0.05307904839626058
ACH-000486,-0.3554965770091368
ACH-000487,0.0308593350094002
ACH-000488,-0.3121011548642951
ACH-000490,-0.2778234539373225
ACH-000491,0.2410535594568941
ACH-000495,-0.9786561007275588
ACH-000496,-0.27773856630418475
ACH-000499,-0.4862963599329173
ACH-000500,-0.0997347999766529
ACH-000502,-0.3451012482732567
ACH-000503,-0.3605576185736775
ACH-000505,-0.2008421729782858
ACH-000507,-0.8390465788608995
ACH-000510,-0.3000435578143363
ACH-000511,-0.4085935089810049
ACH-000512,-0.19325164180382773
ACH-000516,-1.0529853122772117
ACH-000517,-0.09821202823854536
ACH-000518,-0.19820442825982265
ACH-000520,-0.4257275830849007
ACH-000521,-0.10974579317940196
ACH-000522,-0.4081556776507201
ACH-000524,-0.2747750037749819
ACH-000527,-0.2702900247323244
ACH-000528,-0.4818064793275769
ACH-000537,-0.3474965406205653
ACH-000541,-0.1032255763899993
ACH-000542,-0.2850619638853851
ACH-000544,-0.5123842490435232
ACH-000545,-0.2704584831503473
ACH-000547,-0.6789968996711134
ACH-000548,-0.22739784729566595
ACH-000549,-0.206711119704162
ACH-000550,-0.21126134867810115
ACH-000552,-0.1723002344001988
ACH-000556,-0.267445618601568
ACH-000557,-0.05464200119146834
ACH-000569,0.1174882698642794
ACH-000570,-0.230984571062336
ACH-000571,-0.25766170909348685
ACH-000573,-0.7326889141864158
ACH-000576,0.32937497512153496
ACH-000579,-0.3264833814231641
ACH-000580,-0.5511601494698883
ACH-000584,-1.014461656898359
ACH-000585,-0.3232498178605745
ACH-000588,-0.2143832906742923
ACH-000589,-0.0701587421841688
ACH-000591,-0.3051901071101973
ACH-000593,-0.13190148536835702
ACH-000600,-0.3011779420046413
ACH-000601,-0.08874566273298504
ACH-000605,0.08637905495422447
ACH-000606,-0.2476034821002558
ACH-000608,-0.315962725168454
ACH-000614,-0.4098360811260223
ACH-000616,-0.5001404227884101
ACH-000618,-0.5110226617390694
ACH-000619,-0.25958339614691306
ACH-000620,-0.27388623811392343
ACH-000621,-0.3155130810584528
ACH-000622,-0.30478125602523737
ACH-000623,-0.2522970838188306
ACH-000624,-0.4985054304886454
ACH-000627,-0.4523973838683901
ACH-000630,-0.15775451962766218
ACH-000631,-0.6247010264488639
ACH-000632,-0.28126382951954465
ACH-000633,-0.1760004287513103
ACH-000637,-0.2198739816478512
ACH-000638,-0.34754786121165065
ACH-000646,-0.3640277479161259
ACH-000647,-0.06754271084550925
ACH-000648,-0.341788373422544
ACH-000649,-0.28239519745975394
ACH-000651,-0.2505012976688377
ACH-000652,-0.2390219255968808
ACH-000653,-0.11707121864794474
ACH-000657,-0.2554750309931847
ACH-000658,-0.06708632987063573
ACH-000661,-0.11265327385145375
ACH-000662,-0.39172560631078734
ACH-000663,-0.2099614056204424
ACH-000665,-0.4007077467382838
ACH-000671,-0.03482380080936031
ACH-000672,-0.5283738576380279
ACH-000673,-0.15292864414591975
ACH-000676,-0.39199139997170496
ACH-000677,-0.4053650398652397
ACH-000681,-0.061203855428009574
ACH-000683,-0.20533685161121792
ACH-000684,-0.5887002286164765
ACH-000688,-0.2386371427564955
ACH-000693,-0.3060759913738701
ACH-000694,-0.28391817238413986
ACH-000695,-0.2909186156023602
ACH-000696,-0.3736753349950466
ACH-000697,-0.3753245834898513
ACH-000699,-0.2820022966638891
ACH-000701,-0.2827757557305403
ACH-000706,-0.16756301421521574
ACH-000711,-0.3544854474414333
ACH-000713,-0.410694821438122
ACH-000714,-0.15533052725214652
ACH-000718,-0.3964307318662105
ACH-000720,-0.3197697077787015
ACH-000721,-0.3134486416221973
ACH-000724,-0.05548645028596747
ACH-000725,-0.2615116740966011
ACH-000732,-0.3075098440504001
ACH-000734,-0.14089902321641706
ACH-000735,-0.3574334824924021
ACH-000736,-0.5036261593907171
ACH-000738,-0.2556587881057756
ACH-000746,-0.224289953841378
ACH-000747,-0.2095030569047047
ACH-000748,-0.2459529978336837
ACH-000753,-0.11293053076687612
ACH-000756,-0.3748413136655912
ACH-000757,-0.13136989967295656
ACH-000758,-0.4637114303680197
ACH-000760,-0.14464581555568315
ACH-000762,-0.3416271604974461
ACH-000763,0.07139260211581896
ACH-000764,-0.1956363343610847
ACH-000765,-0.32850971332291096
ACH-000766,-0.2423719300588913
ACH-000767,-0.11637848966474765
ACH-000768,-0.4904971652404912
ACH-000769,-0.08966623232076458
ACH-000770,-0.6895809270854409
ACH-000771,-0.4979461865814353
ACH-000773,-0.24460513904773634
ACH-000776,-0.01991784282738989
ACH-000777,-0.4486314047116996
ACH-000778,-0.2282703415655373
ACH-000781,0.018533982755940263
ACH-000782,-0.6171860371780641
ACH-000783,-0.1877019381808682
ACH-000784,-0.24195236542445864
ACH-000785,-0.159693217330204
ACH-000787,-0.11819902429568804
ACH-000788,-0.3466158115955221
ACH-000791,-0.36468826430467705
ACH-000792,-0.257437883296926
ACH-000794,-0.4170708195649199
ACH-000796,-0.22957199426016425
ACH-000798,-0.11468663012795098
ACH-000799,-0.47891988940417995
ACH-000800,-0.3286067088124584
ACH-000802,-0.2125080739464245
ACH-000804,-0.30904409668946997
ACH-000805,-0.4213620626445198
ACH-000809,-0.15668652207792205
ACH-000810,-0.6335142504654354
ACH-000811,-0.23783023278541196
ACH-000817,-0.4741349541048702
ACH-000819,-0.07281519274122256
ACH-000820,-0.5742549497865654
ACH-000821,-0.344121348475434
ACH-000822,-0.17742019810983767
ACH-000823,-0.0519799009411109
ACH-000824,-0.3262502174055019
ACH-000827,-0.3250250883823152
ACH-000829,-0.14938497460054656
ACH-000831,-0.1096457208827722
ACH-000832,-0.4833681169701802
ACH-000833,-0.3472855624764438
ACH-000834,-0.6698414181131377
ACH-000835,-0.2722390248507143
ACH-000836,-0.5384350619331049
ACH-000837,-0.346009121660163
ACH-000838,-0.12177303459169925
ACH-000839,-0.1402349684528925
ACH-000840,-0.30069960952617186
ACH-000841,-0.2117202187483886
ACH-000843,-0.3786883027405757
ACH-000846,-0.4013720880230954
ACH-000847,0.3090554770158471
ACH-000848,-0.1225539578968958
ACH-000849,-0.5679806919692243
ACH-000851,-0.2163701024101148
ACH-000855,-0.34794410106279977
ACH-000856,-0.3912523353264078
ACH-000858,-0.351265019655051
ACH-000859,-0.4016072876840886
ACH-000861,-0.18568346463692728
ACH-000862,-0.15403188211741273
ACH-000865,-0.2563917440560209
ACH-000866,-0.15778700777366095
ACH-000867,-0.13124023263424614
ACH-000869,-0.2889880618431626
ACH-000872,-0.2018406513285075
ACH-000873,-0.5489949774586199
ACH-000876,-0.15744746110708327
ACH-000878,-0.23835748948072244
ACH-000880,-0.20412453382920304
ACH-000881,-0.27795655813573755
ACH-000882,-0.37176546830259294
ACH-000884,-0.3281173083783062
ACH-000885,-0.13229788088501082
ACH-000887,-0.1254419966566392
ACH-000889,-0.13275327983640672
ACH-000896,-0.4448545037827675
ACH-000898,-0.16436830877106226
ACH-000900,-0.5303816839076727
ACH-000901,-0.11033020222858407
ACH-000905,-0.4624175287303716
ACH-000906,-0.2606818716311998
ACH-000907,-0.4563487555358955
ACH-000910,0.011341304682584962
ACH-000911,-0.41726260462288256
ACH-000912,-0.5422028925761861
ACH-000913,-0.3863939204132155
ACH-000915,-0.16539123837900932
ACH-000916,-0.5115799633606657
ACH-000917,-0.09865607437894346
ACH-000920,-0.3737535072176297
ACH-000921,-0.4340434705707472
ACH-000924,0.007834743479796359
ACH-000926,0.02226556521090329
ACH-000928,-0.6180614460589438
ACH-000929,-0.24108650183593935
ACH-000932,-0.3375549726877907
ACH-000935,-0.2614323246918592
ACH-000936,-0.2706397098477362
ACH-000937,-0.4373090647327044
ACH-000938,-0.2387061450760566
ACH-000939,-0.3759437622102148
ACH-000941,-0.1856402887496872
ACH-000943,-0.15417622158607475
ACH-000946,-0.3900145085734087
ACH-000947,-0.41814004634280016
ACH-000948,-0.22824029435162946
ACH-000950,-0.271895609844947
ACH-000953,-0.1770000211683921
ACH-000954,-0.06285221066349714
ACH-000957,-0.25624458451389764
ACH-000958,-0.20814804509063525
ACH-000960,-0.2452455522979834
ACH-000963,-0.07146487918711955
ACH-000968,-0.493766599057046
ACH-000969,-0.2421873025080611
ACH-000972,-0.5137959776986765
ACH-000973,-0.24953826503098006
ACH-000974,-0.3080012829386099
ACH-000978,-0.41107931112292734
ACH-000984,-0.3105653027182077
ACH-000986,-0.33964769335367423
ACH-000988,-0.19580906929077813
ACH-000993,-0.5921462112111969
ACH-000994,-0.20616058301600607
ACH-000996,-0.5660537060028875
ACH-001001,-0.2732605427103996
ACH-001020,-0.11481863990580846
ACH-001028,-0.2641217917824848
ACH-001031,-0.1261953991482176
ACH-001038,-0.3030917669585276
ACH-001048,-0.22633329521014425
ACH-001050,-0.20682392859803106
ACH-001053,-0.20122940782739024
ACH-001054,-0.4411083127641571
ACH-001061,-0.28748905577047995
ACH-001067,-0.3036076945876092
ACH-001075,-0.3244266082649546
ACH-001096,-0.38286397467989175
ACH-001111,-0.5057045072987877
ACH-001119,-0.23668256914095956
ACH-001128,-0.4867379485327148
ACH-001134,-0.5473352216467162
ACH-001151,-0.1947837071359459
ACH-001163,-0.0319590850677161
ACH-001164,-0.16829757297016773
ACH-001183,-0.4845032005536905
ACH-001192,-0.2363581073864828
ACH-001193,-0.33986460225575954
ACH-001196,-0.5692767522354881
ACH-001197,-0.23934534852512754
ACH-001205,-0.3126525751356734
ACH-001211,-0.22441366324361886
ACH-001212,-0.4929591141345164
ACH-001228,-0.16969466414333692
ACH-001232,-0.3922078110844153
ACH-001239,-0.13671700123163405
ACH-001270,-0.4163723792520614
ACH-001274,-0.2838109190713182
ACH-001275,-0.14258476415506402
ACH-001277,-0.5550620315244476
ACH-001278,-0.10324660219322054
ACH-001280,-0.467533638239799
ACH-001283,-0.1874729694615932
ACH-001289,-0.24345235581363425
ACH-001300,0.053316721275506594
ACH-001301,-0.2631083866553663
ACH-001302,0.11910262642107647
ACH-001306,-0.23002985556601935
ACH-001318,-0.057818630033427174
ACH-001322,-0.4463156800227249
ACH-001328,-0.32527115906144394
ACH-001332,-0.4074710015268625
ACH-001336,-0.3076775218137466
ACH-001346,-0.3418122597138703
ACH-001353,-0.2902181369244502
ACH-001354,-0.8509429854386815
ACH-001367,-0.4602441907618441
ACH-001368,-0.07021405592296058
ACH-001374,-0.1472264376621915
ACH-001377,-0.23010440645649202
ACH-001380,-0.44565856876337373
ACH-001391,-0.2753797267586225
ACH-001408,-0.5513718551751782
ACH-001430,-0.14614666499443124
ACH-001431,-0.11339655922235578
ACH-001450,-0.24694705001151376
ACH-001496,-0.20021466095915752
ACH-001500,-0.19960047536600406
ACH-001523,-0.4924853322271852
ACH-001532,-0.6129600746274342
ACH-001550,-0.18937805338461952
ACH-001552,-0.41418255047958413
ACH-001554,-0.2984165875941181
ACH-001654,-0.14190019196720796
ACH-001735,-0.2241251012218377
ACH-001736,-0.7523542424531667
ACH-001737,-0.6108499992184044
ACH-001740,-0.8005606081122171
ACH-001745,-0.7663736118025707
ACH-001765,-0.8520094479817212
