,TADA1 (117143)
ACH-000004,-0.2656986051942867
ACH-000005,-0.2545903967723507
ACH-000007,-0.2655792761601793
ACH-000009,-0.19685293554299615
ACH-000011,-0.2109348394701534
ACH-000012,-0.2728269561439341
ACH-000013,-0.32836579363248103
ACH-000014,-0.5218404500482772
ACH-000015,-0.3860516433729064
ACH-000017,-0.846597331338076
ACH-000018,-0.7939730706120138
ACH-000019,0.045368586921635326
ACH-000021,-0.38000892872316494
ACH-000022,-0.5678070537166021
ACH-000025,0.27590838667994183
ACH-000028,-0.267594543122573
ACH-000030,-0.32767797509706426
ACH-000035,-0.4974346395025603
ACH-000036,-0.2451766076691808
ACH-000037,-0.2310186235838815
ACH-000039,0.3932453530666504
ACH-000040,-0.4663938106500357
ACH-000041,-0.7507334487708179
ACH-000042,-0.8142220153723814
ACH-000045,-0.1830366606859715
ACH-000047,-0.5095993588145064
ACH-000052,0.16727352352246086
ACH-000053,-0.8541293653912371
ACH-000054,0.4273048971046749
ACH-000055,-0.6344149489584382
ACH-000060,0.22007636609053252
ACH-000067,0.06322332172825221
ACH-000070,-0.41185510163358935
ACH-000075,-0.3506434907138896
ACH-000078,-0.2990712235011634
ACH-000082,-0.7612109313441046
ACH-000085,-0.4182586821452857
ACH-000086,-0.3505237642854789
ACH-000087,-0.4955498461982394
ACH-000092,-0.3866612823587839
ACH-000095,-0.4973829589231762
ACH-000097,-0.43872580656882665
ACH-000098,-0.6276391551743773
ACH-000099,-0.18457071406973533
ACH-000108,-0.2933774178718319
ACH-000113,-0.5693301299969665
ACH-000116,-0.4938876930834593
ACH-000118,-0.4730048548877473
ACH-000120,-0.2787744103407105
ACH-000123,-0.7863592656452951
ACH-000127,-0.7293884879349329
ACH-000128,-0.5288897856410403
ACH-000132,0.03318648973710905
ACH-000133,-0.2252478380615212
ACH-000137,-0.1071408110582032
ACH-000138,0.07641290298520971
ACH-000142,-0.3613767076871257
ACH-000143,-0.8029345489144131
ACH-000146,-0.3458251739029933
ACH-000148,-0.7323022572518666
ACH-000150,0.35655013096758914
ACH-000152,-0.28521547586060403
ACH-000153,-0.8050225003322368
ACH-000159,-0.20391104915681427
ACH-000160,-0.19535806957127466
ACH-000163,-1.0666566005281726
ACH-000167,-0.09368660556858427
ACH-000168,-0.5227511250876601
ACH-000169,-0.4317672664043322
ACH-000178,-0.7023588653615866
ACH-000183,-0.6943843697077584
ACH-000188,0.017645234185493498
ACH-000189,0.7561978823674507
ACH-000190,-0.06744332008864014
ACH-000198,-0.6937001335782317
ACH-000203,-0.26448379806609923
ACH-000204,-0.3531494893946043
ACH-000206,-0.4760327728597792
ACH-000207,-0.6182169078110475
ACH-000208,-0.24776040516503975
ACH-000210,-0.4170870821508562
ACH-000211,-0.06984040743944014
ACH-000215,0.17226859323622534
ACH-000221,-0.5117593891369216
ACH-000222,-0.3660922657097919
ACH-000223,-0.5321972493985679
ACH-000226,-0.5870368510773236
ACH-000227,-0.6145529337335391
ACH-000228,-0.7532418463831154
ACH-000231,-0.07783773176641501
ACH-000232,-0.4538314995934021
ACH-000233,-0.6307632984990722
ACH-000234,0.2660215064476575
ACH-000235,-0.3732817699796085
ACH-000237,-0.6211933845962769
ACH-000238,-0.3476937312421005
ACH-000242,-0.4314237164898853
ACH-000243,-0.8664601596280228
ACH-000244,1.2660926967620478
ACH-000246,0.4745151711174461
ACH-000248,-0.4946339540011883
ACH-000250,-0.18110314062655752
ACH-000251,-0.5306243608717416
ACH-000252,-0.6198991378495003
ACH-000253,-0.7276869354138329
ACH-000255,-0.27490521868878154
ACH-000256,-0.24694455755287856
ACH-000257,-0.21993697365085516
ACH-000258,-0.7692191991858035
ACH-000259,-0.5259558691289269
ACH-000260,-0.3418129430986781
ACH-000261,-0.08919661959739791
ACH-000262,-0.6532153831789195
ACH-000263,-0.4301658762762868
ACH-000264,-0.2444675550065351
ACH-000265,-0.21775410177788576
ACH-000266,-0.02079183738994271
ACH-000272,-0.7839884190119928
ACH-000274,0.1002180167578977
ACH-000277,-0.6259267972292629
ACH-000278,0.5109888168494675
ACH-000279,-0.2557619194780354
ACH-000280,0.1936715044280576
ACH-000281,-0.09638891799747998
ACH-000288,0.7284733490617393
ACH-000291,-0.7480191337032746
ACH-000293,0.3453354082472102
ACH-000294,-0.44537859526882345
ACH-000295,-0.7080134947490708
ACH-000296,-0.20097746370386568
ACH-000302,0.3335281406931028
ACH-000304,-1.0700991042495829
ACH-000307,-0.6071809334350807
ACH-000308,-0.4689630261877826
ACH-000310,-0.2422631796308637
ACH-000311,-0.4410103012171753
ACH-000312,-0.47383937091131
ACH-000315,-1.0612431535679774
ACH-000316,-0.13611791501599713
ACH-000317,-0.4569054664338775
ACH-000318,-0.6181579781844749
ACH-000319,0.08409263362699212
ACH-000320,-0.0931730467845166
ACH-000322,-0.4803788021231314
ACH-000323,-0.6607184527033987
ACH-000324,-0.5000058477906227
ACH-000329,0.21069383037393805
ACH-000330,-0.2052670904944719
ACH-000331,-0.065074756136631
ACH-000332,-0.4370018284253358
ACH-000334,-1.2773618582248127
ACH-000335,-0.39135389899533696
ACH-000336,-0.4259369462962088
ACH-000337,-0.2275233232415879
ACH-000338,-0.4380092077587692
ACH-000339,-0.2574050751562159
ACH-000341,-0.55763593363986
ACH-000348,-0.5880256021335248
ACH-000350,-0.42812343487188537
ACH-000352,-0.625747191756271
ACH-000356,-0.1343261775954067
ACH-000361,-0.9177103893356658
ACH-000362,-0.7134574428540952
ACH-000363,-0.7683631092025
ACH-000364,0.15346979617738907
ACH-000365,-0.7674968042312981
ACH-000366,-0.4735127888343872
ACH-000368,0.1962152698900989
ACH-000374,-0.15652208858740094
ACH-000375,-0.3765353558862688
ACH-000376,-0.31962991827867315
ACH-000381,-0.4393863685754011
ACH-000383,-0.8524544048827754
ACH-000387,-0.4793760367084743
ACH-000389,0.6345450608747982
ACH-000390,-0.4851584735171898
ACH-000393,-0.13828919207321658
ACH-000395,-0.18195631355237588
ACH-000396,-0.4135524235077446
ACH-000397,-0.5273081606610382
ACH-000401,-0.4570973349757282
ACH-000402,-0.3959990363828843
ACH-000403,-0.4331584389411851
ACH-000404,-0.5402645968864859
ACH-000406,-0.5538315532248854
ACH-000407,-0.14462932161213318
ACH-000408,-0.08694241345109145
ACH-000410,-0.22342019547600453
ACH-000411,-0.30354576939538586
ACH-000414,-0.4512703942016365
ACH-000415,-0.18326593230722796
ACH-000416,-0.4107672021238514
ACH-000420,0.1340239112827501
ACH-000421,-0.5401020470577907
