,FCF1 (51077)
ACH-000004,-0.9451969939617916
ACH-000005,-0.9758896402611432
ACH-000007,-0.976533913851892
ACH-000009,-0.8603693039190534
ACH-000011,-0.8264653962678827
ACH-000012,-0.8860633490853087
ACH-000013,-0.8949477577309897
ACH-000014,-0.8529566979679449
ACH-000015,-0.7237942551520776
ACH-000017,-0.8401721196746181
ACH-000018,-0.8497360392948314
ACH-000019,-0.6494604459946809
ACH-000021,-0.998505704234714
ACH-000022,-0.6986832937333811
ACH-000025,-0.9698842512328228
ACH-000028,-0.7603968194896371
ACH-000030,-0.7445990626893161
ACH-000035,-0.9500695818886176
ACH-000036,-1.1485676106988345
ACH-000037,-1.0815776423444092
ACH-000039,-0.9115190215031992
ACH-000040,-1.120250116021735
ACH-000041,-1.043290319347312
ACH-000042,-0.9041549415602548
ACH-000045,-0.944612428736562
ACH-000047,-1.1019395287822529
ACH-000052,-0.8317877364577858
ACH-000053,-0.8802805935306737
ACH-000054,-0.9125437310829896
ACH-000055,-1.1232954556952373
ACH-000060,-0.9721121361926514
ACH-000067,-0.9524907845105284
ACH-000070,-1.0503677081775755
ACH-000075,-1.1712040358427556
ACH-000078,-0.791736097149391
ACH-000082,-1.0318385571092126
ACH-000085,-0.8363946058782039
ACH-000086,-0.9741640312511056
ACH-000087,-1.0334518580386018
ACH-000092,-1.1032446453435312
ACH-000095,-0.9204499602740416
ACH-000097,-1.0663562617015865
ACH-000098,-0.9549103834685428
ACH-000099,-0.7215697084117855
ACH-000108,-1.0330287076569444
ACH-000113,-0.9335148964888428
ACH-000116,-1.0025562206874934
ACH-000118,-0.920242568017312
ACH-000120,-1.0000706319300672
ACH-000123,-0.7246194309033261
ACH-000127,-0.7915229437931396
ACH-000128,-1.0870254418180414
ACH-000132,-1.0672662918252465
ACH-000133,-0.8014560328695531
ACH-000137,-1.05776915785054
ACH-000138,-0.9106372111408216
ACH-000142,-0.9876012787011178
ACH-000143,-0.9609455432335441
ACH-000146,-1.0344429352864215
ACH-000148,-0.9432657193492578
ACH-000150,-0.9106873548811554
ACH-000152,-0.930902444601334
ACH-000153,-0.9923502945252312
ACH-000159,-1.0907994847117606
ACH-000160,-1.0075638789109962
ACH-000163,-0.983909963237298
ACH-000167,-1.3455744790099171
ACH-000168,-1.0416719999634323
ACH-000169,-1.1503802044364322
ACH-000178,-1.0354667562237432
ACH-000183,-0.8851549783267224
ACH-000188,-0.9982798870786421
ACH-000189,-1.066136513309675
ACH-000190,-1.138689306508767
ACH-000198,-0.9531000141402142
ACH-000203,-1.1429467105782736
ACH-000204,-0.8319485209554385
ACH-000206,-0.862457789328299
ACH-000207,-0.7828178673141923
ACH-000208,-0.8832512771683279
ACH-000210,-0.5917714007086823
ACH-000211,-0.8497494772926901
ACH-000215,-1.0617326131287754
ACH-000221,-1.1013608441299565
ACH-000222,-1.2293477399814166
ACH-000223,-0.9625390806742712
ACH-000226,-1.0321552308581208
ACH-000227,-1.0469871216710724
ACH-000228,-0.6830568980598895
ACH-000231,-0.8747979319945208
ACH-000232,-1.022595055332338
ACH-000233,-0.9360355090775572
ACH-000234,-1.0223508816325613
ACH-000235,-0.9756393904760228
ACH-000237,-0.8994164548833457
ACH-000238,-0.8967851136962027
ACH-000242,-0.9890726537973152
ACH-000243,-0.8758139569570901
ACH-000244,-1.1688614438845293
ACH-000246,-1.03895617068416
ACH-000248,-0.8579330586274133
ACH-000250,-1.1246858421040646
ACH-000251,-0.9376486919103252
ACH-000252,-0.8208027306788671
ACH-000253,-0.8583865462932513
ACH-000255,-0.9536393232006004
ACH-000256,-0.8833977187173545
ACH-000257,-0.9985377683852822
ACH-000258,-0.955868867810176
ACH-000259,-0.8670188964007205
ACH-000260,-1.029701164236378
ACH-000261,-1.11276815806119
ACH-000262,-1.0744161587149927
ACH-000263,-0.9848641176314294
ACH-000264,-0.8467558255141259
ACH-000265,-0.9109995340320348
ACH-000266,-0.8334071994332869
ACH-000272,-1.01169110141887
ACH-000274,-1.0633049386593276
ACH-000277,-0.8761349709960109
ACH-000278,-1.034692200378314
ACH-000279,-0.9854250226194656
ACH-000280,-0.8467239764841159
ACH-000281,-0.9166804773541022
ACH-000288,-1.0378585653020165
ACH-000291,-0.7393503313806644
ACH-000293,-0.8283573921212012
ACH-000294,-0.7964575664335931
ACH-000295,-0.9606723503763482
ACH-000296,-1.43859126493099
ACH-000302,-0.8594290221968472
ACH-000304,-0.9968142335202532
ACH-000307,-0.8649041670850298
ACH-000308,-1.1281414457604375
ACH-000310,-1.0979232301281392
ACH-000311,-1.0068640677043836
ACH-000312,-0.9335758440464188
ACH-000315,-0.9231779824290812
ACH-000316,-1.1554155734626892
ACH-000317,-0.9622688466035942
ACH-000318,-0.8540637705352895
ACH-000319,-1.0978316902101968
ACH-000320,-0.9522564525188808
ACH-000322,-1.0562957415033087
ACH-000323,-0.9840621800895184
ACH-000324,-0.8551068299482607
ACH-000329,-1.0253437030124422
ACH-000330,-0.9427429905630842
ACH-000331,-0.8909855135754985
ACH-000332,-0.9776966243057132
ACH-000334,-0.9023976466644904
ACH-000335,-0.8439597126718812
ACH-000336,-0.8828018217411613
ACH-000337,-0.8135064639584911
ACH-000338,-0.6733421734477054
ACH-000339,-0.9116121574099256
ACH-000341,-1.2290232583216656
ACH-000348,-0.9092986532002718
ACH-000350,-0.9009768739259016
ACH-000352,-0.990955729859118
ACH-000356,-0.9039372587362638
ACH-000361,-1.10496696544564
ACH-000362,-0.9093797542076107
ACH-000363,-0.9114280201333246
ACH-000364,-1.0624841855259612
ACH-000365,-0.6796272719532731
ACH-000366,-0.7952042272893335
ACH-000368,-0.8222094007672541
ACH-000374,-1.1339320893849236
ACH-000375,-1.0765589943847402
ACH-000376,-0.9571967366492252
ACH-000381,-1.130035450139644
ACH-000383,-0.9321596381467728
ACH-000387,-1.0279330899096664
ACH-000389,-0.8395476487071013
ACH-000390,-0.9211673925839896
ACH-000393,-1.1599135847593582
ACH-000395,-1.1032101065156712
ACH-000396,-1.0776162707921997
ACH-000397,-0.9822666217419982
ACH-000401,-1.1384635462469062
ACH-000402,-0.7413889864767433
ACH-000403,-0.9962375493586344
ACH-000404,-0.9655273967137497
ACH-000406,-0.9400509013032636
ACH-000407,-0.9710945742806748
ACH-000408,-0.9188734513685924
ACH-000410,-0.9197990687504748
ACH-000411,-0.8775201184891172
ACH-000414,-1.0222761857680451
ACH-000415,-0.7786482259153279
ACH-000416,-1.049745580078673
ACH-000420,-0.8338654784937309
ACH-000421,-0.9685832360838248
ACH-000424,-0.9288758813551444
ACH-000425,-0.8220857473466697
ACH-000426,-0.8407699933769532
ACH-000427,-0.8036791007963541
ACH-000433,-1.005285667213578
ACH-000435,-1.076549957125585
ACH-000436,-0.8213361797355562
ACH-000444,-0.8700776848118668
ACH-000445,-1.026629860230616
ACH-000448,-0.9988679972147262
ACH-000450,-1.1593513594548817
ACH-000452,-0.9333965112908992
ACH-000454,-0.9448975826679878
ACH-000458,-0.9204023589603688
ACH-000459,-0.7288362712928609
ACH-000460,-1.0614493450094291
ACH-000461,-0.9560872593755684
ACH-000463,-0.9127450927049456
ACH-000464,-0.8705583315850612
ACH-000466,-0.9783139414960568
