,PPARGC1B (133522)
ACH-000207,-0.7339676888951039
ACH-000208,-0.9251902448296004
ACH-000210,-0.4531350868200456
ACH-000211,-0.681643772699221
ACH-000215,-0.5488867733546606
ACH-000221,-0.7044366035829732
ACH-000222,-0.34310360620353936
ACH-000223,-0.6572513935377793
ACH-000226,-0.4744876270003798
ACH-000227,-0.8683499045420423
ACH-000228,-0.7728336189435729
ACH-000231,-0.7866179876470287
ACH-000232,-0.7198532471972344
ACH-000233,-0.5801123928924502
ACH-000234,-0.586809587660579
ACH-000235,-0.5997852911505606
ACH-000237,-0.6241807409333519
ACH-000238,-0.6836375002510048
ACH-000242,-0.3554150392759617
ACH-000243,-0.5657583119465933
ACH-000244,-0.6148856097720501
ACH-000246,-0.6108288010570715
ACH-000248,-0.5077863033894242
ACH-000250,-0.8356740116320586
ACH-000251,-0.8438948209632325
ACH-000252,-0.6150296600857486
ACH-000253,-0.6099274166333064
ACH-000255,-0.7921694941526795
ACH-000256,-0.7166037818553702
ACH-000257,-0.831175341260932
ACH-000258,-1.0832283813635484
ACH-000259,-0.5945863551521994
ACH-000260,-0.5954465159008343
ACH-000261,-0.6854827731544879
ACH-000262,-0.6878128903366955
ACH-000263,-0.5911784275835225
ACH-000264,-0.7721561161703654
ACH-000265,-0.6285966789629555
ACH-000266,-0.6605504597227175
ACH-000272,-0.5200063123652257
ACH-000274,-0.8056967518171462
ACH-000277,-0.7296700971408007
ACH-000278,-0.6028875744049139
ACH-000279,-0.7109825963683122
ACH-000280,-0.6630539655134126
ACH-000281,-0.7151226646402463
ACH-000288,-0.7022556378642121
ACH-000291,-0.5552701888496638
ACH-000293,-0.5414711670310082
ACH-000294,-0.31446800092779315
ACH-000295,-0.7844551424457396
ACH-000296,-0.7656617491061729
ACH-000302,-0.7422061448375281
ACH-000304,-0.8255029470943629
ACH-000307,-0.6136226647419531
ACH-000308,-0.7185853380068371
ACH-000310,-0.8024449051342536
ACH-000311,-0.4890598744217382
ACH-000312,-0.6565296711563463
ACH-000315,-0.6652014697811023
ACH-000316,-0.6438922200315803
ACH-000317,-0.8357969914481589
ACH-000318,-0.8155464969125632
ACH-000319,-0.8905474025058054
ACH-000320,-0.6065017581748953
ACH-000322,-0.4246831246386207
ACH-000323,-0.42354716822394417
ACH-000324,-0.677488746290572
ACH-000329,-0.6713777010385894
ACH-000330,-0.6167687180087875
ACH-000331,-0.7417589182492924
ACH-000332,-0.5791473660693071
ACH-000334,-0.6585995770951641
ACH-000335,-0.4762423866508913
ACH-000336,-0.8903992597039895
ACH-000337,-0.9728064423447016
ACH-000338,-0.4142919260594448
ACH-000339,-0.6987731802840177
ACH-000341,-0.6954326222428493
ACH-000348,-0.6616042206126101
ACH-000350,-0.8220419679953145
ACH-000352,-0.6531316294981919
ACH-000356,-0.9290717996906858
ACH-000361,-0.6801426708777853
ACH-000362,-0.6312336801403378
ACH-000363,-0.7017134983653694
ACH-000364,-0.5824448542612707
ACH-000365,-0.6677938658887493
ACH-000366,-0.5546554167986221
ACH-000368,-0.6992306544576004
ACH-000374,-0.7282243633144017
ACH-000375,-0.4671802089866881
ACH-000376,-0.5164613504898994
ACH-000381,-0.7242403880903717
ACH-000383,-0.4941090004984641
ACH-000387,-0.6700942129665173
ACH-000389,-0.5432407954160566
ACH-000390,-0.8335737444589348
ACH-000393,-0.5222012269430535
ACH-000395,-0.4054948996126925
ACH-000396,-0.6376810649172914
ACH-000397,-0.8891981424528752
ACH-000401,-0.5629720902533111
ACH-000402,-0.6383539224462971
ACH-000403,-0.786293233486508
ACH-000404,-0.7318848967975431
ACH-000406,-0.6253106220946786
ACH-000407,-0.8423113403474771
ACH-000408,-0.5117062828921239
ACH-000410,-0.5791673691250364
ACH-000411,-0.5295296963697319
ACH-000414,-0.6987471134408957
ACH-000415,-0.7727375335465665
ACH-000416,-0.5780066937575532
ACH-000420,-0.6201507910950081
ACH-000421,-0.7139459600507038
ACH-000424,-0.6118142790916039
ACH-000425,-0.718679005275281
ACH-000426,-0.5642549118629857
ACH-000427,-0.7131610036211932
ACH-000433,-0.5562930771587052
ACH-000435,-0.7663693832329344
ACH-000436,-0.665071919628081
ACH-000444,-0.6046120676651349
ACH-000445,-0.39168300061217787
ACH-000448,-0.5499085742335544
ACH-000450,-0.9249113537802702
ACH-000452,-0.7430712822549701
ACH-000454,-0.4707943322696735
ACH-000458,-0.5522319985046484
ACH-000459,-0.5301589746011963
ACH-000460,-0.7347989063724231
ACH-000461,-0.5865636444520339
ACH-000463,-0.611910883267932
ACH-000464,-0.6316342956012518
ACH-000466,-0.5461230960246801
ACH-000467,-0.6386239433128272
ACH-000468,-0.8793051275157726
ACH-000469,-0.7961016520407849
ACH-000470,-0.6431960833582132
ACH-000471,-0.6842715986724871
ACH-000472,-0.5777650239339469
ACH-000473,-0.4940268349480143
ACH-000475,-0.7222715121868065
ACH-000476,-0.6433814240290772
ACH-000477,-0.4709038357512144
ACH-000479,-0.8631450093208551
ACH-000480,-0.7296126991956928
ACH-000481,-0.7866312308501625
ACH-000483,-0.5074237242352679
ACH-000484,-0.6309696231282089
ACH-000485,-0.6179424328552962
ACH-000486,-0.5005687002554777
ACH-000487,-0.7159391485992848
ACH-000488,-0.6630686509773775
ACH-000490,-0.6717990797815794
ACH-000491,-0.7580709950879242
ACH-000495,-0.4545951169837099
ACH-000496,-0.4253608661004349
ACH-000499,-0.6163315637236413
ACH-000500,-0.5560478615977645
ACH-000502,-0.6265618710172481
ACH-000503,-0.7377754768985592
ACH-000505,-0.7366567578120166
ACH-000507,-0.4994891643345084
ACH-000510,-0.6520898464689221
ACH-000511,-0.6446937081362771
ACH-000512,-0.8363054534928387
ACH-000516,-0.7793787009016333
ACH-000517,-0.7793094502102093
ACH-000518,-0.6752752823143247
ACH-000520,-0.6905395813445706
ACH-000521,-0.4677735319480879
ACH-000522,-0.6915482813121253
ACH-000524,-0.8005313290068005
ACH-000527,-0.6314441608474068
ACH-000528,-0.6769941035653119
ACH-000537,-0.5766217430582157
ACH-000541,-0.5624477334857911
ACH-000542,-0.6261206137959621
ACH-000544,-0.7961250691173052
ACH-000545,-0.757711359807895
ACH-000547,-0.7230124623120362
ACH-000548,-0.7316766893378375
ACH-000549,-0.7983508589187347
ACH-000550,-0.6178521382024531
ACH-000552,-0.5977548690834726
ACH-000556,-0.845500965533835
ACH-000557,-0.8642447513579757
ACH-000569,-0.7229211566489995
ACH-000570,-0.6173501008916353
ACH-000571,-0.6049295775701496
ACH-000573,-0.6875533319314161
ACH-000576,-0.55802897992668
ACH-000579,-0.7783230102871468
ACH-000580,-0.4317874690055182
ACH-000584,-0.6001246962808823
ACH-000585,-0.7672385830881496
ACH-000588,-0.5474529709185569
ACH-000589,-0.5529177533555802
ACH-000591,-0.6179343036229791
ACH-000593,-0.6529403915715171
ACH-000600,-0.725634725009768
ACH-000601,-0.5935933090729809
ACH-000605,-0.7035514294376255
ACH-000606,-0.547680528952357
ACH-000608,-0.9536674756050604
ACH-000614,-0.3978741348628495
ACH-000616,-0.708049930827718
ACH-000618,-0.5922186147521629
ACH-000619,-0.6737953337868623
ACH-000620,-0.5094876404181857
ACH-000621,-0.5204329088433438
ACH-000622,-0.7238310089641508
ACH-000623,-0.6072931926961934
ACH-000624,-0.749862437003894
ACH-000627,-0.5068446877749526
ACH-000630,-0.7020211707880338
ACH-000631,-0.9470289164256184
ACH-000632,-0.6193690199997582
ACH-000633,-0.6682148179433777
ACH-000637,-0.5688624853595879
ACH-000638,-0.4695321370599082
ACH-000646,-0.6978807714554897
ACH-000647,-0.6612196114224691
ACH-000648,-0.6683628828095236
ACH-000649,-0.6272419849257573
ACH-000651,-0.6798007300477198
ACH-000652,-0.6586742366676442
ACH-000653,-0.6889881667825027
ACH-000657,-0.7529731440815857
ACH-000658,-0.7022047205928298
ACH-000661,-0.6259686932953208
ACH-000662,-0.5219807032637229
ACH-000663,-0.6419812469149471
ACH-000665,-0.7628190923883297
ACH-000671,-0.6996931450439559
ACH-000672,-0.5737593163512354
ACH-000673,-0.7691056330979273
ACH-000676,-0.5462350093464757
ACH-000677,-0.6565704892559152
ACH-000681,-0.6105489353748953
ACH-000683,-0.5858176880171382
ACH-000684,-0.7074609686986715
ACH-000688,-0.733873623920978
ACH-000693,-0.5663892382202398
ACH-000694,-0.6657688382790309
ACH-000695,-0.6236924335554036
ACH-000696,-0.6563862971927684
ACH-000697,-0.5008233496280714
ACH-000699,-0.6225209294467378
ACH-000701,-0.6870275398182929
ACH-000706,-0.6368117676728009
ACH-000711,-0.7237985347886814
ACH-000713,-0.622611130819971
ACH-000714,-0.5650786611863374
ACH-000718,-0.854396772768891
ACH-000720,-0.5988053200275517
ACH-000721,-0.6429283193127825
ACH-000724,-0.5092762940430614
ACH-000725,-0.6312677895879479
ACH-000732,-0.4959723546227496
ACH-000734,-0.6336129548679403
ACH-000735,-0.6653215317864588
ACH-000736,-0.4748886441389433
ACH-000738,-0.5490176746183949
ACH-000746,-0.6295779466748592
ACH-000747,-0.5381696108545653
ACH-000748,-0.5610416524137725
ACH-000753,-0.6232842996142122
ACH-000756,-0.6385769664547569
ACH-000757,-0.5802144512618377
ACH-000758,-0.7060584203739585
ACH-000760,-0.6748194072404371
ACH-000762,-0.43594272820737545
ACH-000763,-0.9215522568754982
ACH-000764,-0.5815952143634768
ACH-000765,-0.4771651758637206
ACH-000766,-0.5955220399083089
ACH-000767,-0.7302959213751786
ACH-000768,-0.7404393436997726
ACH-000769,-0.618079850569075
ACH-000770,-0.8556018537646298
ACH-000771,-0.5488897094029354
ACH-000773,-0.7021519963285534
ACH-000776,-0.7098136436655104
ACH-000777,-0.4847872159220119
ACH-000778,-0.8361791611515961
ACH-000781,-0.6082734021621783
ACH-000782,-0.6617064732146068
ACH-000783,-0.6829770265882219
ACH-000784,-0.5765686968937016
ACH-000785,-0.941865017284756
ACH-000787,-0.7299267429919664
ACH-000788,-0.7226706518574076
ACH-000791,-0.7193110939175656
ACH-000792,-0.4277948095635282
ACH-000794,-0.7565490827689841
ACH-000796,-0.6349479173209474
ACH-000798,-0.7460714423009229
ACH-000799,-0.6835039761586483
ACH-000800,-0.7620989955912206
ACH-000802,-0.622268263768161
ACH-000804,-0.8762781535259733
ACH-000805,-0.5718017734228352
ACH-000809,-0.6730108313499249
ACH-000810,-0.3702619078438899
ACH-000811,-0.477954809602772
ACH-000817,-0.6198018457993534
ACH-000819,-0.6434941795774761
ACH-000820,-0.4790075186549039
ACH-000821,-0.4146469605165025
ACH-000822,-0.5577333891930594
ACH-000823,-0.6178821430485265
ACH-000824,-0.7833814439473383
ACH-000827,-0.4930351339263122
ACH-000829,-0.25333741028146645
ACH-000831,-0.6227710079332753
ACH-000832,-0.4661897341717242
ACH-000833,-0.4533997852940782
ACH-000834,-0.8269418106442357
ACH-000835,-0.5670259847573921
ACH-000836,-0.4139464707681091
ACH-000837,-0.5973591572662585
ACH-000838,-0.4717396840768393
ACH-000839,-0.5337681335313237
ACH-000840,-0.7475468761528171
ACH-000841,-0.7174048997896048
ACH-000843,-0.5133133997907966
ACH-000846,-0.4538953962356734
ACH-000847,-0.6484100378972649
ACH-000848,-0.6238426282796938
ACH-000849,-0.7345931180503309
ACH-000851,-0.8269737415538237
ACH-000855,-0.7303669610103067
ACH-000856,-0.4532781301705997
ACH-000858,-0.7345633374706475
ACH-000859,-0.4773071772282911
ACH-000861,-0.6124014702809585
ACH-000862,-0.8617865716022202
ACH-000865,-0.5013050454087368
ACH-000866,-0.6928688585830883
ACH-000867,-0.6696166157172101
ACH-000869,-0.5932295881977282
ACH-000872,-0.4470978395629178
ACH-000873,-0.7312680927920029
ACH-000876,-0.9614551730447136
ACH-000878,-0.549099680749998
ACH-000880,-0.6834192852705071
ACH-000881,-0.5566056013270086
ACH-000882,-0.6318125649581009
ACH-000884,-0.7721190985097229
ACH-000885,-0.7849179497550947
ACH-000887,-0.6785265810005172
ACH-000889,-0.6451938802554067
ACH-000896,-0.7730417636901711
ACH-000898,-0.6123256368321875
ACH-000900,-0.6416408897486007
ACH-000901,-0.7991180782419219
ACH-000905,-0.7364143164070653
ACH-000906,-0.7007371690043763
ACH-000907,-0.5915095990711959
ACH-000910,-0.694311341674857
ACH-000911,-0.6575071481303337
ACH-000912,-0.7625032128905719
ACH-000913,-0.574812948800585
ACH-000915,-0.5265719423948955
ACH-000916,-0.30042587901851103
ACH-000917,-0.6104759923791853
ACH-000920,-0.7378229263736791
ACH-000921,-0.5293694109399956
ACH-000924,-0.6754196039860846
ACH-000926,-0.5296815196573387
ACH-000928,-0.8910730653741715
ACH-000929,-0.7772160857962204
ACH-000932,-0.7386937247445391
ACH-000935,-0.6929296666201936
ACH-000936,-0.5560542401671187
ACH-000937,-0.8188880620130929
ACH-000938,-0.7395964432475385
ACH-000939,-0.3485697265608316
ACH-000941,-0.6020611687926222
ACH-000943,-0.6438300105735066
ACH-000946,-0.6200356873925243
ACH-000947,-0.6722931471019297
ACH-000948,-0.8738109843012778
ACH-000950,-0.7753452273864114
ACH-000953,-0.7244714402043154
ACH-000954,-0.27581496402593386
ACH-000957,-0.474012182242226
ACH-000958,-0.5392760769890514
ACH-000960,-0.8554250704559359
ACH-000963,-0.6466357869569603
ACH-000968,-0.50848462045439
ACH-000969,-0.6556848893938401
ACH-000972,-0.5048626701991957
ACH-000973,-0.7018057809148839
ACH-000974,-0.6821769950026517
ACH-000978,-0.5988207043872916
ACH-000984,-0.7498222904012575
ACH-000986,-0.7109041164401126
ACH-000988,-0.6708075086478517
ACH-000993,-0.7768304628159614
ACH-000994,-0.6622609098040276
ACH-000996,-0.5801741168329939
ACH-001001,-0.7302929170773274
ACH-001020,-0.5746742260104452
ACH-001028,-0.6926716882158307
ACH-001031,-0.5443012469365105
ACH-001038,-0.7476383048613898
ACH-001048,-0.4979205592341371
ACH-001050,-0.6390951732932103
ACH-001053,-0.5023985309691626
ACH-001054,-0.4835461312949557
ACH-001061,-0.5549902509624093
ACH-001067,-0.5513808368834955
ACH-001075,-0.9234061360344428
ACH-001096,-0.5107658879564231
ACH-001111,-0.5992812428914888
ACH-001119,-0.7613122510678254
ACH-001128,-0.13232510185047708
ACH-001134,-0.5510850569974239
ACH-001151,-0.5679245919964067
ACH-001163,-0.6029140072233611
ACH-001164,-0.7957853850680048
ACH-001183,-0.782098379296567
ACH-001192,-0.8306466835498317
ACH-001193,-0.4018602038407153
ACH-001196,-0.7558352703610517
ACH-001197,-0.5096759725350655
ACH-001205,-0.6858491281116398
ACH-001211,-0.62876714327642
ACH-001212,-0.7222384759058919
ACH-001228,-0.5954510735961664
ACH-001232,-0.6480881568678684
ACH-001239,-0.8003144059943702
ACH-001270,-0.7562633953567973
ACH-001274,-0.6204335228458845
ACH-001275,-0.6965428992551563
ACH-001277,-0.7372973480877668
ACH-001278,-0.7467919069584684
ACH-001280,-0.8342606330900176
ACH-001283,-0.7521733445351884
ACH-001289,-0.8506071284476425
ACH-001300,-0.9491289836846782
ACH-001301,-0.53750534986547
ACH-001302,-0.4647392343133552
ACH-001306,-0.431331556933869
ACH-001318,-0.5267551467516738
ACH-001322,-0.6745061790312548
ACH-001328,-0.5772321250740711
ACH-001332,-0.3818085091549831
ACH-001336,-0.4254788121882721
ACH-001346,-0.6254517768809439
ACH-001353,-0.7487175473452278
ACH-001354,-0.6582442627436416
ACH-001367,-0.3494384412043723
ACH-001368,-0.7527091525246439
ACH-001374,-0.9697300878077474
ACH-001377,-0.5723616013851032
ACH-001380,-0.6202422249807484
ACH-001391,-0.5474914246421413
ACH-001408,-0.7107006388647624
ACH-001430,-0.7760321491584731
ACH-001431,-0.8582988406990322
ACH-001450,-0.9314712448926564
ACH-001496,-0.4744609535323313
ACH-001500,-0.622120667521977
ACH-001523,-0.7052308684809518
ACH-001532,-0.6976647127985961
ACH-001550,-0.5293135519999154
ACH-001552,-0.6713810833493841
ACH-001554,-0.6278815167417935
ACH-001654,-0.6680345562266159
ACH-001735,-0.69436913919324
ACH-001736,-0.7422617370857518
ACH-001737,-1.1944717852655569
ACH-001740,-0.5868722563410051
ACH-001745,-0.5871987642068274
ACH-001765,-0.6386628396209029
