,SYNJ2BP (55333)
ACH-000004,0.16490923681289751
ACH-000005,-0.08288833295393737
ACH-000007,0.23991719799679356
ACH-000009,0.11731713370797606
ACH-000011,0.09380029522827596
ACH-000012,0.07570123568337561
ACH-000013,0.05825751901600069
ACH-000014,0.12613927346639142
ACH-000015,0.13430171970822674
ACH-000017,-0.05321860777586724
ACH-000018,-0.10136602033990892
ACH-000019,0.12347228750473775
ACH-000021,0.10941743232997267
ACH-000022,-0.01774743854964738
ACH-000025,0.057622552082435566
ACH-000028,0.09517581539016212
ACH-000030,0.0006011843510707367
ACH-000035,0.04067724430304915
ACH-000036,-0.009949245626372687
ACH-000037,0.09051368142421408
ACH-000039,-0.07161412110706351
ACH-000040,0.049652910755528565
ACH-000041,0.06547556554930288
ACH-000042,0.040499525360206116
ACH-000045,0.1874494301773199
ACH-000047,0.01766255661957129
ACH-000052,0.12578416932467448
ACH-000053,0.07354407450782761
ACH-000054,0.0898165182448989
ACH-000055,0.1700702766707102
ACH-000060,-0.10503591594585412
ACH-000067,0.1101334056428717
ACH-000070,0.09475312638683173
ACH-000075,-0.07393563853303436
ACH-000078,-0.011209732182356637
ACH-000082,0.08657724174578271
ACH-000085,0.05348163211104765
ACH-000086,0.06048862034228027
ACH-000087,0.4815730180129702
ACH-000092,-0.013029341054932378
ACH-000095,-0.08866574044131717
ACH-000097,-0.045254693157302864
ACH-000098,0.04184207433585745
ACH-000099,0.022799839677100014
ACH-000108,0.10015875711753187
ACH-000113,0.034253458174445826
ACH-000116,0.008834335923889382
ACH-000118,0.12255170493706652
ACH-000120,0.1509161592937477
ACH-000123,-0.007076754221673849
ACH-000127,0.057963892125777565
ACH-000128,-0.04866640616395222
ACH-000132,-0.05347283229284328
ACH-000133,0.0657582220997856
ACH-000137,0.06981174866944914
ACH-000138,-0.15015167225625484
ACH-000142,0.056593933211074914
ACH-000143,-0.02017530927429728
ACH-000146,0.02182514977885103
ACH-000148,-0.0421076927139234
ACH-000150,0.009384851600194566
ACH-000152,0.1350636973201507
ACH-000153,0.00820161839078485
ACH-000159,0.03645783021954705
ACH-000160,-0.05263237708314267
ACH-000163,0.07722539479339775
ACH-000167,-0.1967010853178593
ACH-000168,0.11661783207809485
ACH-000169,-0.10646118759178723
ACH-000178,0.09938187548784706
ACH-000183,-0.012428828272507764
ACH-000188,0.024618545724571
ACH-000189,-0.018100717634711543
ACH-000190,0.012984084229778209
ACH-000198,0.08129940795844819
ACH-000203,-0.43828554312853
ACH-000204,-0.08937047013216881
ACH-000206,0.2019604817803252
ACH-000207,0.043480063198126716
ACH-000208,0.15844191294008442
ACH-000210,-0.03406619882596082
ACH-000211,-0.061477281210360675
ACH-000215,0.09874374930144053
ACH-000221,0.09723536140627616
ACH-000222,0.11370326922892005
ACH-000223,0.03435525789818158
ACH-000226,-0.12473500531101313
ACH-000227,0.07213488667062089
ACH-000228,0.07106479968082036
ACH-000231,0.059299974444293635
ACH-000232,-0.07974266721580195
