,TEF (7008)
ACH-000004,-0.3273917374921019
ACH-000005,-0.1814099867414784
ACH-000007,-0.21880886047260212
ACH-000009,-0.32221815855146635
ACH-000011,-0.2648948492280925
ACH-000012,-0.3359934344576862
ACH-000013,-0.3363309186984803
ACH-000014,-0.29013378676309737
ACH-000015,-0.2314898453265549
ACH-000017,-0.5207088123160389
ACH-000018,-0.3158588175332
ACH-000019,-0.4014241982112167
ACH-000021,-0.35802230238507354
ACH-000022,-0.22211607122683366
ACH-000025,-0.40164137433458974
ACH-000028,-0.32187107618182165
ACH-000030,-0.33328403984893423
ACH-000035,-0.22752103952129646
ACH-000036,-0.3314935557805341
ACH-000037,-0.2834422932617994
ACH-000039,-0.2087159438195529
ACH-000040,-0.3386750597082929
ACH-000041,-0.2986171348225408
ACH-000042,-0.5613962870860908
ACH-000045,-0.3724956428006248
ACH-000047,-0.2457381279032877
ACH-000052,-0.2706187414112191
ACH-000053,-0.3056151065233604
ACH-000054,-0.15735292942192391
ACH-000055,-0.2087322924336524
ACH-000060,-0.4641444040354825
ACH-000067,-0.194415426200904
ACH-000070,-0.23480283558956186
ACH-000075,-0.22165593405375586
ACH-000078,-0.3562157885102297
ACH-000082,-0.2951182821554428
ACH-000085,-0.7141617916714371
ACH-000086,-0.3342347908032418
ACH-000087,-0.2664367212546375
ACH-000092,-0.2376499326761597
ACH-000095,-0.2163675375899209
ACH-000097,-0.310132241006253
ACH-000098,-0.2113570751829075
ACH-000099,-0.3017446172547035
ACH-000108,-0.28449128167772264
ACH-000113,-0.2599264911270513
ACH-000116,-0.3281153286954948
ACH-000118,-0.20305829569109898
ACH-000120,-0.3382641864217944
ACH-000123,-0.2620681544630918
ACH-000127,-0.19934451860291827
ACH-000128,-0.2252460476261345
ACH-000132,-0.3350871136034408
ACH-000133,-0.3995414436712729
ACH-000137,-0.12720715678428815
ACH-000138,-0.07984857405309362
ACH-000142,-0.10647701471464877
ACH-000143,-0.5091864424177743
ACH-000146,-0.23705345181086934
ACH-000148,-0.16750784978117414
ACH-000150,-0.3070388845457789
ACH-000152,-0.20372844531290246
ACH-000153,-0.13934486074168806
ACH-000159,-0.2334775652407341
ACH-000160,-0.4090348710689217
ACH-000163,-0.229131366330376
ACH-000167,-0.031354361021439965
ACH-000168,-0.3399364518147977
ACH-000169,-0.3767472218433892
ACH-000178,-0.3257167416731151
ACH-000183,-0.4845033773194642
ACH-000188,-0.2164979459713316
ACH-000189,-0.17781155853960354
ACH-000190,-0.19249865587998072
ACH-000198,-0.2377295545650427
ACH-000203,-0.1239893702858413
ACH-000204,-0.2264902741542445
ACH-000206,-0.16987106384309078
ACH-000207,-0.3550620431027573
ACH-000208,-0.36680188851753576
ACH-000210,-0.25875771666251224
ACH-000211,-0.2769579428485945
ACH-000215,-0.21117233651670456
ACH-000221,-0.26774905628812057
ACH-000222,-0.3580142477379973
ACH-000223,-0.3572214491994283
ACH-000226,-0.33893182148835305
ACH-000227,-0.574929500756203
ACH-000228,-0.21177053320133976
ACH-000231,-0.3645847677923699
ACH-000232,-0.3604378798728048
ACH-000233,-0.3256233819827099
ACH-000234,-0.2481387201354636
ACH-000235,-0.243176572651303
ACH-000237,-0.2954304928094672
ACH-000238,-0.3557158905883205
ACH-000242,-0.2112322981729532
ACH-000243,-0.32299734708053085
ACH-000244,-0.5812929391026768
ACH-000246,-0.27821296539320195
ACH-000248,-0.3838145781576333
ACH-000250,-0.25490589630629545
ACH-000251,-0.10133226378256577
ACH-000252,-0.1873140010352146
ACH-000253,-0.3398772138442853
ACH-000255,-0.20968270784845924
ACH-000256,-0.34373186801109445
ACH-000257,-0.19687465347944705
ACH-000258,-0.4191813251306322
ACH-000259,-0.2657737903489917
ACH-000260,-0.27162242525583485
ACH-000261,-0.2645469178904617
ACH-000262,-0.17295390867959254
ACH-000263,-0.1864312601932802
ACH-000264,-0.2926196287168741
ACH-000265,-0.3075938394879825
ACH-000266,-0.2579602966056105
ACH-000272,-0.2591897068967343
ACH-000274,-0.40105338080382136
ACH-000277,-0.10371642997312637
ACH-000278,-0.35448574886955725
ACH-000279,-0.2171704100632738
ACH-000280,-0.3352582104273254
ACH-000281,-0.11615836634575676
ACH-000288,-0.2775203981598729
ACH-000291,-0.271021943988772
ACH-000293,-0.2168214425602031
ACH-000294,-0.035442217314890535
ACH-000295,-0.30818155642052075
ACH-000296,-0.3965861013226372
ACH-000302,-0.345873941756476
ACH-000304,-0.2833707918714025
ACH-000307,-0.2709955989640188
ACH-000308,-0.3442172484230583
ACH-000310,-0.4148710900515513
ACH-000311,-0.2978985737797006
ACH-000312,-0.3400330941469347
ACH-000315,-0.3493578806641379
ACH-000316,-0.25823900421816715
ACH-000317,-0.21015928635734246
ACH-000318,-0.30054216039682385
ACH-000319,-0.16633808257630206
ACH-000320,-0.39506327571119226
ACH-000322,-0.4091491043295798
ACH-000323,-0.3262297927255704
ACH-000324,-0.2997578456613903
ACH-000329,-0.2670799213239113
ACH-000330,-0.31276289032047644
ACH-000331,-0.2187056186491681
ACH-000332,-0.33840224999234025
ACH-000334,-0.40425749265691613
ACH-000335,-0.13131881921038355
ACH-000336,-0.1832647540039161
ACH-000337,-0.4469861691024396
ACH-000338,-0.6449683921932134
ACH-000339,-0.30808617537171
ACH-000341,-0.1036713766617215
ACH-000348,-0.24666537576458225
ACH-000350,-0.19767906333869548
ACH-000352,-0.17468476513861406
ACH-000356,-0.1776081566522721
ACH-000361,0.12026869585631207
ACH-000362,-0.29607018881989977
ACH-000363,-0.30748043906051753
ACH-000364,-0.28053716768138115
ACH-000365,-0.32464898619235755
ACH-000366,-0.15018359649045196
ACH-000368,-0.2580118059761914
ACH-000374,-0.19617813631361405
ACH-000375,-0.4886178065127847
ACH-000376,-0.22366727533470385
ACH-000381,-0.2653397590115388
ACH-000383,-0.29515291409994104
ACH-000387,-0.30126954919636245
ACH-000389,-0.3031129258969644
ACH-000390,-0.2336713247071276
ACH-000393,-0.34821494848102363
ACH-000395,-0.2539185162831259
ACH-000396,-0.5130890630229061
ACH-000397,-0.44323897197469664
ACH-000401,-0.13555495608192908
ACH-000402,-0.11709440190200128
ACH-000403,-0.2945669053128049
ACH-000404,-0.12085130664722822
ACH-000406,-0.26104283155933605
ACH-000407,-0.1552545613160208
ACH-000408,-0.466092566185705
ACH-000410,-0.3566235330000686
ACH-000411,-0.17685042964806133
ACH-000414,-0.2455106021935304
ACH-000415,-0.2738264131358519
ACH-000416,-0.2669887631158921
ACH-000420,-0.1552001605556522
ACH-000421,-0.27818442867873305
ACH-000424,-0.3393950614846889
ACH-000425,-0.2762231350690353
ACH-000426,-0.2481913896107023
ACH-000427,-0.42838075383006297
ACH-000433,-0.2494803055958783
ACH-000435,-0.07990942503975834
ACH-000436,-0.36970423585389456
ACH-000444,-0.25389941973351954
ACH-000445,-0.3180868339793152
ACH-000448,-0.3057355156998658
ACH-000450,-0.4269823357002611
ACH-000452,-0.2551111892177701
