,CES1 (1066)
ACH-000004,-0.2201460262485633
ACH-000005,0.0059843460073405845
ACH-000007,-0.1753478244415342
ACH-000009,0.06374283336590778
ACH-000011,0.11419826815520595
ACH-000012,-0.0173105381169437
ACH-000013,0.04397294793977232
ACH-000014,-0.17756390229564678
ACH-000015,0.07016520001342537
ACH-000017,0.09582982067350697
ACH-000018,-0.13953112667448053
ACH-000019,0.05263935063384106
ACH-000021,-0.16801818650669334
ACH-000022,-0.07231585245035077
ACH-000025,-0.044523423576035635
ACH-000028,0.14829428712978032
ACH-000030,-0.08466895153316888
ACH-000035,-0.2652270644101025
ACH-000036,-0.027579314928704163
ACH-000037,-0.06708770825421051
ACH-000039,0.1372934113929187
ACH-000040,-0.02218955169197448
ACH-000041,0.22216579134315026
ACH-000042,0.05186947754938645
ACH-000045,-0.0686289310157012
ACH-000047,0.0412890605217744
ACH-000052,-0.011930797231066971
ACH-000053,-0.010376807072228829
ACH-000054,-0.0074034139852422656
ACH-000055,0.04227325600151709
ACH-000060,0.08798906570575331
ACH-000067,0.08971145970800784
ACH-000070,0.08675847842303501
ACH-000075,0.07442688724139004
ACH-000078,-0.15380667465204967
ACH-000082,-0.020007731421052243
ACH-000085,-0.0527848080435291
ACH-000086,-0.15355103429264302
ACH-000087,0.1875947473669437
ACH-000092,-0.003878485252259944
ACH-000095,-0.013867089080415377
ACH-000097,-0.026466707857857003
ACH-000098,-0.10282538007595383
ACH-000099,0.023661820457549845
ACH-000108,-0.1154842509386388
ACH-000113,-0.19194891218128096
ACH-000116,0.0986764178659254
ACH-000118,-0.06320049898550527
ACH-000120,-0.15965905568513145
ACH-000123,0.11923076701825995
ACH-000127,0.01917267751213604
ACH-000128,0.04002308247959964
ACH-000132,-0.20767051509181286
ACH-000133,-0.014550004036191387
ACH-000137,0.07550456391801888
ACH-000138,-0.022563472733334082
ACH-000142,-0.045920428832646784
ACH-000143,-0.04365041934069864
ACH-000146,-0.11071335454306462
ACH-000148,-0.10521283282348014
ACH-000150,0.055111561994024186
ACH-000152,-0.07345950750942637
ACH-000153,-0.33962120733988693
ACH-000159,-0.0006164042521068808
ACH-000160,-0.1432616994089214
ACH-000163,0.21018751600381086
ACH-000167,-0.13789094381014105
ACH-000168,-0.03108913220216201
ACH-000169,-0.040001539762510425
ACH-000178,-0.10121275850949923
ACH-000183,-0.011956958287876494
ACH-000188,0.0485779755451449
ACH-000189,-0.3772955588445068
ACH-000190,-0.12867303695437524
ACH-000198,-0.10087312523584896
ACH-000203,-0.17520122059986085
ACH-000204,0.14795815291650322
ACH-000206,0.049440675066783665
ACH-000207,-0.05610704039364468
ACH-000208,0.01215401011400563
ACH-000210,-0.2442263732529936
ACH-000211,-0.07959556813181537
ACH-000215,0.0038661594537758373
ACH-000221,-0.24129948195373116
ACH-000222,-0.17579581584054074
ACH-000223,-0.018566305349252084
ACH-000226,-0.03442244955963319
ACH-000227,-0.20550940652338268
ACH-000228,-0.031713560741329
ACH-000231,-0.07978090113177451
ACH-000232,0.03437833107564883
ACH-000233,-0.1016240710168783
ACH-000234,0.024785211720798783
ACH-000235,-0.10242835333494572
ACH-000237,-0.08365019510906375
ACH-000238,0.13037698263990435
ACH-000242,-0.4119052987062245
ACH-000243,0.04470659493431437
ACH-000244,-0.10293167633587913
ACH-000246,0.06152441360609885
ACH-000248,0.01318933346204392
