,ATL2 (64225)
ACH-000004,-0.6708767242833136
ACH-000005,-0.6108819254131728
ACH-000007,-0.6039585831026401
ACH-000009,-0.7060055732687937
ACH-000011,-0.7657084307936491
ACH-000012,-0.6191154919907357
ACH-000013,-0.5623824642831906
ACH-000014,-0.7868720073919823
ACH-000015,-1.1937997081849336
ACH-000017,-0.4991584307613954
ACH-000018,-0.7979405922281558
ACH-000019,-0.50650870516737
ACH-000021,-0.5680777220466331
ACH-000022,-0.3801817514621602
ACH-000025,-0.9622227105914626
ACH-000028,-0.7173482979343405
ACH-000030,-0.3646067073045768
ACH-000035,-0.7934855490959469
ACH-000036,-0.9823453418410426
ACH-000037,-0.6943018394770711
ACH-000039,-0.6934908535992449
ACH-000040,-0.5447096469505402
ACH-000041,-0.5398946782256119
ACH-000042,-0.5776488392636231
ACH-000045,-0.4768056637862956
ACH-000047,-0.733944989639242
ACH-000052,-0.7131641801713722
ACH-000053,-0.26178454953411023
ACH-000054,-0.6341066626790415
ACH-000055,-0.8749304248755768
ACH-000060,-0.5591125377996927
ACH-000067,-0.5713683595178719
ACH-000070,-0.05892612564180104
ACH-000075,-0.4599042625185436
ACH-000078,-0.5504121470051092
ACH-000082,-0.5070025980661405
ACH-000085,-0.3275454374888458
ACH-000086,-0.4921583748352573
ACH-000087,-0.2566265490025136
ACH-000092,-0.5765315657401754
ACH-000095,-0.8242566699272476
ACH-000097,-0.4017671285779978
ACH-000098,-1.2064180973038847
ACH-000099,-0.8669197547433125
ACH-000108,-0.4771371541468682
ACH-000113,-0.8055778141063489
ACH-000116,-0.7086293852128559
ACH-000118,-0.7479206763212013
ACH-000120,-1.018794131210794
ACH-000123,-0.5386379894458679
ACH-000127,-1.048080040916896
ACH-000128,-0.5363243388194749
ACH-000132,-0.5674801614753644
ACH-000133,-1.0686560456979484
ACH-000137,-0.3001319974238727
ACH-000138,-0.4720780337890434
ACH-000142,-0.6153443615873666
ACH-000143,-0.4994770459178929
ACH-000146,-0.4919028199103085
ACH-000148,-0.4729703322894239
ACH-000150,-0.4579756166145766
ACH-000152,-0.7495715875119469
ACH-000153,-0.33758364471071445
ACH-000159,-0.5330508661896866
ACH-000160,-0.4154986584673819
ACH-000163,-0.6076426080460992
ACH-000167,-0.2560201441049267
ACH-000168,-0.4651920970672637
ACH-000169,-0.927947949588258
ACH-000178,-0.3813594258655937
ACH-000183,-0.4424723796683109
ACH-000188,-0.31898159017897204
ACH-000189,-0.41488283007589294
ACH-000190,-0.9418515891799616
ACH-000198,-0.922842910172704
ACH-000203,-0.4081740553181698
ACH-000204,-0.4870874687198955
ACH-000206,-0.7967857992085305
ACH-000207,-0.5103079992855662
ACH-000208,-0.6317600254097441
ACH-000210,-0.5819227231482534
ACH-000211,-0.4971462931335355
ACH-000215,-0.6594661378072566
ACH-000221,-0.4290453384552025
ACH-000222,-0.2970407378240422
ACH-000223,-0.4858779408310369
ACH-000226,-0.3378579478285039
ACH-000227,-0.663026678124797
ACH-000228,-0.3708533173542514
ACH-000231,-0.5482954007385206
ACH-000232,-0.9300503481354612
ACH-000233,-0.8492416819466148
ACH-000234,-0.6856922346199266
ACH-000235,-0.42383898403737735
ACH-000237,-0.7867652913690788
ACH-000238,-0.4109464786756644
ACH-000242,-0.8612398478620541
ACH-000243,-0.6691076823385581
ACH-000244,-0.9565203316446091
ACH-000246,-0.5551724152346583
ACH-000248,-0.3488728657990557
ACH-000250,-0.7535143798318745
ACH-000251,-0.7269515888315969
ACH-000252,-0.6599497949928715
ACH-000253,-0.5854124610459538
ACH-000255,-0.5190973402411366
ACH-000256,-0.3407441067249622
ACH-000257,-0.7455113687800028
ACH-000258,-0.7406056504079804
ACH-000259,-0.6298341796723639
ACH-000260,-0.6141617131786756
ACH-000261,-0.3950465416316303
ACH-000262,-0.8214149312483457
ACH-000263,-0.6674511362951391
ACH-000264,-0.8004464056097186
ACH-000265,-0.6776778287796551
ACH-000266,-0.5102680917863726
ACH-000272,-0.8862504269913514
