,KCMF1 (56888)
ACH-000004,-0.5964859213904599
ACH-000005,-0.9142352673313192
ACH-000007,-1.0118930329696472
ACH-000009,-0.7048366463440877
ACH-000011,-0.1782471540664169
ACH-000012,-0.6159378742252336
ACH-000013,-0.7464572622075611
ACH-000014,-1.1944408976657583
ACH-000015,-0.7315885442033642
ACH-000017,-0.8753385104061483
ACH-000018,-0.8793266452865152
ACH-000019,-0.4734175775863994
ACH-000021,-0.8487592417459631
ACH-000022,-0.8472828922157289
ACH-000025,-0.854792909377348
ACH-000028,-0.8785186333812337
ACH-000030,-0.8577214201323232
ACH-000035,-0.7422783368363313
ACH-000036,-0.6541943460475589
ACH-000037,-0.7343373225575395
ACH-000039,-0.6205283830795864
ACH-000040,-0.8816475965148024
ACH-000041,-0.6008776167695026
ACH-000042,-0.9341270581172858
ACH-000045,-0.09176221452557076
ACH-000047,-0.6613082166910625
ACH-000052,-0.7498161088061648
ACH-000053,-0.51835602487215
ACH-000054,-0.5748757463496699
ACH-000055,-0.5807682479061088
ACH-000060,-0.8523896962536361
ACH-000067,-0.9268898350676564
ACH-000070,-0.1830949503888218
ACH-000075,-0.7325532766067294
ACH-000078,-0.5477030057067772
ACH-000082,-0.5741136382126089
ACH-000085,-0.8309555478840006
ACH-000086,-0.6034034860323748
ACH-000087,-0.6902000942529642
ACH-000092,-1.036795246465341
ACH-000095,-0.678739329978805
ACH-000097,-1.0646505236802712
ACH-000098,-0.8798138868599319
ACH-000099,-0.4494123733076104
ACH-000108,-0.7744172694539105
ACH-000113,-0.7965533305394066
ACH-000116,-0.9587541659477832
ACH-000118,-0.8644268368085425
ACH-000120,-0.5015051324273349
ACH-000123,-0.9616994461161577
ACH-000127,-0.8565103416306518
ACH-000128,-0.5104693030555856
ACH-000132,-0.7370877336271772
ACH-000133,-0.7867678900441695
ACH-000137,-0.3239255468782331
ACH-000138,-0.4747828833716092
ACH-000142,-0.5757453180105228
ACH-000143,-1.0022310507870005
ACH-000146,-0.5083933253351622
ACH-000148,-0.7609297906470454
ACH-000150,-0.6385453552955717
ACH-000152,-0.9369869985886122
ACH-000153,-0.5350494352246408
ACH-000159,-0.13344112171841385
ACH-000160,-1.1244899740864411
ACH-000163,-0.8164493657753725
ACH-000167,-0.4945069536811225
ACH-000168,-0.3775623408650896
ACH-000169,-0.7655814822858654
ACH-000178,-0.35779294154451186
ACH-000183,-0.7317703479419464
ACH-000188,-0.8446461754706664
ACH-000189,-0.7341849239158328
ACH-000190,-0.8528531578115366
ACH-000198,-0.860637405393648
ACH-000203,-0.4151366986766607
ACH-000204,-0.6941616199308774
ACH-000206,-0.5970179435958406
ACH-000207,-1.04002456363009
ACH-000208,-1.0953718194343132
ACH-000210,-0.3170633099476983
ACH-000211,-0.7317352663573612
ACH-000215,-0.6889741250131981
ACH-000221,-0.7547462679623226
ACH-000222,-0.7407180937116681
ACH-000223,-0.6944189653271502
ACH-000226,-0.5879535643774332
ACH-000227,-0.5463644413486115
ACH-000228,-0.9438653681130306
ACH-000231,-0.7139355182224646
ACH-000232,-0.650758068461605
ACH-000233,-0.4638024532909094
ACH-000234,-0.4575896965035683
ACH-000235,-0.5099523400141405
ACH-000237,-0.6378572083914504
ACH-000238,-0.8234917586886958
ACH-000242,-0.5867680332988147
ACH-000243,-0.8846058225959251
ACH-000244,-1.1421945258084958
ACH-000246,-0.5806169688213358
ACH-000248,-0.9332560584199726
ACH-000250,-0.5608041180481242
ACH-000251,-0.6575358849239695
ACH-000252,-0.657790453773724
ACH-000253,-0.5155369899940643
ACH-000255,-0.8533525844364648
ACH-000256,-0.6122562156927822
ACH-000257,-0.8950464663389205
ACH-000258,-0.4567033870547329
ACH-000259,-0.5776938695139144
ACH-000260,-0.7233437547974965
ACH-000261,-0.8437366962199158
ACH-000262,-0.9319688011345706
ACH-000263,-0.7970109421287623
ACH-000264,-0.42567930020190703
ACH-000265,-0.5935633608667409
ACH-000266,-0.7388361992353552
ACH-000272,-0.5269541814661199
ACH-000274,-0.6223919103785919
ACH-000277,-1.1977857684774913
ACH-000278,-0.6623856443506823
ACH-000279,-0.7364729567006767
ACH-000280,-0.684484634244415
ACH-000281,-0.5409957739693576
ACH-000288,-0.7969495657721731
ACH-000291,-0.6668910430332133
ACH-000293,-0.7766651133588315
ACH-000294,-0.00909060148748827
ACH-000295,-0.9118376717704484
ACH-000296,-0.2916385941528564
ACH-000302,-0.3551825221033717
ACH-000304,-0.9069701445939868
ACH-000307,-0.8934077605175295
ACH-000308,-0.5836441627942109
ACH-000310,-0.4365732266807103
ACH-000311,-0.4532875542937279
ACH-000312,-0.6636504324752704
ACH-000315,-0.2424598811965921
ACH-000316,-0.7776959925951872
ACH-000317,-1.0717556433641344
ACH-000318,-0.7171411158438197
ACH-000319,-0.6938872412604565
ACH-000320,-0.7589886302749529
ACH-000322,-0.8222244198695211
ACH-000323,-0.8324137425367896
ACH-000324,-0.3783363349902105
ACH-000329,-0.5826390461903221
ACH-000330,-1.0416546707896364
ACH-000331,-0.9944107634705602
ACH-000332,-0.5647123315048921
ACH-000334,-0.2417061123134173
ACH-000335,-0.5028079992939835
ACH-000336,-0.7996459074465354
ACH-000337,-0.6479624289755916
ACH-000338,-0.7127374965231386
ACH-000339,-0.7026393037341034
ACH-000341,-0.6962057546799113
ACH-000348,-0.9255428157316749
ACH-000350,-0.5768879093266157
ACH-000352,-0.4630089678698477
ACH-000356,-0.8337941916473769
ACH-000361,-1.0114002096546175
ACH-000362,-0.09772490666910562
ACH-000363,-0.0368660610977657
ACH-000364,-1.0388092320443076
ACH-000365,-0.17132965416756465
ACH-000366,-0.4826517416833805
ACH-000368,-0.9666305144443212
ACH-000374,-1.0797450635804258
ACH-000375,-0.8005368433958313
ACH-000376,-0.8170657346796941
ACH-000381,-0.7423562526898737
ACH-000383,-0.4595568453008184
