,REXO2 (25996)
ACH-000004,-0.39379117043268397
ACH-000005,-0.5297098983567254
ACH-000007,-0.2203886222674316
ACH-000009,-0.2797029652708289
ACH-000011,-0.3029465813956062
ACH-000012,-0.4249949620008921
ACH-000013,-0.641882111868183
ACH-000014,-0.33835793908784745
ACH-000015,-0.6688518593272132
ACH-000017,-0.2148576118130817
ACH-000018,-0.2796865063243329
ACH-000019,-0.4572637728315822
ACH-000021,-0.3552996172729574
ACH-000022,-0.18693758470527166
ACH-000025,-0.33451641979107594
ACH-000028,-0.989625564819362
ACH-000030,-0.21298855815815235
ACH-000035,-0.27611360786000644
ACH-000036,-0.3370823190863582
ACH-000037,-0.3948614010988054
ACH-000039,-0.5740692023982585
ACH-000040,-0.4886708759481506
ACH-000041,-0.4080166108536238
ACH-000042,-0.39308119644263895
ACH-000045,-0.3580943000136065
ACH-000047,-0.4723800917566368
ACH-000052,-0.6009460226566978
ACH-000053,-0.3287569303682568
ACH-000054,-0.2429095354076695
ACH-000055,-0.4751569164289642
ACH-000060,-0.4031117196185352
ACH-000067,-0.2382024910290727
ACH-000070,-0.4763118226611544
ACH-000075,-0.3848986106440172
ACH-000078,-0.3188232258062529
ACH-000082,-0.36726459430583536
ACH-000085,-0.1352223409684446
ACH-000086,-0.3896849766832767
ACH-000087,-0.595183280740019
ACH-000092,-0.29966812154393463
ACH-000095,-0.35895633102710633
ACH-000097,-0.38564350606012543
ACH-000098,-0.15195466160998294
ACH-000099,-0.6013505501166114
ACH-000108,-0.2332313647062353
ACH-000113,-0.6077204025841489
ACH-000116,-0.4191064172932808
ACH-000118,-0.7073868440780448
ACH-000120,-0.4649909566987527
ACH-000123,-0.21263238761723904
ACH-000127,-0.1937400331248426
ACH-000128,-0.7030077488307056
ACH-000132,-0.4491503679899128
ACH-000133,-0.2955840561790291
ACH-000137,-0.44633805020791256
ACH-000138,-0.3856073859888695
ACH-000142,-0.20551502031353516
ACH-000143,-0.4712587962131616
ACH-000146,-0.27572126604974995
ACH-000148,-0.5292632536404325
ACH-000150,-0.23039135620264803
ACH-000152,-0.5443390848159582
ACH-000153,-0.3895788445079375
ACH-000159,-0.3542730769537621
ACH-000160,-0.7438803536779692
ACH-000163,-0.3485566793093549
ACH-000167,-0.0969391670899016
ACH-000168,-0.2979635283313714
ACH-000169,-0.2067029330664959
ACH-000178,-0.3234435959174258
ACH-000183,-0.2695342368276893
ACH-000188,-0.5425059084126802
ACH-000189,-0.2854112704049533
ACH-000190,-0.4582560638324157
ACH-000198,-0.5891981468030614
ACH-000203,0.130083317361908
ACH-000204,-0.2246642850336588
ACH-000206,-0.4997368894615836
ACH-000207,-0.3811911541600958
ACH-000208,-0.02419480022473381
ACH-000210,-0.6788268648568512
ACH-000211,-0.34556359312316137
ACH-000215,-0.2807049267824461
ACH-000221,-0.07136732183448985
ACH-000222,-0.29570830171264273
ACH-000223,-0.4723198476355843
ACH-000226,-0.2896618367020801
ACH-000227,-0.5182946402055697
ACH-000228,-0.3634288888669364
ACH-000231,-0.26850568092308524
ACH-000232,-0.30338473461892296
ACH-000233,-0.2585552539898255
ACH-000234,-0.3608292960574931
ACH-000235,-0.30493653827385403
ACH-000237,-0.4156363481836152
ACH-000238,-0.4211329391353594
ACH-000242,-0.1966516102487388
ACH-000243,-0.4559027580124463
ACH-000244,-0.3749925824532296
ACH-000246,-0.4775284512420373
ACH-000248,-0.36980633633471294
ACH-000250,-0.273580809324236
ACH-000251,-0.3931004790304764
ACH-000252,-0.2908401989146382
ACH-000253,-0.24360676871785986
ACH-000255,-0.39142676509432817
ACH-000256,-0.5203185898266981
ACH-000257,-0.4770393698566355
ACH-000258,-0.4142425309824392
ACH-000259,-1.0627861110450287
ACH-000260,-0.4023495586084341
ACH-000261,-0.2751258061678287
ACH-000262,-0.33338758610624697
ACH-000263,-0.5258514350937454
ACH-000264,-0.34989523727018856
ACH-000265,-0.39177988391942825
ACH-000266,-0.3957429832358307
ACH-000272,-0.3123763066739071
ACH-000274,-0.4357598247254909
ACH-000277,-0.2600617749135333
ACH-000278,-0.4593381548074602
ACH-000279,-0.3493884086244419
ACH-000280,-0.224937808486674
ACH-000281,-0.5341465743358188
ACH-000288,-0.29118869851150914
ACH-000291,-0.5492606284180563
ACH-000293,-0.2302198001718703
ACH-000294,-0.019031599099622057
ACH-000295,-0.4181159999704624
ACH-000296,-0.21582186695730765
ACH-000302,-0.5874499322073605
ACH-000304,-0.3412900142526256
ACH-000307,-0.42636190413774055
ACH-000308,-0.5198820864632221
ACH-000310,-0.33409627694803384
ACH-000311,-0.21695682024886065
ACH-000312,-0.567330732494675
ACH-000315,-0.4327679918796877
ACH-000316,-0.5305918259872465
ACH-000317,-0.7252535921889008
ACH-000318,-0.4008262181777004
ACH-000319,-0.15324296084908898
ACH-000320,-0.3902471791112046
ACH-000322,-0.09491875636490114
ACH-000323,-0.3363109318996247
ACH-000324,-0.3477395014210636
ACH-000329,-0.26274105225960026
ACH-000330,-0.4878625863582782
ACH-000331,-0.4233582968449328
ACH-000332,-0.3898955198543082
ACH-000334,-0.31594479319277274
ACH-000335,-0.33249952862353577
ACH-000336,-0.7518905052400847
ACH-000337,-0.6051188386542332
ACH-000338,-0.6103795283481664
ACH-000339,-0.25499635816951405
ACH-000341,-0.3588315564420152
ACH-000348,-0.3207739507130839
ACH-000350,-0.4657911544053817
ACH-000352,-0.487162788253317
ACH-000356,-0.11896293595699485
ACH-000361,-0.18827840630638196
ACH-000362,-0.18018091090231855
ACH-000363,-0.39412897502477656
ACH-000364,-0.7762153782143392
ACH-000365,-0.38312073203237706
ACH-000366,-0.38914160755128585
ACH-000368,-0.4624669964137269
ACH-000374,-1.0492796269984133
ACH-000375,-0.1466654924348715
ACH-000376,-0.3235154281679332
ACH-000381,-0.1602093843176262
ACH-000383,-0.32764679129212954
ACH-000387,-0.3027105706711334
ACH-000389,-0.19752233591227109
ACH-000390,-0.41790671375932203
ACH-000393,-0.4454615630666215
ACH-000395,-0.2271293214725677
ACH-000396,-0.5721922077794981
ACH-000397,-0.2793459345447175
ACH-000401,-0.3970696517911278
ACH-000402,-0.5902478432201435
ACH-000403,-0.34359841003937075
ACH-000404,-0.1817502145620732
ACH-000406,-0.3928177078695153
ACH-000407,-0.5865557516649438
ACH-000408,-0.7550527914590565
ACH-000410,-0.5372924247570082
ACH-000411,-0.3645263259765839
ACH-000414,-0.3970944596796493
ACH-000415,-0.6788505557755565
ACH-000416,-0.35039035655451706
ACH-000420,-0.7164104900719441
ACH-000421,-0.424680901507298
ACH-000424,-0.5720653270968916
ACH-000425,-0.3025125815719174
ACH-000426,-0.27714948243861925
ACH-000427,-0.33941427890612785
ACH-000433,-0.5036939568569093
ACH-000435,-0.3329177611308799
ACH-000436,-0.31753471217376056
ACH-000444,-0.3521337245042032
ACH-000445,-0.4878632526287734
ACH-000448,-0.40253148279932055
ACH-000450,-0.2754342853546253
ACH-000452,-0.5888075363106883
ACH-000454,-0.604896766635244
ACH-000458,-0.5267558745193037
ACH-000459,-0.5877461962092033
ACH-000460,-0.330759479336094
ACH-000461,-0.7677554370302982
ACH-000463,-0.34024203610007403
ACH-000464,-0.3934570878649629
ACH-000466,-0.18067542237183032
ACH-000467,-0.2476684385098148
ACH-000468,-0.3479310316940565
ACH-000469,-0.27657875540956856
ACH-000470,-0.3164378476458529
ACH-000471,-0.3457175974420892
ACH-000472,-0.30570859027554925
ACH-000473,-0.4898085496821616
ACH-000475,-0.2973206208677974
ACH-000476,-0.5437116558910462
ACH-000477,-0.3451500660303208
ACH-000479,-0.4423313307995312
ACH-000480,-0.21776555472916254
ACH-000481,-0.2754502056234469
ACH-000483,-0.4673707342094502
ACH-000484,-0.4487984420864336
ACH-000485,-0.3182112345236229
ACH-000486,-0.29767319164709205
ACH-000487,-0.8779684923552005
ACH-000488,-0.8011038316838046
ACH-000490,-0.7754616683581559
ACH-000491,-0.3228479184222717
ACH-000495,-0.3548428231087362
ACH-000496,-0.3124990714527703
ACH-000499,-0.3286694148262711
ACH-000500,-0.397516805802768
ACH-000502,-0.3533918613843585
ACH-000503,-0.09632103629810657
ACH-000505,-0.4168274230577329
ACH-000507,-0.5426797114152081
ACH-000510,-0.234469031051672
ACH-000511,-0.3284148979422921
ACH-000512,-0.3790461491491541
ACH-000516,-0.4016002194987129
ACH-000517,-0.3959616271679966
ACH-000518,-0.3442883793949057
ACH-000520,-0.2522710860677206
ACH-000521,-0.5178995914723841
ACH-000522,-0.3450176916053426
ACH-000524,-0.6309475674443301
ACH-000527,-0.4334501641299451
ACH-000528,-0.35017541199240193
ACH-000537,-0.4799603573151179
ACH-000541,-0.8088294985802851
ACH-000542,-0.32718254999540314
ACH-000544,-0.7795205692145833
ACH-000545,-0.254950672825601
ACH-000547,-0.3834616827027778
ACH-000548,-0.3731564275922096
ACH-000549,-0.4910588144271509
ACH-000550,-0.41594419957869183
ACH-000552,-0.4829140985647166
ACH-000556,-0.3045806344585406
ACH-000557,-0.36730612765846976
ACH-000569,-0.35344026037888243
