,GRHL2 (79977)
ACH-000004,-0.27059017488452464
ACH-000005,-0.4466071503999723
ACH-000007,-0.6783981892266208
ACH-000009,-0.1202354388753418
ACH-000011,-0.19473466251749666
ACH-000012,-0.37459996197108736
ACH-000013,-0.08754162198231874
ACH-000014,-0.1182567522970655
ACH-000015,-0.0484449119925705
ACH-000017,-0.7431898989545088
ACH-000018,-0.052280047494074035
ACH-000019,-0.4463592577681763
ACH-000021,-0.3479007988916211
ACH-000022,-0.2203358133665851
ACH-000025,-0.015291869476047857
ACH-000028,-0.6559197551182852
ACH-000030,-0.5324390909027833
ACH-000035,-0.4005923224739476
ACH-000036,0.02728321215328312
ACH-000037,-0.09211218133727724
ACH-000039,-0.009623227211638446
ACH-000040,-0.18453103677279795
ACH-000041,-0.09082083147664256
ACH-000042,-0.3701888112274361
ACH-000045,-0.17616236855154793
ACH-000047,-0.25804949110144826
ACH-000052,-0.007280335968216578
ACH-000053,-0.08433924819918515
ACH-000054,-0.12938016228354654
ACH-000055,-0.02245438663225157
ACH-000060,-0.5650980479555217
ACH-000067,0.001377900896290418
ACH-000070,-0.2742112879630555
ACH-000075,-0.17596790413581145
ACH-000078,0.0976265996717275
ACH-000082,-0.1004496119304778
ACH-000085,-0.3077665552744081
ACH-000086,0.07686604281705807
ACH-000087,-0.0641240274802697
ACH-000092,-0.1461234742400033
ACH-000095,0.040773309879391685
ACH-000097,-0.5178256951704233
ACH-000098,-0.04030159097016565
ACH-000099,-0.08466069614928225
ACH-000108,-0.007667979058389155
ACH-000113,-0.13682417408203684
ACH-000116,-0.5773162286472906
ACH-000118,-0.2441971253513567
ACH-000120,-0.030090864288227725
ACH-000123,-0.1067578087374672
ACH-000127,-0.11043929714892978
ACH-000128,-0.016971254346379448
ACH-000132,0.02023392662424577
ACH-000133,-0.024870201578688786
ACH-000137,-0.08951091215420623
ACH-000138,-0.28264285301081776
ACH-000142,-0.681912174453859
ACH-000143,-0.1683541463201645
ACH-000146,-0.05390778509034495
ACH-000148,-0.028224239199432014
ACH-000150,-0.056731512346840526
ACH-000152,-0.16088113055251352
ACH-000153,-0.07661418769588976
ACH-000159,-0.10079261309801713
ACH-000160,-0.16353319851191475
ACH-000163,-0.12865635111621168
ACH-000167,-0.27465885211851443
ACH-000168,0.01960183167008173
ACH-000169,-0.07998374095012985
ACH-000178,-0.19196744260630794
ACH-000183,-0.1681652411954367
ACH-000188,-0.5100600223970446
ACH-000189,-0.2177769041823586
ACH-000190,-0.2320564816857859
ACH-000198,-0.2102251092087737
ACH-000203,-0.31965093318476456
ACH-000204,0.025654719455860304
ACH-000206,-0.11737662811730737
ACH-000207,-0.5117261842348106
ACH-000208,-0.11797060796370035
ACH-000210,-0.5175656783526642
ACH-000211,-0.08986507394329049
ACH-000215,-0.11962181995233714
ACH-000221,-0.07202485999436596
ACH-000222,-0.050994801330198514
ACH-000223,-0.2210561447622718
ACH-000226,-0.02455834503680324
ACH-000227,-0.10158574524955452
ACH-000228,0.00669149022480115
ACH-000231,-0.09686355207495087
ACH-000232,-0.14599509474160105
ACH-000233,-0.1479277993247532
ACH-000234,-0.029981374228960776
ACH-000235,-0.4247039723861252
ACH-000237,-0.028007351664232717
ACH-000238,-0.4053936420440341
ACH-000242,-0.3595591902278732
ACH-000243,-0.34879607035151744
ACH-000244,-0.16519433059695307
ACH-000246,-0.06798849164160828
ACH-000248,-0.14270280112904038
ACH-000250,-0.17442549399846874
ACH-000251,-0.12424244230833333
ACH-000252,-0.3707267321604216
ACH-000253,-0.4691033287298668
ACH-000255,-0.12519485958081364
ACH-000256,-0.2112380351688835
ACH-000257,0.0039070954742031
ACH-000258,-0.16468327755332746
ACH-000259,-0.042413511296944685
ACH-000260,-0.006731366258744538
ACH-000261,-0.13454144579526298
ACH-000262,-0.18452525990812796
ACH-000263,-0.18206245313505168
ACH-000264,-0.15242251221402642
ACH-000265,-0.07848879603701157
ACH-000266,-0.4980760093713624
ACH-000272,-0.0808437795397186
ACH-000274,-0.04047387765349731
ACH-000277,-0.5712705393466293
ACH-000278,0.036571874719776326
ACH-000279,-0.012177356950614063
ACH-000280,-0.5112100376828831
ACH-000281,-0.5881608912446861
ACH-000288,0.04762794284206553
ACH-000291,-0.16061712534889647
ACH-000293,-0.09550802201723313
ACH-000294,-0.16274931740638945
ACH-000295,-0.07955974351489058
ACH-000296,-0.4740998544862433
ACH-000302,-0.08856540956143885
ACH-000304,-0.011077562905344172
ACH-000307,-0.7512602895844628
ACH-000308,0.004429240806587482
ACH-000310,0.05331556272913581
ACH-000311,-0.4121224477799779
ACH-000312,0.004216415473831211
ACH-000315,0.0075819826550306575
ACH-000316,-0.10968869260932383
ACH-000317,0.028640364226039806
ACH-000318,-0.4793779708923286
ACH-000319,-0.034430071924116734
ACH-000320,-0.20001530587577096
