,NDUFB4 (4710)
ACH-000004,-0.4267722764369119
ACH-000005,-0.05022513814089826
ACH-000007,-0.5651706365273145
ACH-000009,-0.3466234837280429
ACH-000011,-0.19963822302445386
ACH-000012,-0.6043051060134292
ACH-000013,-0.5427241101643315
ACH-000014,-0.6044111427575397
ACH-000015,-0.6771989040001074
ACH-000017,-0.4969116792252766
ACH-000018,-0.5972907724220767
ACH-000019,-0.6807953817834449
ACH-000021,-0.6314794165793813
ACH-000022,-0.4511693163449584
ACH-000025,-0.6072502058983381
ACH-000028,-0.8878267103638259
ACH-000030,-0.4938114432790354
ACH-000035,-0.6400271062111974
ACH-000036,-0.3711211829513008
ACH-000037,-0.4280312578123066
ACH-000039,-0.5644294435848928
ACH-000040,-0.3500435889324002
ACH-000041,-0.6975579436285163
ACH-000042,-0.3664112984808725
ACH-000045,-0.5165873051093156
ACH-000047,-0.7601167451094879
ACH-000052,-0.2659928750894047
ACH-000053,-0.6318184679550828
ACH-000054,-0.5008232685967442
ACH-000055,-0.5667702581543295
ACH-000060,-0.5739103106611249
ACH-000067,-0.6979781410103535
ACH-000070,-0.6826220815064331
ACH-000075,-0.3560848852681113
ACH-000078,-0.5861852932772451
ACH-000082,-0.4578080198529954
ACH-000085,-0.6459899679190774
ACH-000086,-0.6230150496723277
ACH-000087,-0.7255507578515827
ACH-000092,-0.5327656739523495
ACH-000095,-0.3372106625202003
ACH-000097,-0.4840556508306872
ACH-000098,-0.3627583527843487
ACH-000099,-0.4740647216332379
ACH-000108,-0.428127721370242
ACH-000113,-0.5329539448525077
ACH-000116,-0.6936126951864959
ACH-000118,-0.9309320477690219
ACH-000120,-0.82868983485774
ACH-000123,-0.5468769807438484
ACH-000127,-0.6512775090937843
ACH-000128,-0.8450035559082036
ACH-000132,-0.5301141414271886
ACH-000133,-0.5274095119677873
ACH-000137,-0.6872043247333136
ACH-000138,-0.5584735561660408
ACH-000142,-0.5098018764480564
ACH-000143,-0.6899978158507801
ACH-000146,-0.5059493170350032
ACH-000148,-0.4930482555877386
ACH-000150,-0.6233336756106445
ACH-000152,-0.5753769632309366
ACH-000153,-0.6154703230258997
ACH-000159,-0.6319255720490103
ACH-000160,-0.7062459959220354
ACH-000163,-0.37263770128593393
ACH-000167,-0.4762497668200747
ACH-000168,-0.1455305718188833
ACH-000169,-0.7026560774748586
ACH-000178,-0.2549785494897294
ACH-000183,-0.5113318832329232
ACH-000188,-0.403792578236233
ACH-000189,-0.4886749758854031
ACH-000190,-0.5246868600106154
ACH-000198,-0.7866997353297548
ACH-000203,-0.22473088921628545
ACH-000204,-0.7328322517306697
ACH-000206,-0.2196765039417756
ACH-000207,-0.5078486819759209
ACH-000208,-0.4460129866174516
ACH-000210,-0.4397369904653627
