,KIF21A (55605)
ACH-000004,0.08186533765835426
ACH-000005,0.01628222044827396
ACH-000007,0.1790684148673258
ACH-000009,-0.11494399397731705
ACH-000011,-0.2523709896596037
ACH-000012,-0.0991383306831737
ACH-000013,0.04669007004713741
ACH-000014,-0.0057685046110207494
ACH-000015,-0.10824100611659644
ACH-000017,0.017972706842084962
ACH-000018,-0.14811580563699114
ACH-000019,-0.02441752866768346
ACH-000021,-0.011681438589797652
ACH-000022,-0.13805605332832127
ACH-000025,-0.2830394784609513
ACH-000028,-0.00929651025322047
ACH-000030,-0.08504547325407151
ACH-000035,0.08936844802852513
ACH-000036,-0.08491329947915506
ACH-000037,-0.2737786772610327
ACH-000039,-0.057020130813035134
ACH-000040,-0.009478864393798737
ACH-000041,-0.013462124255580006
ACH-000042,-0.03229213881471833
ACH-000045,0.00950434563435466
ACH-000047,0.05020026767094432
ACH-000052,-0.16902326293622036
ACH-000053,0.00605147081123975
ACH-000054,-0.04534190645965897
ACH-000055,-0.08480264902882582
ACH-000060,-0.07087040055948157
ACH-000067,-0.07579831538513859
ACH-000070,-0.10754335350032528
ACH-000075,0.08807693684301013
ACH-000078,-0.19492999485655405
ACH-000082,-0.07493620058603949
ACH-000085,-0.12013915041576186
ACH-000086,-0.17536723014266492
ACH-000087,0.15105778226596886
ACH-000092,-0.03769013851352277
ACH-000095,-0.024077977754707488
ACH-000097,-0.15601662730945828
ACH-000098,-0.0504871794126075
ACH-000099,-0.06663984232212032
ACH-000108,0.06512441004929524
ACH-000113,0.019270471081895287
ACH-000116,-0.0923130519677152
ACH-000118,-0.05925864149039318
ACH-000120,0.13709811826765994
ACH-000123,-0.1595012159502533
ACH-000127,0.1061522295698408
ACH-000128,0.0663327505258987
ACH-000132,-0.11134827460176784
ACH-000133,-0.012134003857117048
ACH-000137,-0.07114139476084141
ACH-000138,0.01376339635886262
ACH-000142,-0.06762747271689268
ACH-000143,0.21046496784018048
ACH-000146,-0.1621680546970961
ACH-000148,0.04318628884439121
ACH-000150,0.04387844525051161
ACH-000152,-0.08622637604695169
ACH-000153,-0.20948314860695835
ACH-000159,-0.048889444405713335
ACH-000160,-0.07225280546290015
ACH-000163,-0.014366779613772716
ACH-000167,-0.04023057399535285
ACH-000168,0.1475351207280841
ACH-000169,-0.005898730553314992
ACH-000178,0.04056934224702333
ACH-000183,-0.13173437154366371
ACH-000188,-0.05679807819121811
ACH-000189,-0.2133302756662073
ACH-000190,-0.02713742777528837
ACH-000198,-0.029770899663296782
ACH-000203,0.006460880383909104
ACH-000204,-0.2070174944872893
ACH-000206,-0.08672182321499225
ACH-000207,-0.008902608793278389
ACH-000208,0.15303492582175493
