,CENPF (1063)
ACH-000311,-0.25211601990170623
ACH-000312,-0.35346501856045914
ACH-000315,-0.03250573749849934
ACH-000316,-0.27402622817647365
ACH-000317,-0.27320795224962824
ACH-000318,-0.460250505713461
ACH-000319,-0.4184094981089146
ACH-000320,-0.3872452038716761
ACH-000322,-0.2872462497189787
ACH-000323,-0.3091750296811244
ACH-000324,-0.30045941144948146
ACH-000329,-0.1972944999789321
ACH-000330,-0.20262725712310575
ACH-000331,-0.16611130436846933
ACH-000332,-0.2760393455365633
ACH-000334,-0.1926624352772904
ACH-000335,-0.4270068207507495
ACH-000336,-0.36390995260671655
ACH-000337,-0.16405500917392468
ACH-000338,-0.3505278042748773
ACH-000339,-0.2081778294997784
ACH-000341,-0.4923851578967777
ACH-000348,-0.15919049003829905
ACH-000350,-0.4473745595417377
ACH-000352,-0.25950343051916225
ACH-000356,-0.17735714485177484
ACH-000361,-0.6119973580321983
ACH-000362,-0.1800601364895134
ACH-000363,-0.2761375414829492
ACH-000364,-0.5040402317288354
ACH-000365,-0.09211115940166367
ACH-000366,-0.3523221584544428
ACH-000368,-0.4076377998619623
ACH-000374,-0.21494503316607091
ACH-000375,-0.09252375620006492
ACH-000376,-0.23189742562535395
ACH-000381,-0.17622264660004558
ACH-000383,-0.2793183941624138
ACH-000387,-0.2317757257802466
ACH-000389,-0.37666964881397225
ACH-000390,-0.16258012445302322
ACH-000393,-0.18542159762180851
ACH-000395,-0.1388305984332108
ACH-000396,0.15018572842520667
ACH-000397,-0.2139297343938588
ACH-000401,-0.17238467216586986
ACH-000402,-0.2400967435969182
ACH-000403,-0.27652200691164786
ACH-000404,-0.5472308968253112
ACH-000406,-0.17062273409060202
ACH-000407,-0.20829331210912416
ACH-000408,-0.126825584482937
ACH-000410,-0.3395981533759537
ACH-000411,-0.4959597795023988
ACH-000414,-0.31430015443188664
ACH-000415,-0.3666747173894331
ACH-000416,-0.20454739553074747
ACH-000420,-0.31096796640989144
ACH-000421,-0.17673054906782792
ACH-000424,-0.2482304137600318
ACH-000425,-0.29916959599772314
ACH-000426,-0.059915250779260576
ACH-000427,-0.4718614155454929
ACH-000433,-0.4650811286759218
ACH-000435,0.07619756338840661
ACH-000436,-0.20904515355135694
ACH-000444,-0.4834016535579922
ACH-000445,-0.26175640567880576
ACH-000448,-0.2057176073663996
ACH-000450,-0.22516508538161026
ACH-000452,-0.2429719372976941
ACH-000454,-0.2090355692770834
ACH-000458,-0.3990463888431108
ACH-000459,-0.2699403193000928
ACH-000460,-0.2220977608029636
ACH-000461,-0.1755429403055677
ACH-000463,-0.3965941974349711
ACH-000464,-0.1889902315593037
ACH-000466,-0.2325283931404691
ACH-000467,-0.3841789859403808
ACH-000468,-0.07387405810471928
ACH-000469,-0.11898572986126953
ACH-000470,-0.4729468677643464
ACH-000471,-0.2581181146588914
ACH-000472,-0.27853727675418843
ACH-000473,-0.43046136921303135
ACH-000475,-0.22158475201526096
ACH-000476,-0.3043742410302897
ACH-000477,-0.16661745264948818
ACH-000479,-0.6284943511373949
ACH-000480,-0.19332289478717746
ACH-000481,-0.24335939736007856
ACH-000483,-0.3909008201946227
ACH-000484,-0.2878637172509305
ACH-000485,-0.4605317505336166
ACH-000486,-0.31639321218235217
ACH-000487,-0.3720724766626872
ACH-000488,-0.2429034840477056
ACH-000490,-0.3258769208124484
ACH-000491,-0.1096777067467419
ACH-000495,-0.4739120199577582
ACH-000496,-0.15761762606768032
ACH-000499,0.04619517743856325
ACH-000500,0.28445164105603765
ACH-000502,-0.2426733502706627
ACH-000503,-0.12652614128493347
ACH-000505,-0.3431363382853258
ACH-000507,-0.17815807020219476
ACH-000510,-0.2954169602521277
ACH-000511,-0.14116317446858676
ACH-000512,-0.2659570364800455
ACH-000516,-0.33968763505624583
ACH-000517,-0.4336394211613552
ACH-000518,-0.2744144826236929
ACH-000520,-0.3330706726453579
ACH-000521,-0.1455750885133608
ACH-000522,-0.3139973572140888
ACH-000524,-0.2220057716118275
ACH-000527,-0.4557604674634828
ACH-000528,-0.2949138652211126
ACH-000537,-0.30357680729208303
ACH-000541,0.2133257540111856
ACH-000542,-0.3490527940433289
ACH-000544,-0.31040426191681125
ACH-000545,-0.22034129921625986
ACH-000547,-0.557405988880856
ACH-000548,-0.30593758747495703
ACH-000549,-0.2780342121703894
ACH-000550,-0.20539753641644853
ACH-000552,-0.3641323346834938
ACH-000556,-0.28347874654648864
ACH-000557,-0.3006408052603984
ACH-000569,-0.6778115703152602
ACH-000570,0.027929685604772214
ACH-000571,-0.20420794286203656
ACH-000573,-0.1631320409646636
ACH-000576,0.03150663269361404
ACH-000579,-0.2710466442738547
ACH-000580,-0.37808103405751703
ACH-000584,-0.32776560282903394
ACH-000585,-0.2969640394394011
ACH-000588,-0.09992894417839644
ACH-000589,-0.1510917569405458
ACH-000591,-0.042629928008897984
ACH-000593,-0.3450211979191884
ACH-000600,-0.4605019126296601
ACH-000601,-0.11615327632911687
ACH-000605,-0.2967603231838642
ACH-000606,-0.20938511234440665
ACH-000608,-0.18583977051865228
ACH-000614,-0.35140297371203594
ACH-000616,-0.3027507714411417
ACH-000618,-0.22053907930310812
ACH-000619,-0.22387905912224268
ACH-000620,-0.3220213926413359
ACH-000621,-0.1354431228775212
ACH-000622,-0.18581970411069249
ACH-000623,-0.1515665212311771
ACH-000624,-0.18641154423044584
ACH-000627,-0.23712212653465586
ACH-000630,-0.1398917276736353
ACH-000631,-0.32147927680663463
ACH-000632,-0.15776758834227236
ACH-000633,-0.1961805626625963
ACH-000637,-0.3521509751295114
ACH-000638,-0.16000197916910133
ACH-000646,-0.3873137889749304
ACH-000647,-0.2683112149712503
ACH-000648,-0.3316379742356437
ACH-000649,-0.2359517383456564
ACH-000651,-0.22236909258383844
ACH-000652,-0.02640851862958495
ACH-000653,-0.3961713671012568
ACH-000657,-0.34768228680368113
ACH-000658,-0.3066048082562442
ACH-000661,-0.1230483597361274
ACH-000662,-0.4231215263548153
ACH-000663,-0.4507095868225043
ACH-000665,-0.18817548980353385
ACH-000671,-0.25748065589728697
ACH-000672,-0.4858374080279268
ACH-000673,-0.3901901987574363
ACH-000676,-0.08502210538113905
ACH-000677,-0.4041562144935835
ACH-000681,-0.4337590164736973
ACH-000683,-0.2574977446021673
ACH-000684,-0.3131701141254125
ACH-000688,-0.3143866467873957
ACH-000693,-0.0892217640247955
ACH-000694,-0.26096656429054976
ACH-000695,-0.19244611207461695
ACH-000696,-0.3561599599172498
ACH-000697,-0.25609375021264297
ACH-000699,-0.44429252802190417
ACH-000701,-0.33735080000845885
ACH-000706,-0.17338040560032655
ACH-000711,-0.34278926704066404
ACH-000713,-0.24172165195289666
ACH-000714,-0.050889993292104224
ACH-000718,-0.2210835293742172
ACH-000720,-0.1839832992945493
ACH-000721,-0.20246497286758106
ACH-000724,-0.30067508715614993
ACH-000725,-0.4556840308567435
ACH-000732,-0.3274300340387351
ACH-000734,-0.15717994664814403
ACH-000735,-0.3924003234179113
ACH-000736,-0.14955980858394494
ACH-000738,-0.20519642846766972
ACH-000746,-0.08621332462155264
ACH-000747,-0.03981969355782071
ACH-000748,-0.2450533257952899
ACH-000753,-0.22957550182272876
ACH-000756,-0.16891766408241227
ACH-000757,-0.11500101981869396
ACH-000758,-0.07041340345812536
ACH-000760,-0.1241662939439763
ACH-000762,-0.24807180996310246
ACH-000763,-0.029921497277466864
ACH-000764,0.01412421272656801
ACH-000765,-0.007223423120771869
ACH-000766,-0.22597869691305925
ACH-000767,-0.5534860140079846
ACH-000768,-0.12753054124262433
ACH-000769,-0.2484917797872773
ACH-000770,-0.14561624362792688
ACH-000771,-0.4338337829690318
ACH-000773,-0.3645625555231587
ACH-000776,-0.32194762017144285
ACH-000777,-0.17184797825204104
ACH-000778,-0.3799819193993241
ACH-000781,-0.1070489227047196
ACH-000782,-0.26479929406813696
ACH-000783,-0.2166268449772714
ACH-000784,-0.24859350172997455
ACH-000785,-0.24377663098777536
ACH-000787,-0.34841870053521873
ACH-000788,-0.3132488184675105
ACH-000791,-0.3112268361087453
ACH-000792,-0.28487121291972384
ACH-000794,-0.12903852259140267
ACH-000796,-0.1755147437671224
ACH-000798,-0.3103363140801888
ACH-000799,-0.11682746163576707
ACH-000800,-0.12663755470030374
ACH-000802,-0.5364597988609221
ACH-000804,-0.13986224902227729
ACH-000805,-0.4839705284275298
ACH-000809,-0.23689821918807175
ACH-000810,0.10152861519076864
ACH-000811,-0.40273956632785707
ACH-000817,-0.06671937232772829
ACH-000819,-0.33792670193214314
ACH-000820,-0.4844514260451906
ACH-000821,-0.3037136026317977
ACH-000822,-0.2707110257929665
ACH-000823,-0.21982205328283155
ACH-000824,-0.13736556397440589
ACH-000827,-0.3761373657359851
ACH-000829,-0.21314438997935087
ACH-000831,-0.16418900923867566
ACH-000832,-0.3170224324440296
ACH-000833,-0.33747958678908896
ACH-000834,-0.26094402404961936
ACH-000835,-0.32911901233873303
ACH-000836,-0.3870560633865478
ACH-000837,-0.18587035511305414
ACH-000838,-0.176401926973719
ACH-000839,-0.15855712734351274
ACH-000840,-0.20145945699570303
ACH-000841,-0.14389154405775906
ACH-000843,-0.2788058913760641
ACH-000846,-0.2663341918045454
ACH-000847,-0.16809306576830882
ACH-000848,-0.2899669478166619
ACH-000849,-0.4432708925803127
ACH-000851,-0.2732631974334537
ACH-000855,-0.12476869834820978
ACH-000856,-0.3329445454474482
ACH-000858,-0.1472170390664478
ACH-000859,0.023011095110884186
ACH-000861,-0.28217129473973496
ACH-000862,-0.21879205588563727
ACH-000865,-0.2601679337921549
ACH-000866,-0.184087026173198
ACH-000867,-0.3039266179586681
ACH-000869,-0.4562013777297088
ACH-000872,-0.2211509379041264
ACH-000873,-0.17022264631218167
ACH-000876,-0.3081295740955597
ACH-000878,-0.121824068787254
ACH-000880,-0.2832574714894709
ACH-000881,-0.403114061070396
ACH-000882,-0.2143315021320333
ACH-000884,-0.09550795059110363
ACH-000885,-0.5394740705958017
ACH-000887,-0.2788842556194937
ACH-000889,-0.059438247516952265
ACH-000896,-0.1818608929556998
ACH-000898,-0.20021459918582812
ACH-000900,-0.041524441263965865
ACH-000901,-0.2332006635409675
ACH-000905,-0.33928479111359594
ACH-000906,-0.2963537943531534
ACH-000907,-0.380954039694652
ACH-000910,-0.3854420858690496
ACH-000911,-0.2335004496271552
ACH-000912,-0.3344745963278864
ACH-000913,-0.2368839828079183
ACH-000915,-0.2307759903675465
ACH-000916,-0.37894388537802093
ACH-000917,-0.19250208241001374
ACH-000920,-0.3779519360850236
ACH-000921,-0.3408127034878167
ACH-000924,-0.22029242276502592
ACH-000926,-0.14355855783559945
ACH-000928,-0.5018849848787709
ACH-000929,-0.2033089089497915
ACH-000932,-0.3904852171210278
ACH-000935,-0.6095997893593437
ACH-000936,-0.20779516139970455
ACH-000937,-0.245632458439772
ACH-000938,-0.23662613826187284
ACH-000939,-0.23440661553911316
ACH-000941,-0.11282566578898692
ACH-000943,-0.20168568658872027
ACH-000946,-0.09089127813085908
ACH-000947,-0.19178099007340427
ACH-000948,-0.11958307430630485
ACH-000950,-0.30420765988033416
ACH-000953,-0.13403940963412975
ACH-000954,-0.23366645930344346
ACH-000957,-0.33202992706350354
ACH-000958,-0.36662906011102975
ACH-000960,-0.3819137846381153
ACH-000963,-0.16107334889530855
ACH-000968,-0.056010714479470834
ACH-000969,-0.13059240142558193
ACH-000972,0.020194210658438145
ACH-000973,-0.2195838652818528
ACH-000974,-0.3171268382435648
ACH-000978,-0.4433032258857453
ACH-000984,-0.2186388264431808
ACH-000986,-0.2480946119810555
ACH-000988,-0.27872257170717696
ACH-000993,-0.4565177290870628
ACH-000994,0.17936517688112058
ACH-000996,-0.4272183948908229
ACH-001001,-0.2977615030144129
ACH-001020,-0.3454744324739635
ACH-001028,-0.18030980859611992
ACH-001031,-0.21011739160419365
ACH-001038,-0.11906315095849627
ACH-001048,-0.3033033435514611
ACH-001050,-0.3181718212414191
ACH-001053,-0.2468671148819292
ACH-001054,-0.3317588065055554
ACH-001061,-0.2081102446509604
ACH-001067,-0.5272818248191723
ACH-001075,-0.5386312564947188
ACH-001096,-0.41692559076858576
ACH-001111,-0.3362079474780754
ACH-001119,-0.1552525737788706
ACH-001128,-0.7016742837908652
ACH-001134,-0.4103914214924517
ACH-001151,-0.2556693978622813
ACH-001163,-0.2356294666341384
ACH-001164,-0.4559436704618822
ACH-001183,-0.5412266906483723
ACH-001192,-0.28725318078805306
ACH-001193,0.025059932715247576
ACH-001196,-0.2513882295593036
ACH-001197,-0.10869808430834356
ACH-001205,-0.4863995704074749
ACH-001211,-0.3678056209605002
ACH-001212,-0.4996792584046513
ACH-001228,-0.3545518797311231
ACH-001232,-0.2401849759057868
ACH-001239,-0.4241489801156697
ACH-001270,-0.0725829198605525
ACH-001274,-0.4039324009177869
ACH-001275,-0.5997974305183582
ACH-001277,-0.15247859420608148
ACH-001278,-0.4527225923597286
ACH-001280,-0.3729663219467596
ACH-001283,-0.0977712307801197
ACH-001289,-0.43270753513694576
ACH-001300,-0.1570685448233273
ACH-001301,-0.2698741966682221
ACH-001302,-0.563689698530212
ACH-001306,-0.24707061074272374
ACH-001318,-0.2824894444667424
ACH-001322,-0.13014761857332674
ACH-001328,-0.3056770294547088
ACH-001332,-0.6129117587234308
ACH-001336,0.003900884572667154
ACH-001346,-0.33325925399093514
ACH-001353,-0.24826375209936802
ACH-001354,-0.3780684014322983
ACH-001367,-0.3122995929577497
ACH-001368,-0.2621310281714526
ACH-001374,-0.3506144968500733
ACH-001377,-0.33324976400731826
ACH-001380,-0.2791294391712581
ACH-001391,-0.4809932170775963
ACH-001408,-0.2288992000337187
ACH-001430,-0.5129779901598606
ACH-001431,-0.32139289924334075
ACH-001450,-0.2462668442962903
ACH-001496,-0.1413689813192884
ACH-001500,-0.11232602272583904
ACH-001523,-0.3337841854982725
ACH-001532,-0.6784813285830473
ACH-001550,-0.3743673417356838
ACH-001552,-0.1452367406774872
ACH-001554,-0.2365717346558925
ACH-001654,-0.30355505542462546
ACH-001735,-0.16880287449517045
ACH-001736,-0.2268292592228222
ACH-001737,0.17546426459308054
ACH-001740,-0.23573646100580475
ACH-001745,-0.4375186341231441
ACH-001765,-0.2672679301531913
