,NOS1AP (9722)
ACH-000004,-0.3856527742952812
ACH-000005,-0.526998260889875
ACH-000007,-0.7641018265656635
ACH-000009,-0.5031082631472753
ACH-000011,-0.4187903450923445
ACH-000012,-0.4668230441980142
ACH-000013,-0.29003744326728864
ACH-000014,-0.37821380484934497
ACH-000015,-0.2982514289319535
ACH-000017,-0.6204600181199843
ACH-000018,-0.4368668469493669
ACH-000019,-0.5193198852636034
ACH-000021,-0.4487081629983661
ACH-000022,-0.31579025155115986
ACH-000025,-0.3317485316901045
ACH-000028,-0.3624366278221444
ACH-000030,-0.3036386239202414
ACH-000035,-0.3999200898188494
ACH-000036,-0.4192107540756657
ACH-000037,-0.8623387856289872
ACH-000039,-0.3653569060351118
ACH-000040,-0.6007600747855375
ACH-000041,-0.42628618134398205
ACH-000042,-0.459375959716501
ACH-000045,-0.31020639859528404
ACH-000047,-0.488915461988745
ACH-000052,-0.2663580926764416
ACH-000053,-0.4893255809044413
ACH-000054,-0.4537262379737366
ACH-000055,-0.38416234400419613
ACH-000060,-0.4086336143579077
ACH-000067,-0.4703070674852173
ACH-000070,-0.5677210332014085
ACH-000075,-0.5111820262456652
ACH-000078,-0.6848414904441311
ACH-000082,-0.5219700489505008
ACH-000085,-0.3639862726688137
ACH-000086,-0.4527755249515723
ACH-000087,-0.5248677738931615
ACH-000092,-0.5647919473863475
ACH-000095,-0.5107332516255082
ACH-000097,-0.4219536721419798
ACH-000098,-0.4161951172127847
ACH-000099,-0.6082972237309812
ACH-000108,-0.4320764777685562
ACH-000113,-0.3705494484925627
ACH-000116,-0.35978233909060225
ACH-000118,-0.3838293444194667
ACH-000120,-0.2815699856716564
ACH-000123,-0.42916817060184975
ACH-000127,-0.40581980088703773
ACH-000128,-0.5016027519993188
ACH-000132,-0.4702735899385143
ACH-000133,-0.6326259186188105
ACH-000137,-0.5198509528740505
ACH-000138,-0.20447602862251396
ACH-000142,-0.43881083675591975
ACH-000143,-0.2746218545460199
ACH-000146,-0.38940134880401983
ACH-000148,-0.5962028750572623
ACH-000150,-0.3503579665254565
ACH-000152,-0.4503356386157395
ACH-000153,-0.3509593900092699
ACH-000159,-0.4457330343448483
ACH-000160,-0.3472075327652461
ACH-000163,-0.4525215667353664
ACH-000167,-0.5184511905900103
ACH-000168,-0.3285852829506053
ACH-000169,-0.5343069286431962
ACH-000178,-0.3522852960914716
ACH-000183,-0.40672671981743
ACH-000188,-0.5828502429849087
ACH-000189,-0.26670391046987163
ACH-000190,-0.491219109117707
ACH-000198,-0.3474800811596734
ACH-000203,-0.09830998152849857
ACH-000204,-0.615366804957739
ACH-000206,-0.29932149795205354
ACH-000207,-0.28420420117899137
ACH-000208,-0.41283985376759147
ACH-000210,-0.23410743572971285
ACH-000211,-0.4375207670558612
ACH-000215,-0.5104931007260971
ACH-000221,-0.31709870880095103
ACH-000222,-0.3005719725904452
ACH-000223,-0.5442743027915043
ACH-000226,-0.4725117415236192
ACH-000227,-0.5893582042103218
ACH-000228,-0.5463678047692726
ACH-000231,-0.5327244220271903
ACH-000232,-0.6099525898968791
ACH-000233,-0.4337394992992077
ACH-000234,-0.46277840017657706
ACH-000235,-0.409450696837446
ACH-000237,-0.5052459787601177
ACH-000238,-0.5688177350979611
ACH-000242,-0.4505081297910297
ACH-000243,-0.35890267041687196
ACH-000244,-0.485832958903759
ACH-000246,-0.4066019805033678
ACH-000248,-0.5373634366759619
ACH-000250,-0.4501615566130256
ACH-000251,-0.4330660074944984
ACH-000252,-0.3463770947500055
ACH-000253,-0.6319257341065668
ACH-000255,-0.5540054481986701
ACH-000256,-0.3940315109564143
ACH-000257,-0.5317167150066321
ACH-000258,-0.6629145267423527
ACH-000259,-0.5427081970890159
ACH-000260,-0.33473211299950084
ACH-000261,-0.4254904494122985
ACH-000262,-0.3131974934021821
ACH-000263,-0.4555877241988248
ACH-000264,-0.5252473356454617
ACH-000265,-0.34566376550336936
ACH-000266,-0.5022678052362463
ACH-000272,-0.4416857508156661
ACH-000274,-0.5488054033107079
ACH-000277,-0.4935090734063995
ACH-000278,-0.4770212794400218
ACH-000279,-0.464605794913729
ACH-000280,-0.3665438124674439
ACH-000281,-0.5000541304445995
ACH-000288,-0.4595844514195556
ACH-000291,-0.28272777890321577
ACH-000293,-0.4509047807771812
ACH-000294,-0.27441742626431664
ACH-000295,-0.5640350487313283
ACH-000296,-0.4649189036362252
ACH-000302,-0.364992551302119
ACH-000304,-0.5902914552354189
ACH-000307,-0.3382115176279015
ACH-000308,-0.4488884950818157
ACH-000310,-0.4672844192856648
ACH-000311,-0.38750908709457466
ACH-000312,-0.5611175168882423
ACH-000315,-0.3481498234469221
ACH-000316,-0.41171761399879536
ACH-000317,-0.4197841288784299
ACH-000318,-0.4978328974829678
ACH-000319,-0.4383681203405824
ACH-000320,-0.5001175026314864
ACH-000322,-0.5737119229258096
ACH-000323,-0.2424623739173072
ACH-000324,-0.4029787694176885
ACH-000329,-0.6229507326222342
ACH-000330,-0.292488875098395
ACH-000331,-0.6421177822244551
ACH-000332,-0.5397120819465842
ACH-000334,-0.30911036151551724
ACH-000335,-0.5359634463616958
ACH-000336,-0.6667169312116349
ACH-000337,-0.4238488486493348
ACH-000338,0.0974324045841065
ACH-000339,-0.4570814398792991
ACH-000341,-0.6519528744692278
ACH-000348,-0.4502309429978674
ACH-000350,-0.4018533885880997
ACH-000352,-0.4005672021096648
ACH-000356,-0.5794532523782968
ACH-000361,-0.5197407221908901
ACH-000362,-0.30825998094416146
ACH-000363,-0.462639457858128
ACH-000364,-0.5221974562298365
ACH-000365,-0.2992705689534401
ACH-000366,-0.5622886051173589
ACH-000368,-0.4478225519550841
ACH-000374,-0.34280988383861344
ACH-000375,-0.4217826363665038
ACH-000376,-0.2509728728560639
ACH-000381,-0.5492255322072563
ACH-000383,-0.4056914572150563
ACH-000387,-0.42617816436796896
ACH-000389,-0.5219336704181873
ACH-000390,-0.33974007359207137
ACH-000393,-0.31643877611578314
ACH-000395,-0.4915580370481144
ACH-000396,-0.20709086451034286
ACH-000397,-0.5147705853688465
ACH-000401,-0.5430774732248503
ACH-000402,-0.2339319580825299
ACH-000403,-0.5965671265869887
ACH-000404,-0.5103781870621894
ACH-000406,-0.2875194923552097
ACH-000407,-0.4398779883398151
ACH-000408,-0.3072211681336429
ACH-000410,-0.4955597112830835
ACH-000411,-0.4883025471157193
ACH-000414,-0.4738218341875459
ACH-000415,-0.6000189568453613
ACH-000416,-0.5088988060949077
ACH-000420,-0.3807607852234046
ACH-000421,-0.5054358456911354
ACH-000424,-0.7497227817067385
ACH-000425,-0.5355841755044064
ACH-000426,-0.4067746724853645
ACH-000427,-0.4519290632468605
ACH-000433,-0.27256534704240915
ACH-000435,-0.3273161370935048
ACH-000436,-0.31542509042562883
ACH-000444,-0.4573121135397905
ACH-000445,-0.29665509568586673
ACH-000448,-0.3654001052926743
ACH-000450,-0.513954009051232
ACH-000452,-0.5627695619594419
ACH-000454,-0.4305691475307372
ACH-000458,-0.3440563329364632
ACH-000459,-0.23199831852474675
ACH-000460,-0.4268077069868075
ACH-000461,-0.5880534712925984
ACH-000463,-0.4298764404452597
ACH-000464,-0.4937815231135661
ACH-000466,-0.3535365766534775
ACH-000467,-0.4902835427663567
ACH-000468,-0.4910495333720276
ACH-000469,-0.4045216406666384
ACH-000470,-0.44059211770792495
ACH-000471,-0.4006344755429955
ACH-000472,-0.3616953728609461
ACH-000473,-0.3828936763354357
ACH-000475,-0.4755110727205784
ACH-000476,-0.4895980079175585
ACH-000477,-0.3899255286805951
ACH-000479,-0.28457572197881703
ACH-000480,-0.560973403973746
ACH-000481,-0.4030131196946111
ACH-000483,-0.5043393899518985
ACH-000484,-0.5624800259990758
ACH-000485,-0.5103594178795043
ACH-000486,-0.450376357758683
ACH-000487,-0.4973344212581756
ACH-000488,-0.4858138612466089
ACH-000490,-0.456591790962096
ACH-000491,-0.7131948228850926
ACH-000495,-0.5323840873324899
ACH-000496,-0.5547212659386659
ACH-000499,-0.2521847867629144
ACH-000500,-0.9407177415883662
ACH-000502,-0.5406072910352371
ACH-000503,-0.5041851339155309
ACH-000505,-0.4119138416610317
ACH-000507,-0.5427449783364309
ACH-000510,-0.3710175405619971
ACH-000511,-0.5455367341980546
ACH-000512,-0.4921223509020607
ACH-000516,-0.5479731122567821
ACH-000517,-0.4990890860815145
ACH-000518,-0.35707790420047725
ACH-000520,-0.4334283118901023
ACH-000521,-0.3699475190939955
ACH-000522,-0.4067998129425957
ACH-000524,-0.42244508272411396
ACH-000527,-0.4076491532249586
ACH-000528,-0.3935403621197217
ACH-000537,-0.456328509982841
ACH-000541,-0.30496639918696233
ACH-000542,-0.5115335458233666
ACH-000544,-0.4823694215955161
ACH-000545,-0.3176662586432779
ACH-000547,-0.3753869934356903
ACH-000548,-0.5138589357599189
ACH-000549,-0.3250651309213853
ACH-000550,-0.4767022108283245
ACH-000552,-0.3843953244259021
ACH-000556,-0.574630148380431
ACH-000557,-0.4300070043892002
ACH-000569,-0.2885781214127235
ACH-000570,-0.5266822053244153
ACH-000571,-0.4148014981715025
ACH-000573,-0.3539960329611569
ACH-000576,-0.4664250231538418
ACH-000579,-0.33155660236055895
ACH-000580,-0.4639602215033787
ACH-000584,-0.3682054968813789
ACH-000585,-0.4623946124121229
ACH-000588,-0.4687743265657629
ACH-000589,-0.4395778445433428
ACH-000591,-0.3704168225832434
ACH-000593,-0.3582705889026756
ACH-000600,-0.5445064105659998
ACH-000601,-0.5144238270172351
ACH-000605,-0.5073007478353623
ACH-000606,-0.5792286024723171
ACH-000608,-0.508319340113852
ACH-000614,-0.4085505012386714
ACH-000616,-0.552652756832753
ACH-000618,-0.4159193783093366
ACH-000619,-0.4932890243867124
ACH-000620,-0.36053801887320985
ACH-000621,-0.4435625888380361
ACH-000622,-0.4893366044254521
ACH-000623,-0.4741155809619961
ACH-000624,-0.3283363796033466
ACH-000627,-0.36886945392680426
ACH-000630,-0.4865138768033497
ACH-000631,-0.3916122389201806
ACH-000632,-0.3738110935010398
ACH-000633,-0.5498111193476839
ACH-000637,-0.41945564237965854
ACH-000638,-0.5610421699546936
ACH-000646,-0.5979984465402011
ACH-000647,-0.6098520549253428
ACH-000648,-0.3912204303634643
ACH-000649,-0.4593409266449388
ACH-000651,-0.3819638540100663
ACH-000652,-0.31750673194296425
ACH-000653,-0.4144175438266212
ACH-000657,-0.4346672189697911
ACH-000658,-0.6007431689527499
ACH-000661,-0.4236253247236405
ACH-000662,-0.3823977743184233
ACH-000663,-0.37973724283386057
ACH-000665,-0.34438445875916196
ACH-000671,-0.3498936601273361
ACH-000672,-0.8266635126938914
ACH-000673,-0.590264387662901
ACH-000676,-0.5180640725486633
ACH-000677,-0.2377862808072921
ACH-000681,-0.38110830707844384
ACH-000683,-0.6263702393369093
ACH-000684,-0.3787930904278608
ACH-000688,-0.4099478913361917
ACH-000693,-0.32711145573180617
ACH-000694,-0.3191757371252639
ACH-000695,-0.714908333574447
ACH-000696,-0.5631640268428737
ACH-000697,-0.38716107015450735
ACH-000699,-0.4567130570272853
ACH-000701,-0.5378845188706598
ACH-000706,-0.452059697652925
ACH-000711,-0.5166197746543751
ACH-000713,-0.18860577860122052
ACH-000714,-0.4991720832450332
ACH-000718,-0.4665891425346926
ACH-000720,-0.4517204667050973
ACH-000721,-0.4551538037263591
ACH-000724,-0.3167007194461257
ACH-000725,-0.39239857861729227
ACH-000732,-0.4080566711915138
ACH-000734,-0.2917244146144265
ACH-000735,-0.438915734006777
ACH-000736,-0.4049289706865147
ACH-000738,-0.4717486318167517
ACH-000746,-0.34929220083536144
ACH-000747,-0.4441229757255381
ACH-000748,-0.5418018766350435
ACH-000753,-0.5399442021577157
ACH-000756,-0.32107594873580897
ACH-000757,-0.4249760839070669
ACH-000758,-0.5785173678897191
ACH-000760,-0.4868742461572555
ACH-000762,-0.4117177507877969
ACH-000763,-0.4619136667001284
ACH-000764,-0.6302697889790646
ACH-000765,-0.47550124402059996
ACH-000766,-0.43582613408225584
ACH-000767,-0.655709595809604
ACH-000768,-0.5815626065895954
ACH-000769,-0.36025519139274803
ACH-000770,-0.4970218125330622
ACH-000771,-0.5368046890042886
ACH-000773,-0.4831916259763978
ACH-000776,-0.3172338616930824
ACH-000777,-0.4663996538817716
ACH-000778,-0.429418610986252
ACH-000781,-0.4296009239080741
ACH-000782,-0.44167725307732136
ACH-000783,-0.4955819432489985
ACH-000784,-0.4794021669922184
ACH-000785,-0.5257609097765511
ACH-000787,-0.4846675267812517
ACH-000788,-0.4526026695822925
ACH-000791,-0.5514219570953622
ACH-000792,-0.3687883520593589
ACH-000794,-0.4189049092655212
ACH-000796,-0.4412207949652693
ACH-000798,-0.4817116449989005
ACH-000799,-0.6115370282896648
ACH-000800,-0.6849540315132693
ACH-000802,-0.3438027168075784
ACH-000804,-0.5976468840079441
ACH-000805,-0.4918326055393034
ACH-000809,-0.4367084227841057
ACH-000810,-0.2048534373702784
ACH-000811,-0.4417689362301331
ACH-000817,-0.5744608911376236
ACH-000819,-0.4937825537389594
ACH-000820,-0.4624514409407503
ACH-000821,-0.4179600583644076
ACH-000822,-0.4202409445244893
ACH-000823,-0.274710072700015
ACH-000824,-0.4483610199358159
ACH-000827,-0.5614059907071002
ACH-000829,-0.3812953673619617
ACH-000831,-0.4912613914930507
ACH-000832,-0.4126366722148945
ACH-000833,-0.395317213251548
ACH-000834,-0.4077972600041469
ACH-000835,-0.3809176155860351
ACH-000836,-0.38096856410986457
ACH-000837,-0.4692636477984464
ACH-000838,-0.5466389527963675
ACH-000839,-0.4633871185250033
ACH-000840,-0.5620604892220599
ACH-000841,-0.3711059927563217
ACH-000843,-0.4967082255635575
ACH-000846,-0.4817410896053395
ACH-000847,-0.3533396304018755
ACH-000848,-0.3728108570057552
ACH-000849,-0.2555592977171201
ACH-000851,-0.3620641601939011
ACH-000855,-0.7280812114761557
ACH-000856,-0.4347292314442727
ACH-000858,-0.2262190131946885
ACH-000859,-0.2822703954241985
ACH-000861,-0.3884443665234768
ACH-000862,-0.33272178006276426
ACH-000865,-0.33788393708842346
ACH-000866,-0.5739548816114156
ACH-000867,-0.4703874228969658
ACH-000869,-0.5020627558641891
ACH-000872,-0.3660440508680923
ACH-000873,-0.302595109066636
ACH-000876,-0.32973346916065593
ACH-000878,-0.35745065473337223
ACH-000880,-0.5479776205072314
ACH-000881,-0.4673893654500546
ACH-000882,-0.4983298057142197
ACH-000884,-0.26261419281702264
ACH-000885,-0.5162094263409237
ACH-000887,-0.5203806160681598
ACH-000889,-0.5886370244884302
ACH-000896,-0.3851193795082521
ACH-000898,-0.5338546715595383
ACH-000900,-0.5027809570167745
ACH-000901,-0.6225636769133003
ACH-000905,-0.4381788645412831
ACH-000906,-0.3560853203168071
ACH-000907,-0.4736700155725466
ACH-000910,-0.4569317982797138
ACH-000911,-0.4200570745020569
ACH-000912,-0.5286304829032243
ACH-000913,-0.3039104839354836
ACH-000915,-0.361089559340651
ACH-000916,-0.28289218894914103
