,NOS1AP (9722)
ACH-000917,-0.4345831836285127
ACH-000920,-0.4972023857337523
ACH-000921,-0.4386006958352953
ACH-000924,-0.3947989548815398
ACH-000926,-0.44091389687998334
ACH-000928,-0.4595870157469382
ACH-000929,-0.3588769991405749
ACH-000932,-0.3660217369496312
ACH-000935,-0.6063236628662102
ACH-000936,-0.5988995876551407
ACH-000937,-0.6053555138276752
ACH-000938,-0.4186712649686718
ACH-000939,-0.3313026474332421
ACH-000941,-0.37679597146620586
ACH-000943,-0.4214580981683246
ACH-000946,-0.4939662244742464
ACH-000947,-0.41780496884325374
ACH-000948,-0.5952020607273318
ACH-000950,-0.361101745450134
ACH-000953,-0.5349152100013455
ACH-000954,-0.34837406939922433
ACH-000957,-0.4226459009397112
ACH-000958,-0.3812101848725836
ACH-000960,-0.4770103387517344
ACH-000963,-0.5962223726188678
ACH-000968,-0.5125395344146466
ACH-000969,-0.4422039022529343
ACH-000972,-0.4885145639250677
ACH-000973,-0.4671502352919039
ACH-000974,-0.4535188040780467
ACH-000978,-0.4916720421156548
ACH-000984,-0.7223071639668065
ACH-000986,-0.5594858566739674
ACH-000988,-0.595300191696532
ACH-000993,-0.4087161090237972
ACH-000994,-0.39991355212849
ACH-000996,-0.5494600212487514
ACH-001001,-0.3360129785165879
ACH-001020,-0.7546100712562003
ACH-001028,-0.3930985449786282
ACH-001031,-0.4016692500263995
ACH-001038,-0.4471490368871223
ACH-001048,-0.421666669587296
ACH-001050,-0.6263284804511344
ACH-001053,-0.29370266188000105
ACH-001054,-0.4947523995659292
ACH-001061,-0.4157888627171355
ACH-001067,-0.4112716675821763
ACH-001075,-0.4038142971442158
ACH-001096,-0.5489762920168009
ACH-001111,-0.18956894522949372
ACH-001119,-0.4879605723137321
ACH-001128,-0.2684306180043219
ACH-001134,-0.5037999373949871
ACH-001151,-0.5609304956544025
ACH-001163,-0.37905056917072094
ACH-001164,-0.33575509087817074
ACH-001183,-0.3747536050857952
ACH-001192,-0.376542680434272
ACH-001193,-0.30330365804911724
ACH-001196,-0.5156603415882159
ACH-001197,-0.38716686056712135
ACH-001205,-0.5094843298521605
ACH-001211,-0.5980917849634615
ACH-001212,-0.8808165053859139
ACH-001228,-0.495310578926335
ACH-001232,-0.5182970369966677
ACH-001239,-0.5742480851750148
ACH-001270,-0.5155741985247744
ACH-001274,-0.5331333532078142
ACH-001275,-0.4774329146913127
ACH-001277,-0.28931806884592315
ACH-001278,-0.4748898666784974
ACH-001280,-0.6880065280719306
ACH-001283,-0.1603649002189841
ACH-001289,-0.5095369291727898
ACH-001300,-0.5062280241296649
ACH-001301,-0.2002828068441173
ACH-001302,-0.4436610576976155
ACH-001306,-0.462627138622799
ACH-001318,-0.4464550919544856
ACH-001322,-0.44795484052886336
ACH-001328,-0.4551316435460816
ACH-001332,-0.35244876492433336
ACH-001336,-0.3639979301558296
ACH-001346,-0.29628560048005786
ACH-001353,-0.4605517224125929
ACH-001354,-0.3534077622128318
ACH-001367,-0.4507495918721882
ACH-001368,-0.4137205306496453
ACH-001374,-0.4866628131468122
ACH-001377,-0.4259382117170868
ACH-001380,-0.4511953282787997
ACH-001391,-0.4411932396816473
ACH-001408,-0.406211532483537
ACH-001430,-0.520970343984546
ACH-001431,-0.32662979612513954
ACH-001450,-0.5578882591478793
ACH-001496,-0.5021178203923778
ACH-001500,-0.2131817750218114
ACH-001523,-0.36962020584471056
ACH-001532,-0.5689254122858338
ACH-001550,-0.3051255697704561
ACH-001552,-0.7141952172855479
ACH-001554,-0.4370040401572231
ACH-001654,-0.4158514779673653
ACH-001735,-0.5308624021603325
ACH-001736,-0.3667023583901449
ACH-001737,-0.4750579176643732
ACH-001740,-0.5159534907464309
ACH-001745,-0.5327119522834806
ACH-001765,-0.6305912321521828
