,VKORC1L1 (154807)
ACH-000323,-0.13379324620473906
ACH-000324,-0.12397266434605382
ACH-000329,-0.02951003764030461
ACH-000330,-0.284902023257216
ACH-000331,-0.4801929614442138
ACH-000332,-0.22485522120841306
ACH-000334,-0.11739710761642465
ACH-000335,-0.10790346315994108
ACH-000336,-0.13895994358891392
ACH-000337,-0.4383841083869318
ACH-000338,0.15560345292885194
ACH-000339,-0.30792759124650704
ACH-000341,-0.4593339325143864
ACH-000348,-0.2910132932054871
ACH-000350,-0.2524767944505688
ACH-000352,-0.2474532820868164
ACH-000356,-0.24910310738156574
ACH-000361,-0.4109528198561835
ACH-000362,0.3938226584142565
ACH-000363,-0.2302057330615996
ACH-000364,-0.5839861946372141
ACH-000365,-0.2651030632790677
ACH-000366,-0.2247388687286933
ACH-000368,-0.17080969440587834
ACH-000374,-0.2580167992939977
ACH-000375,-0.2842670221880221
ACH-000376,-0.31230222540968955
ACH-000381,-0.3667706768814819
ACH-000383,-0.26400987362243417
ACH-000387,-0.23983001147744695
ACH-000389,-0.3016415274341345
ACH-000390,-0.2889033349248422
ACH-000393,-0.11157644172420783
ACH-000395,-0.3935925783987274
ACH-000396,-0.4216126138414472
ACH-000397,-0.17227886313493834
ACH-000401,-0.2910151508144593
ACH-000402,-0.21398223213082448
ACH-000403,-0.2303300553344983
ACH-000404,-0.4784200147954727
ACH-000406,-0.3393159622620754
ACH-000407,-0.3283625874186157
ACH-000408,-0.160396554968116
ACH-000410,-0.11394704373508192
ACH-000411,-0.4128531545259792
ACH-000414,-0.2929492566515148
ACH-000415,-0.5026836972989028
ACH-000416,-0.24161066008546103
ACH-000420,-0.22956890003748265
ACH-000421,-0.17901302636718516
ACH-000424,-0.275502970445404
ACH-000425,-0.4580273188520869
ACH-000426,-0.418130184151856
ACH-000427,-0.15988234423799386
ACH-000433,-0.1935906941010648
ACH-000435,-0.16579207418465886
ACH-000436,-0.1559889550109154
ACH-000444,-0.22819412511893505
ACH-000445,-0.4921415797682621
ACH-000448,-0.39349499531286497
ACH-000450,-0.35157954547087295
ACH-000452,-0.21716031628911156
ACH-000454,0.08211472202454727
ACH-000458,-0.21104738414037089
ACH-000459,-0.360657027620235
ACH-000460,-0.4592873147706333
ACH-000461,-0.053198283306621234
ACH-000463,-0.3296116358162121
ACH-000464,-0.13573351640349265
ACH-000466,-0.2671453693572383
ACH-000467,-0.08518473404518215
ACH-000468,-0.11099989555611592
ACH-000469,-0.2505813890874834
ACH-000470,-0.2072321842131508
ACH-000471,-0.28939845414046345
ACH-000472,-0.22747228303675954
ACH-000473,-0.2719085479747829
ACH-000475,-0.2840586194805073
ACH-000476,-0.3653569750966521
ACH-000477,-0.37738234978372825
ACH-000479,-0.7213372221762505
ACH-000480,-0.20227339326801624
ACH-000481,-0.20725257561642504
ACH-000483,-0.28938990331243425
ACH-000484,-0.2338187386536579
ACH-000485,-0.11025352017703398
ACH-000486,-0.2369406577841679
ACH-000487,-0.497926670676807
ACH-000488,-0.14819733648128805
ACH-000490,-0.3392996784973321
ACH-000491,-0.2974584287008139
ACH-000495,-0.4960987748221642
ACH-000496,-0.3562459643638252
ACH-000499,-0.2819217062531219
ACH-000500,-0.2528760741861822
ACH-000502,-0.1830411382806202
ACH-000503,-0.2361969781521117
ACH-000505,-0.27384707328540475
ACH-000507,-0.047977604898872865
ACH-000510,-0.3024699789243476
ACH-000511,-0.1009297469314176
ACH-000512,-0.4047022716222137
ACH-000516,-0.15381005612819884
ACH-000517,-0.058749295820163014
ACH-000518,-0.2460028163420646
ACH-000520,-0.229703001606501
ACH-000521,-0.4427610952519136
ACH-000522,-0.3891716823129934
ACH-000524,-0.13109318730081662
ACH-000527,-0.3019965573502098
ACH-000528,-0.17666397916624393
ACH-000537,-0.5596525613397895
ACH-000541,-0.14821652888607173
ACH-000542,-0.488438749535331
ACH-000544,-0.3049386911666185
ACH-000545,-0.15492162013910785
ACH-000547,-0.1536138445596243
ACH-000548,-0.12312335825775544
ACH-000549,-0.3745988733708116
ACH-000550,-0.3397375100255669
ACH-000552,-0.3021789659813489
ACH-000556,-0.03291369865401941
ACH-000557,-0.2821383394713286
ACH-000569,-0.2528842528756331
ACH-000570,-0.3330972004638788
ACH-000571,-0.2936195982872773
ACH-000573,-0.3604901417536415
ACH-000576,-0.4134112276115664
ACH-000579,-0.43648626146168135
ACH-000580,-0.3474007401547001
ACH-000584,-0.2051860355714825
ACH-000585,-0.4067097107910638
ACH-000588,-0.512115102083697
ACH-000589,-0.3575447373088537
ACH-000591,-0.16928089788440984
ACH-000593,-0.17787749593275945
ACH-000600,-0.14975362901958209
ACH-000601,-0.17745967711725044
ACH-000605,-0.3963257334227396
ACH-000606,-0.2447872344301791
ACH-000608,-0.3917190486944771
ACH-000614,-0.10590515289847602
ACH-000616,-0.4256201296495965
ACH-000618,-0.2742597927647529
ACH-000619,-0.28302564958041776
ACH-000620,-0.10836709063416253
ACH-000621,-0.30124627089439704
ACH-000622,-0.3697637023104942
ACH-000623,-0.08568808516168283
ACH-000624,-0.35184929051966113
ACH-000627,-0.5157175005030455
ACH-000630,-0.37690089892140427
ACH-000631,-0.1589379655797502
ACH-000632,-0.12230451140639607
ACH-000633,-0.2610917778863651
ACH-000637,-0.22697899796186005
ACH-000638,-0.2478905488404462
ACH-000646,-0.06268878958099706
ACH-000647,0.02701149149399866
ACH-000648,-0.03583097537705945
ACH-000649,-0.4831914204115152
ACH-000651,-0.20650135209404769
ACH-000652,-0.13150515877047575
ACH-000653,-0.5207221749150764
ACH-000657,-0.3389181561081193
ACH-000658,-0.5453879084797904
ACH-000661,-0.1614280089687987
ACH-000662,-0.18042783776019367
ACH-000663,-0.2807034864935412
ACH-000665,-0.3254629568596628
ACH-000671,-0.2833104513889913
ACH-000672,-0.6032992421447231
ACH-000673,-0.19664766154108454
ACH-000676,-0.3330733316640413
ACH-000677,-0.12062593058375334
ACH-000681,-0.14370833461197702
ACH-000683,-0.13588006641643186
ACH-000684,-0.4105698673156679
ACH-000688,-0.2715083371632049
ACH-000693,-0.1737085741048543
ACH-000694,-0.15193515819489745
ACH-000695,-0.18443333936930206
ACH-000696,-0.08648505144290758
ACH-000697,-0.35045606776980043
ACH-000699,-0.3462786261780916
ACH-000701,0.0027355402723356678
ACH-000706,-0.3782241898078804
ACH-000711,-0.15874634816117572
ACH-000713,-0.2657633446509703
ACH-000714,-0.2421995700354667
ACH-000718,-0.3377631859174142
ACH-000720,-0.10376439876484367
ACH-000721,-0.11704069090471887
ACH-000724,-0.1463700696436725
ACH-000725,-0.3320369355834399
ACH-000732,-0.03259509509598072
ACH-000734,-0.3329387674860467
ACH-000735,-0.1642896544181654
ACH-000736,0.026442583810535342
ACH-000738,-0.2436437091304194
ACH-000746,-0.4233173414779395
ACH-000747,-0.134202888498527
ACH-000748,-0.2238976777967915
ACH-000753,-0.17020497297687825
ACH-000756,-0.052173230493547766
ACH-000757,-0.3090151577235406
ACH-000758,-0.16339855765289205
ACH-000760,-0.13522393808434574
ACH-000762,-0.40877189614256265
ACH-000763,-0.4666395103219693
ACH-000764,-0.4321493361702878
ACH-000765,-0.4146520542607264
ACH-000766,-0.3777695536293613
ACH-000767,-0.2886765303342245
ACH-000768,-0.3836186695422912
ACH-000769,-0.37929628282305894
ACH-000770,-0.3940416934191642
ACH-000771,-0.15226819607020747
ACH-000773,-0.15861982864482174
ACH-000776,-0.22155689743256732
ACH-000777,-0.13028722735630008
ACH-000778,-0.2109726226182815
ACH-000781,-0.1465985468445215
ACH-000782,-0.2881237657366411
ACH-000783,-0.10076694742095506
ACH-000784,-0.09147605336760813
ACH-000785,-0.16101210230880014
ACH-000787,-0.2310347191420441
ACH-000788,-0.3314569444145013
ACH-000791,-0.1968773524662646
ACH-000792,-0.2803535868882982
ACH-000794,-0.10241870140532497
ACH-000796,-0.11712914467383605
ACH-000798,-0.2480239732657121
ACH-000799,-0.1851415492363955
ACH-000800,-0.6269221118124605
ACH-000802,-0.06004226265262288
ACH-000804,-0.18845475988091093
ACH-000805,-0.2366568223117969
ACH-000809,-0.282672002828063
ACH-000810,-0.1554460595768736
ACH-000811,-0.30001716087262675
ACH-000817,-0.3481547088655447
ACH-000819,-0.2949375547004062
ACH-000820,-0.5077766199530683
ACH-000821,-0.674153954388686
ACH-000822,-0.1968899756413772
ACH-000823,-0.2306763396408473
ACH-000824,-0.21147027737738694
ACH-000827,-0.4362420682295174
ACH-000829,-0.10974088966557193
ACH-000831,-0.2045352642741821
ACH-000832,-0.40336211253999066
ACH-000833,-0.20664303673092307
ACH-000834,-0.3439530604306663
ACH-000835,-0.4623955938372334
ACH-000836,0.07652544061097033
ACH-000837,-0.316143252867418
ACH-000838,-0.0499490399418141
ACH-000839,0.024449088214797896
ACH-000840,-0.3020214358029204
ACH-000841,-0.2826576623056329
ACH-000843,-0.2752443528575957
ACH-000846,-0.2428554100876435
ACH-000847,-0.5662785782349786
ACH-000848,-0.2551317301725766
ACH-000849,-0.1754654397760102
ACH-000851,-0.3983349822238465
ACH-000855,-0.2627094344530733
ACH-000856,-0.1294435326602926
ACH-000858,-0.10981210596106722
ACH-000859,0.0647226394680518
ACH-000861,-0.11752608165009396
ACH-000862,-0.05394023167151541
ACH-000865,-0.07515791634754973
ACH-000866,-0.20881040889619876
ACH-000867,-0.3767226643912918
ACH-000869,-0.22348087767262026
ACH-000872,-0.17194997671160442
ACH-000873,-0.08597267380744537
ACH-000876,-0.2502673889983389
ACH-000878,-0.26360416649184903
ACH-000880,-0.2471946575597383
ACH-000881,-0.3838786791342336
ACH-000882,-0.34137300118595065
ACH-000884,-0.2823243498113457
ACH-000885,-0.15223378162108311
ACH-000887,-0.2947379403688833
ACH-000889,-0.4207995377672854
ACH-000896,-0.2186031561841819
ACH-000898,-0.5598704550375487
ACH-000900,-0.07470049933915589
ACH-000901,-0.3059451183383057
ACH-000905,-0.29767559904963403
ACH-000906,-0.2694767892665573
ACH-000907,-0.17347713395554698
ACH-000910,-0.1885945565669594
ACH-000911,-0.28772948383574515
ACH-000912,-0.10890174931711988
ACH-000913,-0.17036964598588486
ACH-000915,-0.2363399301218472
ACH-000916,-0.036630977194512825
ACH-000917,-0.2469267318069808
ACH-000920,-0.05760865974803948
ACH-000921,-0.43386538098406335
ACH-000924,-0.22720586614448465
ACH-000926,-0.4462245419585481
ACH-000928,-0.3458737499228856
ACH-000929,-0.13464988927619118
ACH-000932,-0.37194208240156057
ACH-000935,-0.4422053002933293
ACH-000936,-0.0582493477131825
ACH-000937,-0.11449342492219625
ACH-000938,-0.2374250359618444
ACH-000939,-0.19041755385373305
ACH-000941,-0.21142383682258065
ACH-000943,-0.18695771089917929
ACH-000946,-0.2613261284728069
ACH-000947,-0.2148563440408658
ACH-000948,-0.3437410751755925
ACH-000950,-0.2467959582590153
ACH-000953,-0.08070287787336393
ACH-000954,-0.2186492906823839
ACH-000957,-0.21490051158469756
ACH-000958,-0.2590177636271105
ACH-000960,-0.132169381165301
ACH-000963,-0.229604721385678
ACH-000968,-0.07857335431488678
ACH-000969,-0.16823072144100845
ACH-000972,0.12744773654722988
ACH-000973,-0.20282073834481332
ACH-000974,-0.10653027450479112
ACH-000978,-0.2859025931397147
ACH-000984,-0.2313010938190487
ACH-000986,-0.3412267882790303
ACH-000988,-0.17862205722176733
ACH-000993,-0.07683960867573822
ACH-000994,-0.447310709955159
ACH-000996,-0.057920080953973725
ACH-001001,-0.5557948260861282
ACH-001020,-0.28284228562611424
ACH-001028,-0.5521471537177655
ACH-001031,-0.4939789669070983
ACH-001038,-0.2286162759681096
ACH-001048,-0.2627015333604681
ACH-001050,-0.4760343053350247
ACH-001053,-0.34569892512342376
ACH-001054,-0.2830405422944053
ACH-001061,-0.14391274589745515
ACH-001067,-0.09468046426677636
ACH-001075,-0.3030015914064009
ACH-001096,-0.16499292952071032
ACH-001111,-0.10575769552526217
ACH-001119,-0.23834005914186435
ACH-001128,-0.16780702752021576
ACH-001134,-0.4812438015632491
ACH-001151,-0.22305108956579767
ACH-001163,-0.2850753975903476
ACH-001164,-0.17986339231055745
ACH-001183,-0.3558764499997969
ACH-001192,-0.3087351889837612
ACH-001193,-0.4399780042950173
ACH-001196,-0.3602099784844871
ACH-001197,-0.4513098677913917
ACH-001205,-0.2518536667245666
ACH-001211,-0.37765641899492186
ACH-001212,-0.2923258976372953
ACH-001228,-0.10089959252931216
ACH-001232,-0.11321196961145112
ACH-001239,-0.4163772773763084
ACH-001270,0.01364898699039873
ACH-001274,-0.24413996465934246
ACH-001275,-0.2955568729642257
ACH-001277,-0.031434529137169716
ACH-001278,-0.051706668901283635
ACH-001280,-0.2946497704033601
ACH-001283,-0.12136731379460601
ACH-001289,-0.5896327912450872
ACH-001300,-0.3984964704855986
ACH-001301,-0.3345800931872817
ACH-001302,-0.4137091566700528
ACH-001306,-0.1913874540395265
ACH-001318,-0.11419301397063075
ACH-001322,-0.461117794399953
ACH-001328,-0.2402305420720265
ACH-001332,-0.32841265495142097
ACH-001336,-0.3556921140272588
ACH-001346,-0.19146339009354774
ACH-001353,-0.34410010204490715
ACH-001354,-0.30188248225987085
ACH-001367,-0.8279185904483076
ACH-001368,-0.25602402593567897
ACH-001374,-0.30159540057427503
ACH-001377,-0.2201075298682348
ACH-001380,-0.3898419715854145
ACH-001391,-0.17841912534777998
ACH-001408,-0.1114900539066254
ACH-001430,-0.05921322973865027
ACH-001431,-0.512756572090605
ACH-001450,-0.3131772209650562
ACH-001496,-0.24065492898104016
ACH-001500,-0.3065885726584854
ACH-001523,-0.3660345299875819
ACH-001532,-0.20328229115860708
ACH-001550,-0.1428103508485695
ACH-001552,-0.08816081922190824
ACH-001554,-0.4238380644751123
ACH-001654,-0.13474689152417016
ACH-001735,-0.10471393973032037
ACH-001736,-0.2596375910488296
ACH-001737,-0.39472502567274864
ACH-001740,-0.21634111121294924
ACH-001745,-0.14026031662909194
ACH-001765,-0.2100563282165851
