,IGF2 (3481)
ACH-000004,-0.18819818865034976
ACH-000005,-0.014379757743368684
ACH-000007,0.03178806698169874
ACH-000009,-0.2124832268161824
ACH-000011,0.013378306500823785
ACH-000012,-0.2178155454990136
ACH-000013,-0.09049416989202956
ACH-000014,-0.07097264184782989
ACH-000015,-0.1328641635757597
ACH-000017,-0.02208708480392389
ACH-000018,-0.24393041252624995
ACH-000019,-0.43363807293555584
ACH-000021,-0.12272234130181865
ACH-000022,-0.06645674978534116
ACH-000025,-0.3118050228918953
ACH-000028,-0.23041618580143905
ACH-000030,-0.18513595471569505
ACH-000035,-0.14803094289930965
ACH-000036,-0.20996634924328708
ACH-000037,-0.21666304264408254
ACH-000039,-0.20935873205638014
ACH-000040,-0.2768475624170057
ACH-000041,0.08313041780911506
ACH-000042,-0.2292607140137871
ACH-000045,-0.24422901366426614
ACH-000047,-0.1666145333958398
ACH-000052,0.17475374452618345
ACH-000053,-0.12515843366809018
ACH-000054,-0.1224917939352484
ACH-000055,-0.1889459333419626
ACH-000060,0.06971866813479978
ACH-000067,-0.21168238084377486
ACH-000070,-0.07773968084335307
ACH-000075,-0.3030367741130778
ACH-000078,-0.19748783505479645
ACH-000082,-0.15378386048286874
ACH-000085,-0.11843413034917508
ACH-000086,-0.09230901541267973
ACH-000087,-0.17056370404404142
ACH-000092,-0.132408115677525
ACH-000095,-0.2307267817517842
ACH-000097,-0.2091951957456844
ACH-000098,-0.0631634429651796
ACH-000099,-0.2302442857335681
ACH-000108,-0.2762046375739929
ACH-000113,0.1254606922485673
ACH-000116,-0.08840585147141193
ACH-000118,-0.09952880144131357
ACH-000120,-0.36381190000249936
ACH-000123,-0.13210774644651113
ACH-000127,-0.1476342957094713
ACH-000128,-0.04948247349296156
ACH-000132,-0.15704118574605258
ACH-000133,-0.102553671594881
ACH-000137,-0.060180821863312674
ACH-000138,-0.19938718707822228
ACH-000142,-0.07899248477304288
ACH-000143,-0.03248230166875178
ACH-000146,-0.1415094537985935
ACH-000148,-0.058479974678038775
ACH-000150,-0.1903231043253258
ACH-000152,-0.11015523591068503
ACH-000153,-0.008032770233224604
ACH-000159,-0.1071860655202892
ACH-000160,-0.11743244701414125
ACH-000163,-0.014053459064961393
ACH-000167,-0.7175137587569509
ACH-000168,0.0009678649531984582
ACH-000169,-0.3095029641381838
ACH-000178,-0.03843945268632516
ACH-000183,-0.3887677519795123
ACH-000188,-0.1864178908393072
ACH-000189,-0.08676845899270179
ACH-000190,0.1785374661348238
ACH-000198,-0.2467186179895175
ACH-000203,0.2839017938820667
ACH-000204,-0.2344628022426378
ACH-000206,-0.1302709452564018
ACH-000207,-0.03861970776483936
ACH-000208,0.10996582809172126
ACH-000210,-0.4461989023128272
ACH-000211,-0.08523162048356288
ACH-000215,-0.046352684455421234
ACH-000221,0.045244281144135486
ACH-000222,-0.013805502176601956
ACH-000223,-0.1354301158970495
ACH-000226,-0.03147219284293022
ACH-000227,-0.20310365826361346
ACH-000228,-0.1915111247865476
ACH-000231,-0.14500600364003946
ACH-000232,-0.1324666592382816
ACH-000233,-0.28135374921723016
ACH-000234,-0.21997444563144414
ACH-000235,-0.15317933285678886
ACH-000237,-0.06771037195120078
ACH-000238,-0.06195821594419423
ACH-000242,-0.06791879355169621
ACH-000243,-0.10729547122980528
ACH-000244,0.0050680137117386816
ACH-000246,-0.18846797459734707
ACH-000248,-0.2049826943209667
ACH-000250,-0.16239489053241982
ACH-000251,-0.10316860440494928
ACH-000252,-0.2442992678580985
ACH-000253,-0.1312958363984032
ACH-000255,0.06536928046085598
ACH-000256,-0.2362412178725188
ACH-000257,-0.15494013549461105
ACH-000258,-0.1816599617597111
ACH-000259,-0.3457540892270503
ACH-000260,-0.18073671967834612
ACH-000261,-0.20968206522959504
ACH-000262,-0.0787938466012044
ACH-000263,-0.4957424994279298
ACH-000264,-0.13940553022114885
ACH-000265,-0.12618446206345507
ACH-000266,-0.18444529610359414
ACH-000272,-0.1335761296243443
ACH-000274,-0.12777396414934158
ACH-000277,-0.09046566538722488
ACH-000278,-0.005143315916493996
ACH-000279,-0.07268846990207642
ACH-000280,-0.12982783368706066
ACH-000281,-0.24196259557285502
ACH-000288,-0.1181215262950642
ACH-000291,-0.21770150139925915
ACH-000293,-0.27465414108017383
ACH-000294,-0.15786591467917965
ACH-000295,-0.035716994757778266
ACH-000296,-0.2346735688935383
ACH-000302,-0.04775119811483692
ACH-000304,-0.11991476677190932
ACH-000307,-0.20071241680231636
ACH-000308,-0.07735412639843636
ACH-000310,-0.06287561844103738
ACH-000311,-0.13522538668648976
ACH-000312,-0.2261406440521771
ACH-000315,-0.3573445556063741
ACH-000316,-0.20222517267657472
ACH-000317,-0.14180974012529546
ACH-000318,-0.06980455187178715
ACH-000319,-0.22087059712332094
