,TRMT2A (27037)
ACH-000004,0.029890758484114
ACH-000005,0.06388006137818247
ACH-000007,-0.1645563481080794
ACH-000009,-0.03673058451228765
ACH-000011,-0.15311970942431233
ACH-000012,-0.12246528801629725
ACH-000013,-0.11324881411864472
ACH-000014,-0.11920269658466312
ACH-000015,-0.07934282321586636
ACH-000017,-0.09627469404302623
ACH-000018,-0.09560362610150493
ACH-000019,0.06357122503736037
ACH-000021,-0.07924641329633063
ACH-000022,0.017575162160495875
ACH-000025,-0.2781562788920993
ACH-000028,-0.17420526350533946
ACH-000030,-0.1606379273027139
ACH-000035,-0.17632127730479033
ACH-000036,-0.13546824923317508
ACH-000037,-0.05498987836139205
ACH-000039,0.06237732836653636
ACH-000040,-0.03027973744039216
ACH-000041,-0.1839525493917488
ACH-000042,-0.2561664787412369
ACH-000045,-0.0936640538987366
ACH-000047,-0.11457660871371762
ACH-000052,-0.1967813995829321
ACH-000053,0.013097343657435987
ACH-000054,-0.11728122212694846
ACH-000055,-0.07371190549958899
ACH-000060,-0.19864436697410934
ACH-000067,-0.14786559797303264
ACH-000070,-0.11382409987402604
ACH-000075,0.030365327128234608
ACH-000078,-0.04127963267315631
ACH-000082,-0.05144127170730313
ACH-000085,0.02106176146580628
ACH-000086,-0.005755364442008565
ACH-000087,-0.07368498289666771
ACH-000092,-0.2346465701390653
ACH-000095,-0.141477243413013
ACH-000097,0.09993539206901916
ACH-000098,-0.2212823919468168
ACH-000099,-0.12292572288019962
ACH-000108,-0.16525976327216427
ACH-000113,-0.04596417093370115
ACH-000116,-0.044046141285920416
ACH-000118,-0.13235913640425528
ACH-000120,-0.06313016725921221
ACH-000123,-0.08196676984922087
ACH-000127,0.01964310234463405
ACH-000128,-0.0482740341797955
ACH-000132,-0.1984343537679588
ACH-000133,-0.20027386024812854
ACH-000137,-0.1935700920130748
ACH-000138,0.0181936053256097
ACH-000142,0.0400089266736044
ACH-000143,-0.08468989302627289
ACH-000146,-0.0958502525662856
ACH-000148,0.09951520338471133
ACH-000150,-0.17769434561052455
ACH-000152,-0.056604722805753224
ACH-000153,0.0125978526522928
ACH-000159,0.017249108806681786
ACH-000160,-0.07961255956607137
ACH-000163,-0.10308767254236252
ACH-000167,-0.3846598663155191
ACH-000168,-0.005922219689780979
ACH-000169,-0.19135848829230426
ACH-000178,-0.08687488875364924
ACH-000183,-0.09198079427915452
ACH-000188,-0.044669528504158
ACH-000189,-0.011160671769366349
ACH-000190,0.06109620403513645
ACH-000198,-0.02538389638628119
ACH-000203,-0.08265737766289948
ACH-000204,0.09355083974855588
ACH-000206,0.06770546703485238
ACH-000207,0.008143266580957318
ACH-000208,-0.1044828058577184
ACH-000210,0.06410211271452879
ACH-000211,-0.0014114805985617393
ACH-000215,-0.1932104978863471
ACH-000221,-0.07177222445117487
ACH-000222,-0.041679386046185485
ACH-000223,-0.12505792505749305
ACH-000226,-0.056992798110758525
ACH-000227,-0.25326338993087205
ACH-000228,-0.08735528677944285
ACH-000231,-0.16486012748791967
ACH-000232,-0.22506045748121256
ACH-000233,-0.19103648042958168
ACH-000234,-0.02449423434193173
ACH-000235,-0.10660362621578973
ACH-000237,0.10048120145158562
ACH-000238,-0.10674462603808683
ACH-000242,0.048800838669093766
ACH-000243,-0.1154965749811304
ACH-000244,-0.18914601961018448
ACH-000246,0.01792337752373874
ACH-000248,-0.04832742602734263
ACH-000250,-0.01995533636871152
ACH-000251,0.02288318555558935
ACH-000252,-0.0664407411845051
ACH-000253,0.03708835645960326
ACH-000255,-0.18481946206748606
ACH-000256,-0.1768997173109473
ACH-000257,-0.0403703351389645
ACH-000258,-0.026997006312492997
ACH-000259,-0.12789533821117458
ACH-000260,-0.047602467948623474
ACH-000261,-0.03607596834758581
ACH-000262,0.10080554064072172
ACH-000263,-0.0547216138726758
ACH-000264,-0.2133456248140312
ACH-000265,-0.200460396272012
ACH-000266,-0.08648165129488451
ACH-000272,-0.0734335563039244
ACH-000274,-0.07321396743697202
ACH-000277,-0.11111330428005416
ACH-000278,-0.20346197435883434
ACH-000279,-0.09172177104954764
ACH-000280,-0.08985141785540995
ACH-000281,-0.18591808702646287
ACH-000288,-0.16002087078663402
ACH-000291,-0.03336942144749742
ACH-000293,-0.08014825463087055
ACH-000294,-0.011387381846545171
ACH-000295,-0.14740482259991922
ACH-000296,-0.06974102920403373
ACH-000302,-0.1791105458681092
ACH-000304,-0.11563468662850293
ACH-000307,-0.08722570740439088
ACH-000308,-0.09809569506722544
ACH-000310,-0.06506786056891957
ACH-000311,-0.04958694536134497
ACH-000312,-0.007344491769550758
ACH-000315,-0.2487395484937147
ACH-000316,-0.013999519082769984
ACH-000317,0.238098341673352
ACH-000318,-0.08554349666366479
ACH-000319,-0.1376839880366461
ACH-000320,-0.007769921183075034
ACH-000322,-0.1629369155140892
ACH-000323,-0.21077764641429828
ACH-000324,-0.16526519068197512
ACH-000329,-0.11981327904438105
ACH-000330,-0.17080288918921407
ACH-000331,-0.1189355126790136
ACH-000332,-0.11968016296817614
ACH-000334,0.04268195073391325
ACH-000335,-0.058663367910409575
ACH-000336,0.16627579933744638
ACH-000337,-0.17483407642812354
ACH-000338,-0.0026145688077997627
ACH-000339,-0.08444173908613849
ACH-000341,-0.13129486273840552
ACH-000348,-0.10194959029109203
ACH-000350,-0.07752951986649081
ACH-000352,-0.15772800735756698
ACH-000356,-0.15470884750159936
ACH-000361,0.11865626325106167
ACH-000362,-0.028050456854572612
ACH-000363,0.04176817339479631
