,UNC13A (23025)
ACH-000004,-0.006231044311823165
ACH-000005,-0.031363723150202666
ACH-000007,0.12930218243108993
ACH-000009,0.11150303354550624
ACH-000011,0.12083515067054175
ACH-000012,-0.02932877287938148
ACH-000013,-0.03475426075364026
ACH-000014,-0.09774733547598688
ACH-000015,-0.1191134226308597
ACH-000017,0.004721085438448453
ACH-000018,-0.017765921213606466
ACH-000019,-0.09765991985479468
ACH-000021,-0.06903491989047762
ACH-000022,-0.04793022188608654
ACH-000025,0.03129183307763948
ACH-000028,0.00607641564348847
ACH-000030,-0.1138852594737272
ACH-000035,-0.020372179705462352
ACH-000036,0.1965349296809409
ACH-000037,0.006646473853103347
ACH-000039,0.1372745578840655
ACH-000040,-0.04076256259446353
ACH-000041,-0.06118076032890187
ACH-000042,-0.07311174792573838
ACH-000045,0.08420400820902879
ACH-000047,0.07616943250259903
ACH-000052,-0.1226334675297714
ACH-000053,0.0032444494693689096
ACH-000054,-0.019365923732098916
ACH-000055,0.14604185126238947
ACH-000060,0.047378545175309206
ACH-000067,-0.01319248394113283
ACH-000070,-0.06486117789654282
ACH-000075,0.08508401242978393
ACH-000078,0.0758768117907419
ACH-000082,-9.456901257400252e-05
ACH-000085,-0.1520842515107674
ACH-000086,0.03772045661581428
ACH-000087,0.1607782340225776
ACH-000092,0.0412836064876583
ACH-000095,0.0008438548393756522
ACH-000097,-0.02178957944777086
ACH-000098,-0.09104793107115383
ACH-000099,0.031663736942213284
ACH-000108,-0.034574005280689955
ACH-000113,-0.09920839929912352
ACH-000116,-0.12743890300474192
ACH-000118,0.03372331628547105
ACH-000120,0.09867391905807067
ACH-000123,-0.09402902025056267
ACH-000127,-0.1264481576769788
ACH-000128,-0.05111599916575068
ACH-000132,-0.032799328851332375
ACH-000133,-0.003181199458580429
ACH-000137,0.04697743237432228
ACH-000138,-0.029469714603599206
ACH-000142,-0.021755130067438958
ACH-000143,-0.1124340165083826
ACH-000146,-0.02283721062897276
ACH-000148,-0.02367563230015904
ACH-000150,-0.060585139309885676
ACH-000152,-0.037321355706219576
ACH-000153,0.009502943368253663
ACH-000159,-0.06298003969250847
ACH-000160,0.10889527231127202
ACH-000163,-0.11031785498561814
ACH-000167,0.012863461571642773
ACH-000168,0.009161886724917393
ACH-000169,0.03984363141123248
ACH-000178,0.029298485882927387
ACH-000183,-0.0020749291728256783
ACH-000188,-0.11345244883680455
ACH-000189,-0.04646506159782046
ACH-000190,-0.012510269179585028
ACH-000198,-0.12574381002563512
ACH-000203,-0.11886785261767625
ACH-000204,-0.021177983079185957
ACH-000206,0.11892806363845396
ACH-000207,0.04511517733820397
ACH-000208,0.5422920795839543
ACH-000210,0.08311971852824385
ACH-000211,-0.033097123026839564
ACH-000215,0.051410120290386684
ACH-000221,-0.12000264277047837
ACH-000222,0.11015213481979076
ACH-000223,0.02309200797008929
ACH-000226,0.05390560552721629
ACH-000227,-0.20377358192960315
ACH-000228,-0.0700088244813338
ACH-000231,0.07229730322242592
ACH-000232,0.032893632504672615
ACH-000233,-0.09123583985685094
ACH-000234,-0.0388695060324316
ACH-000235,-0.01979966700256352
ACH-000237,-0.0013975219925357976
ACH-000238,0.14440351345032726
ACH-000242,0.08452506861025558
ACH-000243,-0.07511305338707477
ACH-000244,-0.024372049754597797
ACH-000246,0.02363046421665573
ACH-000248,-0.12183965034981545
ACH-000250,-0.03308279129455891
ACH-000251,-0.08661834024511471
ACH-000252,0.005786062303906637
ACH-000253,-0.04508299713410775
ACH-000255,-0.11446811415742775
ACH-000256,0.050580325716057056
ACH-000257,-0.009699043369631288
ACH-000258,0.11295511529505177
ACH-000259,0.06739778485745686
ACH-000260,-0.02069812783040699
ACH-000261,-0.0584298204944247
ACH-000262,0.05043332726071315
ACH-000263,-0.2773161766180495
ACH-000264,0.016322575844613094
ACH-000265,0.05827747320571924
ACH-000266,-0.019583641214856017
ACH-000272,-0.1255344247664066
ACH-000274,0.017350869881005385
ACH-000277,-0.05497634230382386
ACH-000278,0.011579471587959344
ACH-000279,0.01188536649475166
ACH-000280,-0.032037336415010984
ACH-000281,-0.02313158440820284
ACH-000288,0.01625951180185779
ACH-000291,-0.10897501358872086
ACH-000293,-0.01691652044509906
ACH-000294,-0.11285974678200406
ACH-000295,0.07947154648479668
ACH-000296,-0.22703746805191935
ACH-000302,-0.062175224880540725
ACH-000304,0.07484355197894488
ACH-000307,-0.11851218801040796
ACH-000308,0.048730925081085466
ACH-000310,0.0285162105553604
ACH-000311,0.0635106904683834
ACH-000312,-0.02596610510549856
ACH-000315,0.00347837215917838
ACH-000316,0.018565175504564442
ACH-000317,0.14256585104537875
ACH-000318,-0.15506785253902755
ACH-000319,0.0067598164284149885
ACH-000320,-0.017277417015756958
ACH-000322,0.05634475180498703
ACH-000323,0.0015477314452640536
ACH-000324,-0.011745516400837168
ACH-000329,-0.019353291761032225
ACH-000330,0.015842194592284732
ACH-000331,0.0350692451992705
ACH-000332,-0.07054208868857917
ACH-000334,0.07224910842324772
ACH-000335,0.06922311410169657
ACH-000336,-0.017117446836807392
ACH-000337,-0.05237442037447401
ACH-000338,-0.16584723881959626
ACH-000339,-0.012956716618647238
ACH-000341,-0.1049626502449229
ACH-000348,-0.0244846900607724
ACH-000350,-0.013124192105278121
ACH-000352,-0.08535698137539673
ACH-000356,-0.12903650247288298
ACH-000361,0.0031212188638356287
ACH-000362,0.05536880310206254
ACH-000363,0.045834125171599814
ACH-000364,-0.013959811084254394
ACH-000365,-0.020579884597258964
ACH-000366,-0.14861889937316475
ACH-000368,0.007622697128423039
ACH-000374,-0.13568846556571226
ACH-000375,-0.1566994389968836
ACH-000376,0.1894164687783495
ACH-000381,0.04416513301766545
ACH-000383,-0.01747532908970829
ACH-000387,0.07221488238932704
ACH-000389,-0.12172600240055502
ACH-000390,-0.07078484967167227
ACH-000393,-0.0369816149027548
ACH-000395,-0.351931969231007
ACH-000396,0.013085444882419462
ACH-000397,0.031009160112913013
ACH-000401,-0.07386948630907986
ACH-000402,0.017666764899342182
ACH-000403,0.03846629125863252
ACH-000404,-0.1821974525787592
ACH-000406,-0.013128559299985385
ACH-000407,-0.029761092993594605
ACH-000408,-0.16705398202294813
ACH-000410,-0.12296859431670674
ACH-000411,0.12217453389142548
ACH-000414,-0.028413447229347376
ACH-000415,0.03134331473623373
ACH-000416,-0.08913170333208335
ACH-000420,-0.1079584115699633
ACH-000421,-0.0637357644071218
ACH-000424,-0.03668584093794002
ACH-000425,-0.033831917933854184
ACH-000426,-0.010953736599742985
ACH-000427,0.041098369401530783
ACH-000433,-0.09349984771092967
ACH-000435,0.07962944150939348
ACH-000436,0.14721710374118188
ACH-000444,0.014565582427308491
ACH-000445,-0.04501628948491105
ACH-000448,-0.037641552487684575
ACH-000450,0.048569766856986205
ACH-000452,-0.09124890646179597
ACH-000454,-0.2999604666577397
ACH-000458,-0.07945162900214317
ACH-000459,0.07744758400616157
ACH-000460,-0.013281299291143077
ACH-000461,-0.17733784058886048
ACH-000463,-0.052283353507556016
ACH-000464,-0.05565953947875138
ACH-000466,-0.03351694656595749
ACH-000467,-0.021503971292607692
ACH-000468,-0.01937914144484659
ACH-000469,-0.07095090088646819
ACH-000470,-0.01649736615734332
ACH-000471,0.008267394729582836
ACH-000472,-0.07808595645764634
ACH-000473,-0.048091934650900885
ACH-000475,0.039866040007743984
ACH-000476,-0.07900015497377252
ACH-000477,0.07067240582836927
ACH-000479,0.2473071728714833
ACH-000480,0.1914163384524102
ACH-000481,-0.03374646629312799
ACH-000483,-0.0042445727785903175
ACH-000484,0.009494197592543056
ACH-000485,-0.016758293232287957
ACH-000486,0.03683587017011723
ACH-000487,-0.09992081924513473
ACH-000488,0.0022272384285924145
ACH-000490,0.04296121170524177
ACH-000491,-0.1307433569983254
ACH-000495,0.017433502650172513
ACH-000496,-0.0930631292233493
ACH-000499,-0.13320749862662112
ACH-000500,-0.06051848365547504
ACH-000502,0.03665788305738883
ACH-000503,-0.17520630087372993
ACH-000505,-0.08803793377133412
ACH-000507,-0.09478906807753912
ACH-000510,0.011608640145785791
ACH-000511,-0.032762367296578485
