,VPREB1 (7441)
ACH-000004,-0.07249639988821106
ACH-000005,0.008462632942151228
ACH-000007,-0.06360464904301961
ACH-000009,0.009118588190635752
ACH-000011,-0.04301870557304823
ACH-000012,-0.033636697599649934
ACH-000013,0.026897374778583043
ACH-000014,-0.044142537119092135
ACH-000015,-0.106483600348167
ACH-000017,0.030097828315482883
ACH-000018,0.01857155565769
ACH-000019,-0.09841624597781397
ACH-000021,0.007866048811345309
ACH-000022,-0.08341077424958927
ACH-000025,-0.02204225963074431
ACH-000028,0.05794673772469865
ACH-000030,-0.03403742323235092
ACH-000035,-0.10257572403611276
ACH-000036,-0.05454602604075488
ACH-000037,-0.040128158792798733
ACH-000039,0.23537649212243725
ACH-000040,0.06993307558969787
ACH-000041,-0.037517209866954435
ACH-000042,-0.2783794165487063
ACH-000045,-0.2014989549681732
ACH-000047,-0.04905340246000575
ACH-000052,0.15051371483600934
ACH-000053,-0.08413810301482624
ACH-000054,-0.03620580388346817
ACH-000055,0.06653241994508816
ACH-000060,-0.15292347316247634
ACH-000067,-0.013413061772487377
ACH-000070,0.12255601377478133
ACH-000075,0.20738844309689644
ACH-000078,-0.07653484098078038
ACH-000082,0.04279222624280113
ACH-000085,-0.010547474516177465
ACH-000086,0.22446796213113346
ACH-000087,-0.1096185957414912
ACH-000092,-0.07870147923283065
ACH-000095,0.007414569380591462
ACH-000097,-0.07277625409178788
ACH-000098,-0.0566800286794112
ACH-000099,-0.09690516817754324
ACH-000108,-0.10790361193527648
ACH-000113,-0.01752456419278991
ACH-000116,-0.009548859760798813
ACH-000118,-0.12282252037951545
ACH-000120,-0.05543349896463485
ACH-000123,0.05060917801858101
ACH-000127,-0.029431647547728743
ACH-000128,0.0272988172472046
ACH-000132,0.0780141247265433
ACH-000133,-0.00385086080919869
ACH-000137,-0.029534759462225224
ACH-000138,0.051701925205078436
ACH-000142,0.13465782329840162
ACH-000143,-0.19888175515073808
ACH-000146,-0.016618386795850818
ACH-000148,-0.02295621008342564
ACH-000150,-0.1069318335776298
ACH-000152,0.01777185280820351
ACH-000153,0.13277212002181388
ACH-000159,0.07150481173007266
ACH-000160,0.011866678882616373
ACH-000163,-0.04301356754802603
ACH-000167,0.13364146745190358
ACH-000168,-0.13982681947499376
ACH-000169,-0.03141747217881144
ACH-000178,0.010514874687196646
ACH-000183,-0.19209036219638476
ACH-000188,0.006608377476571112
ACH-000189,0.08670509063116917
ACH-000190,-0.07148012791360184
ACH-000198,-0.11025717295764943
ACH-000203,-0.3806321486242735
ACH-000204,0.043505139297467264
ACH-000206,-0.12841957963287706
ACH-000207,0.026798988854849208
ACH-000208,0.2451380684900837
ACH-000210,-0.03075048562429399
ACH-000211,-0.1799492249465995
ACH-000215,0.006718058836746295
ACH-000221,0.034807283257541045
ACH-000222,-0.21511193221728486
ACH-000223,0.0
ACH-000226,-0.030480300981521213
ACH-000227,-0.11976638673635995
ACH-000228,-0.1138349249063094
ACH-000231,-0.14852452795299978
ACH-000232,-0.08358668614917539
ACH-000233,-0.17186918664748035
ACH-000234,-0.029711840610775368
ACH-000235,0.02096442741686501
ACH-000237,-0.05149476355604655
ACH-000238,-0.14986548858703502
ACH-000242,0.0061706517610439675
ACH-000243,-0.11144857173249001
ACH-000244,-0.22783529928519625
ACH-000246,0.07594865296523498
ACH-000248,-0.26542805484091564
ACH-000250,0.07996350122244
ACH-000251,0.11421953998286755
ACH-000252,-0.02078094397494376
ACH-000253,-0.01908354784926196
ACH-000255,-0.09164261437382501
ACH-000256,-0.2418741333430989
ACH-000257,0.10640874179706274
ACH-000258,0.027610291158677837
ACH-000259,-0.025577500739172088
ACH-000260,-0.17100473656173504
ACH-000261,0.21821232154865056
ACH-000262,-0.09607890934884757
ACH-000263,-0.04944682060486452
ACH-000264,-0.12762445650042545
ACH-000265,-0.1480416396900696
ACH-000266,0.005585441744719992
ACH-000272,0.0009104677934938432
ACH-000274,-0.03770775345320908
ACH-000277,-0.060702861026968986
ACH-000278,-0.24710362969038616
ACH-000279,-0.16649509538547946
ACH-000280,0.007563545110835923
ACH-000281,0.06116590394363802
ACH-000288,-0.0024305097969342234
ACH-000291,-0.18301403318245987
ACH-000293,-0.09813506135833903
ACH-000294,0.21605284867927624
ACH-000295,-0.0085560485994335
ACH-000296,-0.09828242929257068
ACH-000302,-0.1305911745843652
ACH-000304,-0.04262380893474106
ACH-000307,-0.07581444859080076
ACH-000308,-0.002697468500484391
ACH-000310,-0.08217296791588365
ACH-000311,-0.07158997817441885
ACH-000312,-0.12772629333470678
ACH-000315,-0.025295091448311213
ACH-000316,-0.04659063127789122
ACH-000317,0.19958165615228307
ACH-000318,-0.033601805433380136
ACH-000319,-0.07001698072975247
ACH-000320,0.10916974650496997
ACH-000322,0.07172499608596662
ACH-000323,-0.17079532342107173
ACH-000324,0.1266390585251745
ACH-000329,0.11493480408329534
ACH-000330,-0.2739711672993046
ACH-000331,0.11515889506277377
ACH-000332,-0.05328750393505696
ACH-000334,-0.18592783564597995
ACH-000335,-0.2388838780804613
