,OR2J2 (26707)
ACH-000004,-0.052192847991867936
ACH-000005,-0.1222135508278133
ACH-000007,0.05851700933412845
ACH-000009,0.06605364845869244
ACH-000011,-0.13650537019569778
ACH-000012,0.0055726962069900035
ACH-000013,0.0384291652741212
ACH-000014,-0.12985757865113293
ACH-000015,0.10788219714021834
ACH-000017,0.009477653799046616
ACH-000018,0.0030340886440421554
ACH-000019,-0.01900310712248406
ACH-000021,-0.0016068682841977515
ACH-000022,0.07563378199882753
ACH-000025,0.10687861345273404
ACH-000028,0.16594594651377778
ACH-000030,0.10168131193579548
ACH-000035,0.14579018955474762
ACH-000036,-0.06426607326049626
ACH-000037,0.07696856282781744
ACH-000039,0.06581338294474166
ACH-000040,0.00996665617419467
ACH-000041,0.040252462757802684
ACH-000042,0.07771114893574409
ACH-000045,0.06542503072651852
ACH-000047,-0.01610278206879691
ACH-000052,0.0
ACH-000053,0.011483155863963104
ACH-000054,0.04101524186304808
ACH-000055,0.004809124223704222
ACH-000060,-0.07120947411629869
ACH-000067,0.12375442603462734
ACH-000070,0.2030111509221799
ACH-000075,0.31368680607458643
ACH-000078,0.1329254545907195
ACH-000082,0.08011953544955014
ACH-000085,-0.030754634137280787
ACH-000086,0.0793376055241744
ACH-000087,-0.07857044453428913
ACH-000092,-0.08440869334542457
ACH-000095,-0.10875620573001568
ACH-000097,0.0023493415880243467
ACH-000098,-0.02280003979836684
ACH-000099,-0.0055950915726482855
ACH-000108,0.015101249279849
ACH-000113,-0.040383645558777236
ACH-000116,0.0057552748801467475
ACH-000118,-0.00945847885408884
ACH-000120,0.010199658768832557
ACH-000123,0.12058146656660082
ACH-000127,0.007670572387827718
ACH-000128,0.029441605952380587
ACH-000132,0.09258895659643253
ACH-000133,0.07944069492364861
ACH-000137,-0.08900477491834959
ACH-000138,-0.0933287938776074
ACH-000142,0.03424425937517776
ACH-000143,0.14179272486913566
ACH-000146,-0.04273753844261704
ACH-000148,0.16605159192576366
ACH-000150,-0.043737121810214566
ACH-000152,0.006350764951419951
ACH-000153,0.014135926875753631
ACH-000159,0.0593269633170643
ACH-000160,-0.04844806910126016
ACH-000163,0.16129007630362385
ACH-000167,-0.28595178741290306
ACH-000168,-0.09419428341061273
ACH-000169,-0.00613148741769216
ACH-000178,0.03334143907924335
