,TGFB2 (7042)
ACH-000004,0.3324579538325902
ACH-000005,0.04008903085955984
ACH-000007,0.08644749518934927
ACH-000009,-0.002654821434763548
ACH-000011,0.11518879805478174
ACH-000012,0.11046938779867588
ACH-000013,0.1046916018250715
ACH-000014,-0.03651523294100243
ACH-000015,-0.0012386402656155294
ACH-000017,0.11243955582736867
ACH-000018,-0.05098167408314564
ACH-000019,0.036115067408492726
ACH-000021,-0.026848460132514768
ACH-000022,0.14311849145134828
ACH-000025,-0.01872405527286585
ACH-000028,0.02334703708653719
ACH-000030,-0.012476903218870995
ACH-000035,0.14836424554988065
ACH-000036,0.09999703953153118
ACH-000037,0.02487792722645917
ACH-000039,-0.07814514807023566
ACH-000040,0.03959327458278891
ACH-000041,0.17622635219085142
ACH-000042,0.09006192293885686
ACH-000045,0.1006593934101612
ACH-000047,0.008126627872868077
ACH-000052,0.1926341447562098
ACH-000053,0.034051148156938466
ACH-000054,0.11533526085544756
ACH-000055,0.08943948831650655
ACH-000060,0.06873818322420651
ACH-000067,0.062096446639941225
ACH-000070,0.15403805498302173
ACH-000075,0.004470503734277222
ACH-000078,0.050718330646008884
ACH-000082,0.013958056864824698
ACH-000085,0.3782163086821111
ACH-000086,0.0674556658567589
ACH-000087,0.2325903832521078
ACH-000092,0.014905554608438756
ACH-000095,0.029456016661120462
ACH-000097,0.2332696510907468
ACH-000098,0.10221403033502126
ACH-000099,0.097468176713551
ACH-000108,0.16229463875478695
ACH-000113,0.07324870672412419
ACH-000116,0.2743142066205265
ACH-000118,0.1965082093536244
ACH-000120,0.10576147684593036
ACH-000123,0.12830909349423902
ACH-000127,0.08700275463020228
ACH-000128,0.06995933578165991
ACH-000132,0.02487087868256914
ACH-000133,0.1200659368964443
ACH-000137,0.13285076876358354
ACH-000138,0.23177131714907534
ACH-000142,0.19913917362206274
ACH-000143,0.09428246374567197
ACH-000146,0.014068263514925029
ACH-000148,0.10313472234445807
ACH-000150,0.023159312025454515
ACH-000152,0.08707130042053911
ACH-000153,0.024996843176419373
ACH-000159,-0.04126152725076464
ACH-000160,0.14093328004364272
ACH-000163,0.14543434962695573
ACH-000167,0.19055454665032565
ACH-000168,0.0953669697025878
ACH-000169,0.18134020252327324
ACH-000178,0.0944242023554151
ACH-000183,0.07728415209797111
ACH-000188,0.10461116379643072
ACH-000189,0.018832551776769825
ACH-000190,0.0374286827441392
ACH-000198,0.14047316041276758
ACH-000203,-0.05345477523709726
ACH-000204,-0.0755176179261169
ACH-000206,0.33725959800843075
ACH-000207,0.09274709811884416
ACH-000208,0.22789317120061844
ACH-000210,-0.028968956424577724
ACH-000211,0.15976109192059568
ACH-000215,0.15289679916000046
ACH-000221,0.08111089413779879
ACH-000222,0.23810103421847464
ACH-000223,-0.007846786689077853
ACH-000226,-0.044249218745981485
ACH-000227,-0.1486449943050976
ACH-000228,-0.07506238588044972
ACH-000231,-0.0046643587241470075
ACH-000232,0.08681864116042715
ACH-000233,0.21215183981101907
ACH-000234,0.10915500865394237
ACH-000235,0.04525516131193274
ACH-000237,0.10418785673537537
ACH-000238,0.04393792606538478
ACH-000242,0.04463026345166995
ACH-000243,0.14185007735021202
ACH-000244,0.07928506009266842
ACH-000246,0.07148572271464974
ACH-000248,0.04149509143149998
ACH-000250,0.10560402784648083
ACH-000251,-0.002107879577855088
ACH-000252,-0.026360794927800683
ACH-000253,0.14517075232794618
ACH-000255,0.15768911834425925
ACH-000256,0.1204160522330165
ACH-000257,0.03843860629250847
ACH-000258,0.14197268269469376
ACH-000259,0.17715185267635214
ACH-000260,0.13830128389657784
ACH-000261,0.06338642303850332
ACH-000262,0.040018799043037824
ACH-000263,0.04446101177942847
ACH-000264,0.030776196573731318
ACH-000265,0.102549754368291
ACH-000266,0.04632698433860261
ACH-000272,0.029422701672122083
ACH-000274,0.06111643038704408
ACH-000277,0.08758340702074659
ACH-000278,0.12120727482932585
ACH-000279,0.17879510803369195
ACH-000280,0.015346140340689185
ACH-000281,-0.13752715932737772
ACH-000288,0.0830908320541051
ACH-000291,0.0606902337448745
ACH-000293,0.12768874280624185
ACH-000294,-0.03574095536813157
ACH-000295,0.10183748616068286
ACH-000296,0.2280558938095733
ACH-000302,-0.003460606943095377
ACH-000304,-0.10593196205875173
ACH-000307,0.1748328333332912
ACH-000308,0.09260956412683692
ACH-000310,0.09212742152422182
ACH-000311,0.17167244335789278
ACH-000312,0.10091309707922544
ACH-000315,-0.024344719978178872
ACH-000316,-0.03659511980298652
ACH-000317,0.20195687491224446
ACH-000318,0.1738325489179868
ACH-000319,0.12335169360148322
ACH-000320,0.165692063801522
ACH-000322,0.03962522783888114
ACH-000323,-0.03836547881597585
ACH-000324,0.1504798219507533
ACH-000329,0.015591795505089216
ACH-000330,0.10405061980645262
ACH-000331,0.034467718559686264
ACH-000332,0.17279684133606907
ACH-000334,0.171064956685669
ACH-000335,-0.0007990919669528374
ACH-000336,0.26124773673338125
ACH-000337,0.1983790286803294
ACH-000338,0.7808004633868605
ACH-000339,0.0531133165485222
ACH-000341,-0.04742516674567701
ACH-000348,0.11702452301860194
ACH-000350,0.0680479132703693
ACH-000352,0.10763681431425934
ACH-000356,-0.03554239785065367
ACH-000361,0.219710460928543
ACH-000362,-0.008476329227829633
ACH-000363,0.16982143382634768
ACH-000364,0.10025739896363813
ACH-000365,0.07649566037944618
ACH-000366,0.04874220325221674
ACH-000368,0.2500735117572048
ACH-000374,-0.0965234528091452
ACH-000375,-0.06534235270010652
ACH-000376,0.15361508170265392
ACH-000381,0.1610518897205599
ACH-000383,0.13353110165053278
ACH-000387,0.0738477613627112
ACH-000389,0.00950547699858787
ACH-000390,0.09115779506642224
ACH-000393,-0.04463329589510727
ACH-000395,0.031611720063807656
ACH-000396,-0.06432732066135237
ACH-000397,0.2054459406756143
ACH-000401,0.13437479022361584
ACH-000402,0.2076134035705151
ACH-000403,0.034317112028554066
ACH-000404,0.13455978427467155
ACH-000406,0.11534154988379156
ACH-000407,0.14526018947525382
ACH-000408,0.11445042627538753
ACH-000410,-0.0354289072297946
ACH-000411,0.005574623099308441
ACH-000414,0.07907932592250083
ACH-000415,0.09963805500060087
ACH-000416,0.09272083796059176
ACH-000420,0.0007533938751416402
ACH-000421,0.09794860652272874
ACH-000424,0.01654732869546951
ACH-000425,0.12713606402945465
ACH-000426,0.10996911005265006
ACH-000427,0.156089921872631
ACH-000433,0.135331820292445
ACH-000435,0.045473042053912664
ACH-000436,0.12604412227610412
ACH-000444,0.13383378015452216
ACH-000445,0.08155305373272258
ACH-000448,0.06488895066609553
ACH-000450,0.2658104388461516
ACH-000452,0.09813967862832616
ACH-000454,0.2959263964891893
ACH-000458,0.1092404889353512
ACH-000459,0.21901359568901108
ACH-000460,0.1039086270700372
ACH-000461,0.15763985896930527
ACH-000463,0.10981244340422854
ACH-000464,0.17166798748239426
ACH-000466,0.06277635731582477
ACH-000467,0.122952812867885
ACH-000468,0.13415156325844144
ACH-000469,0.2533292256702386
ACH-000470,0.07764459486921063
ACH-000471,0.14032599387246802
ACH-000472,0.10042201204227262
ACH-000473,0.07692562956629584
ACH-000475,0.011763520220703236
ACH-000476,0.19062694914354564
ACH-000477,0.11240925854460856
ACH-000479,0.0013674998578332778
ACH-000480,0.1438565135077296
