,FCER1A (2205)
ACH-000004,0.07517459623291578
ACH-000005,0.10356228987014267
ACH-000007,0.11385791069373667
ACH-000009,-0.005277596594310947
ACH-000011,0.2249517308427683
ACH-000012,0.06886472046239737
ACH-000013,0.056678987016140416
ACH-000014,-0.060210907212431226
ACH-000015,-0.039527823554620735
ACH-000017,0.01671068286806472
ACH-000018,-0.08286725148495509
ACH-000019,-0.11248368348370877
ACH-000021,0.03243361477287431
ACH-000022,0.0463990671116514
ACH-000025,-0.0663689582865736
ACH-000028,-0.038915515394436384
ACH-000030,0.022166346711557816
ACH-000035,-0.12098303117245073
ACH-000036,0.04049466850720017
ACH-000037,0.09133862972926177
ACH-000039,0.10755566396441717
ACH-000040,0.07440727114081205
ACH-000041,0.1237932160217774
ACH-000042,0.07285950523886821
ACH-000045,0.16456507858045075
ACH-000047,0.045495805250899655
ACH-000052,0.08516986702982139
ACH-000053,0.043356827018486574
ACH-000054,-0.015384865150343159
ACH-000055,0.13803393044459752
ACH-000060,0.13901168951302614
ACH-000067,0.14445802527964224
ACH-000070,0.06578335154618166
ACH-000075,-0.10599090205470448
ACH-000078,0.13113114137402107
ACH-000082,0.04289518856295802
ACH-000085,0.19747800421932094
ACH-000086,-0.144282738546355
ACH-000087,-0.05890104201960902
ACH-000092,-0.015430240850398316
ACH-000095,0.08609785030909785
ACH-000097,0.07787811636329868
ACH-000098,-0.0405705443524304
ACH-000099,0.012104230081339769
ACH-000108,-0.02478818418872566
ACH-000113,0.09624003599590457
ACH-000116,-0.009282462612598548
ACH-000118,-0.009618801881662966
ACH-000120,0.1273249224136647
ACH-000123,0.057683567016905586
ACH-000127,-0.03675535656935963
ACH-000128,0.06798109973652038
ACH-000132,0.09324338693752038
ACH-000133,0.0670738214963697
ACH-000137,0.22292686130540965
ACH-000138,0.014610142554352525
ACH-000142,0.013568495728285722
ACH-000143,0.0774702425893114
ACH-000146,0.023187197582454657
ACH-000148,-0.038079750641374664
ACH-000150,0.0947305219520274
ACH-000152,0.1488532741017117
ACH-000153,-0.011259415315759759
ACH-000159,-0.03428186069842894
ACH-000160,-0.09567209551997802
ACH-000163,-0.058864030848906235
ACH-000167,-0.2784082436121591
ACH-000168,0.2522988245331223
ACH-000169,0.1966960557680743
ACH-000178,-0.07870292032707044
ACH-000183,0.066127890976073
ACH-000188,0.08451976722415178
ACH-000189,0.1778337042724559
ACH-000190,-0.08514163170110714
ACH-000198,0.0938615172221396
ACH-000203,0.13111497343775064
ACH-000204,-0.3358501963877413
ACH-000206,-0.11820269674410255
ACH-000207,0.03207557804190024
ACH-000208,0.2847898913116099
ACH-000210,0.028051288294870014
ACH-000211,-0.0012769653193563664
ACH-000215,0.0426536601129472
ACH-000221,0.05061272442459867
ACH-000222,-0.08810249916655483
ACH-000223,-0.014549669622203259
ACH-000226,0.0380474220905771
ACH-000227,-0.03563390133653764
ACH-000228,0.07560221518818397
ACH-000231,0.026593808325338947
ACH-000232,0.0023949559039519066
ACH-000233,0.11654317814650453
ACH-000234,0.08976529045121882
ACH-000235,-0.022456807370841225
ACH-000237,0.10155351708461108
ACH-000238,-0.05747735643613443
ACH-000242,-0.041911503423439016
ACH-000243,0.06016356858205198
ACH-000244,0.0300912173998734
ACH-000246,0.03314687236690793
ACH-000248,-0.022686731395235228
ACH-000250,0.07550475936294361
ACH-000251,-0.025766200200830102
ACH-000252,-9.992831310144884e-05
ACH-000253,0.0036410833833533493
ACH-000255,0.01980605802285232
ACH-000256,0.235139938620958
ACH-000257,-0.1579919353337404
ACH-000258,-0.09240453689095501
ACH-000259,-0.002929838926656211
ACH-000260,0.06257322618897969
ACH-000261,0.09015454365853186
ACH-000262,-0.08058798796587338
ACH-000263,-0.10308298099566622
ACH-000264,0.02138321548639475
ACH-000265,0.06400926341067095
ACH-000266,0.020683896077809464
ACH-000272,0.044661950714213264
ACH-000274,0.0310699755673
ACH-000277,-0.009909700842006352
ACH-000278,0.0519757661133396
ACH-000279,0.11501278749550653
ACH-000280,0.15167830588155806
ACH-000281,0.09974164924862562
ACH-000288,-0.010172305227658704
ACH-000291,0.012913982766578859
ACH-000293,0.09556337201012774
ACH-000294,0.03655147804532796
ACH-000295,0.2497727914789157
ACH-000296,0.22076238243439786
ACH-000302,0.06436607847570787
ACH-000304,0.06674335768675199
ACH-000307,0.04699844259262776
ACH-000308,0.04439312580881413
ACH-000310,0.16516370940418074
ACH-000311,-0.13738990906024118
ACH-000312,0.15604918990578326
ACH-000315,0.13740943345344964
ACH-000316,0.14635536992333845
ACH-000317,-0.1084415389197429
ACH-000318,-0.003489974891191076
ACH-000319,0.035614368883384394
ACH-000320,-0.017892519712381292
ACH-000322,-0.15500145910332608
ACH-000323,0.055720343902467925
ACH-000324,0.10684854717956173
ACH-000329,0.06564229304799457
ACH-000330,0.06838336455107434
ACH-000331,0.027302432268433957
ACH-000332,0.020235713738333192
ACH-000334,0.07078800854558227
ACH-000335,0.2260765331180862
ACH-000336,0.1644144497569212
ACH-000337,-0.12192959989719394
ACH-000338,-0.08496959981014991
ACH-000339,-0.05932574547310221
ACH-000341,-0.0297596657032618
ACH-000348,0.06905400022560901
ACH-000350,0.1011451680778378
ACH-000352,0.03024618582345968
ACH-000356,-0.02001832040511928
ACH-000361,0.06597486988144458
ACH-000362,-0.058593557550934074
ACH-000363,0.06303591997354675
ACH-000364,0.01319607867222648
ACH-000365,-0.0007421352784323647
ACH-000366,-0.02863924994222211
ACH-000368,-0.008277862351646953
ACH-000374,0.14099105758906993
ACH-000375,0.034103563592080915
ACH-000376,-0.03195848991339546
ACH-000381,0.04696828826604498
ACH-000383,0.03161932840481412
ACH-000387,0.012646487235801718
ACH-000389,0.21581709512754285
ACH-000390,0.013081544196382931
ACH-000393,0.0976198431924891
ACH-000395,0.055835839323136564
ACH-000396,0.06944348789326357
ACH-000397,0.03976540248117042
ACH-000401,0.12397846065693136
ACH-000402,0.2478611158646135
ACH-000403,-0.005780906469793164
ACH-000404,-0.2166346784880415
ACH-000406,0.02988528381895992
ACH-000407,0.10949534456299888
ACH-000408,0.08126479719268558
ACH-000410,0.04479143340170789
ACH-000411,0.15625020086946728
ACH-000414,0.055042113084892055
ACH-000415,0.10395288742598284
ACH-000416,-0.03790350667313696
ACH-000420,-0.1306792836571657
ACH-000421,0.0205321832818715
ACH-000424,-0.08452931552840334
ACH-000425,0.12681813708759754
ACH-000426,0.025993952037975655
ACH-000427,-0.04570005155239864
ACH-000433,0.2834817577693362
ACH-000435,0.2657534432460239
ACH-000436,-0.09753236033675293
ACH-000444,0.0259693893708584
ACH-000445,0.01672689099286834
ACH-000448,0.017186094206155748
ACH-000450,0.3583315366925043
ACH-000452,0.04250388965654898
ACH-000454,-0.22136182554054304
ACH-000458,-0.029864700967621432
ACH-000459,0.057555365343095924
ACH-000460,0.19699066679447966
ACH-000461,0.1031094071491223
ACH-000463,0.05590117131098122
ACH-000464,0.10485548017768212
ACH-000466,-0.004491700022234383
ACH-000467,0.0035724807087993272
ACH-000468,0.10843416174362062
ACH-000469,0.028669576469147914
ACH-000470,0.03058706897771798
ACH-000471,-0.037165368976432515
ACH-000472,0.02359096653226309
ACH-000473,0.2020349437167525
