,DUOXA1 (90527)
ACH-000004,-0.09794278026283748
ACH-000005,-0.1313150094731587
ACH-000007,-0.11192348824215832
ACH-000009,-0.22422595793742056
ACH-000011,0.020693536529633644
ACH-000012,-0.2355042723272434
ACH-000013,-0.053707528257025655
ACH-000014,-0.14876805940826704
ACH-000015,-0.08168938964484519
ACH-000017,-0.05755253557058058
ACH-000018,0.022149879242281303
ACH-000019,0.034115312042886065
ACH-000021,0.054841704725586325
ACH-000022,-0.08152163417466407
ACH-000025,-0.022326215316086025
ACH-000028,0.1016596991453443
ACH-000030,-0.095583958477111
ACH-000035,-0.13963341614619992
ACH-000036,0.09977997185622513
ACH-000037,-0.09373387103480868
ACH-000039,-0.05949902056095166
ACH-000040,0.12092120006208308
ACH-000041,-0.018591409206747057
ACH-000042,-0.040399579621054296
ACH-000045,-0.000641792422174521
ACH-000047,-0.26898089417819193
ACH-000052,-0.14370110775976427
ACH-000053,-0.15939773476773014
ACH-000054,-0.1130814126792787
ACH-000055,-0.06075723279392321
ACH-000060,-0.07330565612584505
ACH-000067,0.0961742597250036
ACH-000070,0.11303457109180075
ACH-000075,-0.01804229111868857
ACH-000078,-0.08215722444454614
ACH-000082,-0.10319788492484458
ACH-000085,-0.1146587732353205
ACH-000086,-0.03681802966451414
ACH-000087,-0.1489335662534167
ACH-000092,-0.0758994948592178
ACH-000095,-0.04025110653253074
ACH-000097,-0.07008652018581275
ACH-000098,-0.004366795791091907
ACH-000099,-0.17417894500061315
ACH-000108,-0.2481723213876636
ACH-000113,-0.03824676463069565
ACH-000116,-0.06390789152980393
ACH-000118,-0.07484584029454358
ACH-000120,-0.09404922943741673
ACH-000123,-0.22927629857710666
ACH-000127,-0.08259937538162827
ACH-000128,-0.009541488183740895
ACH-000132,-0.1539836879051819
ACH-000133,-0.060416560768973476
ACH-000137,-0.22634348692361175
ACH-000138,0.01316528260346938
ACH-000142,0.03593375084136968
ACH-000143,0.04919035939366632
ACH-000146,-0.054131720870823935
ACH-000148,-0.16316568045553784
ACH-000150,-0.01533866191197297
ACH-000152,-0.042836251732614634
ACH-000153,0.056385438979220374
ACH-000159,-0.145724585142552
ACH-000160,0.005277677432657214
ACH-000163,0.01910006594973476
ACH-000167,-0.2303919786477216
ACH-000168,0.01689151122699201
ACH-000169,0.05099780154999603
ACH-000178,-0.0866823418717902
ACH-000183,-0.02503739201353521
ACH-000188,-0.005134256799163094
ACH-000189,-0.1548541369868039
ACH-000190,-0.29236477288445645
ACH-000198,-0.1136474104362094
ACH-000203,-0.3996188874566807
ACH-000204,-0.13452195592116128
ACH-000206,0.022034297660366273
ACH-000207,-0.07240997471686733
ACH-000208,-0.28799958276640364
ACH-000210,-0.16924037366342545
ACH-000211,-0.0515641569726399
ACH-000215,-0.028090382478375208
ACH-000221,-0.2398572644556085
ACH-000222,-0.0330097044165149
ACH-000223,-0.0821730783286215
ACH-000226,-0.17059098957116733
ACH-000227,0.021909613990178784
ACH-000228,-0.20863839896347613
ACH-000231,-0.16312510320181228
ACH-000232,0.05391858719268439
ACH-000233,-0.12244752681303378
ACH-000234,-0.2002587804676391
ACH-000235,-0.13267712845100746
ACH-000237,-0.002170183583602361
ACH-000238,-0.01148977701444865
ACH-000242,-0.061084752557720966
ACH-000243,-0.050841508127909316
ACH-000244,-0.1270462919369867
ACH-000246,0.0014450083816403188
ACH-000248,0.04040028201466973
ACH-000250,-0.11122636352708763
ACH-000251,-0.1127713913494523
ACH-000252,-0.10465225039591114
ACH-000253,-0.08997478679251195
ACH-000255,-0.11292180346708125
ACH-000256,-0.3022044716574754
ACH-000257,-0.18444393328559724
ACH-000258,-0.13815705125128935
ACH-000259,0.029059165853928582
ACH-000260,-0.15781510704246146
ACH-000261,-0.0977148519430842
ACH-000262,-0.06878565531818345
ACH-000263,0.06625948188329353
ACH-000264,-0.05993194103083139
ACH-000265,-0.06263080105465697
ACH-000266,-0.06936408504229327
ACH-000272,-0.09632556098771816
ACH-000274,-0.08053176546208413
ACH-000277,-0.05645211146797344
ACH-000278,-0.028793677425095383
ACH-000279,-0.10927398023488173
ACH-000280,-0.047622861870757004
ACH-000281,0.0790157107589683
ACH-000288,-0.039473195908406165
ACH-000291,-0.144620491398536
ACH-000293,-0.024262000814518382
ACH-000294,-0.16184245590978372
ACH-000295,-0.2008186794872868
ACH-000296,-0.4440752272795535
ACH-000302,-0.06749076185841528
ACH-000304,-0.008645263012564387
ACH-000307,-0.07361975902159835
ACH-000308,-0.08125811183603493
ACH-000310,-0.2053250770108864
ACH-000311,0.017216277614259545
ACH-000312,0.018658326537129184
ACH-000315,0.08597654716956755
ACH-000316,-0.003630437119649445
ACH-000317,-0.020714256519705432
ACH-000318,-0.07586213295095122
ACH-000319,-0.11611296419333555
ACH-000320,0.03383518085012503
ACH-000322,-0.03852215401452201
ACH-000323,0.009575133183259577
ACH-000324,-0.09473677973401093
ACH-000329,0.015408178730713496
ACH-000330,-0.10357895642794683
ACH-000331,-0.11398449941051783
ACH-000332,0.04468100994533384
ACH-000334,-0.13936311018857134
ACH-000335,-0.07600528381150166
ACH-000336,-0.1818567206836129
ACH-000337,-0.043879397683293256
ACH-000338,0.0533135910218871
ACH-000339,-0.1842496536220944
ACH-000341,-0.0819498470105097
ACH-000348,-0.0872816924679849
ACH-000350,-0.17471338222351318
ACH-000352,-0.050935149018426426
ACH-000356,0.12977958693476235
ACH-000361,0.008664023151225638
ACH-000362,-0.03858294228357095
ACH-000363,-0.15090539382405235
ACH-000364,-0.06497154264486386
ACH-000365,-0.1342564512530791
ACH-000366,-0.07064934573237286
ACH-000368,-0.1520283439969994
ACH-000374,-0.003436267573570487
ACH-000375,-0.12053518319623024
ACH-000376,-0.07973144725891028
ACH-000381,-0.001626749324974946
ACH-000383,-0.12168748196413788
ACH-000387,-0.1141899216452666
ACH-000389,0.0328580311607265
ACH-000390,-0.17275436827522628
ACH-000393,-0.13112735491779642
ACH-000395,0.11739635297673814
ACH-000396,-0.19550409986476885
ACH-000397,-0.08726971382208543
ACH-000401,0.0069613025708215506
ACH-000402,-0.02707759042069981
ACH-000403,-0.1458845866687611
ACH-000404,0.05947464746193571
ACH-000406,0.013307898444238905
ACH-000407,-0.27599102352912713
ACH-000408,-0.24960879291331434
ACH-000410,-0.11457004576712156
ACH-000411,-0.0138805643923817
ACH-000414,-0.08124589114484425
ACH-000415,-0.08871967642543517
ACH-000416,-0.04455932916754707
ACH-000420,-0.09614034567854993
ACH-000421,-0.1349391889640996
ACH-000424,-0.03535671694065138
ACH-000425,-0.12729874061806054
ACH-000426,-0.14626108133411644
ACH-000427,-0.07078414200655381
ACH-000433,-0.3704651863834811
ACH-000435,0.12986295328266015
ACH-000436,-0.05627627888294425
ACH-000444,-0.0063692119746525215
ACH-000445,0.017604151476658347
ACH-000448,-0.2554293168903532
ACH-000450,-0.013019256325735648
ACH-000452,-0.06379802348905339
ACH-000454,-0.13916592532188274
ACH-000458,0.019484575389385854
ACH-000459,-0.07470253542890062
ACH-000460,-0.08133095796751766
ACH-000461,-0.09422463592648272
ACH-000463,0.047058318528397265
ACH-000464,-0.17704521557519018
ACH-000466,-0.0682853403858475
ACH-000467,-0.22235357766900093
ACH-000468,0.016984881399630513
ACH-000469,-0.049304866272730466
ACH-000470,-0.21515697175919413
ACH-000471,-0.12134770623393383
ACH-000472,-0.0399427984985065
ACH-000473,-0.08255236845425315
ACH-000475,-0.001664774004502917
ACH-000476,0.010258868182772348
ACH-000477,-0.09939552680615624
ACH-000479,-0.25969433453057017
ACH-000480,-0.13695096945859744
ACH-000481,-0.25551135233102595
ACH-000483,-0.20453795478910397
ACH-000484,-0.038571152111654884
ACH-000485,-0.17058602574980322
ACH-000486,-0.10264375524275156
ACH-000487,-0.062021836224741674
ACH-000488,0.008214065242825664
ACH-000490,-0.01158274428092914
ACH-000491,-0.28216570787345024
ACH-000495,-0.20238018502723346
ACH-000496,0.1062179032611138
ACH-000499,0.000475444954104828
ACH-000500,-0.2737160035228348
ACH-000502,-0.030322762248744164
ACH-000503,-0.1802238145214204
