,UFC1 (51506)
ACH-000004,-0.0924868357630271
ACH-000005,-0.08748543187561518
ACH-000007,0.09864589314273976
ACH-000009,-0.37004338232814976
ACH-000011,-0.19458464955720994
ACH-000012,-0.335052573163666
ACH-000013,-0.09137249316049544
ACH-000014,-0.14588768567214222
ACH-000015,-0.2026701123979156
ACH-000017,-0.07153532694304687
ACH-000018,-0.3076412268576919
ACH-000019,-0.27060517722194194
ACH-000021,0.01575449561608249
ACH-000022,-0.12788770162604662
ACH-000025,-0.37405656578140417
ACH-000028,-0.12259286243433727
ACH-000030,-0.03559515092833776
ACH-000035,-0.2972505418145908
ACH-000036,-0.1926056889780546
ACH-000037,-0.06413812206967795
ACH-000039,-0.09044939686785552
ACH-000040,-0.0643547432892269
ACH-000041,0.25565462695916064
ACH-000042,-0.1866531937615495
ACH-000045,-0.1446600487568929
ACH-000047,0.009792914673480287
ACH-000052,-0.12003039297911795
ACH-000053,0.0202537139964444
ACH-000054,-0.09667796720871644
ACH-000055,0.26304468968917344
ACH-000060,-0.3292938736964622
ACH-000067,-0.383672054294077
ACH-000070,0.14836667633797884
ACH-000075,-0.25612258897036994
ACH-000078,0.1061551319173997
ACH-000082,-0.05452150345467687
ACH-000085,-0.3472528738473365
ACH-000086,-0.4598611628333961
ACH-000087,0.09107570009792584
ACH-000092,-0.450791978601488
ACH-000095,0.03975517505022326
ACH-000097,-0.279156458249661
ACH-000098,0.04068536298058499
ACH-000099,-0.0390521933707124
ACH-000108,-0.13122124234569946
ACH-000113,-0.08192518863326105
ACH-000116,-0.1133123280648018
ACH-000118,-0.10693589843599444
ACH-000120,-0.12380452776329545
ACH-000123,-0.3694071556002944
ACH-000127,-0.3621964775604016
ACH-000128,-0.17729410816337535
ACH-000132,-0.11903463313357505
ACH-000133,-0.19415305708554104
ACH-000137,-0.08678192558789552
ACH-000138,-0.13651517634291865
ACH-000142,-0.2598408764007558
ACH-000143,0.03499132367090746
ACH-000146,0.0352405232432409
ACH-000148,-0.05194931191041515
ACH-000150,-0.1217751179733004
ACH-000152,-0.2891971157469031
ACH-000153,-0.2723808298986441
ACH-000159,-0.2703099036825018
ACH-000160,-0.05032028599989456
ACH-000163,-0.2194123462157208
ACH-000167,0.3586648313870679
ACH-000168,-0.3716549485631614
ACH-000169,0.049003938176637715
ACH-000178,-0.16488166726819456
ACH-000183,-0.10200024179913507
ACH-000188,-0.1616300198312995
ACH-000189,-0.3406018548149697
ACH-000190,0.00877227287707812
ACH-000198,-0.08620734293117974
ACH-000203,0.23910821855152498
ACH-000204,-0.4679825283062523
ACH-000206,-0.13524820865701306
ACH-000207,-0.0040658981560926025
ACH-000208,-0.5054131262736621
ACH-000210,-0.3084285956662712
ACH-000211,-0.07326980772729219
ACH-000215,-0.2338246294038428
ACH-000221,-0.2575206130397865
ACH-000222,-0.02442430524760509
ACH-000223,-0.10531717468394018
ACH-000226,0.12126116085459028
ACH-000227,0.0403279336990398
ACH-000228,-0.2740092350199142
ACH-000231,-0.0203131872847955
ACH-000232,-0.3992696852505166
ACH-000233,-0.05550133555328979
ACH-000234,-0.24334653405393875
ACH-000235,-0.1280237463619235
ACH-000237,-0.20775650147013608
ACH-000238,-0.06049923890754836
ACH-000242,-0.3490866857254855
ACH-000243,-0.20300763790694373
ACH-000244,-0.4592478070175231
ACH-000246,-0.3368212250554447
ACH-000248,-0.021454054312476833
ACH-000250,-0.4517877555671221
ACH-000251,-0.2770015331029466
ACH-000252,-0.3257715934084903
ACH-000253,-0.3025795496518174
ACH-000255,-0.3790724086372425
ACH-000256,-0.3081438217101632
ACH-000257,0.0846247829440383
ACH-000258,-0.05100091167554803
ACH-000259,-0.17657261793511994
ACH-000260,-0.0902475874697723
ACH-000261,0.014163113819780556
ACH-000262,0.07403388174399593
ACH-000263,-0.1225724160706346
ACH-000264,-0.17194311088686673
ACH-000265,-0.03397371170290203
ACH-000266,-0.41983507001047693
ACH-000272,-0.3102596342064625
ACH-000274,0.10048396568201233
ACH-000277,-0.2144381299572039
ACH-000278,-0.1669632606352212
ACH-000279,0.03167514980198286
ACH-000280,-0.16005232379191625
ACH-000281,-0.015338162139685429
ACH-000288,-0.26907700994139194
ACH-000291,-0.4086805502570788
ACH-000293,-0.3017005908226749
ACH-000294,-0.12489984749134295
ACH-000295,0.023272290799573214
ACH-000296,-0.1179754952337366
ACH-000302,-0.11197961691075572
ACH-000304,-0.1367039276797597
ACH-000307,-0.08625888381734707
ACH-000308,-0.4356652578465924
ACH-000310,-0.08274293249169531
ACH-000311,-0.2456682735212247
ACH-000312,-0.026697963086968413
ACH-000315,0.08913278282377385
ACH-000316,-0.030426218938130432
ACH-000317,-0.08151304141741943
ACH-000318,-0.06453721097583705
ACH-000319,-0.23558483069258834
ACH-000320,-0.059923735815700915
ACH-000322,-0.13882987112884426
ACH-000323,-0.5640173501586297
ACH-000324,-0.23827032026661235
ACH-000329,-0.21320449792759813
ACH-000330,-0.10548690922139824
ACH-000331,-0.4788709823990631
ACH-000332,-0.3021341594265925
ACH-000334,-0.025297198643294428
ACH-000335,-0.045283946145949855
ACH-000336,-0.14029469371956269
ACH-000337,-0.4713419866382842
ACH-000338,-0.1947042292131998
ACH-000339,-0.30836557571481144
ACH-000341,-0.17937753211908947
ACH-000348,-0.14304910103743826
ACH-000350,-0.13040919263929254
ACH-000352,-0.1968286014117292
ACH-000356,-0.327927449104132
ACH-000361,-0.0746102200468495
ACH-000362,-0.2571707841534332
ACH-000363,-0.4821161809076228
ACH-000364,-0.1891711135048432
ACH-000365,-0.020436049237863296
ACH-000366,0.024929146112481038
ACH-000368,-0.08130030487419898
