,RASSF2 (9770)
ACH-000004,-0.03805014261280966
ACH-000005,0.18574074648970806
ACH-000007,0.04610198633133794
ACH-000009,0.08289294699532954
ACH-000011,0.25899724743317626
ACH-000012,0.1060110073945504
ACH-000013,-0.02173595918389256
ACH-000014,0.010256688909012095
ACH-000015,0.1757236853341374
ACH-000017,0.050348945373797485
ACH-000018,0.03968940483306125
ACH-000019,0.1761152978803249
ACH-000021,0.17671460011365805
ACH-000022,0.1499694326289689
ACH-000025,0.15465570604144205
ACH-000028,0.12157297014736113
ACH-000030,0.1469656720960659
ACH-000035,0.13876999212356916
ACH-000036,0.1442545911745418
ACH-000037,-0.007189986120017732
ACH-000039,0.1417754161249388
ACH-000040,0.06245899764569916
ACH-000041,0.016281436595773732
ACH-000042,-0.06159800243778792
ACH-000045,0.04435818137041338
ACH-000047,0.06664501844364934
ACH-000052,0.12897600866255846
ACH-000053,0.07534328705360545
ACH-000054,-0.07199437643310226
ACH-000055,0.08314100759228367
ACH-000060,-0.03139321245106566
ACH-000067,0.0733548386154073
ACH-000070,0.10169955039308327
ACH-000075,0.10353921792809112
ACH-000078,0.10623383349778336
ACH-000082,0.035259318387654816
ACH-000085,0.3004290902740246
ACH-000086,0.07787938512862172
ACH-000087,0.1553230718863492
ACH-000092,0.1616638398861564
ACH-000095,0.1121154404044581
ACH-000097,0.006766658002707079
ACH-000098,0.1439451841381564
ACH-000099,0.060568266498127285
ACH-000108,0.006544721062433524
ACH-000113,0.15949710407053888
ACH-000116,0.05293167643402194
ACH-000118,0.09185718618948087
ACH-000120,0.07562769606753039
ACH-000123,0.18042298913592011
ACH-000127,0.06680240644304196
ACH-000128,0.1358497836351366
ACH-000132,0.07444309633203695
ACH-000133,0.12738004368818653
ACH-000137,0.07401665051345514
ACH-000138,0.1416016896701853
ACH-000142,0.08758916717695911
ACH-000143,0.09229152239608186
ACH-000146,0.012565964585820051
ACH-000148,0.07442972945712277
ACH-000150,0.016154812742767758
ACH-000152,0.14125065439323867
ACH-000153,0.222869604857792
ACH-000159,0.16364908605430215
ACH-000160,-0.08353890467668723
ACH-000163,-0.07494653479041373
ACH-000167,0.14880373130971547
ACH-000168,0.0895081770197787
ACH-000169,0.13471514369912307
ACH-000178,0.07548364715813305
ACH-000183,0.08083202773031922
ACH-000188,0.14376794533242204
ACH-000189,0.004137853906887893
ACH-000190,-0.04804664096468311
ACH-000198,0.06478767468373449
ACH-000203,-0.3910652167591045
ACH-000204,0.2021021318762565
ACH-000206,0.13416332489305932
ACH-000207,0.18129710592352252
ACH-000208,0.1224510339680308
ACH-000210,-0.16519806229983874
ACH-000211,0.06903861593156972
ACH-000215,0.07503934050098203
ACH-000221,0.0793791626888682
ACH-000222,-0.0622548547002743
ACH-000223,0.22494784892146646
ACH-000226,0.2172902191654839
ACH-000227,0.00246282182218936
