,KLHDC10 (23008)
ACH-000004,0.17908751580071253
ACH-000005,0.2950045759660994
ACH-000007,0.15597958901714196
ACH-000009,0.03148929835450138
ACH-000011,0.03244138002933408
ACH-000012,0.003759140909455203
ACH-000013,0.17370758281418824
ACH-000014,-0.2496302654026412
ACH-000015,0.0887824867263334
ACH-000017,0.031896338679433284
ACH-000018,0.13903107931389325
ACH-000019,-0.0007873167699137076
ACH-000021,-0.09947698881088966
ACH-000022,0.08861029895057072
ACH-000025,0.04723836951145737
ACH-000028,0.1298486926268896
ACH-000030,0.10044770517966928
ACH-000035,0.07409467911215803
ACH-000036,0.02901984564117435
ACH-000037,0.12342442833392625
ACH-000039,0.059600335599882426
ACH-000040,0.0353906277628459
ACH-000041,-0.030467778582836513
ACH-000042,0.02350998609003404
ACH-000045,-0.1003207639418286
ACH-000047,0.10170467722778123
ACH-000052,-0.07108379470503215
ACH-000053,0.04015871186850797
ACH-000054,0.00720951843092372
ACH-000055,0.3299399928792812
ACH-000060,0.01940439827726169
ACH-000067,0.010834931802042416
ACH-000070,-0.01661974757977001
ACH-000075,-0.16733134484149653
ACH-000078,0.0947406972121923
ACH-000082,-0.04067682845295942
ACH-000085,0.1479381919617427
ACH-000086,0.08999839511004162
ACH-000087,0.23239656515083895
ACH-000092,0.028408263682933938
ACH-000095,0.06612283837635274
ACH-000097,0.06856659966749609
ACH-000098,-0.09232634265508648
ACH-000099,0.0609124100933301
ACH-000108,0.08776009029597426
ACH-000113,-0.024522972823617598
ACH-000116,0.033828743232387784
ACH-000118,0.07886227679837646
ACH-000120,0.12959299548199507
ACH-000123,0.07030838417953916
ACH-000127,0.07803033155942159
ACH-000128,0.00741344491715783
ACH-000132,-0.018980278272776225
ACH-000133,0.07942624750031682
ACH-000137,0.0846762737313864
ACH-000138,0.09335144958604796
ACH-000142,0.042011667162182215
ACH-000143,-0.022286729932027783
ACH-000146,-0.013367816188763969
ACH-000148,0.08962654934115467
ACH-000150,0.045187411918897864
ACH-000152,0.05084229452770835
ACH-000153,0.06228225911270496
ACH-000159,-0.01984082921849643
ACH-000160,0.10320816624063678
ACH-000163,0.09361700242508347
ACH-000167,0.0776647320306732
ACH-000168,0.12589765729449462
ACH-000169,0.1992850973504732
ACH-000178,-0.1002401207133507
ACH-000183,0.1874641838764236
ACH-000188,-0.033864175593206536
ACH-000189,-0.1907630365482017
ACH-000190,0.11822270795923193
ACH-000198,0.10191647170602164
ACH-000203,0.0450320900373401
ACH-000204,-0.13166526967438255
ACH-000206,0.2429243925083853
ACH-000207,0.12594582378889754
ACH-000208,-0.018392218352250776
ACH-000210,0.09330381731626344
ACH-000211,-0.04709892423193263
ACH-000215,-0.027993834333253257
ACH-000221,0.17334846220615774
ACH-000222,0.1068739509728894
ACH-000223,0.034517645547482566
ACH-000226,0.02100102237724676
ACH-000227,-0.036073798447849255
ACH-000228,0.04480385987738815
ACH-000231,0.08518541251957204
ACH-000232,-0.05703239269720872
ACH-000233,0.04799043793598121
ACH-000234,-0.02220153073983944
ACH-000235,0.09652465509560848
ACH-000237,0.05993143127000108
ACH-000238,0.1654035734797983
ACH-000242,-0.03649436175161713
ACH-000243,-0.055666984105877115
ACH-000244,0.09420975675276214
ACH-000246,-0.052235333782605066
ACH-000248,0.08600865733522729
ACH-000250,-0.1059994898094276
ACH-000251,-0.18128596065382815
ACH-000252,0.20712144247313802
ACH-000253,0.038827437008986
ACH-000255,0.1543268955249137
ACH-000256,0.05632745171474685
ACH-000257,0.11042508142446478
ACH-000258,-0.1874863730635672
ACH-000259,-0.0170134950159975
ACH-000260,-0.13448502091371667
ACH-000261,0.025745597805859083
ACH-000262,-0.02390897583833585
ACH-000263,0.0030504025786226817
ACH-000264,0.029188543088249926
ACH-000265,0.11645414651684108
ACH-000266,0.0528601810402034
ACH-000272,-0.06333195623963196
ACH-000274,0.030480490341019163
ACH-000277,-0.022820622516514268
ACH-000278,0.007767190462453337
ACH-000279,0.035951103166749786
ACH-000280,0.0906168811368332
ACH-000281,0.18636238797780105
ACH-000288,0.07874815175772222
ACH-000291,-0.1352952625251821
ACH-000293,0.009045936742681409
ACH-000294,0.15961512384175033
ACH-000295,0.2521025052977305
ACH-000296,-0.016258745412496445
ACH-000302,0.012996184288647673
ACH-000304,0.022550872919102384
ACH-000307,0.16127634641328994
ACH-000308,0.03844971653739066
ACH-000310,0.12007930562446645
ACH-000311,0.0689780075756572
ACH-000312,0.09056026635820803
ACH-000315,0.14030171610697706
ACH-000316,0.14878470100035324
ACH-000317,-0.11610816987291984
ACH-000318,0.10609846123938428
ACH-000319,0.13355446783427327
ACH-000320,0.11701923592133776
ACH-000322,0.1596581277598796
ACH-000323,-0.022868888664190887
ACH-000324,0.0901367053472775
ACH-000329,0.03030250968093205
ACH-000330,0.09672396457488404
ACH-000331,0.011380520050150195
ACH-000332,0.07432645870406235
ACH-000334,-0.14870625757744166
ACH-000335,0.17670305817455814
ACH-000336,-0.11798982122356055
ACH-000337,-0.14356813447463496
ACH-000338,0.28083303078449645
ACH-000339,0.01364538739273705
ACH-000341,0.1951387610920446
ACH-000348,0.08411523510242097
ACH-000350,0.1925656757259264
ACH-000352,0.0964840855428075
ACH-000356,0.05405375955956074
ACH-000361,0.184248641843637
ACH-000362,0.13724283583761646
ACH-000363,0.012807272107900863
ACH-000364,-0.03106459880160312
ACH-000365,0.06282835627559398
ACH-000366,0.048787574272300765
ACH-000368,-0.1344820480621522
ACH-000374,0.05565563673114892
ACH-000375,0.12186924499304233
ACH-000376,0.04349992238113252
ACH-000381,0.18608724648357255
ACH-000383,0.06555123443395983
ACH-000387,-0.04378332119083708
ACH-000389,0.0970860586224774
ACH-000390,0.06155957431122242
ACH-000393,0.22067756623762352
ACH-000395,0.0200288356800042
ACH-000396,0.060581923329481736
ACH-000397,0.059514688602358014
ACH-000401,0.006421586156541872
ACH-000402,-0.09437171173450963
ACH-000403,0.05955827326384064
ACH-000404,0.2514207914778507
ACH-000406,0.1719806155620519
ACH-000407,-0.016314709162486094
ACH-000408,0.07908333952381484
ACH-000410,0.1717558127479404
ACH-000411,-0.16340273132273178
ACH-000414,0.098036855613511
ACH-000415,0.02600902363641266
ACH-000416,0.09459930578474747
ACH-000420,-0.06709132968133967
ACH-000421,0.14465238103452446
ACH-000424,0.4778872624848582
ACH-000425,-0.036243310231073834
ACH-000426,0.07829199040699654
ACH-000427,-0.004878125545515043
ACH-000433,-0.10921915384933087
ACH-000435,0.22896227987984455
ACH-000436,0.0454106132101406
ACH-000444,0.3123502828373352
ACH-000445,0.1052194814570728
ACH-000448,0.10990164354817128
ACH-000450,0.10504349578592638
ACH-000452,-0.02639259145043284
ACH-000454,0.2499851849882372
ACH-000458,0.06763667523816264
ACH-000459,0.1123594505493058
ACH-000460,-0.07520664133271111
ACH-000461,-0.03660863968129824
ACH-000463,-0.03825250097937098
ACH-000464,0.10911481429774247
ACH-000466,0.014521563621680304
ACH-000467,0.0985870958333067
ACH-000468,0.11160072644836366
ACH-000469,-0.06867038216344508
ACH-000470,0.04326268669019292
ACH-000471,0.02846771622962018
ACH-000472,-0.01245975187235378
ACH-000473,0.22055167098768136
ACH-000475,0.05476077510961822
ACH-000476,0.032057383864287116
ACH-000477,-0.17408177993275048
ACH-000479,-0.5088419860806319
ACH-000480,0.06549470810718364
ACH-000481,0.11546792558179025
ACH-000483,0.05484353722124844
ACH-000484,0.07017757826690893
ACH-000485,0.24758502185134884
ACH-000486,0.02417409793658561
ACH-000487,0.049170277701929936
ACH-000488,0.017071063007027768
ACH-000490,-0.03912793866052342
ACH-000491,0.2765647692159925
ACH-000495,-0.08985879337994268
ACH-000496,0.12700025652747282
ACH-000499,0.16376204313428633
ACH-000500,0.1383765705566871
ACH-000502,0.02184058361340666
ACH-000503,-0.06729561618552109
ACH-000505,0.0019319900386129921
ACH-000507,0.1255403870886857
ACH-000510,0.07703976299587294
ACH-000511,-0.06438872711471262
ACH-000512,0.1834971712413824
ACH-000516,-0.004977321464114571
ACH-000517,0.06484729331907765
ACH-000518,0.06711369499929681
ACH-000520,-0.021194856139547705
ACH-000521,0.10948113455279003
ACH-000522,0.028958836843642182
ACH-000524,0.06449226931813352
ACH-000527,0.1031576707662972
ACH-000528,0.09445785557882624
