,RER1 (11079)
ACH-000004,-0.026666861275107825
ACH-000005,0.042363889849794285
ACH-000007,-0.2631469292377519
ACH-000009,-0.3335117430020217
ACH-000011,-0.3206200049856232
ACH-000012,-0.5118093881273984
ACH-000013,-0.12784704775721545
ACH-000014,-0.05231157196800484
ACH-000015,-0.5706608721406341
ACH-000017,-0.531783276924024
ACH-000018,-0.12899916803743158
ACH-000019,-0.022608168234616383
ACH-000021,-0.08720410444254664
ACH-000022,-0.02302198250276409
ACH-000025,-0.34449332724131165
ACH-000028,-0.1884408596627849
ACH-000030,-0.15045688112731986
ACH-000035,-0.30066425754923004
ACH-000036,-0.2289345991180628
ACH-000037,-0.3864297652635631
ACH-000039,-0.4602998405664058
ACH-000040,-0.3124826213100583
ACH-000041,-0.27067139604556417
ACH-000042,-0.2196344351811002
ACH-000045,-0.5130124775179702
ACH-000047,-0.10216256449103596
ACH-000052,-0.2586631457244717
ACH-000053,-0.16757274451224174
ACH-000054,-0.247583151167837
ACH-000055,-0.1124503412280598
ACH-000060,-0.43917820343788055
ACH-000067,-0.2943408550879689
ACH-000070,-0.6333572092554488
ACH-000075,-0.4500416265376536
ACH-000078,-0.1780350369710478
ACH-000082,-0.2293642041266246
ACH-000085,-0.4105438369751195
ACH-000086,-0.3708431962055344
ACH-000087,-0.1904252677097341
ACH-000092,-0.5013145970312535
ACH-000095,-0.24419865313592504
ACH-000097,-0.4340909034843567
ACH-000098,-0.35229744891276377
ACH-000099,-0.22196088377617512
ACH-000108,-0.3711583803514338
ACH-000113,-0.6454392804986226
ACH-000116,-0.006940449468280251
ACH-000118,0.009046080945147882
ACH-000120,-0.28665665773859483
ACH-000123,-0.4626831121616621
ACH-000127,0.21049933599723544
ACH-000128,-0.2258238945649096
ACH-000132,-0.3373121459375865
ACH-000133,-0.2827576217275353
ACH-000137,-0.07372341835883735
ACH-000138,-0.2311972869430489
ACH-000142,-0.2408617076073561
ACH-000143,-0.4076931596268874
ACH-000146,-0.3823821788431582
ACH-000148,-0.3435641373226909
ACH-000150,-0.2613712046298132
ACH-000152,-0.2807902686902112
ACH-000153,-0.06137569296544468
ACH-000159,-0.04677142525811758
ACH-000160,-0.208723265162058
ACH-000163,-0.28249735739945103
ACH-000167,-0.21510074750616975
ACH-000168,-0.2108572856460552
ACH-000169,-0.320056453317112
ACH-000178,-0.1608928975363337
ACH-000183,-0.16100184681650326
ACH-000188,-0.11881416948360905
ACH-000189,0.15682004602726932
ACH-000190,0.07141444711124152
ACH-000198,-0.609939787491244
ACH-000203,0.0802754958958965
ACH-000204,-0.1345368006230317
ACH-000206,-0.2821862791366589
ACH-000207,-0.10858709708090912
ACH-000208,-0.28625407075800074
ACH-000210,-0.7444724650951807
ACH-000211,-0.2865589208189017
ACH-000215,-0.168509135262352
ACH-000221,-0.06394395375495486
ACH-000222,-0.1368569502304175
ACH-000223,-0.163741267196178
ACH-000226,-0.01428261727342949
ACH-000227,-0.2800549478205909
ACH-000228,-0.3158634373516304
ACH-000231,-0.1840914681247639
ACH-000232,-0.06765194562256495
ACH-000233,-0.2854958850941729
ACH-000234,-0.23156845993774955
ACH-000235,-0.2620975276710501
ACH-000237,-0.3809884736522453
ACH-000238,-0.2441728878530945
ACH-000242,-0.04862177426994107
ACH-000243,-0.08778889667552887
ACH-000244,-0.3256500083892796
ACH-000246,-0.40434892313153775
ACH-000248,-0.6285869624190661
ACH-000250,-0.2471574445246401
ACH-000251,-0.18183748526040727
ACH-000252,-0.3422594747389163
ACH-000253,-0.07745130879487687
ACH-000255,-0.08048368068610977
ACH-000256,-0.13134597151529853
ACH-000257,-0.3578846374357645
ACH-000258,-0.2809137864073743
ACH-000259,-0.3797568549026145
ACH-000260,-0.1867540764647211
ACH-000261,-0.23543377703484925
ACH-000262,-0.3723464532486517
ACH-000263,0.11714389384144015
ACH-000264,-0.2896060403217053
ACH-000265,0.04512039573689727
ACH-000266,-0.23404646090520745
ACH-000272,-0.38024836511904975
ACH-000274,-0.2750808639822365
ACH-000277,-0.445448140762276
ACH-000278,-0.2656207970235853
ACH-000279,-0.0983436312593798
ACH-000280,-0.3669222844843973
ACH-000281,-0.1238345052870344
ACH-000288,-0.34090907460374736
ACH-000291,-0.2917247507665908
ACH-000293,-0.32654867438144797
ACH-000294,-0.5157488903473452
ACH-000295,-0.5119845361460492
ACH-000296,-0.3214635499120048
ACH-000302,-0.3724799842870045
ACH-000304,-0.2320792871060631
ACH-000307,-0.18843959024503634
ACH-000308,-0.16039814551387838
ACH-000310,-0.08897308473626231
ACH-000311,-0.31028549991639964
ACH-000312,-0.18936874491944525
ACH-000315,-0.4168573360592151
ACH-000316,-0.14283408703307607
ACH-000317,-0.14565222837076355
ACH-000318,-0.1397731050730385
ACH-000319,-0.13655732539833032
ACH-000320,-0.30998779262359016
ACH-000322,-0.3948807323312496
ACH-000323,-0.17469040578908213
ACH-000324,-0.03488785403245004
ACH-000329,-0.28995832550936035
ACH-000330,-0.3604474894310779
ACH-000331,-0.4957417501966476
ACH-000332,-0.030722431496484813
ACH-000334,-0.35450069521044897
ACH-000335,-0.051429928685189405
ACH-000336,0.034585404784728685
ACH-000337,-0.7126416924773126
ACH-000338,-0.21807356568775849
ACH-000339,-0.2498680978595321
ACH-000341,-0.2308546952058929
ACH-000348,-0.2798724913029156
ACH-000350,-0.07396718492161533
ACH-000352,-0.13837802478677666
ACH-000356,-0.0036957728817390953
ACH-000361,-0.5281002210922371
ACH-000362,-0.4022776304164311
ACH-000363,-0.3166250278210065
ACH-000364,-0.4047783573427431
ACH-000365,-0.8354143331376946
ACH-000366,-0.22775068269165946
ACH-000368,-0.1781942278563852
ACH-000374,-0.3100268755463841
ACH-000375,-0.4198580600634144
ACH-000376,-0.1474370596019603
ACH-000381,-0.24170505392395225
ACH-000383,-0.18239359078561188
ACH-000387,-0.1797936385768404
ACH-000389,-0.32538038838549016
ACH-000390,-0.2405929005940888
ACH-000393,-0.2011068788204891
ACH-000395,-0.28733479829608183
ACH-000396,-0.1446344736571971
ACH-000397,-0.05775116811104549
ACH-000401,-0.050546352609916544
ACH-000402,-0.4846748273286312
ACH-000403,-0.2197227097179933
ACH-000404,-0.10928458358217044
ACH-000406,-0.14839069809872169
ACH-000407,-0.4144909443630636
ACH-000408,-0.2405778371612172
ACH-000410,-0.15296416029481666
ACH-000411,-0.20434839897090334
ACH-000414,-0.33062977903699764
ACH-000415,-0.12236468028112958
ACH-000416,-0.2093236672461445
ACH-000420,-0.3030698982014449
ACH-000421,-0.38180062030888895
ACH-000424,-0.3806578934866763
ACH-000425,-0.2583677641418412
ACH-000426,-0.16469532496629666
ACH-000427,-0.3215337858430558
ACH-000433,-0.32799501401713355
ACH-000435,-0.2762945585585211
ACH-000436,-0.12494306793848906
ACH-000444,-0.3460478059024106
ACH-000445,-0.6257195944885198
ACH-000448,-0.2880804816870241
ACH-000450,0.08869834083430211
ACH-000452,-0.28362463685946626
ACH-000454,-0.4484208538980066
ACH-000458,0.0406708055317522
ACH-000459,-0.29471168616807103
ACH-000460,-0.15432771822505567
ACH-000461,-0.3686152004302868
ACH-000463,-0.08278065336039689
ACH-000464,-0.15782772707197712
ACH-000466,-0.24745887729793245
ACH-000467,-0.10936713432469207
ACH-000468,-0.4138850859776966
ACH-000469,-0.2639482310802497
ACH-000470,-0.3183964479895666
ACH-000471,-0.7501268779542225
ACH-000472,-0.1396410511723877
ACH-000473,-0.1408576702907507
ACH-000475,-0.3840740224740236
ACH-000476,-0.18794103788917646
ACH-000477,-0.19478890186817352
ACH-000479,-0.04902921826045432
ACH-000480,-0.2649663800094123
ACH-000481,-0.22762424368912534
ACH-000483,-0.15330140672205966
ACH-000484,-0.045994585770681766
ACH-000485,-0.3082428730276777
ACH-000486,-0.1346934451512873
ACH-000487,-0.3439108578031362
ACH-000488,0.04947867107327717
ACH-000490,-0.12071838897505807
ACH-000491,-0.2828386657108012
ACH-000495,-0.2533211325927546
ACH-000496,-0.5325739110892665
ACH-000499,-0.2234387595693285
ACH-000500,-0.4431483725842679
ACH-000502,0.034661827713238995
ACH-000503,-0.3069500123472018
ACH-000505,-0.2899014894366567
ACH-000507,-0.06354994958224501
ACH-000510,-0.11636072598717999
ACH-000511,-0.2998128350997384
ACH-000512,-0.19606558679956448
ACH-000516,-0.16490379565228508
ACH-000517,-0.10058253893870504
ACH-000518,-0.1487988395068703
ACH-000520,-0.19318024957856
ACH-000521,-0.40455049197118537
ACH-000522,-0.4444692725140526
ACH-000524,-0.2845929109842839
ACH-000527,-0.2911235729025425
ACH-000528,-0.47908414198104404
ACH-000537,-0.6138205443048155
ACH-000541,-0.4587142957192357
ACH-000542,-0.5181464054308244
ACH-000544,-0.26890674246166857
ACH-000545,-0.0846515298612395
ACH-000547,-0.06188184517112698
ACH-000548,-0.6956431315376038
ACH-000549,-0.1446565151305529
ACH-000550,-0.3975313006555505
ACH-000552,-0.1803856447517161
ACH-000556,-0.13697347745944208
ACH-000557,-0.3179012126420733
ACH-000569,-0.5243998404313877
ACH-000570,-0.15457832620950715
ACH-000571,-0.12546762474627562
ACH-000573,-0.11599950429641935
ACH-000576,-0.6360307104277896
ACH-000579,0.03433481822016572
ACH-000580,-0.20145105777653227
ACH-000584,0.05228749242846508
ACH-000585,-0.2030798829495188
ACH-000588,-0.5297996399450544
ACH-000589,-0.16367711028388324
ACH-000591,-0.3209565620556739
ACH-000593,-0.2591287985142902
ACH-000600,-0.036990247418492536
ACH-000601,-0.16010401613775385
ACH-000605,-0.3163826084832665
ACH-000606,0.038026600798614994
ACH-000608,-0.2211151695255812
ACH-000614,-0.3685947028134635
ACH-000616,-0.2544940006582445
ACH-000618,-0.07521686136505416
ACH-000619,-0.3482685870907325
ACH-000620,-0.6173007984781502
ACH-000621,-0.32024506139195896
ACH-000622,-0.06134608502943807
ACH-000623,-0.2444548002621043
ACH-000624,-0.04418182580534244
ACH-000627,-0.4268009314523388
ACH-000630,-0.4134325144470825
ACH-000631,-0.1004685485504542
ACH-000632,-0.25960279712074485
ACH-000633,-0.4845771501994725
ACH-000637,-0.06177763815642836
ACH-000638,-0.2773758181357981
ACH-000646,-0.28159995071774113
ACH-000647,-0.2776087982710289
ACH-000648,-0.31581925168812663
ACH-000649,-0.11659624306158747
ACH-000651,0.055314098847472334
ACH-000652,-0.410422324773414
ACH-000653,-0.482785334284347
ACH-000657,-0.3215296945508448
ACH-000658,-0.5306407345054684
ACH-000661,-0.14751095098322442
ACH-000662,-0.15154174595651762
ACH-000663,-0.20816601188133133
ACH-000665,-0.5126407178009568
ACH-000671,-0.6357085321284716
ACH-000672,-0.10001668344691332
ACH-000673,-0.2570775847275675
ACH-000676,-0.20504078484505686
ACH-000677,-0.07496296585320555
ACH-000681,-0.28999168686528165
ACH-000683,-0.3119372467829141
ACH-000684,-0.3405611592613005
ACH-000688,-0.4353237997380145
ACH-000693,-0.135657880413369
ACH-000694,-0.2341054684381817
ACH-000695,-0.014757581194807015
ACH-000696,-0.09638348779611587
ACH-000697,-0.16638953519868807
ACH-000699,-0.34230601565542657
ACH-000701,-0.1837674230548016
ACH-000706,-0.6175907468004098
ACH-000711,-0.003614397453686036
ACH-000713,-0.36155072125035376
ACH-000714,-0.03743944560518408
ACH-000718,-0.13689219009488535
ACH-000720,-0.1473326107304005
ACH-000721,-0.2738265046249277
ACH-000724,-0.3747887480280681
ACH-000725,-0.2847325836575956
ACH-000732,-0.189616255791706
ACH-000734,-0.18917932601140744
ACH-000735,-0.2274640352963428
ACH-000736,0.08987208834457305
ACH-000738,-0.1309956166007014
ACH-000746,0.013616710719450118
ACH-000747,-0.2976721621604593
ACH-000748,0.02149857676620777
ACH-000753,-0.4109650151345168
ACH-000756,-0.1838824330452485
ACH-000757,-0.37039731423006733
ACH-000758,-0.25940713907510043
ACH-000760,-0.4265004770779423
ACH-000762,-0.2014086019892512
ACH-000763,-0.19764938510876312
ACH-000764,-0.08438848288675854
ACH-000765,-0.2508087430241968
ACH-000766,-0.11305992386535073
ACH-000767,-0.4294282589022709
ACH-000768,-0.30932011800922043
ACH-000769,-0.2856835887719177
ACH-000770,-0.4190625256528985
ACH-000771,-0.12072230858134797
ACH-000773,-0.21660450391254976
ACH-000776,-0.1713778659636359
ACH-000777,-0.11416861975789418
ACH-000778,-0.2571771986757136
ACH-000781,-0.2502081499649482
ACH-000782,-0.5845212328696567
ACH-000783,-0.3233889449924259
ACH-000784,-0.2322215487455296
ACH-000785,-0.23756049149068856
ACH-000787,-0.4095215010667618
ACH-000788,-0.2432697594027405
ACH-000791,-0.021116428331247453
ACH-000792,-0.4292631334498778
ACH-000794,-0.33320149083209605
ACH-000796,-0.3800644008488818
ACH-000798,-0.4382449055822644
ACH-000799,-0.26767070713959834
ACH-000800,-0.2784622731003286
ACH-000802,-0.03443995981899348
ACH-000804,0.06892132629224641
ACH-000805,-0.42517352057953584
ACH-000809,-0.23120451659067096
ACH-000810,-0.44006164946909065
ACH-000811,-0.2019020635774735
ACH-000817,-0.3234888524167007
ACH-000819,-0.07393039858765445
ACH-000820,0.21307587251621615
ACH-000821,-0.2344051292551892
ACH-000822,-0.27434435737297513
ACH-000823,-0.15295237931550112
ACH-000824,-0.33183669038589897
ACH-000827,-0.18160356693825075
ACH-000829,-0.2924273038230581
ACH-000831,0.18703172355792996
ACH-000832,-0.7250003045262741
ACH-000833,-0.026628811316588882
ACH-000834,-0.4985639391900728
ACH-000835,-0.10203809859925367
ACH-000836,-0.19085089212856576
ACH-000837,-0.008628059615523681
ACH-000838,-0.1792674777397967
ACH-000839,-0.4092979562465124
ACH-000840,-0.3352125126502967
ACH-000841,-0.2774714332215805
ACH-000843,0.0050843997379140145
ACH-000846,-0.03780234612280624
