,GGT5 (2687)
ACH-000004,-0.3617617902551168
ACH-000005,-0.08404714188434245
ACH-000007,-0.114583193521506
ACH-000009,-0.02304246191559376
ACH-000011,-0.18226236653346395
ACH-000012,-0.19990593890569208
ACH-000013,-0.1141320708542227
ACH-000014,-0.005423458242342223
ACH-000015,-0.16176332056745424
ACH-000017,-0.07520025480856038
ACH-000018,-0.2125390961685808
ACH-000019,-0.17808670271036842
ACH-000021,-0.20071822902882386
ACH-000022,-0.2540064368972039
ACH-000025,-0.2048877991452904
ACH-000028,-0.07557540351952953
ACH-000030,-0.1890601013507432
ACH-000035,-0.002549123057440091
ACH-000036,-0.12829057872234256
ACH-000037,-0.2020308324173151
ACH-000039,-0.13759792241337798
ACH-000040,-0.17428534140630886
ACH-000041,-0.2666598536354856
ACH-000042,-0.2866151647390613
ACH-000045,0.08022529072040802
ACH-000047,-0.12184826080149758
ACH-000052,-0.2073657858250837
ACH-000053,-0.1639301700748202
ACH-000054,-0.1710693220139541
ACH-000055,-0.33132326742826834
ACH-000060,-0.2302848084873809
ACH-000067,-0.13098757656964308
ACH-000070,-0.054055708701454035
ACH-000075,-0.10187968714833197
ACH-000078,-0.1157488329157501
ACH-000082,-0.058127150776659614
ACH-000085,-0.0018403482155222094
ACH-000086,0.02081206935487419
ACH-000087,-0.04538273552446116
ACH-000092,-0.14633885222504026
ACH-000095,-0.14105290691285213
ACH-000097,-0.11615271462945205
ACH-000098,-0.1781615539694418
ACH-000099,-0.04518568937152469
ACH-000108,-0.20835037426677008
ACH-000113,-0.19114633474778311
ACH-000116,-0.1342578311984701
ACH-000118,-0.19166635818303693
ACH-000120,0.039230653445745535
ACH-000123,-0.03915219934358958
ACH-000127,-0.0758983783999821
ACH-000128,-0.08218856812855349
ACH-000132,-0.12953497086932594
ACH-000133,-0.19341800392459094
ACH-000137,-0.17961800414674214
ACH-000138,0.08943282029964546
ACH-000142,0.011356667366784529
ACH-000143,-0.1267911129032796
ACH-000146,-0.20971832303806628
ACH-000148,-0.10814440593650916
ACH-000150,-0.13792867207230733
ACH-000152,-0.08069257187767315
ACH-000153,0.013922705774472865
ACH-000159,-0.10583227119692387
ACH-000160,-0.1033387523530434
ACH-000163,-0.19614231097789064
ACH-000167,-0.6049461453646248
ACH-000168,-0.13261360103888434
ACH-000169,-0.21426770712015789
ACH-000178,-0.14660288875818078
ACH-000183,-0.2787007641134648
ACH-000188,0.0260568513627335
ACH-000189,-0.09171035474052912
ACH-000190,0.0046398391173435
ACH-000198,-0.059309806010730215
ACH-000203,0.06564172948320976
ACH-000204,0.08628681906257492
ACH-000206,-0.3984598360649688
ACH-000207,-0.1736585085663884
ACH-000208,-0.19520555365453807
ACH-000210,-0.2030716185481158
ACH-000211,-0.1271069712194871
ACH-000215,-0.1379048503508831
ACH-000221,-0.2135895356577484
ACH-000222,-0.2820943749462675
ACH-000223,-0.13783787252359728
ACH-000226,-0.1402168291559568
ACH-000227,-0.3600736650460632
ACH-000228,-0.2939126145909167
ACH-000231,-0.19839299845066788
ACH-000232,-0.14502458756410022
ACH-000233,-0.0017263716166869582
ACH-000234,0.03565626053259063
ACH-000235,-0.04270759651290098
ACH-000237,-0.24314065328812626
ACH-000238,-0.20630397675830792
ACH-000242,-0.5391066971668093
ACH-000243,-0.18469809202083495
ACH-000244,-0.14528754796727075
ACH-000246,-0.06969054713843012
ACH-000248,0.030616644371172667
ACH-000250,-0.01912883668799332
ACH-000251,-0.04192700562473769
ACH-000252,-0.2347085052632404
ACH-000253,-0.082168563012905
ACH-000255,-0.1911477900448677
ACH-000256,-0.07730736362279167
ACH-000257,0.0025211599636075503
ACH-000258,-0.039389481102146684
ACH-000259,-0.12340271051203493
ACH-000260,-0.14163197546922945
ACH-000261,-0.16884040148104612
ACH-000262,-0.1426869865562026
ACH-000263,-0.10062471019162836
ACH-000264,-0.2839948710733351
ACH-000265,-0.20740518102249347
ACH-000266,-0.14358491123175046
ACH-000272,-0.19968721595269565
ACH-000274,-0.2342492287486765
ACH-000277,-0.024929774228427917
ACH-000278,-0.15164599415392188
ACH-000279,-0.15359853462443462
ACH-000280,-0.18663115001666367
ACH-000281,-0.012765287539578622
ACH-000288,-0.06886998223941522
ACH-000291,-0.1355993760897593
ACH-000293,-0.2190723681002522
ACH-000294,-0.05000173567693388
ACH-000295,0.09095581708930027
ACH-000296,-0.11864579762893272
ACH-000302,-0.20969714581586665
ACH-000304,-0.21565330221439968
ACH-000307,-0.09467035060218236
ACH-000308,-0.13622718274016915
ACH-000310,-0.23735104340807905
ACH-000311,-0.2196811561478473
ACH-000312,-0.1536589734037145
ACH-000315,-0.2548501858833556
ACH-000316,-0.031182440161924462
ACH-000317,-0.10899297551683652
ACH-000318,-0.025550859859509844
ACH-000319,0.0551295482864084
ACH-000320,-0.14346799294917445
ACH-000322,-0.0928462547518774
ACH-000323,-0.08192973811606312
ACH-000324,-0.12791842696024916
ACH-000329,-0.10822157384388613
ACH-000330,-0.15185271658267974
ACH-000331,-0.034729534713318494
ACH-000332,-0.18968947373745806
ACH-000334,-0.11736363690372127
ACH-000335,0.08265415885261042
ACH-000336,-0.3497644596939262
ACH-000337,-0.1893585553527497
ACH-000338,0.026128201170299167
ACH-000339,0.02088063191001281
ACH-000341,-0.3259420870125165
ACH-000348,-0.1965055891269068
ACH-000350,-0.10967002827757194
ACH-000352,-0.1099143815449364
ACH-000356,0.0882744828311657
ACH-000361,-0.07273082269519353
ACH-000362,-0.13614995211704595
ACH-000363,-0.16542836413867348
ACH-000364,-0.09277630139071484
ACH-000365,-0.07996784148576715
ACH-000366,-0.04098533666336393
ACH-000368,-0.29907941123486964
ACH-000374,0.03894691277382136
ACH-000375,-0.20881519093753184
ACH-000376,-0.12458429775594665
ACH-000381,-0.047902423478803996
ACH-000383,-0.17547600747830494
ACH-000387,-0.1249756352071156
ACH-000389,-0.0408738813645136
ACH-000390,-0.2696188901624472
ACH-000393,-0.2313825569696264
ACH-000395,-0.02841590027279648
ACH-000396,-0.2049014959055848
ACH-000397,-0.15722002491916004
ACH-000401,-0.14320820578603785
ACH-000402,-0.07913527465283096
ACH-000403,-0.19607386194277612
ACH-000404,-0.2697070585383647
ACH-000406,-0.15449178988015924
ACH-000407,-0.058168445631464484
ACH-000408,-0.36645806571005785
ACH-000410,-0.10904567774101588
ACH-000411,-0.050803155839329074
ACH-000414,-0.14017366215667265
ACH-000415,-0.10486962612758363
ACH-000416,-0.15638589471816133
ACH-000420,-0.1912420700523852
ACH-000421,-0.28734401002357074
ACH-000424,-0.23218757312925506
ACH-000425,-0.20941598203259484
ACH-000426,-0.11845853736421197
ACH-000427,-0.17937021176700735
ACH-000433,-0.06080424437922441
ACH-000435,-0.21237390722823035
ACH-000436,-0.10801451170996104
ACH-000444,-0.05984268867848872
ACH-000445,-0.18657595668971616
ACH-000448,-0.21269942370375575
ACH-000450,-0.02330155879649829
ACH-000452,-0.1341007538985078
ACH-000454,-0.2477516891596436
ACH-000458,-0.11691904480721314
ACH-000459,-0.10573209312386687
ACH-000460,-0.10460289451679544
ACH-000461,-0.3102373079574501
ACH-000463,-0.1062495726302224
ACH-000464,-0.2577096487074004
ACH-000466,-0.14834952478577862
ACH-000467,-0.1465306975136577
ACH-000468,-0.11683987564199365
ACH-000469,-0.1360655573467538
ACH-000470,-0.2250932892223568
ACH-000471,-0.10349641134559606
ACH-000472,-0.12922389635075776
ACH-000473,-0.20406820589843608
ACH-000475,-0.18808566628521595
ACH-000476,-0.07753511803763356
ACH-000477,-0.12826296117418245
ACH-000479,-0.0922878234484424
ACH-000480,-0.10046758721834358
ACH-000481,-0.2294296979278141
ACH-000483,-0.22342392521171608
ACH-000484,-0.039115517270373205
ACH-000485,-0.10321721968696247
ACH-000486,-0.061428342736699885
ACH-000487,-0.09400228084814784
ACH-000488,-0.2625085186120372
ACH-000490,-0.09309219229441576
ACH-000491,-0.06740662806469283
ACH-000495,-0.2943727966499219
ACH-000496,-0.3301453781386077
ACH-000499,-0.07186329942015379
ACH-000500,0.3107144128518888
ACH-000502,-0.1418855196178456
ACH-000503,-0.24799623857395495
ACH-000505,-0.2044238736459463
ACH-000507,-0.16698224500702394
ACH-000510,-0.2306182759229193
ACH-000511,-0.1826510778888618
ACH-000512,-0.1050450724676822
ACH-000516,-0.14018244681833378
ACH-000517,-0.2379396259995276
ACH-000518,-0.01691742719161971
ACH-000520,-0.06330774206736292
ACH-000521,-0.2377198644060505
ACH-000522,-0.09577769132504156
ACH-000524,-0.1875374704456342
ACH-000527,-0.15412079600704498
ACH-000528,-0.14091038582049414
ACH-000537,-0.14714984709393836
ACH-000541,-0.156692774508722
ACH-000542,-0.13375521568600407
ACH-000544,-0.19947076694077093
ACH-000545,-0.1584556679184347
