,SFXN5 (94097)
ACH-000004,0.0011674398804871456
ACH-000005,-0.14101814674084295
ACH-000007,0.02705995422449648
ACH-000009,-0.059899044857466215
ACH-000011,-0.14490977470220606
ACH-000012,-0.15966393226988648
ACH-000013,-0.11959169304569002
ACH-000014,-0.29932673122502224
ACH-000015,-0.11628257124655104
ACH-000017,-0.08388927132333353
ACH-000018,-0.03618737438029451
ACH-000019,-0.2375155477195407
ACH-000021,-0.09473491974164833
ACH-000022,-0.04577966428008723
ACH-000025,-0.0018502782453019078
ACH-000028,-0.16055981545821765
ACH-000030,-0.10886360960490392
ACH-000035,-0.19847988358367089
ACH-000036,0.00333458752769638
ACH-000037,-0.08950390223086813
ACH-000039,-0.15387371098782468
ACH-000040,-0.2762560442331275
ACH-000041,-0.057473229654765
ACH-000042,-0.05102778791505547
ACH-000045,-0.09931904635772416
ACH-000047,-0.07769496188301805
ACH-000052,-0.10404738411985053
ACH-000053,-0.14611491225210446
ACH-000054,-0.21792011841897
ACH-000055,-0.3318537342446387
ACH-000060,-0.1195489490025982
ACH-000067,-0.08444573201734683
ACH-000070,-0.023420629079733385
ACH-000075,-0.07205708416209798
ACH-000078,-0.13825579095716398
ACH-000082,-0.06145384813342598
ACH-000085,0.003964792296309581
ACH-000086,-0.15149450230415826
ACH-000087,-0.20080315777534116
ACH-000092,-0.14727703520757973
ACH-000095,-0.15006375779990502
ACH-000097,-0.1039874824448644
ACH-000098,-0.1799130577503125
ACH-000099,-0.13035019980000587
ACH-000108,-0.02436559772358721
ACH-000113,-0.15707746264177175
ACH-000116,-0.12926772814461182
ACH-000118,-0.12598319352090118
ACH-000120,-0.14861870524279389
ACH-000123,-0.08751760743300496
ACH-000127,-0.14196307182818954
ACH-000128,-0.08016183692789611
ACH-000132,-0.12603680500151046
ACH-000133,-0.14785975572886953
ACH-000137,-0.13204835725262876
ACH-000138,-0.0662083530099686
ACH-000142,-0.14782555710997725
ACH-000143,0.1557866403011661
ACH-000146,-0.16125750124503668
ACH-000148,0.03302906314902485
ACH-000150,-0.002956175507412459
ACH-000152,-0.1463511285013657
ACH-000153,-0.019764780107458926
ACH-000159,-0.14271001004880152
ACH-000160,-0.12110983795325993
ACH-000163,0.07194601597921434
ACH-000167,-0.30732125685910144
ACH-000168,-0.09482323717221693
ACH-000169,-0.09977131494857296
ACH-000178,-0.040869741950802695
ACH-000183,-0.06492190567988415
