,CYB5R2 (51700)
ACH-000004,-0.02185075150936504
ACH-000005,-0.009495517913977163
ACH-000007,0.050583366615815716
ACH-000009,0.00026466941940842675
ACH-000011,-0.10915771062122724
ACH-000012,0.030604015157867006
ACH-000013,-0.022139170012290002
ACH-000014,-0.21113389484308187
ACH-000015,-0.09544902284637057
ACH-000017,-0.032858538255384595
ACH-000018,-0.17407074039865927
ACH-000019,-0.014106055734023494
ACH-000021,-0.09331294782924204
ACH-000022,-0.14439944281880607
ACH-000025,0.07333179163709247
ACH-000028,-0.2308499811452321
ACH-000030,-0.201438173529994
ACH-000035,-0.09281882731999888
ACH-000036,-0.01658192968194068
ACH-000037,0.0005155237913854188
ACH-000039,-0.04685370426024797
ACH-000040,-0.15490183946956218
ACH-000041,-0.08446822386170298
ACH-000042,-0.17177874855784458
ACH-000045,-0.07665732628998922
ACH-000047,-0.10618741076801264
ACH-000052,-0.05474849039085377
ACH-000053,-0.10071635207510347
ACH-000054,-0.1095823449480628
ACH-000055,-0.03010377782485218
ACH-000060,-0.02597365140491405
ACH-000067,-0.05759129642793895
ACH-000070,-0.16130340291972944
ACH-000075,-0.029907401010848645
ACH-000078,-0.19563653946925194
ACH-000082,-0.25549311886453313
ACH-000085,-0.2009443485452549
ACH-000086,0.015479468959670657
ACH-000087,-0.1939936360566148
ACH-000092,-0.026118613085257657
ACH-000095,-0.15261474170452674
ACH-000097,-0.2014381551972333
ACH-000098,-0.11743847189532165
ACH-000099,-0.2328078771178701
ACH-000108,-0.10458079208200204
ACH-000113,-0.1768787664723719
ACH-000116,-0.05691065162119732
ACH-000118,-0.04968404185126511
ACH-000120,-0.17265744983869116
ACH-000123,-0.08963701027417784
ACH-000127,-0.17967110029734704
ACH-000128,-0.0986731203081666
ACH-000132,-0.15944509248257965
ACH-000133,-0.07015131752534391
ACH-000137,-0.2090031970361448
ACH-000138,-0.09933493182968887
ACH-000142,-0.09230366851235128
ACH-000143,-0.04170296493108442
ACH-000146,-0.08849000803160438
ACH-000148,-0.048340749607390064
ACH-000150,-0.12635403035813542
ACH-000152,-0.12659158476920526
ACH-000153,-0.15507858762819945
ACH-000159,-0.1515345643820997
ACH-000160,-0.05301704425115965
ACH-000163,-0.11971105492369027
ACH-000167,-0.26582576825634474
ACH-000168,-0.16575467173611055
ACH-000169,-0.05370099180740072
ACH-000178,-0.03883254428916035
ACH-000183,-0.11295098306118975
ACH-000188,-0.11245685423434232
ACH-000189,0.049183119096781636
ACH-000190,-0.1386485909779581
ACH-000198,-0.06179479433064264
ACH-000203,-0.4714587830705636
ACH-000204,-0.24458697174487934
ACH-000206,0.10325817845759197
ACH-000207,-0.18027077817563197
ACH-000208,-0.27648938379930543
ACH-000210,0.0850587621255711
ACH-000211,-0.17849103101005556
ACH-000215,-0.19296090479774347
ACH-000221,-0.18690624494964567
ACH-000222,-0.21769247534494848
ACH-000223,-0.1886285050262691
ACH-000226,-0.07869953491205411
ACH-000227,-0.13228686168802736
ACH-000228,-0.03477979255289965
ACH-000231,-0.15719332198679167
ACH-000232,-0.17912246019037895
ACH-000233,-0.15513072371709327
ACH-000234,-0.12941760389227108
ACH-000235,-0.10808591995872598
ACH-000237,-0.08763209735996587
ACH-000238,-0.061674057778698235
ACH-000242,-0.19506227083630595
ACH-000243,-0.049106085139064205
ACH-000244,-0.1858941298849434
ACH-000246,-0.08297681982377486
ACH-000248,0.010760482233727043
ACH-000250,0.02561827429090763
ACH-000251,-0.1590107134727743
ACH-000252,-0.1521274903308138
ACH-000253,-0.06119847741536748
ACH-000255,-0.12128550910521554
ACH-000256,-0.21601731697145252
ACH-000257,-0.1880807543135224
ACH-000258,-0.2650619014329269
ACH-000259,-0.10315696874175574
ACH-000260,-0.12736992742832962
ACH-000261,-0.1670570171199497
ACH-000262,-0.0019329289493800789
ACH-000263,-0.20020966693441314
ACH-000264,-0.07359520468994282
ACH-000265,-0.10997719121298516
ACH-000266,-0.037965194423037564
ACH-000272,-0.21926073937307794
ACH-000274,-0.02479246337872518
ACH-000277,-0.14175521672561028
ACH-000278,-0.056653857542355135
ACH-000279,-0.15793439876940735
ACH-000280,-0.3694601631546759
ACH-000281,-0.13435519869859794
ACH-000288,-0.11316759714537272
ACH-000291,-0.30284298337239024
ACH-000293,-0.17531576066854485
ACH-000294,-0.1475362283973754
ACH-000295,-0.2564593363790443
ACH-000296,-0.030308111051684693
ACH-000302,0.0025952416720078373
ACH-000304,-0.13555569553491176
ACH-000307,-0.09950589674959008
ACH-000308,-0.06896174798799443
ACH-000310,-0.20775343525029868
