,COMMD8 (54951)
ACH-000004,-0.1415657436653811
ACH-000005,0.11890701627525815
ACH-000007,-0.39411659112704495
ACH-000009,-0.021101688158733062
ACH-000011,-0.5662715284602206
ACH-000012,-0.057626989896242785
ACH-000013,-0.24004956374852485
ACH-000014,-0.4352626029863641
ACH-000015,-0.4969220879635624
ACH-000017,-0.1593603897527887
ACH-000018,-0.10854983916325914
ACH-000019,-0.14082860975351374
ACH-000021,-0.3364185419037779
ACH-000022,-0.22302432451731816
ACH-000025,-0.09730432515934632
ACH-000028,-0.23788447734011056
ACH-000030,-0.31014904388815057
ACH-000035,-0.13010398857630276
ACH-000036,-0.4068414180673051
ACH-000037,-0.110628046423943
ACH-000039,-0.048384624578852384
ACH-000040,-0.22025036765513226
ACH-000041,-0.21908573539771609
ACH-000042,-0.29070549762611186
ACH-000045,-0.21194036198260127
ACH-000047,-0.3157249065725763
ACH-000052,-0.31400117448770004
ACH-000053,-0.3624172841505314
ACH-000054,-0.30463305360672066
ACH-000055,-0.12244158438733414
ACH-000060,-0.06539649251569345
ACH-000067,-0.2494184717424289
ACH-000070,-0.4213652443589036
ACH-000075,-0.3489821775787121
ACH-000078,-0.3158704830056271
ACH-000082,-0.23771349346770945
ACH-000085,-0.3004910730568017
ACH-000086,-0.15877568018304858
ACH-000087,-0.2668970595674093
ACH-000092,-0.3440394366673355
ACH-000095,-0.2873554934821501
ACH-000097,-0.2563135526261511
ACH-000098,0.04765972550793382
ACH-000099,-0.34486836057267145
ACH-000108,-0.17748231082987045
ACH-000113,-0.3070138332992396
ACH-000116,-0.360096485975934
ACH-000118,-0.3784700698213039
ACH-000120,-0.25326477313649365
ACH-000123,-0.2948316330033414
ACH-000127,-0.3201305565055386
ACH-000128,-0.3739275462337355
ACH-000132,-0.4709663135121957
ACH-000133,-0.4922382213277986
ACH-000137,-0.4072345277917943
ACH-000138,-0.1800593275883866
ACH-000142,-0.6057063092288835
ACH-000143,-0.29573414195336745
ACH-000146,-0.4567906172840502
ACH-000148,-0.2512268819780046
ACH-000150,-0.22412296261994424
ACH-000152,-0.3641420473321964
ACH-000153,-0.2046962931578288
ACH-000159,-0.5416324451060276
ACH-000160,-0.346270673350804
ACH-000163,-0.11429741724500453
ACH-000167,-0.25778337247245275
ACH-000168,-0.35372065026749466
ACH-000169,-0.12227875470158928
ACH-000178,-0.3380128961072885
ACH-000183,-0.27550735805522364
ACH-000188,-0.2442033028561693
ACH-000189,-0.2615824205437545
ACH-000190,-0.2971645997590544
ACH-000198,-0.2543233611872913
