,CCDC71L (168455)
ACH-000004,-0.001137359044304176
ACH-000005,0.36530455580687854
ACH-000007,0.055079548592479696
ACH-000009,-0.09702756887968286
ACH-000011,-0.13001519801343536
ACH-000012,-0.03806733008252109
ACH-000013,-0.07280353968849956
ACH-000014,-0.033555963815031974
ACH-000015,-0.040485967396430414
ACH-000017,-0.17461514130316896
ACH-000018,0.045532958003370747
ACH-000019,-0.36389787202322266
ACH-000021,-0.2282034846955456
ACH-000022,-0.1309914067227095
ACH-000025,-0.04675764059502023
ACH-000028,-0.1727054096657385
ACH-000030,-0.11236664802296338
ACH-000035,-0.09418909897745273
ACH-000036,-0.1902738840221528
ACH-000037,-0.2835729988918771
ACH-000039,-0.2902805531385901
ACH-000040,-0.0007018717407225758
ACH-000041,-0.02283220550884561
ACH-000042,-0.0811131705888444
ACH-000045,-0.09065778360434323
ACH-000047,-0.0592192967772888
ACH-000052,-0.30219913600112264
ACH-000053,-0.06962481772648431
ACH-000054,-0.1001452764936911
ACH-000055,-0.43751765965634776
ACH-000060,-0.07116999206969632
ACH-000067,-0.16324728497534566
ACH-000070,-0.0384104462873111
ACH-000075,-0.13036256780089422
ACH-000078,-0.07728520086082002
ACH-000082,-0.14429467405238833
ACH-000085,-0.21154587850406906
ACH-000086,-0.09972430136676606
ACH-000087,-0.058776781909502876
ACH-000092,-0.04843309078893639
ACH-000095,-0.12940346266400332
ACH-000097,-0.2252436600850793
ACH-000098,-0.15204080521602306
ACH-000099,0.05128565308972543
ACH-000108,-0.10417523119119312
ACH-000113,-0.2085480192679935
ACH-000116,-0.1526993944738819
ACH-000118,-0.15391005739187172
ACH-000120,-0.2644429317988432
ACH-000123,-0.2180454061905081
ACH-000127,-0.057752069358893
ACH-000128,-0.12727503815218033
ACH-000132,-0.14138676546629836
ACH-000133,-0.20730200162719334
ACH-000137,-0.12341300292156444
ACH-000138,-0.12973278612662453
ACH-000142,-0.010282383986749487
ACH-000143,-0.2031629611378668
ACH-000146,-0.07565154971292798
ACH-000148,-0.1260150228000817
ACH-000150,0.08395841931267597
ACH-000152,-0.12844020677850798
ACH-000153,-0.04696223294467655
ACH-000159,-0.2484242362399617
ACH-000160,-0.347056152429994
ACH-000163,-0.11217795851845533
ACH-000167,-0.545462349315791
ACH-000168,-0.1790537195109823
ACH-000169,-0.07982314230402361
ACH-000178,-0.002922619079939534
ACH-000183,-0.04375231684267825
ACH-000188,-0.03758586681920405
ACH-000189,-0.24059841312518185
ACH-000190,-0.17240679028960734
ACH-000198,0.010650286944608359
ACH-000203,0.26953797351495395
ACH-000204,-0.4760649588515723
ACH-000206,-0.07451944815416607
ACH-000207,-0.100898146873065
ACH-000208,-0.13794986391288908
ACH-000210,-0.039613495441060166
ACH-000211,-0.1409001774357267
ACH-000215,-0.04850287407015304
ACH-000221,0.1001024587793264
ACH-000222,0.013992723769347298
ACH-000223,-0.25279886827747305
ACH-000226,-0.132421284643521
ACH-000227,-0.10692661930618813
ACH-000228,0.014784023773457175
ACH-000231,-0.21262310757695507
ACH-000232,-0.04045658495386117
ACH-000233,-0.010407417224653707
ACH-000234,-0.12863049956130448
ACH-000235,-0.14038963087940826
ACH-000237,-0.2470983133839393
ACH-000238,-0.15376388011810038
ACH-000242,0.1373836194648808
ACH-000243,-0.27383207026834844
ACH-000244,-0.29632700604199896
ACH-000246,-0.07185296040166345
ACH-000248,-0.03886216558835795
ACH-000250,-0.17459038725881218
ACH-000251,0.025939042433649917
ACH-000252,-0.04274570368480874
ACH-000253,-0.024728903739563626
ACH-000255,0.029956045247291688
ACH-000256,-0.10653637571773468
ACH-000257,-0.10805760936082727
ACH-000258,-0.03713425023860024
ACH-000259,-0.1740831672274685
ACH-000260,-0.40176057421670064
ACH-000261,-0.08937135589956667
ACH-000262,-0.1693209789634684
ACH-000263,-0.21389238776143013
ACH-000264,-0.09956127524528242
ACH-000265,-0.10497853128164103
ACH-000266,-0.09671786385564914
ACH-000272,-0.17857981685599136
ACH-000274,-0.08667031984839499
ACH-000277,-0.3619029265199598
ACH-000278,-0.2550031274707813
ACH-000279,-0.1469233803147934
ACH-000280,0.1499023444919448
ACH-000281,0.21057139667540806
ACH-000288,-0.07354044653726766
ACH-000291,-0.2197466971996062
ACH-000293,-0.26256490425073525
ACH-000294,-0.07319517236679836
ACH-000295,0.015528170516817756
ACH-000296,-0.17493606345865126
ACH-000302,-0.09088118729929308
ACH-000304,0.10420854780535806
ACH-000307,-0.15369214197439293
ACH-000308,-0.1096022288283106
ACH-000310,0.002371893567181068
ACH-000311,0.04047880742392807
ACH-000312,-0.08336532347563869
ACH-000315,-0.2400916345179581
ACH-000316,-0.01999670595616337
ACH-000317,-0.12465429305659795
ACH-000318,-0.2060869415834292
ACH-000319,-0.3708439377672054
ACH-000320,-0.0618236835509598
ACH-000322,-0.2459615477534309
ACH-000323,-0.052641014597116
ACH-000324,-0.030097138218089577
ACH-000329,0.002959979394818259
ACH-000330,-0.23163426530214146
ACH-000331,-0.2479868619975492
ACH-000332,-0.06355109973323128
ACH-000334,-0.5812102953581725
ACH-000335,-0.1153026548649557
ACH-000336,-0.10496972778312524
ACH-000337,-0.14562173997468594
ACH-000338,0.17245438645379782
ACH-000339,-0.08300572364995018
ACH-000341,-0.18240407525609695
ACH-000348,-0.16760379023349314
ACH-000350,-0.02708488548844832
ACH-000352,-0.13298991677328967
ACH-000356,-0.10721316770347976
ACH-000361,-0.09898435915116796
ACH-000362,-0.0379328596941703
ACH-000363,-0.17575324185043764
ACH-000364,-0.050293232982252765
ACH-000365,-0.21718276883409904
ACH-000366,-0.1169978278654614
ACH-000368,-0.07515906118066112
ACH-000374,-0.09547417833443947
ACH-000375,-0.0069627518995309685
ACH-000376,-0.027442667747067752
ACH-000381,-0.2518890789940251
ACH-000383,-0.1678550239465173
ACH-000387,-0.1503256895793064
ACH-000389,0.029469083114039712
ACH-000390,-0.15599327727427698
ACH-000393,-0.11696387035400688
ACH-000395,0.11589570184506234
ACH-000396,-0.1987034705029983
ACH-000397,-0.20798833507022765
ACH-000401,-0.047787922447905744
ACH-000402,-0.4787937887473637
ACH-000403,-0.04276985708754602
ACH-000404,-0.013482052594105695
ACH-000406,-0.1337469872165057
ACH-000407,-0.20426300505472306
ACH-000408,-0.00040657628302261947
ACH-000410,-0.0825516474688408
ACH-000411,-0.14929245856060191
ACH-000414,0.1415861977592024
ACH-000415,-0.11686605292028784
ACH-000416,-0.038007393200171546
ACH-000420,-0.15401561994271118
ACH-000421,-0.06621597220442453
ACH-000424,-0.16042924919466942
ACH-000425,-0.189782467888242
ACH-000426,-0.4068595897365047
ACH-000427,-0.028222312601963482
ACH-000433,0.021313292973635732
ACH-000435,-0.06767573540627045
ACH-000436,-0.3013707884270656
ACH-000444,-0.2392069765756241
ACH-000445,-0.02708097721306496
ACH-000448,-0.10230331698449366
ACH-000450,0.0070822327332856075
ACH-000452,-0.16917635971311185
ACH-000454,-0.03613403066371513
ACH-000458,-0.007629762122258526
ACH-000459,-0.1764871591845962
ACH-000460,-0.06827983877045113
ACH-000461,-0.051787987591394066
ACH-000463,-0.1771728035453179
ACH-000464,0.05855275191217131
ACH-000466,0.049608160873903566
ACH-000467,-0.01918607213676756
ACH-000468,-0.07033364248180357
ACH-000469,0.02768567334370502
ACH-000470,-0.18161660553227568
ACH-000471,-0.04748056316579902
ACH-000472,-0.059076264958540674
ACH-000473,-0.2776465003322675
ACH-000475,-0.11395769219430844
ACH-000476,-0.056357430013625726
ACH-000477,-0.1524461623665149
ACH-000479,-0.122886406310359
ACH-000480,-0.16841550464555968
ACH-000481,-0.2432456004696037
ACH-000483,-0.034600324553026286
