,GGA1 (26088)
ACH-000004,-0.35614005447223523
ACH-000005,0.18901276823735536
ACH-000007,0.13882573702542478
ACH-000009,-0.1478203663282648
ACH-000011,-0.02591936510306923
ACH-000012,-0.10992023389771932
ACH-000013,-0.12351824765587754
ACH-000014,-0.07948747203680116
ACH-000015,-0.13242128426843536
ACH-000017,-0.10723873177926424
ACH-000018,-0.13085062477315793
ACH-000019,-0.10356306157713537
ACH-000021,0.006838926730448568
ACH-000022,0.006402729019352295
ACH-000025,0.08852433182173942
ACH-000028,-0.011085002394949377
ACH-000030,-0.22899243841240405
ACH-000035,0.05008348173578461
ACH-000036,-0.12660017903384538
ACH-000037,-0.27014515824588065
ACH-000039,-0.07276404887863425
ACH-000040,-0.1579406976685784
ACH-000041,-0.17724703267525016
ACH-000042,-0.1488602542592941
ACH-000045,-0.10206391491780173
ACH-000047,-0.08372998918566465
ACH-000052,-0.10568436789090734
ACH-000053,-0.06552485597278962
ACH-000054,-0.1443332462710769
ACH-000055,-0.1456311498960475
ACH-000060,-0.2969343379778536
ACH-000067,-0.13695426235442654
ACH-000070,0.07804545576314945
ACH-000075,-0.1161458727736954
ACH-000078,0.12047498490575452
ACH-000082,0.02441376908579129
ACH-000085,-0.1963700780117321
ACH-000086,0.14894377259100772
ACH-000087,-0.07777356518050138
ACH-000092,-0.2156691869332328
ACH-000095,-0.039461566420368216
ACH-000097,-0.2195753096019191
ACH-000098,-0.03962245364086192
ACH-000099,-0.045057577329947016
ACH-000108,-0.11361752558217734
ACH-000113,-0.10707518907804864
ACH-000116,-0.14328230082829796
ACH-000118,-0.1091782078054644
ACH-000120,0.059864663110674385
ACH-000123,-0.010308786443388238
ACH-000127,-0.026892909509241086
ACH-000128,0.035919931624229205
ACH-000132,-0.07945638731225836
ACH-000133,-0.03629525547380108
ACH-000137,-0.041814512200389
ACH-000138,0.0472537566441005
ACH-000142,-0.026814803957461626
ACH-000143,-0.2247480558658596
ACH-000146,-0.07767965495199268
ACH-000148,0.04461540974103271
ACH-000150,-0.1485594267888764
ACH-000152,-0.018104394586836808
ACH-000153,-0.07191718400175348
ACH-000159,-0.1026552488800008
ACH-000160,-0.1332121952098939
ACH-000163,-0.019157325050884768
ACH-000167,-0.2951720636564824
ACH-000168,-0.21087444126840446
ACH-000169,-0.02157386463464173
ACH-000178,-0.14635312652643678
ACH-000183,-0.09679618280090847
ACH-000188,-0.05717694911977275
ACH-000189,-0.001139124795964605
ACH-000190,-0.2513670687521399
ACH-000198,-0.1899105504391623
ACH-000203,-0.16963073906789758
ACH-000204,-0.02578722328938509
ACH-000206,-0.2274824039483161
ACH-000207,0.04359545399699133
ACH-000208,0.13243475242427835
ACH-000210,0.03476897367006575
ACH-000211,-0.024503222800558225
ACH-000215,0.03861876183722849
ACH-000221,-0.16988589871470633
ACH-000222,-0.0301973031955456
ACH-000223,-0.02793359833462975
ACH-000226,-0.1403515315119638
ACH-000227,0.21226797233447395
ACH-000228,0.06301371422722214
ACH-000231,0.020691652357043237
ACH-000232,0.039446022492666516
ACH-000233,-0.11568761461844825
ACH-000234,-0.2419778789391279
ACH-000235,0.009878175662211452
ACH-000237,-0.033406331051768184
ACH-000238,-0.02448872032031852
ACH-000242,-0.2980661935889337
ACH-000243,-0.1489276345612669
ACH-000244,-0.12946335912833046
ACH-000246,-0.035536025503626126
ACH-000248,-0.02452189009227711
ACH-000250,-0.07723671974008707
ACH-000251,-0.2403276893032983
ACH-000252,0.11269719700279067
ACH-000253,0.009254482689291816
ACH-000255,-0.19233280180760967
ACH-000256,-0.13731968593771102
ACH-000257,0.07376902177371912
ACH-000258,-0.04084924047908013
ACH-000259,-0.1602288711817719
ACH-000260,-0.0749172443325477
ACH-000261,-0.026438213851233468
ACH-000262,-0.3132132503996741
ACH-000263,-0.14615952769480364
ACH-000264,-0.09181859528124754
ACH-000265,0.012638583441259609
ACH-000266,-0.0582984942166993
ACH-000272,-0.15529274208751506
ACH-000274,-0.12189976132178057
ACH-000277,-0.1538618087810701
ACH-000278,-0.11263916471922435
ACH-000279,-0.04809406455938914
ACH-000280,-0.09217424621726604
ACH-000281,0.07587692270094769
ACH-000288,-0.081711147068289
ACH-000291,0.0023386702755130288
ACH-000293,-0.1038843649495989
ACH-000294,-0.10960481007960238
ACH-000295,0.23226768003553036
ACH-000296,-0.3477390040366176
ACH-000302,-0.08906182322434769
ACH-000304,-0.060786322063218864
ACH-000307,-0.03505103737868444
ACH-000308,-0.058475521154310726
ACH-000310,-0.2241848821055661
ACH-000311,-0.1130894199583224
ACH-000312,-0.08405716627641385
ACH-000315,-0.11003293528117766
ACH-000316,0.0011198615194934608
ACH-000317,0.006577916329983115
ACH-000318,-0.041866098547400976
ACH-000319,0.013993092462427794
ACH-000320,-0.2059131033720088
ACH-000322,-0.2347771210708881
ACH-000323,-0.10975728761006892
ACH-000324,-0.18611509116304967
ACH-000329,-0.08313681251691325
ACH-000330,-0.08052640182917792
ACH-000331,-0.03136153285408684
ACH-000332,-0.09658707121068093
ACH-000334,0.09467504798559853
ACH-000335,0.08482416843877437
ACH-000336,-0.06212059611539866
ACH-000337,-0.18575675239177644
ACH-000338,0.3101501071111051
ACH-000339,-0.14441632126649587
ACH-000341,-0.1882338912285076
ACH-000348,-0.04784726541075007
ACH-000350,-0.10307341759093253
ACH-000352,0.01913559499485967
ACH-000356,0.09323463562108507
ACH-000361,-0.16300532586395935
