,VAPB (9217)
ACH-000004,0.05328942034140701
ACH-000005,0.3248293111272667
ACH-000007,-0.16369567549291472
ACH-000009,-0.14590188943054852
ACH-000011,-0.09136757102121668
ACH-000012,0.13621353007798526
ACH-000013,-0.03669028626438195
ACH-000014,0.015545984723615718
ACH-000015,-0.038662781976567584
ACH-000017,-0.4936572394714436
ACH-000018,-0.2740600894989604
ACH-000019,-0.4117279074980604
ACH-000021,-0.03654547925029382
ACH-000022,0.007637529519233702
ACH-000025,-0.09378494107212514
ACH-000028,-0.5873922846824212
ACH-000030,-0.08994848758656207
ACH-000035,-0.07438096004656078
ACH-000036,-0.002316719547221293
ACH-000037,0.0638171632101662
ACH-000039,0.07517439916219165
ACH-000040,-0.03268501018533408
ACH-000041,-0.11612330429771095
ACH-000042,-0.1071474334219073
ACH-000045,0.11329039153148365
ACH-000047,-0.023463060007121724
ACH-000052,-0.008367018538378592
ACH-000053,-0.05367990877938247
ACH-000054,-0.07331028121169422
ACH-000055,0.03742378335510908
ACH-000060,-0.03288748796659758
ACH-000067,-0.15265723049981927
ACH-000070,-0.11836144839386804
ACH-000075,-0.19746991568631114
ACH-000078,0.0018254407894725073
ACH-000082,0.0070861242025431655
ACH-000085,-0.24636321670069905
ACH-000086,-0.0499772677535853
ACH-000087,-0.08556403015286197
ACH-000092,-0.08515711050983868
ACH-000095,-0.0906409198583794
ACH-000097,-0.15566032612982764
ACH-000098,-0.09154696767388336
ACH-000099,-0.16043048315304545
ACH-000108,-0.043300012488941386
ACH-000113,-0.030564235932273424
ACH-000116,-0.1839173785601224
ACH-000118,-0.02562002468279637
ACH-000120,-0.12448645642188336
ACH-000123,-0.07668264075489596
ACH-000127,-0.1921297959779016
ACH-000128,-0.01840877742487225
ACH-000132,0.029753863936293163
ACH-000133,-0.3053591643953664
ACH-000137,-0.14987178412510915
ACH-000138,-0.008183691401102523
ACH-000142,-0.01919102086223201
ACH-000143,-0.04428270765778041
ACH-000146,-0.031889839365205584
ACH-000148,-0.050468938302969814
ACH-000150,-0.22320268256971187
ACH-000152,-0.17714096559197293
ACH-000153,-0.21956012685970355
ACH-000159,-0.06357309207446805
ACH-000160,-0.08674195402995064
ACH-000163,-0.09544382636847154
ACH-000167,-0.28535050487937624
ACH-000168,-0.13125600142048555
ACH-000169,-0.09501188817604994
ACH-000178,-0.06277138517958761
ACH-000183,0.007225799837167791
ACH-000188,-0.1149092909532198
ACH-000189,-0.2862169771132651
ACH-000190,-0.024279159303317883
ACH-000198,-0.027993720417087517
ACH-000203,0.06468699188849042
ACH-000204,-0.0682991158190837
ACH-000206,-0.152815655738669
ACH-000207,-0.12895899150479506
ACH-000208,-0.10759835149543356
ACH-000210,-0.3169153335521477
ACH-000211,-0.17021005100897418
ACH-000215,-0.021335793586788592
ACH-000221,0.052655212092107405
ACH-000222,0.10322205228283332
ACH-000223,0.003818337461380456
ACH-000226,0.08388241878297255
ACH-000227,-0.1455061773547148
ACH-000228,0.03620431747089799
ACH-000231,-0.11533908395802528
ACH-000232,-0.031056985334115814
ACH-000233,-0.1474607188910735
ACH-000234,-0.09779731889712394
ACH-000235,-0.032875210868184686
ACH-000237,-0.0730504107975906
ACH-000238,-0.0676072578952617
ACH-000242,-0.0877753952356787
ACH-000243,-0.03265919824027536
ACH-000244,0.10073773459546954
ACH-000246,-0.2197079288494738
ACH-000248,-0.059623209413077735
ACH-000250,-0.07804957110310312
ACH-000251,0.09497508303202737
ACH-000252,-0.2922963163061439
ACH-000253,-0.20775924571854795
ACH-000255,-0.09091485135680533
ACH-000256,0.10712190345332656
ACH-000257,-0.08397748402275783
ACH-000258,0.03658154841615453
ACH-000259,-0.299181897438557
ACH-000260,-0.0011791973344198509
ACH-000261,-0.052265736637795
ACH-000262,0.03523238890090534
ACH-000263,0.102700048784057
ACH-000264,-0.14502826354563528
ACH-000265,-0.03912103145735291
ACH-000266,-0.13526214605593315
ACH-000272,-0.09163332593201863
ACH-000274,-0.12177098918152572
ACH-000277,-0.4188050457850608
ACH-000278,-0.09957270343993872
ACH-000279,0.02854760652601873
ACH-000280,-0.004096239570171995
ACH-000281,-0.14441924102703038
ACH-000288,-0.011311311885447305
ACH-000291,-0.02074762312823381
ACH-000293,0.014528958752426288
ACH-000294,0.11222996461531867
ACH-000295,-0.07292517755701552
ACH-000296,-0.07595872858282395
ACH-000302,0.027863321910822816
ACH-000304,-0.29551788032266185
ACH-000307,-0.06480784511929978
ACH-000308,-0.11495606101559143
ACH-000310,-0.059465354362927825
ACH-000311,-0.10069134441051862
ACH-000312,-0.07970935619201824
ACH-000315,0.025762148801692315
ACH-000316,-0.09378652453971886
ACH-000317,0.037525751203089104
ACH-000318,-0.0496709500756185
ACH-000319,-0.024244989806744586
ACH-000320,-0.0915281188435023
ACH-000322,-0.25790629138349763
ACH-000323,-0.016232195910909474
ACH-000324,-0.13936466398704742
ACH-000329,-0.08755543552230048
ACH-000330,-0.02054563292363652
ACH-000331,-0.11492221220219286
ACH-000332,-0.13522114597704193
ACH-000334,-0.05527018373360438
ACH-000335,-0.14811641653330154
ACH-000336,-0.013241352957154959
ACH-000337,-0.06515215490911011
ACH-000338,0.4963959608011767
ACH-000339,-0.07529249769206893
ACH-000341,-0.18044984707066175
ACH-000348,-0.04318657613027408
ACH-000350,-0.0582914294106525
ACH-000352,-0.16673665625765596
ACH-000356,-0.015312446029233843
ACH-000361,-0.020567630910678283
ACH-000362,0.019144286383846045
ACH-000363,-0.031419589285582784
ACH-000364,-0.1390527028709224
ACH-000365,-0.01842404212661429
ACH-000366,-0.1579324266155578
ACH-000368,-0.10091947128765676
ACH-000374,-0.007637083057436105
ACH-000375,-0.08703021606051088
ACH-000376,-0.08398718473528066
ACH-000381,-0.13689243529265402
ACH-000383,-0.08559083254301418
ACH-000387,0.1040834024026838
ACH-000389,-0.013617298823936029
ACH-000390,0.028028872393013837
ACH-000393,-0.006140626573812754
ACH-000395,-0.2854890167053507
ACH-000396,0.14649173492806475
ACH-000397,-0.10668768723550624
ACH-000401,-0.13082518520919895
ACH-000402,-0.09659662095098608
ACH-000403,-0.24068196144510876
ACH-000404,-0.1340928171644799
ACH-000406,0.026642557683136062
ACH-000407,-0.050449188922605734
ACH-000408,-0.069566236887216
ACH-000410,-0.04524153339374536
ACH-000411,-0.13900660810152246
ACH-000414,-0.05726993499902005
ACH-000415,0.04895702841087965
ACH-000416,-0.07603949937271161
ACH-000420,-0.2255368752081297
ACH-000421,-0.0983802434380936
ACH-000424,-0.13441860591021254
ACH-000425,-0.17499239436689407
ACH-000426,-0.1725303918752358
ACH-000427,-0.31875195658859345
ACH-000433,-0.10877765053744448
ACH-000435,0.2292177650664095
ACH-000436,-0.2494144335131849
ACH-000444,-0.0353764934524473
ACH-000445,-0.08034922428045553
ACH-000448,-0.12110118838203865
ACH-000450,-0.05796657961032229
ACH-000452,-0.10588562031438324
ACH-000454,-0.08046328683902801
ACH-000458,-0.14076894870955284
ACH-000459,-0.020388003382457574
ACH-000460,-0.1092365244538024
ACH-000461,-0.2372087478294917
ACH-000463,-0.1382839169554258
ACH-000464,0.04698161461767537
ACH-000466,0.01177225664183284
ACH-000467,-0.1000658983222706
ACH-000468,0.09612543588708476
ACH-000469,-0.16710593870309975
ACH-000470,-0.19499189592221747
ACH-000471,-0.029303971922234023
ACH-000472,-0.09566177705626384
ACH-000473,-0.1631487290992013
ACH-000475,-0.02006623121036893
ACH-000476,0.004288440997824842
ACH-000477,-0.09228113918218404
ACH-000479,-0.10918178465866722
ACH-000480,-0.039618630155995656
ACH-000481,-0.08267870472393779
ACH-000483,0.06144928554079919
ACH-000484,0.09659849007824836
ACH-000485,-0.20422702595959885
ACH-000486,-0.08067209569508321
ACH-000487,-0.0168053514590241
ACH-000488,-0.10610904070631487
ACH-000490,-0.15512770287284378
ACH-000491,-0.14756256424923553
ACH-000495,-0.07298434789950926
ACH-000496,-0.09529102542516914
ACH-000499,-0.10374559697097864
ACH-000500,0.17065083345992293
ACH-000502,-0.09076407226350762
ACH-000503,0.006283526200349604
ACH-000505,-0.004506125877273647
ACH-000507,-0.12386626598918166
ACH-000510,-0.03227051826144242
ACH-000511,-0.150347423612047
ACH-000512,0.030169011069962358
ACH-000516,-0.035299508244696284
ACH-000517,-0.11520014638101275
ACH-000518,-0.10981491175384052
ACH-000520,-0.0535532503609561
ACH-000521,-0.16604022316064554
ACH-000522,-0.07798831323021704
ACH-000524,-0.016946947092965684
ACH-000527,-0.14230375144752486
ACH-000528,-0.11824338503426968
ACH-000537,-0.1287738938379672
ACH-000541,-0.10534423727386433
ACH-000542,-0.18304412751853605
ACH-000544,-0.006982609208026368
ACH-000545,-0.03903773965721027
ACH-000547,-0.1871416268911091
