,SULT1E1 (6783)
ACH-000406,-0.017240615712374688
ACH-000407,-0.011942130830177276
ACH-000408,-0.13890699922421562
ACH-000410,-0.10057188789467973
ACH-000411,-0.13315765497075935
ACH-000414,0.031107002876957064
ACH-000415,-0.11434649499925527
ACH-000416,-0.11181080252897516
ACH-000420,-0.0969828192996466
ACH-000421,-0.0833862574899114
ACH-000424,-0.2424683801982256
ACH-000425,-0.12264016372939834
ACH-000426,-0.15934270673241938
ACH-000427,-0.17141351287466064
ACH-000433,-0.010723480787389586
ACH-000435,0.12197636016848487
ACH-000436,-0.2423404093276599
ACH-000444,-0.07394776703970289
ACH-000445,-0.15370415074855756
ACH-000448,-0.08989201037801292
ACH-000450,-0.15095119857048314
ACH-000452,-0.09617495004810214
ACH-000454,-0.1661310571248936
ACH-000458,-0.12700455083133727
ACH-000459,-0.18523225052330672
ACH-000460,0.0426181610286055
ACH-000461,-0.02652537324225783
ACH-000463,-0.12861247319340782
ACH-000464,-0.07964812546514406
ACH-000466,-0.0305817802010254
ACH-000467,-0.08767043800383797
ACH-000468,-0.13003636757371034
ACH-000469,-0.05227395320418294
ACH-000470,0.016315250884553628
ACH-000471,-0.07243468034668234
ACH-000472,-0.046446698757510486
ACH-000473,-0.05665332928078232
ACH-000475,-0.09797089155060623
ACH-000476,-0.06043913178991728
ACH-000477,0.023491543902110883
ACH-000479,-0.08562403320287174
ACH-000480,-0.038015648097933806
ACH-000481,-0.08211165266426461
ACH-000483,0.03871498249132439
ACH-000484,0.11032065120648796
ACH-000485,-0.18057748315433897
ACH-000486,-0.16837018582921615
ACH-000487,-0.048394271158924126
ACH-000488,-0.12286506195184432
ACH-000490,-0.060267775158805874
ACH-000491,-0.07865721744498531
ACH-000495,0.13660769356314267
ACH-000496,-0.049577163447288713
ACH-000499,-0.12954629248450014
ACH-000500,0.07216426620141428
ACH-000502,-0.0682389058092107
ACH-000503,-0.16720753049482695
ACH-000505,-0.1309545073995257
ACH-000507,-0.2508247508159202
ACH-000510,-0.07698630584280583
ACH-000511,-0.18447393255583386
ACH-000512,0.0015187804949679856
ACH-000516,-0.10664605122606803
ACH-000517,-0.04028615583315325
ACH-000518,-0.0956904200431994
ACH-000520,-0.09336046161877673
ACH-000521,0.1244011498038173
ACH-000522,-0.023102250677452318
ACH-000524,-0.026271433980532388
ACH-000527,-0.03434309126269665
ACH-000528,-0.04982171483297334
ACH-000537,-0.07066975216578211
ACH-000541,-0.16893261350091335
ACH-000542,-0.10767399306331496
ACH-000544,0.006503094859152559
ACH-000545,-0.02705324545890361
ACH-000547,-0.15471218948668994
ACH-000548,-0.1442323966572243
ACH-000549,-0.19212310729057988
ACH-000550,-0.016902117833419127
ACH-000552,-0.04108854809963962
ACH-000556,-0.09442518929644486
ACH-000557,-0.06537849771011439
ACH-000569,-0.3405835704192628
ACH-000570,-0.027480585294012327
ACH-000571,-0.02654687848792976
ACH-000573,-0.04669440523433239
ACH-000576,-0.06258972714513643
ACH-000579,-0.12499767614573352
ACH-000580,0.11302273058674113
ACH-000584,-0.006947961100396928
ACH-000585,-0.1122682027253626
ACH-000588,-0.016438037345113184
ACH-000589,-0.1684155290905167
ACH-000591,-0.06848867348300658
ACH-000593,0.058123590378393576
ACH-000600,-0.05022467389774855
ACH-000601,-0.015947439626416933
ACH-000605,-0.21682996881347136
ACH-000606,-0.030943461867145194
ACH-000608,-0.11633956430651213
ACH-000614,-0.07977777025142174
ACH-000616,-0.182140769193994
ACH-000618,-0.07793122887824981
ACH-000619,-0.003750933315616882
ACH-000620,-0.13890814250564035
ACH-000621,-0.11066263465876112
ACH-000622,-0.038265869088653336
ACH-000623,-0.04676495013755616
ACH-000624,-0.06415416571798899
ACH-000627,-0.046429677424895364
ACH-000630,0.016870916322294264
ACH-000631,0.06593622417758928
ACH-000632,-0.011718459963004812
ACH-000633,-0.046549221244291616
ACH-000637,-0.053267563001028084
ACH-000638,-0.07220379294269379
ACH-000646,0.022549060783669424
ACH-000647,-0.18098250674839705
ACH-000648,-0.07097300687018925
ACH-000649,-0.08989520305909443
ACH-000651,0.03130053542517616
ACH-000652,-0.05430783114870988
ACH-000653,-0.15950480445463616
ACH-000657,-0.09033866106307624
ACH-000658,-0.18222467782459148
ACH-000661,-0.08031206302621334
ACH-000662,-0.01102695828624471
ACH-000663,-0.02771067509281179
ACH-000665,-0.09875857218321067
ACH-000671,-0.08160649283549044
ACH-000672,-0.3521118188120127
ACH-000673,-0.07186251684357943
ACH-000676,-0.15332468489171433
ACH-000677,-0.07276937653487682
ACH-000681,-0.00013901600934877907
ACH-000683,-0.0762632686158083
ACH-000684,-0.11414619864336305
ACH-000688,-0.19290777357076147
ACH-000693,-0.0559043292169344
ACH-000694,-0.13958143169613654
ACH-000695,-0.06573957789539855
ACH-000696,-0.17686947900285066
ACH-000697,-0.10309875356533592
ACH-000699,-0.014208643521949922
ACH-000701,-0.15520084421219682
ACH-000706,0.03421593786864715
ACH-000711,-0.050416239461197686
ACH-000713,-0.11475729179456667
ACH-000714,-0.0036680602653356396
ACH-000718,-0.004093037770462239
ACH-000720,-0.053565954331206665
ACH-000721,-0.04481457767444437
ACH-000724,-0.0564005926382723
ACH-000725,-0.13221654826192855
ACH-000732,0.010216954070223851
ACH-000734,-0.24365123938852215
ACH-000735,-0.1531830525277647
ACH-000736,-0.004995663232317657
ACH-000738,-0.17235071077629915
ACH-000746,-0.012896841954125576
ACH-000747,-0.19548381243533075
ACH-000748,-0.05305207518487647
ACH-000753,-0.035899711024255376
ACH-000756,-0.2303293274561801
ACH-000757,-0.07586956742035622
ACH-000758,-0.16909186145139518
ACH-000760,-0.1525964891567516
ACH-000762,-0.09142220154547367
ACH-000763,-0.02543172175101693
ACH-000764,0.019178243558413462
ACH-000765,-0.08025619877012824
ACH-000766,-0.13937390061895422
ACH-000767,-0.051649243379282665
ACH-000768,-0.11796286390125715
ACH-000769,-0.2931685006774375
ACH-000770,-0.02123015761531501
ACH-000771,0.02930016987686236
ACH-000773,0.004664198310701773
ACH-000776,-0.22522113569138855
ACH-000777,0.015015725216043897
ACH-000778,-0.0374843531903178
ACH-000781,-0.052163434435792085
ACH-000782,-0.15510186220187042
ACH-000783,-0.024205637044442386
ACH-000784,-0.046015489392442585
ACH-000785,-0.1163697309866615
ACH-000787,-0.0516319075240805
ACH-000788,-0.07476345466089218
ACH-000791,-0.08584359241533099
ACH-000792,-0.06565325281841394
ACH-000794,-0.1185069488311906
ACH-000796,-0.05088678536561645
ACH-000798,0.028544861058194093
ACH-000799,-0.16630623755737747
ACH-000800,-0.049737559778171216
ACH-000802,-0.038491591975159695
ACH-000804,-0.022376617519269226
ACH-000805,-0.10162781977815938
ACH-000809,-0.14148960735731764
ACH-000810,0.014091200590221885
ACH-000811,-0.059245712471653285
ACH-000817,-0.14474054199261036
ACH-000819,-0.006128680348006588
ACH-000820,-0.08293968803815198
ACH-000821,-0.2148236321708266
ACH-000822,-0.048428837085123536
ACH-000823,-0.15336246899407802
ACH-000824,-0.055838517062777655
ACH-000827,-0.03437187738937126
ACH-000829,0.08568988066774691
ACH-000831,-0.061670000612833314
ACH-000832,-0.18783449179322945
ACH-000833,-0.0537617098591581
ACH-000834,-0.06258177672869587
ACH-000835,0.09733302814486547
ACH-000836,-0.1198789466945007
ACH-000837,-0.12851261416038426
ACH-000838,0.020869665294347844
ACH-000839,-0.20436952346634
ACH-000840,-0.34531404587033004
ACH-000841,0.044831000201073966
ACH-000843,-0.02576583197625592
ACH-000846,-0.1258027714626809
ACH-000847,-0.3189854781614413
ACH-000848,-0.062082428345611076
ACH-000849,-0.10628184371630604
ACH-000851,-0.07086690536760883
ACH-000855,-0.0830124087677413
ACH-000856,-0.1040674774284456
ACH-000858,-0.118653337393256
ACH-000859,-0.041716308173664784
ACH-000861,-0.08592720300106772
ACH-000862,-0.05164004781624717
ACH-000865,-0.15693567468065356
ACH-000866,-0.08631281094019758
ACH-000867,-0.09653154178834564
ACH-000869,0.032437828916463234
ACH-000872,-0.11852755801888075
ACH-000873,-0.12999656102372695
ACH-000876,-0.08296874765345041
ACH-000878,-0.14081063526461782
ACH-000880,-0.2461163679619271
ACH-000881,-0.050977706468055085
ACH-000882,-0.196307357243402
ACH-000884,-0.1981847792928597
ACH-000885,-0.12665106622861727
ACH-000887,-0.0548052043401106
ACH-000889,-0.12838742493898514
ACH-000896,-0.09494104020576616
ACH-000898,-0.18026532162796932
ACH-000900,-0.014405644486512104
ACH-000901,-0.09490744826140493
ACH-000905,-0.18999971920942146
ACH-000906,-0.1226338003675101
ACH-000907,-0.1342558345752359
ACH-000910,-0.055451117424532084
ACH-000911,-0.05008423161768463
ACH-000912,-0.09465075001226253
ACH-000913,-0.06533050606804497
ACH-000915,-0.14423271312717714
ACH-000916,0.05488885632006208
ACH-000917,-0.18146714411234974
ACH-000920,-0.17681059805622645
ACH-000921,-0.2315384171550559
ACH-000924,-0.1119426464655999
ACH-000926,-0.1303346656186696
ACH-000928,-0.20154891569647115
ACH-000929,0.04670985159719019
ACH-000932,-0.17109970159093027
ACH-000935,0.008898925061682056
ACH-000936,-0.08552327554744815
ACH-000937,-0.07058407303985806
ACH-000938,-0.14242586807797106
ACH-000939,-0.17697162776846792
ACH-000941,-0.028445784659322456
ACH-000943,-0.1095726068451655
ACH-000946,-0.22640638192490856
ACH-000947,-0.08404970785492846
ACH-000948,-0.1719196616514118
ACH-000950,-0.060583114715305135
ACH-000953,-0.0713476149418112
ACH-000954,0.011424233764009896
ACH-000957,-0.22527236173328274
ACH-000958,0.018363035849771368
ACH-000960,-0.02222620249888515
ACH-000963,-0.01671405947112814
ACH-000968,-0.15524299524472582
ACH-000969,-0.16165126263887955
ACH-000972,-0.1528228182581136
ACH-000973,-0.10633914846948812
ACH-000974,-0.06787600574515212
ACH-000978,-0.020356257354215142
ACH-000984,-0.1275275717396305
ACH-000986,-0.22412848995509305
ACH-000988,-0.04085857514775716
ACH-000993,-0.07659942403868547
ACH-000994,-0.05450756256015903
ACH-000996,-0.1917911501251084
ACH-001001,-0.06586146320491494
ACH-001020,-0.13313833978021886
ACH-001028,-0.029761677461230592
ACH-001031,-0.038503971682987866
ACH-001038,-0.13241518926604362
ACH-001048,-0.09239679536414956
ACH-001050,-0.10599967881155956
ACH-001053,0.02578932554621774
ACH-001054,0.06546024438805988
ACH-001061,0.00705570965775734
ACH-001067,-0.024196800598946827
ACH-001075,-0.16291704739928448
ACH-001096,-0.19762182125880026
ACH-001111,-0.11195371787724356
ACH-001119,-0.07068043135503743
ACH-001128,0.17802572272867498
ACH-001134,-0.06322962760500395
ACH-001151,-0.09815054682524364
ACH-001163,-0.03237733689744378
ACH-001164,0.07892805110884234
ACH-001183,0.053710332367779993
ACH-001192,-0.19583082839297625
ACH-001193,0.2402929924160839
ACH-001196,-0.17452769030037432
ACH-001197,-0.03812575164084641
ACH-001205,-0.2359437459917975
ACH-001211,-0.003489015644576853
ACH-001212,0.18558032113054154
ACH-001228,-0.14907927343005728
ACH-001232,0.02324664451605922
ACH-001239,-0.043566705701870836
ACH-001270,-0.16585214553878747
ACH-001274,-0.10858344636060893
ACH-001275,0.07558318401543268
ACH-001277,-0.2088861025285124
ACH-001278,-0.11964019937655172
ACH-001280,-0.2526172564339803
ACH-001283,0.008557494062013274
ACH-001289,-0.013403804337015206
ACH-001300,-0.11418426188787092
ACH-001301,-0.08438998219351261
ACH-001302,-0.14697548603726862
ACH-001306,0.007764839493635405
ACH-001318,-0.2081954864710865
ACH-001322,-0.2142605720807449
ACH-001328,-0.11974339555374935
ACH-001332,0.08314619113259085
ACH-001336,-0.08270009526172355
ACH-001346,-0.19596655574749697
ACH-001353,-0.08026559940884459
ACH-001354,0.1111378524071718
ACH-001367,0.13321855850009015
ACH-001368,-0.10875712337996538
ACH-001374,-0.025314002772075437
ACH-001377,-0.10936771736771464
ACH-001380,-0.041779702616628826
ACH-001391,-0.1264929871187245
ACH-001408,-0.09733165220511132
ACH-001430,-0.08394176246444922
ACH-001431,-0.06114409534145741
ACH-001450,0.17810222070177106
ACH-001496,-0.1285781475959168
ACH-001500,-0.11750531408879827
ACH-001523,-0.16595764663973486
ACH-001532,-0.02251632991789597
ACH-001550,-0.11259964274636465
ACH-001552,-0.2423215544486901
ACH-001554,-0.034735537773136614
ACH-001654,-0.04465810598802455
ACH-001735,-0.1287380355167325
ACH-001736,-0.06175664950454201
ACH-001737,-0.013229364351281072
ACH-001740,-0.23402111515439536
ACH-001745,-0.06885976415128338
ACH-001765,-0.09387350340083032
