,PYHIN1 (149628)
ACH-000004,0.09373282362806153
ACH-000005,0.21154035791095305
ACH-000007,0.17253612233429474
ACH-000009,-0.07223004310898559
ACH-000011,0.06162604139949874
ACH-000012,-0.01925141646749851
ACH-000013,0.017773807346058785
ACH-000014,0.3176934330015013
ACH-000015,0.10363195768331597
ACH-000017,0.05234675294790828
ACH-000018,0.18919386150748524
ACH-000019,0.3244127547920631
ACH-000021,0.05528296547306481
ACH-000022,0.0151339002005311
ACH-000025,0.026697686176914672
ACH-000028,0.07653929955695637
ACH-000030,0.15108155345127114
ACH-000035,0.026085767548820325
ACH-000036,0.02540373193933377
ACH-000037,-0.07818085986554432
ACH-000039,0.3269821469218127
ACH-000040,0.0957504874637204
ACH-000041,0.02271931649094896
ACH-000042,0.12689068385385235
ACH-000045,0.0123528670974314
ACH-000047,0.08177401542293998
ACH-000052,0.2988733579976183
ACH-000053,0.005177249051062779
ACH-000054,-0.0035466691523856893
ACH-000055,-0.0484938662723043
ACH-000060,0.26949737022561193
ACH-000067,0.30450714214602714
ACH-000070,0.07436554589727627
ACH-000075,-0.03566035554667736
ACH-000078,0.04336808034070986
ACH-000082,0.2218060208435
ACH-000085,-0.04562297602332136
ACH-000086,0.13907338586127266
ACH-000087,0.18621683913177248
ACH-000092,-0.011755952432009024
ACH-000095,0.15712778784253395
ACH-000097,-0.013297481181287842
ACH-000098,0.054255727206813584
ACH-000099,0.11163115405722564
ACH-000108,0.12906348595187775
ACH-000113,0.07077837937824502
ACH-000116,-0.028855109536761882
ACH-000118,0.06609833163032544
ACH-000120,-0.02677382294973048
ACH-000123,0.25560980248856485
ACH-000127,-0.1110464024416521
ACH-000128,0.1717366819803579
ACH-000132,-0.03760631796150393
ACH-000133,0.10690545751194694
ACH-000137,-0.004762240983728886
ACH-000138,0.05334219993289953
ACH-000142,0.030577450055596245
ACH-000143,-0.15264098016136052
ACH-000146,0.13826578445344098
ACH-000148,-0.10178191170460894
ACH-000150,-0.010379442512695562
ACH-000152,0.22273739811126206
ACH-000153,0.0609668654397908
ACH-000159,0.028048264772917213
ACH-000160,0.21873321782732386
ACH-000163,-0.08017032913771277
ACH-000167,-0.11527008505366547
ACH-000168,0.13264357396926268
ACH-000169,0.2094189778170024
ACH-000178,-0.004830619025904032
ACH-000183,-0.04557810107055257
ACH-000188,0.057743499736156736
ACH-000189,-0.26192860475825297
ACH-000190,0.1747670396003753
ACH-000198,-0.10733719992060486
ACH-000203,-0.6700616423311999
ACH-000204,-0.16030350288177514
