,CHTOP (26097)
ACH-000004,-0.21773048308356496
ACH-000005,-0.4155214398673331
ACH-000007,-0.420938967969946
ACH-000009,-0.4172928644494742
ACH-000011,-0.3132440201078777
ACH-000012,-0.3156721725693977
ACH-000013,-0.2793294626703968
ACH-000014,-0.5604466492195099
ACH-000015,-0.5322109043684348
ACH-000017,-0.2446137248321651
ACH-000018,-0.3011773034778019
ACH-000019,-0.3659126210631653
ACH-000021,-0.30859295588705565
ACH-000022,-0.3362539071684647
ACH-000025,-0.5938913170953262
ACH-000028,-0.5943846479860827
ACH-000030,-0.27316176499192024
ACH-000035,-0.4506251035117878
ACH-000036,-0.4091744629886854
ACH-000037,-0.14625480928730178
ACH-000039,-0.6286521610081222
ACH-000040,-0.5501019236346296
ACH-000041,-0.5538940857125737
ACH-000042,-0.445239987734408
ACH-000045,-0.42630655967501335
ACH-000047,-0.3944351163871821
ACH-000052,-0.5485950561166428
ACH-000053,-0.2691863942727737
ACH-000054,-0.3459159808980648
ACH-000055,-0.012337012716551564
ACH-000060,-0.3549494576703937
ACH-000067,-0.379380222810492
ACH-000070,-0.6472831450340809
ACH-000075,-0.18543312147209168
ACH-000078,-0.24458010854993076
ACH-000082,-0.30589522388168583
ACH-000085,-0.1481653923765083
ACH-000086,-0.3885288223042161
ACH-000087,-0.4074848014620206
ACH-000092,-0.3822206176150503
ACH-000095,-0.2221602552112036
ACH-000097,-0.6107296174175607
ACH-000098,-0.3748217994766461
ACH-000099,-0.43221670093295067
ACH-000108,-0.5017239667396934
ACH-000113,-0.3560389330000133
ACH-000116,-0.3982105581691103
ACH-000118,-0.7316914915753925
ACH-000120,-0.3516569939050891
ACH-000123,-0.3616513912399685
ACH-000127,-0.6671904651656223
ACH-000128,-0.30885527060229395
ACH-000132,-0.4828289270129783
ACH-000133,-0.3651541777448435
ACH-000137,-0.4020947484789311
ACH-000138,-0.44241674947053344
ACH-000142,-0.4324380718799658
ACH-000143,-0.4739676106763348
ACH-000146,-0.42990085687823626
ACH-000148,-0.3243286038992576
ACH-000150,-0.47843606240316205
ACH-000152,-0.47569978488623105
ACH-000153,-0.5048326653874182
ACH-000159,-0.30273621768680165
ACH-000160,-0.2890824698968441
ACH-000163,-0.6156284369670116
ACH-000167,-0.314499051758286
ACH-000168,-0.3378344478715898
ACH-000169,-0.40061645534334417
ACH-000178,-0.28663439463924273
ACH-000183,-0.23000624342973106
ACH-000188,-0.4281783948145659
ACH-000189,-0.4180565474136368
ACH-000190,-0.3927484990503525
ACH-000198,-0.7932558100806014
ACH-000203,-0.16259675269683904
ACH-000204,-0.7796562887008255
ACH-000206,-0.2594865046424407
ACH-000207,-0.37680056798676
ACH-000208,-0.481583863739371
ACH-000210,-0.29064562958008056
ACH-000211,-0.4186349544603326
ACH-000215,-0.4291334701184956
ACH-000221,-0.5875215797696655
ACH-000222,-0.4528381562470156
ACH-000223,-0.4648328790069616
ACH-000226,-0.5746386278072811
ACH-000227,-0.22180422935501992
ACH-000228,-0.2814820832732815
ACH-000231,-0.3458085918069372
ACH-000232,-0.2971986049573017
ACH-000233,-0.3545592294280642
ACH-000234,-0.3662887175652149
ACH-000235,-0.3898951466670913
ACH-000237,-0.08045582628846004
ACH-000238,-0.4051425075400119
ACH-000242,-0.6797023179637557
ACH-000243,-0.4405194016399603
ACH-000244,-0.5368841248066041
ACH-000246,-0.35641526635934284
ACH-000248,-0.4536479808909065
ACH-000250,-0.2350954860365321
ACH-000251,-0.35353780674815444
ACH-000252,-0.3378204026612571
ACH-000253,-0.16407638937970634
ACH-000255,-0.37489887828449736
ACH-000256,-0.394092570591832
ACH-000257,-0.2453800622113703
ACH-000258,-0.2984023856011167
ACH-000259,-0.12923264311749755
ACH-000260,-0.41066428490738177
ACH-000261,-0.2988558499442394
ACH-000262,-0.4520789295234079
ACH-000263,-0.4653835855615922
ACH-000264,-0.7209832499888561
ACH-000265,-0.2261123366813945
ACH-000266,-0.32091997638565634
ACH-000272,-0.3863186432322689
ACH-000274,-0.3326811469868841
ACH-000277,-0.4350788156672642
ACH-000278,-0.4133959339876828
ACH-000279,-0.10777226967584022
ACH-000280,-0.5198461536212321
ACH-000281,-0.4266229643221313
ACH-000288,-0.6046406828908079
ACH-000291,-0.3214887534206768
ACH-000293,-0.43523620035036303
ACH-000294,-0.13197698910374298
ACH-000295,-0.409831918410722
ACH-000296,-0.3687441582239399
ACH-000302,-0.16307060396068168
ACH-000304,-0.3599727239222296
ACH-000307,-0.16414637621904318
ACH-000308,-0.5429157799280206
ACH-000310,-0.19350620721811165
ACH-000311,-0.37947060243706177
ACH-000312,-0.1366532949086344
ACH-000315,-0.6779812501459445
ACH-000316,-0.5233383145546857
ACH-000317,-0.3962270796613704
ACH-000318,-0.5462842342597785
ACH-000319,-0.6513554075136686
ACH-000320,-0.4477568575474751
ACH-000322,-0.3687756680212699
ACH-000323,-0.3379647514833058
ACH-000324,-0.5132284546483616
ACH-000329,-0.2779866604918153
ACH-000330,-0.46784210411354205
ACH-000331,-0.383067204468735
ACH-000332,-0.18814582927263693
ACH-000334,-0.4058895187853633
ACH-000335,-0.459043771221912
ACH-000336,-0.4621664039121108
ACH-000337,-0.25585518104778954
ACH-000338,-0.776449962627898
ACH-000339,-0.30958834573945165
ACH-000341,-0.2820697442081297
ACH-000348,-0.323652236194232
ACH-000350,-0.35893113326414144
ACH-000352,-0.3736884116919693
ACH-000356,-0.3225213728695989
ACH-000361,-0.3693854635514164
ACH-000362,-0.4956525096275058
ACH-000363,-0.6495020242324785
ACH-000364,-0.5560014527740667
ACH-000365,-0.19901453222430407
ACH-000366,-0.4301134292317961
ACH-000368,-0.26351735338120386
ACH-000374,-0.3862550841036045
ACH-000375,-0.2904434928303107
ACH-000376,-0.2815082675608513
ACH-000381,-0.6908739088601971
ACH-000383,-0.3975799911604816
ACH-000387,-0.6171470644350013
ACH-000389,-0.14003506415513928
ACH-000390,-0.4431648618986383
ACH-000393,-0.35222954602091633
ACH-000395,-0.3514312665238247
ACH-000396,-0.2247616608073146
ACH-000397,-0.42790387565607146
ACH-000401,-0.28106423057828017
ACH-000402,-0.5361297557429988
ACH-000403,-0.2965523604278488
ACH-000404,-0.2852113834405071
ACH-000406,-0.4666418987918309
ACH-000407,-0.16191839424457466
ACH-000408,-0.1567054371848175
ACH-000410,-0.3768261908904711
ACH-000411,-0.33149776638722045
ACH-000414,-0.3135794631616343
ACH-000415,-0.2552528758993452
ACH-000416,-0.4424423075941332
ACH-000420,-0.4110980866321064
ACH-000421,-0.322247841079159
ACH-000424,-0.3202607158580893
ACH-000425,-0.28547850396355073
ACH-000426,-0.4901469605330367
ACH-000427,-0.236435576092488
ACH-000433,-0.37754962059652986
ACH-000435,-0.4549606456444463
ACH-000436,-0.5067438428120803
ACH-000444,-0.4665287313992425
ACH-000445,-0.4072689276228485
ACH-000448,-0.3873167644722258
ACH-000450,-0.4453255535013865
ACH-000452,-0.4984658011596373
ACH-000454,-0.4793417677057573
ACH-000458,-0.17727621819595685
ACH-000459,-0.3738566619713749
ACH-000460,-0.44657554329674015
ACH-000461,-0.10987536202803233
ACH-000463,-0.2389009629168929
ACH-000464,-0.279673575190344
ACH-000466,-0.3190758302025917
ACH-000467,-0.2184975886180364
ACH-000468,-0.30790971283520485
ACH-000469,-0.38852596225897
ACH-000470,-0.0758587033550145
ACH-000471,-0.4688615875365008
ACH-000472,-0.1907201184917406
ACH-000473,-0.4898420664392672
ACH-000475,-0.3775610140734606
ACH-000476,-0.4948772293692964
ACH-000477,-0.16096856293476094
ACH-000479,-0.40294606866549865
ACH-000480,-0.6493410298557631
ACH-000481,-0.23922446469058475
ACH-000483,-0.4465367842513083
ACH-000484,-0.4036354600108597
ACH-000485,-0.4108161676732052
ACH-000486,-0.4015041439415586
ACH-000487,-0.4069679387091699
ACH-000488,-0.3500255592145405
ACH-000490,-0.3567948137167752
ACH-000491,-0.18956007053709545
ACH-000495,-0.391045411470606
ACH-000496,-0.3893356308645937
ACH-000499,-0.3863659089629656
ACH-000500,-0.4080549328032161
ACH-000502,-0.4017561965138266
ACH-000503,-0.5193956884487444
