,MN1 (4330)
ACH-000004,0.18254516118603825
ACH-000005,0.30894280088428433
ACH-000007,0.1806413276073222
ACH-000009,0.2539492150321407
ACH-000011,0.12522817410083142
ACH-000012,0.16560495338904097
ACH-000013,0.08493010692196679
ACH-000014,0.10839064600479792
ACH-000015,0.212862536078204
ACH-000017,0.13171960028997326
ACH-000018,0.15488125841281505
ACH-000019,0.17206163096377078
ACH-000021,0.14678022493398926
ACH-000022,0.18363906646388398
ACH-000025,0.16898992930769274
ACH-000028,0.09644398645974447
ACH-000030,0.1452693994317396
ACH-000035,0.18842939917312085
ACH-000036,0.09012330283833232
ACH-000037,0.04562682904526369
ACH-000039,-0.13508841454605214
ACH-000040,0.12315562841564552
ACH-000041,0.09785263060148212
ACH-000042,0.032949458965663835
ACH-000045,-0.1271715671835598
ACH-000047,0.104601415771275
ACH-000052,0.2634052905810053
ACH-000053,0.16088918459165144
ACH-000054,0.14957597666946185
ACH-000055,0.02655482372283996
ACH-000060,0.11387892111839985
ACH-000067,0.19476671508897206
ACH-000070,0.32121950145095124
ACH-000075,0.1434224966627974
ACH-000078,0.11769821001860513
ACH-000082,0.2102898181734494
ACH-000085,0.036326714448568886
ACH-000086,0.23219886573896206
ACH-000087,0.1229299306319075
ACH-000092,0.15227275071810265
ACH-000095,-0.07530455931650773
ACH-000097,0.11260639921468404
ACH-000098,0.059078537544718486
ACH-000099,0.12303141038781196
ACH-000108,0.12820717022133704
ACH-000113,0.16823460829483985
ACH-000116,0.14793546798743815
ACH-000118,0.14896839296842454
ACH-000120,0.07294596541737584
ACH-000123,0.22356433597368666
ACH-000127,0.1997198198403548
ACH-000128,0.09893781289819163
ACH-000132,0.1549000175828153
ACH-000133,0.34634511394636874
ACH-000137,0.18724164661576634
ACH-000138,0.21217358295117636
ACH-000142,0.1498874566319885
ACH-000143,0.22337215654593726
ACH-000146,0.20056570860486853
ACH-000148,0.3929596092364557
ACH-000150,0.0906646591831267
ACH-000152,0.2122462990824156
ACH-000153,0.23705541705821845
ACH-000159,0.15251762531254218
ACH-000160,0.20856483614734825
ACH-000163,0.1909685183553924
ACH-000167,0.13132911837381284
ACH-000168,0.28866299019735525
ACH-000169,0.18188200474775487
ACH-000178,0.1872931409791133
ACH-000183,0.1785281217603857
ACH-000188,0.13985836593831816
ACH-000189,0.2917661794394543
ACH-000190,0.19296145936086095
ACH-000198,0.22851229418425015
ACH-000203,-0.008213505867367332
ACH-000204,0.5269357537056581
ACH-000206,0.2317732079304477
ACH-000207,0.10552894200748736
ACH-000208,0.14213450052318485
ACH-000210,0.4520115338689033
ACH-000211,0.21080697646558416
ACH-000215,0.21559312096923006
ACH-000221,0.16235154743111466
ACH-000222,0.0637371860222808
ACH-000223,0.18332947363870605
ACH-000226,0.01521540422365334
ACH-000227,0.4140097695377322
ACH-000228,0.07185796174625296
ACH-000231,0.00545755731794286
ACH-000232,0.03259958448730865
ACH-000233,0.1705730061735247
ACH-000234,0.06318323925159025
ACH-000235,0.16606791359958714
ACH-000237,0.1515987858788078
ACH-000238,0.13304146433752062
ACH-000242,0.058363166066129436
ACH-000243,0.12378706589186853
ACH-000244,0.5010110964552863
ACH-000246,0.2411767842844141
ACH-000248,0.17771937078280914
ACH-000250,0.1977896831351442
ACH-000251,0.3594009110673901
ACH-000252,0.306023670047349
ACH-000253,0.1484877970343108
ACH-000255,0.052922475454291885
ACH-000256,-0.04884012958047095
ACH-000257,0.09116870015293732
ACH-000258,0.014965477733982315
ACH-000259,0.1851418550241354
ACH-000260,0.08826769347021178
ACH-000261,0.15008715670393982
ACH-000262,0.26427089356482725
ACH-000263,0.061839444591984385
ACH-000264,0.15974894693991218
ACH-000265,0.0831434072737821
ACH-000266,0.08117696352996907
ACH-000272,0.06338236385131417
ACH-000274,0.15441232426583795
ACH-000277,0.1366037311988978
ACH-000278,0.14265965940218348
ACH-000279,0.1006325993285117
ACH-000280,0.03495063843458738
ACH-000281,0.09770355493458067
ACH-000288,0.1764753670856752
ACH-000291,0.2040916587111765
ACH-000293,0.2918996153035658
ACH-000294,0.15421731809603126
ACH-000295,0.3882518041737663
ACH-000296,-0.16611781334317566
ACH-000302,0.12003685819463528
ACH-000304,-0.032936713271494514
ACH-000307,0.1742486719011344
ACH-000308,0.18013511056363135
ACH-000310,0.04129618288736249
ACH-000311,-0.06542299818498225
ACH-000312,0.048232372613144066
ACH-000315,0.15722286590694648
ACH-000316,0.1671504997614104
ACH-000317,0.2140140128210996
ACH-000318,0.16506275323017508
ACH-000319,0.1510148068147243
ACH-000320,0.25143616104107913
ACH-000322,0.19187419410890175
ACH-000323,0.13238435021982206
ACH-000324,0.17852516273709354
ACH-000329,0.1670815260206754
ACH-000330,0.021817557749781374
ACH-000331,0.24192541199740286
ACH-000332,0.13723861915008492
ACH-000334,0.2655215824335545
ACH-000335,0.4659221722184285
ACH-000336,0.2496493365740571
ACH-000337,0.04420274127331577
ACH-000338,-0.3941212990654084
ACH-000339,0.20233013994222152
ACH-000341,-0.11397669633746466
ACH-000348,0.20275257225064472
ACH-000350,0.04430046348349324
ACH-000352,0.08389322418494112
ACH-000356,0.12000485408022328
ACH-000361,0.3242465368924343
ACH-000362,0.18864101688483226
ACH-000363,0.10358330903042634
ACH-000364,0.17567475562791715
ACH-000365,0.2067361176073881
ACH-000366,0.08347764305118363
ACH-000368,0.2858745345483694
ACH-000374,0.2633931120714993
ACH-000375,0.11513603698936195
ACH-000376,0.2497057914252425
ACH-000381,0.02560300474805767
ACH-000383,0.14703385997019022
ACH-000387,0.05194381217047196
ACH-000389,0.07254220958350764
ACH-000390,0.14678092227699788
ACH-000393,0.1680851131269878
ACH-000395,0.3013919805855077
ACH-000396,0.3151116704820985
ACH-000397,0.12992881287096653
ACH-000401,0.11622629981612005
ACH-000402,0.15369423850405292
ACH-000403,0.14651679792037925
ACH-000404,0.1303120588588299
ACH-000406,0.12724736820655302
ACH-000407,0.07800882866141565
ACH-000408,0.2105448268833092
ACH-000410,0.18933756799047036
ACH-000411,0.3272616063989513
ACH-000414,-0.0011547746484483821
ACH-000415,0.14757487230755273
ACH-000416,0.14685564567670298
ACH-000420,0.06626733239853527
ACH-000421,0.06900893361949187
ACH-000424,0.08399025197714419
ACH-000425,0.03257570608510193
ACH-000426,-0.05276672498546547
ACH-000427,0.2320995993192159
ACH-000433,0.1157255528217124
ACH-000435,0.11942559425152866
ACH-000436,0.14462848543953782
ACH-000444,0.11545371254474728
ACH-000445,0.20499050090282664
ACH-000448,0.1649697917790681
ACH-000450,0.030653728268060662
ACH-000452,0.10903572787202452
ACH-000454,0.06813782232185413
ACH-000458,0.16963668697114556
ACH-000459,0.21846228604689494
ACH-000460,0.09397777869829267
ACH-000461,0.2791688258141236
ACH-000463,0.14139780075548553
ACH-000464,0.20449651835493546
ACH-000466,0.19732984997627756
ACH-000467,0.1884336638601352
ACH-000468,-0.04746432334830624
ACH-000469,0.09968652156136036
ACH-000470,0.11157866293974243
ACH-000471,0.17376008663610765
ACH-000472,0.1389478432690411
ACH-000473,-0.14401938586789145
ACH-000475,0.08800776099075637
ACH-000476,0.3041635130749777
ACH-000477,0.2739089617095373
ACH-000479,0.03571580200215515
ACH-000480,-0.0002524924244265543
ACH-000481,0.1115499704437777
ACH-000483,0.15098184183753785
ACH-000484,0.3594232833791652
ACH-000485,0.07251066024983048
ACH-000486,0.1871035316404612
ACH-000487,0.1962950112634068
ACH-000488,0.2407169399344989
ACH-000490,0.19763275993194698
ACH-000491,0.2753513973142111
ACH-000495,0.4118436101742824
ACH-000496,0.2178807255259692
ACH-000499,0.3891885668298757
ACH-000500,-0.15466426517835274
ACH-000502,0.10310537394562792
ACH-000503,0.4152282532844401
ACH-000505,0.1614742271530681
ACH-000507,0.1276502034725927
ACH-000510,0.09059607272359786
ACH-000511,0.1306712184988611
ACH-000512,0.2826424458515151
ACH-000516,0.2087998413950076
ACH-000517,0.04270374863141777
ACH-000518,0.0878151042855146
ACH-000520,0.2740469766634741
ACH-000521,0.17735459990226685
ACH-000522,0.25279621622500525
ACH-000524,-0.12768990429404706
ACH-000527,0.2380367542242407
ACH-000528,0.05657788178838383
ACH-000537,0.23465201151680046
ACH-000541,-0.003311222233196785
ACH-000542,0.17271419601178284
ACH-000544,0.3165796561933477
ACH-000545,0.2431941103436003
ACH-000547,0.03469771091497816
ACH-000548,0.29081652253469165
ACH-000549,0.2304427664089673
ACH-000550,0.06923620874089903
ACH-000552,0.03080213489716472
ACH-000556,0.13179201730524726
ACH-000557,0.12879092281913992
ACH-000569,-0.03404760829408313
ACH-000570,0.042819552387474265
ACH-000571,0.07509893212187772
ACH-000573,0.16640876283179584
ACH-000576,0.3841959245508222
ACH-000579,-0.08208415693631743
ACH-000580,0.19352171880192856
ACH-000584,0.04919031769477865
ACH-000585,0.23603153062225204
ACH-000588,0.13480005922880578
ACH-000589,0.20248484596828026
ACH-000591,0.007318659303935186
ACH-000593,0.3101612753851675
ACH-000600,0.21746269627416112
ACH-000601,0.19374559845395103
ACH-000605,0.07575948833228954
ACH-000606,0.21442950550905265
ACH-000608,0.11502168129517595
ACH-000614,0.31012583212696004
ACH-000616,0.11928324429346256
ACH-000618,0.19113071672884865
ACH-000619,0.23230538186946698
ACH-000620,0.2031121966475041
ACH-000621,0.15310121616139827
ACH-000622,-0.08525143861071967
ACH-000623,0.10969671319305918
ACH-000624,-0.0008166842660276705
ACH-000627,0.142421845627177
ACH-000630,0.2091557158134343
ACH-000631,0.09158959983756508
ACH-000632,0.1521309938248486
ACH-000633,0.05229144053441465
ACH-000637,0.0954881397658676
ACH-000638,0.12648583403860075
ACH-000646,0.18735021337958424
ACH-000647,0.1213599435229103
ACH-000648,0.21292320504473794
ACH-000649,0.21258976147004272
ACH-000651,0.04599935801184433
ACH-000652,0.03863401187711772
ACH-000653,0.20323747117954574
ACH-000657,0.1027850151203226
ACH-000658,0.27042713424171355
ACH-000661,0.2543358744091297
ACH-000662,0.2361470260846145
ACH-000663,0.2063874035084096
ACH-000665,0.12544155091711987
ACH-000671,0.213253995762766
ACH-000672,0.1354792284499592
ACH-000673,0.2242184418575496
ACH-000676,0.2077448661556336
ACH-000677,0.09928056429105167
ACH-000681,0.07396237803426027
ACH-000683,0.10943151485702486
ACH-000684,0.21483539946233013
ACH-000688,0.06151857176991361
ACH-000693,0.13612222007997707
ACH-000694,0.2660635642459251
ACH-000695,0.22267706272220367
ACH-000696,0.29142702418840233
ACH-000697,0.2729120234606068
ACH-000699,0.1683419073746598
ACH-000701,0.25640089878938915
ACH-000706,0.17976275472516892
ACH-000711,0.17829234210213507
