,ADRA2B (151)
ACH-000004,0.06148376683208416
ACH-000005,-0.18937334616282556
ACH-000007,0.050113160836791605
ACH-000009,-0.12660259665925908
ACH-000011,-0.08701983172022629
ACH-000012,-0.10926983033816792
ACH-000013,-0.2308437325098335
ACH-000014,-0.10901959244350427
ACH-000015,-0.0916895332297307
ACH-000017,0.08560633395154782
ACH-000018,-0.1762383394379188
ACH-000019,-0.2760906059701965
ACH-000021,-0.10356802410701213
ACH-000022,-0.1305077068107218
ACH-000025,-0.11103196160393253
ACH-000028,-0.21355382916489876
ACH-000030,-0.23874187209236475
ACH-000035,-0.278688904667476
ACH-000036,-0.20836772979329346
ACH-000037,-0.2410081200898888
ACH-000039,-0.2055792609094674
ACH-000040,-0.08175059983650299
ACH-000041,-0.03371308509065727
ACH-000042,0.009495456373896802
ACH-000045,-0.032581732738966133
ACH-000047,-0.20087035718530066
ACH-000052,-0.005836414767297775
ACH-000053,-0.08342260602085208
ACH-000054,-0.15866386560007198
ACH-000055,-0.19152641954156926
ACH-000060,-0.12352306444724158
ACH-000067,-0.13951850668946011
ACH-000070,0.050274963638811516
ACH-000075,-0.05975827921971912
ACH-000078,-0.14034333631697687
ACH-000082,-0.12122091288496065
ACH-000085,0.14331420558489896
ACH-000086,-0.07080122551880848
ACH-000087,-0.18342486680517686
ACH-000092,-0.27162130556628394
ACH-000095,-0.11054216669113033
ACH-000097,-0.12250595292075622
ACH-000098,-0.20178064426046052
ACH-000099,-0.03742042088675998
ACH-000108,-0.12718097163708644
ACH-000113,0.02764412901375586
ACH-000116,-0.14790287246887324
ACH-000118,-0.14615481852776127
ACH-000120,-0.1904587022244577
ACH-000123,-0.12011082475555945
ACH-000127,-0.15176065224384488
ACH-000128,-0.08749433249347145
ACH-000132,-0.2733712043878377
ACH-000133,-0.10205813855212413
ACH-000137,-0.002383183255028717
ACH-000138,-0.055513707442743816
ACH-000142,-0.1315208985519525
ACH-000143,-0.08025048219577101
ACH-000146,-0.07884913187984298
ACH-000148,-0.051918568055584736
ACH-000150,0.04803083074243413
ACH-000152,-0.1018992069614987
ACH-000153,-0.19423907887196415
