,IFITM2 (10581)
ACH-000004,-0.5301662904264732
ACH-000005,-0.6495530106779305
ACH-000007,-0.495440637593889
ACH-000009,-0.5913699883860278
ACH-000011,-0.7118285187902219
ACH-000012,-0.5788954839237513
ACH-000013,-0.34502440291478903
ACH-000014,-0.7761781447328484
ACH-000015,-0.5207103018982489
ACH-000017,-0.6934393758773549
ACH-000018,-0.7461254344706582
ACH-000019,-0.565364938004145
ACH-000021,-0.5515182486185943
ACH-000022,-0.6849615478561889
ACH-000025,-0.5718528383959871
ACH-000028,-0.6354647686335019
ACH-000030,-0.5874186933606439
ACH-000035,-0.6240452324310924
ACH-000036,-0.7412908899253366
ACH-000037,-0.5733871890915738
ACH-000039,-0.5798470005582641
ACH-000040,-0.6671155610995413
ACH-000041,-0.5127953696291245
ACH-000042,-0.7479438683170592
ACH-000045,-0.5942376012258299
ACH-000047,-0.6520273561595732
ACH-000052,-0.4949286608421404
ACH-000053,-0.5638327260753174
ACH-000054,-0.65687938288276
ACH-000055,-0.6167428192476233
ACH-000060,-0.7508948097076701
ACH-000067,-0.5670705085621922
ACH-000070,-0.3438858265489658
ACH-000075,-0.8421271862583466
ACH-000078,-0.8677760599802473
ACH-000082,-0.6944738481006519
ACH-000085,-0.4570541929362364
ACH-000086,-0.5412194872467494
ACH-000087,-0.4042148457833891
ACH-000092,-0.5054396687501684
ACH-000095,-0.7635161054666113
ACH-000097,-0.6210487866128239
ACH-000098,-0.5459239465294636
ACH-000099,-0.6511463163486791
ACH-000108,-0.5783504924036811
ACH-000113,-0.6220841958280324
ACH-000116,-0.5748837025465603
ACH-000118,-0.5015497805172139
ACH-000120,-0.6518321554657183
ACH-000123,-0.7629286671929643
ACH-000127,-0.6120878418114976
ACH-000128,-0.7269338337487775
ACH-000132,-0.6495428703270922
ACH-000133,-0.6499042185965681
ACH-000137,-0.5555534642812894
ACH-000138,-0.6447576530454598
ACH-000142,-0.461739732357565
ACH-000143,-0.4537568038845971
ACH-000146,-0.6822658015857437
ACH-000148,-0.658771187710367
ACH-000150,-0.5902592015686833
ACH-000152,-0.5434261873079053
ACH-000153,-0.5274508308553842
ACH-000159,-0.5598986802863171
ACH-000160,-0.6365025004143575
ACH-000163,-0.6481243426048979
ACH-000167,-0.6960947671087502
ACH-000168,-0.5250558736438838
ACH-000169,-0.5860966804006227
